"Agrostis_stolonifera"	"Angelica_sylvestris"	"Anthoxanthum_odoratum"	"Arrhenatherum_elatius"	"Chamerion_angustifolium"	"Cirsium_arvense"	"Cirsium_palustre"	"Cytisus_scoparius"	"Dactylis_glomerata"	"Deschampsia_cespitosa"	"Epilobium_ciliatum"	"Epilobium_montanum"	"Glechoma_hederaceae"	"Holcus_lanatus"	"Holcus_mollis"	"Lathyrus_pratensis"	"Lotus_ulginosus"	"Poa_pratensis"	"Poa_trivialis"	"Pteridium_aquilinum"	"Ranunculus_repens"	"Rubus_sp."	"Rumex_crispus"	"Rumex_obtusifolius"	"Senecio_jacobaea"	"Urtica_dioica"	"Capitophorus_carduinis"	"Aphis_fabae"	"Uroleucon_cirsii"	"Microlophium_carnosum"	"Aphis_urticata"	"Cavariella_pastinacae"	"Myzus_persicae"	"Brachycaudus_sp._A"	"Acyrthosiphon_pisum"	"Macrosiphun_funestum"	"Amphorophora_rubi"	"Aphis_ruborum"	"Aphis_rumicis"	"Metopolophium_albidum"	"Sitobion_fragariae"	"Sitobion_avenae"	"Megoura_viciae"	"Aphis_epilobii"	"Aphis_grossulariae"	"Sitobion_ptericolens"	"Ovatus_glechomae"	"Aphis_jacobaea"	"Aphis_salicariae"	"Brachycaudus_sp._B"	"Aphis_sarothamni"
"Epilobium_montanum"	0	0	0	0	0	0	0	0	0	0	0.166666666666667	1.16666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0
"Glechoma_hederaceae"	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0
"Holcus_lanatus"	0.0388418079096045	0	0.0388418079096045	0	0	0	0	0	0.0388418079096045	0.0388418079096045	0	0	0	1.0388418079096	0.0388418079096045	0	0	0.0388418079096045	0.0388418079096045	0	0	0.0225988700564972	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00282485875706215	0.00282485875706215	0.00282485875706215	0	0	0.330508474576271	0.327683615819209	0	0	0	0	0	0	0	0	0
"Holcus_mollis"	0.0388418079096045	0	0.0388418079096045	0	0	0	0	0	0.0388418079096045	0.0388418079096045	0	0	0	0.0388418079096045	1.0388418079096	0	0	0.0388418079096045	0.0388418079096045	0	0	0.0225988700564972	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00282485875706215	0.00282485875706215	0.00282485875706215	0	0	0.330508474576271	0.327683615819209	0	0	0	0	0	0	0	0	0
"Lathyrus_pratensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0
"Lotus_ulginosus"	0	0	0	0	0	0	0	0.177777777777778	0	0	0	0	0	0	0	0	1.15555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.622222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444444444444444
"Poa_pratensis"	0.0388418079096045	0	0.0388418079096045	0	0	0	0	0	0.0388418079096045	0.0388418079096045	0	0	0	0.0388418079096045	0.0388418079096045	0	0	1.0388418079096	0.0388418079096045	0	0	0.0225988700564972	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00282485875706215	0.00282485875706215	0.00282485875706215	0	0	0.330508474576271	0.327683615819209	0	0	0	0	0	0	0	0	0
"Poa_trivialis"	0.0388418079096045	0	0.0388418079096045	0	0	0	0	0	0.0388418079096045	0.0388418079096045	0	0	0	0.0388418079096045	0.0388418079096045	0	0	0.0388418079096045	1.0388418079096	0	0	0.0225988700564972	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00282485875706215	0.00282485875706215	0.00282485875706215	0	0	0.330508474576271	0.327683615819209	0	0	0	0	0	0	0	0	0
"Pteridium_aquilinum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0
"Ranunculus_repens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14942528735632	0	0	0	0.183908045977011	0	0	0	0	0	0	0	0.597701149425287	0.0229885057471264	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0229885057471264	0	0.0229885057471264	0
"Rubus_sp."	0.0112994350282486	0	0.0112994350282486	0	0	0	0	0	0.0112994350282486	0.0112994350282486	0	0	0	0.0112994350282486	0.0112994350282486	0	0	0.0112994350282486	0.0112994350282486	0	0	1.24293785310734	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155367231638418	0.155367231638418	0.155367231638418	0	0	0.177966101694915	0.0225988700564972	0	0	0	0	0	0	0	0	0
"Rumex_crispus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16666666666667	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0
"Rumex_obtusifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	1.16666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0
"Senecio_jacobaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0459770114942529	0	0	0	1.28735632183908	0	0	0	0	0	0	0	0.183908045977011	0.160919540229885	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160919540229885	0	0.160919540229885	0
"Urtica_dioica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Capitophorus_carduinis"	0	0	0	0	0	0.0579710144927536	0.608695652173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10144927536232	0.115942028985507	0.115942028985507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aphis_fabae"	0	0	0	0	0	0.318840579710145	0.347826086956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0579710144927536	1.13768115942029	0.13768115942029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Uroleucon_cirsii"	0	0	0	0	0	0.318840579710145	0.347826086956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0579710144927536	0.13768115942029	1.13768115942029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microlophium_carnosum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	1.16666666666667	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aphis_urticata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0.166666666666667	1.16666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cavariella_pastinacae"	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myzus_persicae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298850574712644	0	0	0	0.367816091954023	0	0	0	0	0	0	0	1.19540229885057	0.0459770114942529	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0459770114942529	0	0.0459770114942529	0
"Brachycaudus_sp._A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0229885057471264	0	0	0	0.64367816091954	0	0	0	0	0	0	0	0.0919540229885057	1.08045977011494	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0804597701149425	0	0.0804597701149425	0
"Acyrthosiphon_pisum"	0	0	0	0	0	0	0	0.355555555555556	0	0	0	0	0	0	0	0	0.311111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0888888888888889
"Macrosiphun_funestum"	0.00564971751412429	0	0.00564971751412429	0	0	0	0	0	0.00564971751412429	0.00564971751412429	0	0	0	0.00564971751412429	0.00564971751412429	0	0	0.00564971751412429	0.00564971751412429	0	0	0.621468926553672	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07768361581921	0.0776836158192091	0.0776836158192091	0	0	0.0889830508474576	0.0112994350282486	0	0	0	0	0	0	0	0	0
"Amphorophora_rubi"	0.00564971751412429	0	0.00564971751412429	0	0	0	0	0	0.00564971751412429	0.00564971751412429	0	0	0	0.00564971751412429	0.00564971751412429	0	0	0.00564971751412429	0.00564971751412429	0	0	0.621468926553672	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077683615819209	1.07768361581921	0.077683615819209	0	0	0.0889830508474576	0.0112994350282486	0	0	0	0	0	0	0	0	0
"Aphis_ruborum"	0.00564971751412429	0	0.00564971751412429	0	0	0	0	0	0.00564971751412429	0.00564971751412429	0	0	0	0.00564971751412429	0.00564971751412429	0	0	0.00564971751412429	0.00564971751412429	0	0	0.621468926553672	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077683615819209	0.077683615819209	1.07768361581921	0	0	0.0889830508474576	0.0112994350282486	0	0	0	0	0	0	0	0	0
"Aphis_rumicis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0
"Metopolophium_albidum"	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0
"Sitobion_fragariae"	0.0734463276836158	0	0.0734463276836158	0	0	0	0	0	0.0734463276836158	0.0734463276836158	0	0	0	0.0734463276836158	0.0734463276836158	0	0	0.0734463276836158	0.0734463276836158	0	0	0.0790960451977401	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00988700564971751	0.00988700564971751	0.00988700564971751	0	0	1.15677966101695	0.146892655367232	0	0	0	0	0	0	0	0	0
"Sitobion_avenae"	0.0819209039548023	0	0.0819209039548023	0	0	0	0	0	0.0819209039548023	0.0819209039548023	0	0	0	0.0819209039548023	0.0819209039548023	0	0	0.0819209039548023	0.0819209039548023	0	0	0.0112994350282486	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00141242937853107	0.00141242937853107	0.00141242937853107	0	0	0.165254237288136	1.1638418079096	0	0	0	0	0	0	0	0	0
"Megoura_viciae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0
"Aphis_epilobii"	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16666666666667	0.166666666666667	0	0	0	0	0	0
"Aphis_grossulariae"	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	1.16666666666667	0	0	0	0	0	0
"Sitobion_ptericolens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0
"Ovatus_glechomae"	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0
"Aphis_jacobaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0229885057471264	0	0	0	0.64367816091954	0	0	0	0	0	0	0	0.0919540229885057	0.0804597701149425	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08045977011494	0	0.0804597701149425	0
"Aphis_salicariae"	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0
"Brachycaudus_sp._B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0229885057471264	0	0	0	0.64367816091954	0	0	0	0	0	0	0	0.0919540229885057	0.0804597701149425	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0804597701149425	0	1.08045977011494	0
"Aphis_sarothamni"	0	0	0	0	0	0	0	0.622222222222222	0	0	0	0	0	0	0	0	0.0444444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15555555555556
