"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"
"R11"	0.0419447877275861	7.46030360429646e-05	0.00103378492802394	0.0276430892480628	0.0276430892480628	5.32878828878319e-06	0.00778528340607876	0.00778528340607876	0.00117311087861315	0.00117311087861315	1.04194478772759	0.0419447877275861	0.0419447877275861	0	0	0.0425335591534349	0.0419447877275861	0.00675915172410259	0.00706525711018555	0.10579476043945	0.109377057437543	0.109377057437543	0.109377057437543	0.111066845368568	0.10384843958793	0	0	0.0023373578110574	0.0023373578110574	2.13151531551328e-05	0.00578706408161854	0.000277096991016726
"R12"	0.0419447877275861	7.46030360429646e-05	0.00103378492802394	0.0276430892480628	0.0276430892480628	5.32878828878319e-06	0.00778528340607876	0.00778528340607876	0.00117311087861315	0.00117311087861315	0.0419447877275861	1.04194478772759	0.0419447877275861	0	0	0.0425335591534349	0.0419447877275861	0.00675915172410259	0.00706525711018555	0.10579476043945	0.109377057437543	0.109377057437543	0.109377057437543	0.111066845368568	0.10384843958793	0	0	0.0023373578110574	0.0023373578110574	2.13151531551328e-05	0.00578706408161854	0.000277096991016726
"R13"	0.0419447877275861	7.46030360429646e-05	0.00103378492802394	0.0276430892480628	0.0276430892480628	5.32878828878319e-06	0.00778528340607876	0.00778528340607876	0.00117311087861315	0.00117311087861315	0.0419447877275861	0.0419447877275861	1.04194478772759	0	0	0.0425335591534349	0.0419447877275861	0.00675915172410259	0.00706525711018555	0.10579476043945	0.109377057437543	0.109377057437543	0.109377057437543	0.111066845368568	0.10384843958793	0	0	0.0023373578110574	0.0023373578110574	2.13151531551328e-05	0.00578706408161854	0.000277096991016726
"R14"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0
"R15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0
"R16"	0.0364573364172299	6.47260473708605e-05	0.00089691808499621	0.0239833121954528	0.0239833121954528	4.62328909791861e-06	0.0144693014689152	0.0144693014689152	0.00863546575644252	0.00863546575644252	0.0364573364172299	0.0364573364172299	0.0364573364172299	0	0	1.0434688486855	0.0364573364172299	0.0124353762986026	0.0841381472191813	0.0933413713995624	0.0945207084714241	0.0945207084714241	0.0945207084714241	0.0976295525460748	0.0897240460323335	0	0	0.00649581395270963	0.00649581395270963	1.84931563916744e-05	0.00502089196033961	0.000240411033091768
"R17"	0.0419447877275861	7.46030360429646e-05	0.00103378492802394	0.0276430892480628	0.0276430892480628	5.32878828878319e-06	0.00778528340607876	0.00778528340607876	0.00117311087861315	0.00117311087861315	0.0419447877275861	0.0419447877275861	0.0419447877275861	0	0	0.0425335591534349	1.04194478772759	0.00675915172410259	0.00706525711018555	0.10579476043945	0.109377057437543	0.109377057437543	0.109377057437543	0.111066845368568	0.10384843958793	0	0	0.0023373578110574	0.0023373578110574	2.13151531551328e-05	0.00578706408161854	0.000277096991016726
"R18"	0.0202774551723078	5.07460088841891e-05	0.000703194694538049	0.0188032086490522	0.0188032086490522	3.62471492029922e-06	0.0284678269804987	0.0284678269804987	0.0273006557008173	0.0273006557008173	0.0202774551723078	0.0202774551723078	0.0202774551723078	0	0	0.0435238170451091	0.0202774551723078	1.03852129234761	0.278956342473616	0.0186747404749036	0.0153184254595893	0.0153184254595893	0.0153184254595893	0.274948748546491	0.0115577837297789	0	0	0.0162171753120638	0.0162171753120638	1.44988596811969e-05	0.00393644040344495	0.00018848517585556
"C1"	0.00706525711018555	1.09282306764714e-05	0.000151434053659675	0.00404929975958538	0.00404929975958538	7.80587905462241e-07	0.109146819691867	0.109146819691867	0.106819190046838	0.106819190046838	0.00706525711018555	0.00706525711018555	0.00706525711018555	0	0	0.0981611717557116	0.00706525711018555	0.0929854474912053	1.09315097574631	0.0372420743204759	0.0107652293494262	0.0107652293494262	0.0107652293494262	0.0340115912222275	0.00995536939750909	0	0	0.062893101605246	0.062893101605246	3.12235162184897e-06	0.000847718465331994	4.05905710840365e-05
"C2"	0.0793460703295873	2.80287272854739e-05	0.00038839807809871	0.0103856444852426	0.0103856444852426	2.00205194896242e-06	0.073641839216704	0.073641839216704	0.00756026683208045	0.00756026683208045	0.0793460703295873	0.0793460703295873	0.0793460703295873	0	0	0.0816736999746171	0.0793460703295873	0.00466868511872589	0.0279315557403569	1.05730515815398	0.0409718272468492	0.0409718272468492	0.0409718272468492	0.0421389985265307	0.0388946983498007	0	0	0.0209305487482028	0.0209305487482028	8.0082077958497e-06	0.00217422841657319	0.000104106701346046
"C3"	0.082032793078157	0.000212891154912559	0.00295006314664546	0.0788837761506356	0.0788837761506356	1.52065110651828e-05	0.00353581007261253	0.00353581007261253	0.000975070869684457	0.000975070869684457	0.082032793078157	0.082032793078157	0.082032793078157	0	0	0.0827056199124961	0.082032793078157	0.00382960636489733	0.00807392201206962	0.0409718272468492	1.05586462995882	0.0558646299588232	0.0558646299588232	0.0568220315500475	0.0400878747286961	0	0	0.00120897614138129	0.00120897614138129	6.08260442607311e-05	0.0165142710167885	0.000790738575389504
"C4"	0.082032793078157	0.000212891154912559	0.00295006314664546	0.0788837761506356	0.0788837761506356	1.52065110651828e-05	0.00353581007261253	0.00353581007261253	0.000975070869684457	0.000975070869684457	0.082032793078157	0.082032793078157	0.082032793078157	0	0	0.0827056199124961	0.082032793078157	0.00382960636489733	0.00807392201206963	0.0409718272468492	0.0558646299588232	1.05586462995882	0.0558646299588232	0.0568220315500475	0.0400878747286961	0	0	0.00120897614138129	0.00120897614138129	6.08260442607311e-05	0.0165142710167885	0.000790738575389504
"C5"	0.082032793078157	0.000212891154912559	0.00295006314664546	0.0788837761506356	0.0788837761506356	1.52065110651828e-05	0.00353581007261253	0.00353581007261253	0.000975070869684457	0.000975070869684457	0.082032793078157	0.082032793078157	0.082032793078157	0	0	0.0827056199124961	0.082032793078157	0.00382960636489733	0.00807392201206962	0.0409718272468492	0.0558646299588232	0.0558646299588232	1.05586462995882	0.0568220315500475	0.0400878747286961	0	0	0.00120897614138129	0.00120897614138129	6.08260442607311e-05	0.0165142710167885	0.000790738575389504
"C6"	0.0740445635790455	0.000192055804860285	0.00266134472449252	0.0711635348366234	0.0711635348366234	1.37182717757346e-05	0.00472448823012774	0.00472448823012774	0.00238343275643159	0.00238343275643159	0.0740445635790455	0.0740445635790455	0.0740445635790455	0	0	0.0759340964247248	0.0740445635790455	0.0610997218992202	0.0226743941481517	0.0374568875791384	0.0505084724889312	0.0505084724889312	0.0505084724889311	1.06578340296374	0.0362757655216064	0	0	0.00197559964300913	0.00197559964300913	5.48730871029386e-05	0.0148980431484478	0.000713350132338201
"C7"	0.10384843958793	3.64784356321403e-05	0.000505486893759658	0.0135165632029806	0.0135165632029806	2.60560254515288e-06	0.00444964320827575	0.00444964320827575	0.00120841834579235	0.00120841834579235	0.10384843958793	0.10384843958793	0.10384843958793	0	0	0.104678053704389	0.10384843958793	0.00385259457659296	0.00995536939750908	0.0518595977997343	0.0534504996382614	0.0534504996382614	0.0534504996382614	0.0544136482824097	1.05074718699767	0	0	0.00151521691733305	0.00151521691733305	1.04224101806115e-05	0.00282968436403603	0.00013549133234795
"C8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0
"C9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0
"C10"	0.00350603671658611	1.95833898282587e-06	2.71369830477299e-05	0.000725634533814944	0.000725634533814944	1.39881355916134e-07	0.158353088481624	0.158353088481624	0.155736769888099	0.155736769888099	0.00350603671658611	0.00350603671658611	0.00350603671658611	0	0	0.0113676744172419	0.00350603671658611	0.00810858765603189	0.094339652407869	0.0418610974964056	0.00241795228276257	0.00241795228276257	0.00241795228276257	0.00444509919677054	0.00227282537599958	0	0	1.09150052874977	0.0915005287497723	5.59525423664535e-07	0.000151911152524921	7.27383050763895e-06
"C11"	0.00350603671658611	1.95833898282587e-06	2.71369830477299e-05	0.000725634533814944	0.000725634533814944	1.39881355916134e-07	0.158353088481624	0.158353088481624	0.155736769888099	0.155736769888099	0.00350603671658611	0.00350603671658611	0.00350603671658611	0	0	0.0113676744172419	0.00350603671658611	0.00810858765603189	0.094339652407869	0.0418610974964056	0.00241795228276257	0.00241795228276257	0.00241795228276257	0.00444509919677054	0.00227282537599958	0	0	0.0915005287497723	1.09150052874977	5.59525423664535e-07	0.000151911152524921	7.27383050763895e-06
"C12"	6.39454594653983e-05	0.331569126281688	0.0231721784748156	0.00106018473250545	0.00106018473250545	0.309397794734406	3.06240256625693e-06	3.06240256625693e-06	1.06035061729451e-06	1.06035061729451e-06	6.39454594653983e-05	6.39454594653983e-05	6.39454594653983e-05	0	0	6.47260473708605e-05	6.39454594653983e-05	1.44988596811969e-05	9.3670548655469e-06	3.20328311833988e-05	0.000243304177042924	0.000243304177042924	0.000243304177042924	0.000246928891963224	3.12672305418345e-05	0	0	1.11905084732907e-06	1.11905084732907e-06	1.23759117893763	0.006005081565205	0.0886853261891258
"C13"	0.0115741281632371	0.0140118569854783	0.194164303941628	0.191893436583486	0.191893436583486	0.00100084692753417	0.000554294864492505	0.000554294864492505	0.000191923461730306	0.000191923461730306	0.0115741281632371	0.0115741281632371	0.0115741281632371	0	0	0.0117154145741258	0.0115741281632371	0.00262429360229664	0.00169543693066399	0.00579794244419518	0.0440380560447693	0.0440380560447693	0.0440380560447693	0.0446941294453435	0.00565936872807205	0	0	0.000202548203366562	0.000202548203366562	0.00400338771013666	1.0869197633021	0.0520440402317766
"C14"	0.000831290973050177	0.31039864166194	0.301238320172603	0.0137824015225708	0.0137824015225708	0.0221713315472815	3.98112333613401e-05	3.98112333613401e-05	1.37845580248286e-05	1.37845580248286e-05	0.000831290973050177	0.000831290973050177	0.000831290973050177	0	0	0.000841438615821186	0.000831290973050177	0.00018848517585556	0.00012177171325211	0.000416426805384184	0.00316295430155802	0.00316295430155802	0.00316295430155802	0.00321007559552191	0.000406473997043849	0	0	1.45476610152779e-05	1.45476610152779e-05	0.0886853261891258	0.0780660603476649	1.15290924045864
