"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"
"R11"	0.00756745432066159	0.00756745432066159	0.0206876829166295	0.022993829147552	0.0245295430188003	0.0245295430188003	0.0245295430188003	0.0245295430188003	0.00932728082682165	0.0249158130511587	1.0245295430188	0.0245295430188003	0.0245295430188003	0.0245295430188003	0.0245295430188003	0.0195079315806456	0.0422372763684072	0.042283645879349	0.0438457869631122	0.0438457869631122	0.0446230603653473	0.0453592778272444	0.0438457869631122	0.0446230603653473	0.0438457869631122	0.0446230603653473	0.0446230603653473	0.0461365512294797	0.0453237207469527	0.0445464473447176	0.0453592778272445	0.00154508012943378
"R12"	0.00756745432066159	0.00756745432066159	0.0206876829166295	0.022993829147552	0.0245295430188003	0.0245295430188003	0.0245295430188003	0.0245295430188003	0.00932728082682165	0.0249158130511587	0.0245295430188003	1.0245295430188	0.0245295430188003	0.0245295430188003	0.0245295430188003	0.0195079315806456	0.0422372763684072	0.042283645879349	0.0438457869631122	0.0438457869631122	0.0446230603653473	0.0453592778272444	0.0438457869631122	0.0446230603653473	0.0438457869631122	0.0446230603653473	0.0446230603653473	0.0461365512294797	0.0453237207469527	0.0445464473447176	0.0453592778272445	0.00154508012943378
"R13"	0.00756745432066159	0.00756745432066159	0.0206876829166295	0.022993829147552	0.0245295430188003	0.0245295430188003	0.0245295430188003	0.0245295430188003	0.00932728082682165	0.0249158130511587	0.0245295430188003	0.0245295430188003	1.0245295430188	0.0245295430188003	0.0245295430188003	0.0195079315806456	0.0422372763684072	0.042283645879349	0.0438457869631122	0.0438457869631122	0.0446230603653473	0.0453592778272444	0.0438457869631122	0.0446230603653473	0.0438457869631122	0.0446230603653473	0.0446230603653473	0.0461365512294797	0.0453237207469527	0.0445464473447176	0.0453592778272445	0.00154508012943378
"R14"	0.00756745432066159	0.00756745432066159	0.0206876829166295	0.022993829147552	0.0245295430188003	0.0245295430188003	0.0245295430188003	0.0245295430188003	0.00932728082682165	0.0249158130511587	0.0245295430188003	0.0245295430188003	0.0245295430188003	1.0245295430188	0.0245295430188003	0.0195079315806456	0.0422372763684072	0.042283645879349	0.0438457869631122	0.0438457869631122	0.0446230603653473	0.0453592778272444	0.0438457869631122	0.0446230603653473	0.0438457869631122	0.0446230603653473	0.0446230603653473	0.0461365512294797	0.0453237207469527	0.0445464473447176	0.0453592778272445	0.00154508012943378
"R15"	0.00756745432066159	0.00756745432066159	0.0206876829166295	0.022993829147552	0.0245295430188003	0.0245295430188003	0.0245295430188003	0.0245295430188003	0.00932728082682165	0.0249158130511587	0.0245295430188003	0.0245295430188003	0.0245295430188003	0.0245295430188003	1.0245295430188	0.0195079315806456	0.0422372763684072	0.042283645879349	0.0438457869631122	0.0438457869631122	0.0446230603653473	0.0453592778272444	0.0438457869631122	0.0446230603653473	0.0438457869631122	0.0446230603653473	0.0446230603653473	0.0461365512294797	0.0453237207469527	0.0445464473447176	0.0453592778272445	0.00154508012943378
"R16"	0.00604325123823932	0.00604325123823932	0.0216775960465524	0.0224599736246084	0.024384914475807	0.024384914475807	0.024384914475807	0.024384914475807	0.00967442854573906	0.0247655618748258	0.024384914475807	0.024384914475807	0.024384914475807	0.024384914475807	0.024384914475807	1.02320504048287	0.00883806393881736	0.0507229415047832	0.0523053609863683	0.0523053609863683	0.0531115633651799	0.0535140112340161	0.0523053609863683	0.0531115633651799	0.0523053609863683	0.0531115633651799	0.0531115633651798	0.0543202136128277	0.011686670259375	0.0108804678805634	0.0535140112340161	0.00152258959607525
"C1"	0.00376747043985388	0.00376747043985388	0.0102990383455433	0.057647166482125	0.0575962859569189	0.0575962859569189	0.0575962859569189	0.0575962859569189	0.00464344735406662	0.0585339756960621	0.0575962859569189	0.0575962859569189	0.0575962859569189	0.0575962859569189	0.0575962859569189	0.00964152429689166	1.02102964474365	0.0195098027066148	0.0218274917821296	0.0218274917821296	0.0222144457283018	0.0225809858701003	0.0218274917821296	0.0222144457283018	0.0218274917821296	0.0222144457283018	0.0222144457283018	0.0229679398162726	0.0225662096372354	0.0221792556910632	0.0225809858701003	0.00375075895657278
"C2"	0.00369819435907919	0.00369819435907919	0.0103444086155056	0.0117842047229811	0.0576595171082032	0.0576595171082032	0.0576595171082032	0.0576595171082032	0.00465938862923288	0.0582125040017417	0.0576595171082032	0.0576595171082032	0.0576595171082032	0.0576595171082032	0.0576595171082032	0.0553341180052179	0.0195098027066147	1.02142258413273	0.0222132528266593	0.0222132528266593	0.0226015352124287	0.0229528916984751	0.0222132528266593	0.0226015352124287	0.0222132528266593	0.0226015352124287	0.0226015352124287	0.0233411740842446	0.0210355858340271	0.0206473034482577	0.0229528916984751	0.0022119475741538
"C3"	0.0037450822316739	0.0037450822316739	0.0488974178570991	0.0505599438539006	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.00470133523304241	0.051414299731849	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0482818716797245	0.0184694161233404	0.0187958293148656	1.02236183069424	0.022361830694243	0.0227536086303299	0.0231108471405778	0.022361830694243	0.0227536086303299	0.022361830694243	0.0227536086303299	0.0227536086303299	0.0235026250766647	0.0214908804233428	0.0210991024872559	0.0231108471405778	0.00329202832841697
"C4"	0.0037450822316739	0.0037450822316739	0.0488974178570991	0.0505599438539006	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.00470133523304242	0.051414299731849	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0482818716797246	0.0184694161233404	0.0187958293148656	0.022361830694243	1.02236183069424	0.0227536086303299	0.0231108471405778	0.022361830694243	0.0227536086303299	0.022361830694243	0.0227536086303299	0.0227536086303299	0.0235026250766647	0.0214908804233428	0.0210991024872559	0.0231108471405778	0.00329202832841697
"C5"	0.00374115049217632	0.00374115049217632	0.0462098510721317	0.0477809943368435	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0407873347000482	0.0485881920230017	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0455241971701542	0.0174542073579514	0.0177583490954797	0.0211283508710206	0.0211283508710206	1.02452729542936	0.0218765809694558	0.0211283508710206	0.0245272954293579	0.0211283508710206	0.0245272954293579	0.0245272954293579	0.0252755255277932	0.0233786839790368	0.0199797394206994	0.0218765809694558	0.00311108081194692
"C6"	0.0378431581602875	0.0378431581602875	0.0438414819082919	0.0453320830097703	0.0453592778272444	0.0453592778272444	0.0453592778272444	0.0453592778272444	0.00466489659589667	0.0460971793997195	0.0453592778272444	0.0453592778272444	0.0453592778272444	0.0453592778272444	0.0453592778272444	0.0428112089872129	0.0165593896380736	0.0168321205788818	0.0200294008551674	0.0200294008551674	0.0204181422381588	1.02759803248722	0.0200294008551674	0.0204181422381588	0.0200294008551674	0.0204181422381588	0.0204181422381588	0.0279867738702163	0.0262029734957491	0.0258142321127577	0.0275980324872249	0.00295160628990025
"C7"	0.0037450822316739	0.0037450822316739	0.0488974178570991	0.0505599438539006	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.00470133523304242	0.0514142997318491	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0482818716797246	0.0184694161233404	0.0187958293148656	0.022361830694243	0.022361830694243	0.0227536086303299	0.0231108471405778	1.02236183069424	0.0227536086303299	0.022361830694243	0.0227536086303299	0.0227536086303299	0.0235026250766647	0.0214908804233428	0.0210991024872559	0.0231108471405778	0.00329202832841697
"C8"	0.00374115049217632	0.00374115049217632	0.0462098510721317	0.0477809943368435	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0407873347000483	0.0485881920230017	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0455241971701541	0.0174542073579514	0.0177583490954797	0.0211283508710206	0.0211283508710206	0.0245272954293579	0.0218765809694558	0.0211283508710206	1.02452729542936	0.0211283508710206	0.0245272954293579	0.0245272954293579	0.0252755255277932	0.0233786839790368	0.0199797394206994	0.0218765809694558	0.00311108081194692
"C9"	0.0037450822316739	0.0037450822316739	0.0488974178570991	0.0505599438539006	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.00470133523304242	0.051414299731849	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0505912926497448	0.0482818716797246	0.0184694161233404	0.0187958293148656	0.022361830694243	0.022361830694243	0.0227536086303299	0.0231108471405778	0.022361830694243	0.0227536086303299	1.02236183069424	0.0227536086303299	0.0227536086303299	0.0235026250766647	0.0214908804233428	0.0210991024872559	0.0231108471405778	0.00329202832841697
"C10"	0.00374115049217632	0.00374115049217632	0.0462098510721317	0.0477809943368435	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0407873347000483	0.0485881920230017	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0455241971701541	0.0174542073579514	0.0177583490954797	0.0211283508710206	0.0211283508710206	0.0245272954293579	0.0218765809694558	0.0211283508710206	0.0245272954293579	0.0211283508710206	1.02452729542936	0.0245272954293579	0.0252755255277932	0.0233786839790368	0.0199797394206994	0.0218765809694558	0.00311108081194692
"C11"	0.00374115049217632	0.00374115049217632	0.0462098510721317	0.0477809943368435	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0407873347000483	0.0485881920230017	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0478104218200149	0.0455241971701541	0.0174542073579514	0.0177583490954797	0.0211283508710206	0.0211283508710206	0.0245272954293579	0.0218765809694558	0.0211283508710206	0.0245272954293579	0.0211283508710206	0.0245272954293579	1.02452729542936	0.0252755255277932	0.0233786839790368	0.0199797394206994	0.0218765809694558	0.00311108081194692
"C12"	0.0357085881426888	0.0357085881426888	0.041805856968246	0.0432272434851036	0.0432530167776372	0.0432530167776372	0.0432530167776372	0.0432530167776372	0.0362424235443484	0.0439566551752362	0.0432530167776372	0.0432530167776372	0.0432530167776372	0.0432530167776372	0.0432530167776372	0.0407401602096208	0.0157904586236874	0.0160470571829181	0.01909588287479	0.01909588287479	0.0221160848368191	0.0262376005033278	0.01909588287479	0.0221160848368191	0.01909588287479	0.0221160848368191	0.0221160848368191	1.02925780246536	0.0275602957899559	0.0245400938279269	0.0262376005033278	0.00281455359039625
"C13"	0.0378877189775933	0.0378877189775933	0.0438703275645773	0.0453603939299568	0.0453237207469527	0.0453237207469527	0.0453237207469527	0.0453237207469527	0.038336104162447	0.0460615801244244	0.0453237207469527	0.0453237207469527	0.0453237207469527	0.0453237207469527	0.0453237207469527	0.00934933620749998	0.0165485537339726	0.0154260962782866	0.0186254297002304	0.0186254297002304	0.021820105047101	0.0262029734957491	0.0186254297002304	0.021820105047101	0.0186254297002304	0.021820105047101	0.021820105047101	0.0293976488426197	1.02900809316731	0.0258134178204366	0.0262029734957491	0.00295143750988682
"C14"	0.0403304104846566	0.0403304104846566	0.0461988164715074	0.0477679470238751	0.0477283364407688	0.0477283364407688	0.0477283364407688	0.0477283364407688	0.00465258819039861	0.0485053507184557	0.0477283364407688	0.0477283364407688	0.0477283364407688	0.0477283364407688	0.0477283364407688	0.00932611532619719	0.0174265580429782	0.0162228812807739	0.0195920237381662	0.0195920237381662	0.0199797394206994	0.0276581058350975	0.0195920237381662	0.0199797394206994	0.0195920237381662	0.0199797394206994	0.0199797394206994	0.0280458215176308	0.0276572333790392	1.02726951769651	0.0276581058350975	0.00310805711074758
"C15"	0.0378431581602875	0.0378431581602875	0.0438414819082919	0.0453320830097703	0.0453592778272444	0.0453592778272444	0.0453592778272444	0.0453592778272444	0.00466489659589667	0.0460971793997195	0.0453592778272444	0.0453592778272444	0.0453592778272444	0.0453592778272444	0.0453592778272444	0.0428112089872129	0.0165593896380736	0.0168321205788818	0.0200294008551674	0.0200294008551674	0.0204181422381588	0.0275980324872249	0.0200294008551674	0.0204181422381588	0.0200294008551674	0.0204181422381588	0.0204181422381588	0.0279867738702163	0.0262029734957491	0.0258142321127577	1.02759803248722	0.00295160628990025
"C16"	0.00369431519770779	0.00369431519770779	0.0100974243380717	0.265323300069696	0.0115881009707533	0.0115881009707533	0.0115881009707533	0.0115881009707533	0.00455257858701769	0.265876286963234	0.0115881009707533	0.0115881009707533	0.0115881009707533	0.0115881009707533	0.0115881009707533	0.00913553757645152	0.0206291742611503	0.0121657116578459	0.0213981841347103	0.0213981841347103	0.0217775656836284	0.0221370471742518	0.0213981841347103	0.0217775656836284	0.0213981841347103	0.0217775656836284	0.0217775656836284	0.02251642872317	0.0221357813241512	0.021756399775233	0.0221370471742518	1.01715274396992
