"Azorina_vidalii"	"Crithmum_maritimum"	"Daucus_carota"	"Leucanthemum_vulgare"	"Lotus_corniculatus"	"Freesia_sp1_M_PL_036"	"Reseada_luteola"	"Silene_vulgaris"	"Solidago_sempervirens"	"Beta_maritima"	"Unidentified_sp1_M_PL_036"	"Unidentified_sp2_M_PL_036"	"Unidentified_sp3_M_PL_036"	"Apis_mellifera"	"Bombus_sp1_M_PL_036"	"Unidentified_sp4_M_PL_036"	"Lucilia_sp1_M_PL_036"	"Calliphora_sp1_M_PL_036"	"Moth_sp1_M_PL_036"	"Unidentified_sp5_M_PL_036"	"Unidentified_sp6_M_PL_036"	"Unidentified_sp7_M_PL_036"
"Unidentified_sp1_M_PL_036"	0.119659327676348	0.0159164914338396	0.103607999882042	0.107774846759617	0.00886703278125473	0.0032569261005991	0.0988163732291449	0.0977262439341616	0.106521447483988	0.00451997738567228	1.11847519858187	0.0446987438492782	0.0361598190853782	0.0336606400839337	0.0097707783017973	0.0097707783017973	0.0192575614095702	0.00747870797977174	0.0266303618709969	0.0179624744599362	0.00198956142922995	0.00747870797977174
"Unidentified_sp2_M_PL_036"	0.161398766851931	0.160925127779791	0.152096043426989	0.153523416044813	0.00622293903488061	0.00404530161238513	0.00776498040365526	0.00994594982888522	0.00638553483561116	0.00435860684772545	0.0670481157739172	1.08113964047935	0.0348688547818036	0.0130658245349729	0.0121359048371554	0.0121359048371554	0.0454649815436387	0.0100874229282457	0.00159638370890279	0.0255872360074689	0.0201156409724739	0.0100874229282457
"Unidentified_sp3_M_PL_036"	0.168147748295649	0.162542769965623	0.0145649173511201	0.0096857282546157	0.00642102291644895	0.00421069263801922	0.006730307664102	0.146858884262996	0.00516568844076832	0.142338906877324	0.0542397286280673	0.0348688547818036	1.13871125501859	0.0132619816705784	0.0126320779140577	0.0126320779140577	0.0227453324708896	0.010509234268478	0.00129142211019208	0.00161428804243595	0.0203178462457029	0.010509234268478
"Apis_mellifera"	0.22351118275486	0.00522335141018287	0.00829666834927234	0.00849572083980121	0.199543659451101	0.0171733547263135	0.187980411405443	0.00782043695908535	0.00641155049217786	0.00221033027842973	0.0673212801678675	0.0174210993799639	0.0176826422274378	1.09422182834872	0.0515200641789406	0.0515200641789406	0.00203569698448492	0.0139694489221788	0.00160288762304446	0.0014159534733002	0.000652918926272859	0.0139694489221788
"Bombus_sp1_M_PL_036"	0.228231721622065	0.00473729959092575	0.00396433509778283	0.0039830332979914	0.208210778845185	0.199624101482028	0.0102151404134563	0.00373380936930916	0.00186110062891377	0.00210534631900961	0.0195415566035946	0.0161812064495405	0.0168427705520769	0.0515200641789406	1.09887230444608	0.0988723044460835	0.00125288496516286	0.0142644826013791	0.000465275157228443	0.000663838882998566	0.000592162448865718	0.0142644826013791
"Unidentified_sp4_M_PL_036"	0.228231721622065	0.00473729959092575	0.00396433509778283	0.0039830332979914	0.208210778845185	0.199624101482028	0.0102151404134563	0.00373380936930916	0.00186110062891377	0.00210534631900961	0.0195415566035946	0.0161812064495405	0.0168427705520769	0.0515200641789406	0.0988723044460834	1.09887230444608	0.00125288496516286	0.0142644826013791	0.000465275157228443	0.000663838882998566	0.000592162448865718	0.0142644826013791
"Lucilia_sp1_M_PL_036"	0.0245358246237091	0.30791062781126	0.287794270807726	0.0176516026236024	0.00113536672870266	0.000626442482581428	0.00532331459851378	0.010500723470115	0.00550216040273435	0.0056863331177224	0.0577726842287107	0.0909299630872773	0.0454906649417792	0.00305354547672737	0.00187932744774428	0.00187932744774429	1.0864545402777	0.00153348903898182	0.00137554010068359	0.0029419337706004	0.0384888284764075	0.00153348903898182
"Calliphora_sp1_M_PL_036"	0.570972682294097	0.0118027446590429	0.00954980997349961	0.00958152594982767	0.0212492070624685	0.0142644826013791	0.0107240784509753	0.00899397112412489	0.00427354741701242	0.00525461713423902	0.0448722478786304	0.0403496917129826	0.0420369370739122	0.0419083467665363	0.0427934478041372	0.0427934478041373	0.00306697807796364	1.03568579264338	0.00106838685425311	0.00159692099163795	0.00147534308238037	0.0356857926433811
"Moth_sp1_M_PL_036"	0.0170941896680497	0.00227378449054851	0.0148011428402917	0.0153964066799453	0.00126671896875068	0.000465275157228443	0.0141166247470207	0.0139608919905945	0.586645921069141	0.00064571105509604	0.159782171225982	0.00638553483561116	0.00516568844076832	0.00480866286913339	0.00139582547168533	0.00139582547168533	0.00275108020136717	0.00106838685425311	1.14666148026729	0.00256606777999088	0.000284223061318564	0.00106838685425311
"Unidentified_sp5_M_PL_036"	0.0255507358662071	0.0160765108376028	0.0232458221190028	0.569208932982221	0.00137181561964867	0.000663838882998566	0.0096892139666182	0.00978838125118608	0.0102642711199635	0.000807144021217975	0.107774846759617	0.102348944029876	0.0064571521697438	0.00424786041990061	0.0019915166489957	0.0019915166489957	0.00588386754120081	0.00159692099163795	0.00256606777999089	1.09486815549704	0.00200956385470035	0.00159692099163795
"Unidentified_sp6_M_PL_036"	0.0236054893180859	0.575425235037112	0.0302970154390557	0.0120573831282021	0.000918621912002148	0.000592162448865718	0.0013212401777514	0.0111537038374664	0.00113689224527426	0.0101589231228515	0.0119373685753797	0.0804625638898956	0.0812713849828116	0.00195875677881858	0.00177648734659716	0.00177648734659716	0.0769776569528149	0.00147534308238037	0.000284223061318564	0.00200956385470035	1.07192815437964	0.00147534308238037
"Unidentified_sp7_M_PL_036"	0.570972682294097	0.0118027446590429	0.00954980997349961	0.00958152594982767	0.0212492070624685	0.0142644826013791	0.0107240784509753	0.00899397112412489	0.00427354741701242	0.00525461713423902	0.0448722478786304	0.0403496917129827	0.0420369370739122	0.0419083467665363	0.0427934478041372	0.0427934478041373	0.00306697807796364	0.0356857926433811	0.00106838685425311	0.00159692099163795	0.00147534308238037	1.03568579264338
