"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"
"R15"	0.0245147423813775	0.0182867104224821	0.0205855166516454	0.0225537324070027	0.0226981095274175	0.0226353934669097	0.0225537324070027	0.0245147423813775	0.0246848745015805	0.0182867104224821	0.0205855166516454	0.0182867104224821	0.0182867104224821	0.0182867104224821	1.01828671042248	0.0182867104224821	0.585174733519427	0.0035021060544825	0.0177403275987981	0.0120458688101663	0.0177403275987981	0.00752885072271493	0.0166605005593385	0.00627395180294201
"R16"	0.0245147423813775	0.0182867104224821	0.0205855166516454	0.0225537324070027	0.0226981095274175	0.0226353934669097	0.0225537324070027	0.0245147423813775	0.0246848745015805	0.0182867104224821	0.0205855166516454	0.0182867104224821	0.0182867104224821	0.0182867104224821	0.0182867104224821	1.01828671042248	0.585174733519427	0.0035021060544825	0.0177403275987981	0.0120458688101663	0.0177403275987981	0.00752885072271493	0.0166605005593385	0.00627395180294201
"C1"	0.049029484762755	0.0365734208449642	0.0411710333032908	0.0451074648140054	0.045396219054835	0.0452707869338193	0.0451074648140054	0.049029484762755	0.0493697490031611	0.0365734208449642	0.0411710333032908	0.0365734208449642	0.0365734208449642	0.0365734208449642	0.0365734208449642	0.0365734208449642	1.17034946703885	0.007004212108965	0.0354806551975962	0.0240917376203325	0.0354806551975963	0.0150577014454299	0.033321001118677	0.012547903605884
"C2"	0.280419671155781	0.00175105302724125	0.00817429705218298	0.0122719740362166	0.0150014699261609	0.0166114243033864	0.0122719740362166	0.280419671155781	0.0210645167580687	0.00175105302724125	0.00817429705218298	0.00175105302724125	0.00175105302724125	0.00175105302724125	0.00175105302724125	0.00175105302724125	0.05603369687172	1.04005995302225	0.0485426284343451	0.0455191031619759	0.0485426284343451	0.0432257037924552	0.0474506164691323	0.00395900314710537
"C3"	0.0849495997601039	0.00221754094984977	0.0719627166365177	0.0789167418360513	0.0786544520990949	0.0784243332056696	0.0789167418360513	0.0849495997601039	0.0855648729844501	0.00221754094984977	0.00880482189967555	0.00221754094984977	0.00221754094984977	0.00221754094984977	0.00221754094984977	0.00221754094984977	0.0709613103951925	0.0121356571085863	1.06173244675411	0.0418962273274524	0.051206130964632	0.0260898670708997	0.047416568703508	0.0218951250089567
"C4"	0.106211240711277	0.00200764480169438	0.00813744247011837	0.101398206861908	0.0993820382611432	0.0146647386007087	0.101398206861908	0.106211240711277	0.107072596106347	0.00200764480169438	0.00813744247011837	0.00200764480169438	0.00200764480169438	0.00200764480169438	0.00200764480169438	0.00200764480169438	0.06424463365422	0.0151730343873253	0.0558616364366033	1.05303892216485	0.0558616364366033	0.024287550826421	0.0369382354759081	0.0279276839514064
"C5"	0.0849495997601039	0.00221754094984977	0.00880482189967555	0.0789167418360514	0.0786544520990948	0.0784243332056696	0.0789167418360514	0.0849495997601039	0.0855648729844501	0.00221754094984977	0.0719627166365177	0.00221754094984977	0.00221754094984977	0.00221754094984977	0.00221754094984977	0.00221754094984977	0.0709613103951925	0.0121356571085863	0.051206130964632	0.0418962273274524	1.06173244675411	0.0260898670708997	0.047416568703508	0.0218951250089567
"C6"	0.151289963273593	0.00188221268067873	0.00877996354526718	0.0136590833458997	0.0150771407824323	0.142850806446234	0.0136590833458997	0.151289963273593	0.14810521034373	0.00188221268067873	0.00877996354526718	0.00188221268067873	0.00188221268067873	0.00188221268067873	0.00188221268067873	0.00188221268067873	0.0602308057817195	0.0216128518962276	0.0521797341417993	0.0364313262396314	0.0521797341417993	1.04647687613683	0.0509112447301639	0.0133107602651606
"C7"	0.0949012329382645	0.00238007150847693	0.0818500425540707	0.0133450602839325	0.0878753857097433	0.088873457799333	0.0133450602839325	0.0949012329382645	0.0930646510457161	0.00238007150847693	0.0818500425540707	0.00238007150847693	0.00238007150847693	0.00238007150847693	0.00238007150847693	0.00238007150847693	0.0761622882712616	0.0135573189911806	0.0541903642325806	0.0316613446936355	0.0541903642325806	0.0290921398458079	1.06516302593481	0.00931648713148051
"C8"	0.0184753480198251	0.00209131726764734	0.00729325262438687	0.189320360772472	0.0155970541177807	0.0131609001700731	0.189320360772472	0.0184753480198251	0.193091568671913	0.00209131726764734	0.00729325262438687	0.00209131726764734	0.00209131726764734	0.00209131726764734	0.00209131726764734	0.00209131726764734	0.0669221525647147	0.00263933543140358	0.0583870000238845	0.0558553679028128	0.0583870000238845	0.0177476803535475	0.0217384699734545	1.05165632705963
