"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"C1"	"C2"	"C3"
"R11"	0.0255128426133425	0.023386772395564	0.023386772395564	0.023386772395564	0.023386772395564	0.023386772395564	0.023386772395564	0.023386772395564	0.023386772395564	0.023386772395564	1.02338677239556	0.0101131988737574	0.023386772395564	0.0101131988737574	0.0101131988737574	0.0101131988737574	0.0101131988737574	0.00425214043555708	0.318565764523358	0.343848761707751
"R12"	0.022065161179107	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	1.01775555938631	0.0202263977475148	0.0177555593863127	0.0177555593863127	0.0177555593863127	0.0177555593863127	0.00367752686318451	0.0593001206688501	0.603689019134632
"R13"	0.0255128426133425	0.023386772395564	0.023386772395564	0.023386772395564	0.023386772395564	0.023386772395564	0.023386772395564	0.023386772395564	0.023386772395564	0.023386772395564	0.023386772395564	0.0101131988737574	1.02338677239556	0.0101131988737574	0.0101131988737574	0.0101131988737574	0.0101131988737574	0.00425214043555708	0.318565764523358	0.343848761707751
"R14"	0.022065161179107	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0177555593863127	0.0202263977475148	1.01775555938631	0.0177555593863127	0.0177555593863127	0.0177555593863127	0.00367752686318451	0.0593001206688501	0.603689019134632
"R15"	0.022065161179107	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0177555593863127	0.0202263977475148	0.0177555593863127	1.01775555938631	0.0177555593863127	0.0177555593863127	0.00367752686318451	0.0593001206688501	0.603689019134632
"R16"	0.022065161179107	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0177555593863127	0.0202263977475148	0.0177555593863127	0.0177555593863127	1.01775555938631	0.0177555593863127	0.00367752686318451	0.0593001206688501	0.603689019134632
"R17"	0.022065161179107	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0202263977475148	0.0177555593863127	0.0202263977475148	0.0177555593863127	0.0177555593863127	0.0177555593863127	1.01775555938631	0.00367752686318451	0.0593001206688501	0.603689019134632
"C1"	0.554731942768488	0.00850428087111417	0.00850428087111417	0.00850428087111417	0.00850428087111417	0.00850428087111417	0.00850428087111417	0.00850428087111417	0.00850428087111417	0.00850428087111417	0.00850428087111417	0.00367752686318451	0.00850428087111417	0.00367752686318451	0.00367752686318451	0.00367752686318451	0.00367752686318451	1.09245532379475	0.115842096190312	0.125035913348273
"C2"	0.057921048095156	0.0530942940872263	0.0530942940872263	0.0530942940872263	0.0530942940872263	0.0530942940872263	0.0530942940872263	0.0530942940872263	0.0530942940872263	0.0530942940872263	0.0530942940872263	0.00494167672240418	0.0530942940872263	0.00494167672240418	0.00494167672240418	0.00494167672240418	0.00494167672240418	0.00965350801585933	1.15566281675573	0.168017008561742
"C3"	0.0441303223582141	0.0404527954950296	0.0404527954950296	0.0404527954950296	0.0404527954950296	0.0404527954950296	0.0404527954950296	0.0404527954950296	0.0404527954950296	0.0404527954950296	0.0404527954950296	0.0355111187726254	0.0404527954950296	0.0355111187726254	0.0355111187726254	0.0355111187726254	0.0355111187726254	0.00735505372636901	0.1186002413377	1.20737803826926
