"Perca_fluviatilis"	"Rutilus_rutilus"	"Abramiz_brama"	"Scardinius_erythrophtalmus"	"Sander_lucioperca"	"Esox_lucius"	"Anguilla_anguilla"	"Carassius_auratus_gibelio"	"Ergasilus_sieboldi"	"Tylodelphys_clavata"	"Posthodiplostomum_cuticola"	"Diplozoon_paradoxum"	"Caryophyllaeus_laticeps"	"Triaenophorus_nodulosus"	"Camallanus_lacustris"	"Hysterothylacium_aduncum"	"Apatemon_gracilis"	"Anguillicola_crassus"	"Camallanus_truncatus"	"Acanthocephalus_anguillae"	"Pomphorhynchus_laevis"	"Achtheres_percarum"
"Posthodiplostomum_cuticola"	0.0113719804539803	0.172608853771411	0.165416818197602	0.157685379955758	0.00484948812266744	0.0102050785524702	0.00444421088453176	0.140084856728246	0.0544415833355141	0.0527243445990477	1.12067885382597	0.0506364254618475	0.0309257529673778	0.00208791913720023	0.00208791913720022	0.00141847033347488	0.000812284318141453	0.00111105272113294	0.00060618601533343	0.0143840711476176	0.000812284318141453	0.00060618601533343
"Diplozoon_paradoxum"	0.0142149755674754	0.215761067214264	0.206771022747003	0.197106724944697	0.0060618601533343	0.0127563481905877	0.0055552636056647	0.00843940424364125	0.0680519791693926	0.0659054307488096	0.06751523394913	1.06329553182731	0.0386571912092222	0.00260989892150028	0.00260989892150028	0.00177308791684361	0.00101535539767682	0.00138881590141618	0.000757732519166788	0.017980088934522	0.00101535539767682	0.000757732519166788
"Caryophyllaeus_laticeps"	0.013022507577128	0.304185904451948	0.291511491766451	0.0278864981295405	0.00555334192475899	0.0116862417511643	0.00508924282383131	0.00773143824184445	0.0623432245919336	0.0603767461453809	0.0618515059347556	0.0579857868138333	1.05449997454764	0.00239095933154753	0.00239095933154753	0.00162434685324687	0.000930179112651997	0.00127231070595783	0.000694167740594873	0.0253488253709957	0.000930179112651997	0.000694167740594873
"Triaenophorus_nodulosus"	0.319502019294612	0.0133448892923583	0.01278885223851	0.0121911124056232	0.0123449399108887	0.290589273913949	0.00538359982642609	0.000521979784300056	0.0659490978737196	0.063060080428252	0.00417583827440045	0.00391484838225042	0.00239095933154753	1.059145232046	0.0591452320460016	0.0243646902956191	0.022821572806758	0.00134589995660652	0.00154311748886108	0.00111207410769652	0.022821572806758	0.00154311748886108
"Camallanus_lacustris"	0.319502019294612	0.0133448892923583	0.01278885223851	0.0121911124056232	0.0123449399108887	0.290589273913949	0.00538359982642609	0.000521979784300056	0.0659490978737196	0.063060080428252	0.00417583827440045	0.00391484838225042	0.00239095933154753	0.0591452320460016	1.059145232046	0.0243646902956191	0.022821572806758	0.00134589995660652	0.00154311748886108	0.00111207410769652	0.022821572806758	0.00154311748886108
"Hysterothylacium_aduncum"	0.306688876556255	0.00906612197161044	0.00868836688946001	0.00828228017614829	0.308454572418183	0.0196667357613782	0.00546509531026311	0.000354617583368721	0.0669474175507231	0.0270243221708844	0.00283694066694977	0.00265963187526541	0.00162434685324687	0.024364690295619	0.024364690295619	1.06046316987772	0.0219063483254468	0.00136627382756578	0.0385568215522729	0.00075551016430087	0.0219063483254468	0.0385568215522729
"Apatemon_gracilis"	0.584065559380567	0.0103833947458828	0.00995075329813765	0.00948566374181165	0.0167498249896814	0.0313934166906605	0.00423191166085471	0.000406142159070727	0.0518409178454702	0.0486892118065464	0.00324913727256581	0.00304606619303045	0.001860358225304	0.0456431456135159	0.0456431456135159	0.0438126966508936	1.04171896852718	0.00105797791521368	0.00209372812371018	0.00086528289549023	0.0417189685271834	0.00209372812371018
"Anguillicola_crassus"	0.0148116908129915	0.0142025381130176	0.0136107656916419	0.012974610338663	0.013396557919343	0.0130705759839949	0.584044401446449	0.00055552636056647	0.154543917718992	0.00685824761746157	0.00444421088453176	0.00416644770424853	0.00254462141191566	0.00269179991321305	0.00269179991321305	0.00273254765513156	0.00105797791521368	1.14601110036161	0.00167456973991788	0.00118354484275147	0.00105797791521368	0.00167456973991788
"Camallanus_truncatus"	0.0293121937319425	0.00774884919733812	0.00742598048078237	0.00707889661048493	0.600159319846685	0.00794005483209591	0.00669827895967151	0.000303093007666715	0.082053917255976	0.00535943253522253	0.00242474406133372	0.00227319755750036	0.00138833548118975	0.00308623497772217	0.00308623497772217	0.0771136431045458	0.00209372812371018	0.00167456973991788	1.07501991498084	0.00064573743311151	0.00209372812371018	0.0750199149808356
"Acanthocephalus_anguillae"	0.0121139605368632	0.562033399490184	0.0386153411780937	0.0259409284925958	0.00516589946489208	0.0108709225592226	0.00473417937100587	0.00719203557380878	0.0579936972948219	0.0561644150189589	0.0575362845904703	0.0539402668035659	0.0506976507419914	0.00222414821539305	0.00222414821539305	0.00151102032860174	0.00086528289549023	0.00118354484275147	0.00064573743311151	1.04683611662418	0.00086528289549023	0.00064573743311151
"Pomphorhynchus_laevis"	0.584065559380567	0.0103833947458828	0.00995075329813765	0.00948566374181165	0.0167498249896814	0.0313934166906605	0.00423191166085471	0.000406142159070727	0.0518409178454702	0.0486892118065464	0.00324913727256581	0.00304606619303045	0.00186035822530399	0.0456431456135159	0.0456431456135159	0.0438126966508936	0.0417189685271834	0.00105797791521368	0.00209372812371018	0.00086528289549023	1.04171896852718	0.00209372812371018
"Achtheres_percarum"	0.0293121937319425	0.00774884919733812	0.00742598048078237	0.00707889661048493	0.600159319846685	0.00794005483209591	0.00669827895967151	0.000303093007666715	0.082053917255976	0.00535943253522253	0.00242474406133372	0.00227319755750036	0.00138833548118975	0.00308623497772217	0.00308623497772217	0.0771136431045458	0.00209372812371018	0.00167456973991788	0.0750199149808356	0.00064573743311151	0.00209372812371018	1.07501991498084
