"Pheidole_minutula"	"Allomerus_octoarticulatus"	"Azteca_sp2_M_PA_001"	"Pseudomyrmex_concolor"	"Allomerus_sp1_M_PA_001"	"Pseudomyrmex_nigrescens"	"Crematogaster_sp3_M_PA_001"	"Camponotus_balzanii"	"Azteca_isthmica"	"Crematogaster_sp4_M_PA_001"	"Allomerus_prancei"	"Crematogaster_sp2_M_PA_001"	"Allomerus_auripunctata"	"Solenops_sp1_M_PA_001"	"Azteca_schummani"	"Azteca_sp1_M_PA_001"	"Azteca_sp6_M_PA_001"	"Crematogaster_sp1_M_PA_001"	"Azteca_polymorpha"	"Crematogaster_sp5_M_PA_001"	"Azteca_alfari"	"Azteca_sp3_M_PA_001"	"Azteca_sp4_M_PA_001"	"Azteca_sp5_M_PA_001"	"Maieta_guianensis"	"Hirtella_physophora"	"Tachigali_myrmecophila"	"Cordia_nodosa"	"Maieta_poeppiggi"	"Duroia_saccifera"	"Tachigali_polyphylla"	"Tococa_bullifera"	"Pourouma_heterophylla"	"Cecropia_purpurascens"	"Amaioua_guianensis"	"Cecropia_ficifolia"	"Hirtella_myrmecophila"	"Cecropia_concolor"	"Cecropia_distachya"
"Azteca_polymorpha"	8.73822353613259e-05	9.01710227907727e-05	0.00115453565638029	0.0577927409395761	0	0.0577927409395761	9.37029778618701e-05	0	0	5.09323707741588e-05	6.32074250054417e-06	0.00111808579179312	0.00114999106121326	8.26567708915416e-05	0.0577927409395761	0.00107365503282227	0	0.00114999106121326	1.05056864832213	0.0516423033549514	0	0.00107365503282227	4.44307589708541e-05	0.0505686483221291	0.000218699187523003	5.05659400043534e-05	0.606823779865549	0.0150311704595117	3.90096708198278e-05	0.00061068822712798	0.0433445557046821	0.00053316910765025	0	0	0	0	1.50285037984621e-05	0	0
"Crematogaster_sp5_M_PA_001"	0.0017726110601869	0.00182918360518425	0.0234205804580001	0.0295098876314008	0	0.0295098876314008	0.00190083183662651	0	0	0.00103319952141865	0.00012822077643961	0.0226811689192319	0.0233283900988976	0.00167675163808556	0.0295098876314008	0.0217798592372517	0	0.0233283900988976	0.0258211516774757	1.04760101091473	0	0.0217798592372517	0.000901309681980184	0.0258211516774757	0.00443646923260948	0.00102576621151688	0.309853820129708	0.304918029321524	0.000791339036630792	0.0123882468931676	0.0221324157235506	0.0108157161837622	0	0	0	0	0.000304863934197374	0	0
"Azteca_alfari"	0	0	0	0	0	0	0	0.103174603174603	0.126984126984127	0	0	0	0	0	0	0	0	0	0	0	1.1031746031746	0	0	0	0	0	0	0	0	0	0	0	0	0.619047619047619	0	0.0158730158730159	0	0.0158730158730159	0.0158730158730159
"Azteca_sp3_M_PA_001"	0.00345783988501247	0.00356819618757772	0.04568662525962	0.00122703432322545	0	0.00122703432322545	0.00370796069539114	0	0	0.00201546667206314	0.000250120810378676	0.0442442520466706	0.045506789136582	0.00327084650527958	0.00122703432322545	0.0424860634416811	0	0.045506789136582	0.00107365503282227	0.0435597184745034	0	1.04248606344168	0.00175818860498951	0.00107365503282227	0.00865423927769596	0.00200096648302941	0.0128838603938672	0.594804888183536	0.00154366840244176	0.0241658055592072	0.000920275742419086	0.0210982632598742	0	0	0	0	0.000594699364596286	0	0
"Azteca_sp4_M_PA_001"	0.0572773465581272	0.0013428694186525	0.0540223813102999	5.07780102524047e-05	0	5.07780102524047e-05	0.0583202239544638	0	0	0.0529706827849529	0.00104287739633661	0.0497157175371256	0.0019462748424177	0.0012309636337648	5.07780102524047e-05	0.00175818860498951	0	0.0019462748424177	4.44307589708541e-05	0.00180261936396037	0	0.00175818860498951	1.04795752893214	4.44307589708541e-05	0.0258399826390459	0.0083430191706929	0.00053316910765025	0.0246146404698532	0.0300789231169007	0.00150468989942546	3.80835076893036e-05	0.575490347185633	0	0	0	0	0.000223811569775417	0	0
"Azteca_sp5_M_PA_001"	8.73822353613259e-05	9.01710227907727e-05	0.00115453565638029	0.0577927409395761	0	0.0577927409395761	9.37029778618701e-05	0	0	5.09323707741588e-05	6.32074250054417e-06	0.00111808579179312	0.00114999106121326	8.26567708915416e-05	0.0577927409395761	0.00107365503282227	0	0.00114999106121326	0.0505686483221291	0.0516423033549514	0	0.00107365503282227	4.44307589708541e-05	1.05056864832213	0.000218699187523003	5.05659400043534e-05	0.606823779865549	0.0150311704595117	3.90096708198278e-05	0.00061068822712798	0.0433445557046821	0.00053316910765025	0	0	0	0	1.50285037984621e-05	0	0
"Maieta_guianensis"	0.201164625181484	0.00444558463620237	0.193391568232174	8.33139761992391e-05	0	8.33139761992391e-05	0.204812799924921	0	0	0.0192711309215572	0.00364817474343714	0.0114980739722473	0.00331169093231369	0.00407511924985217	8.33139761992391e-05	0.00288474642589866	0	0.00331169093231369	7.28997291743343e-05	0.00295764615507299	0	0.00288474642589866	0.00861332754634861	7.28997291743343e-05	1.09136096555956	0.0291853979474971	0.000874796750092011	0.0403864499625812	0.0639468202512516	0.00341555605132028	6.24854821494294e-05	0.103359930556183	0	0	0	0	0.000740930772700395	0	0
"Hirtella_physophora"	0.00945070495048367	0.167593154507361	0.00623417115686772	1.44474114298152e-05	0	1.44474114298152e-05	0.154199219541847	0	0	0.00580253020704653	0.144748514591364	0.00258599641343058	0.00937878532780742	0.153627058298414	1.44474114298152e-05	0.000500241620757353	0	0.00937878532780742	1.26414850010883e-05	0.000512883105758441	0	0.000500241620757353	0.00208575479267323	1.26414850010883e-05	0.0218890484606228	1.15798811673091	0.00015169782001306	0.00700338269060294	0.0223006524862398	0.0710283496564006	1.08355585723614e-05	0.0250290575120787	0	0	0	0	0.0279321924178934	0	0
"Tachigali_myrmecophila"	0.000174764470722652	0.000180342045581545	0.00230907131276058	0.115585481879152	0	0.115585481879152	0.00018740595572374	0	0	0.000101864741548318	1.26414850010883e-05	0.00223617158358624	0.00229998212242653	0.000165313541783083	0.115585481879152	0.00214731006564453	0	0.00229998212242653	0.101137296644258	0.103284606709903	0	0.00214731006564453	8.88615179417083e-05	0.101137296644258	0.000437398375046005	0.000101131880008707	1.2136475597311	0.0300623409190235	7.80193416396555e-05	0.00122137645425596	0.0866891114093642	0.0010663382153005	0	0	0	0	3.00570075969242e-05	0	0
"Cordia_nodosa"	0.00691567977002493	0.00713639237515544	0.0913732505192399	0.0024540686464509	0	0.0024540686464509	0.00741592139078229	0	0	0.00403093334412628	0.000500241620757353	0.0884885040933413	0.091013578273164	0.00654169301055915	0.0024540686464509	0.0849721268833623	0	0.091013578273164	0.00214731006564453	0.0871194369490068	0	0.0849721268833623	0.00351637720997903	0.00214731006564453	0.0173084785553919	0.00400193296605882	0.0257677207877344	1.18960977636707	0.00308733680488351	0.0483316111184144	0.00184055148483817	0.0421965265197483	0	0	0	0	0.00118939872919257	0	0
"Maieta_poeppiggi"	0.205539812989566	0.00434208519740811	0.0211986672149894	1.4860826978982e-05	0	1.4860826978982e-05	0.209256588403939	0	0	0.194882009614357	0.00371677541437331	0.0105408638397808	0.000778025484064719	0.00398024476429077	1.4860826978982e-05	0.000514556134147252	0	0.000778025484064719	1.30032236066093e-05	0.000527559357753861	0	0.000514556134147252	0.0100263077056336	1.30032236066093e-05	0.0639468202512516	0.0297342033149864	0.000156038683279311	0.00720378587806153	1.10913421145234	0.00210775479933974	1.11456202342365e-05	0.120315692467603	0	0	0	0	0.000723680866234686	0	0
"Duroia_saccifera"	0.00106658633118887	0.1650844712794	0.0068445683710732	0.000174482350607994	0	0.000174482350607994	0.00994513003823894	0	0	0.000639641824773834	0.00887854370705007	0.00641762386465816	0.148490339688868	0.151327432006116	0.000174482350607994	0.0060414513898018	0	0.148490339688868	0.000152672056781995	0.00619412344658379	0	0.0060414513898018	0.000376172474856366	0.000152672056781995	0.00256166703849021	0.0710283496564006	0.00183206468138394	0.0845803194572252	0.0015808160995048	1.13959110639253	0.000130861762955996	0.00451406969827639	0	0	0	0	0.0275140785465666	0	0
"Tachigali_polyphylla"	2.49663529603788e-05	2.57631493687922e-05	0.000329867330394368	0.206988402173212	0	0.206988402173212	2.67722793891057e-05	0	0	1.45521059354739e-05	1.80592642872691e-06	0.000319453083369463	0.000328568874632361	2.36162202547262e-05	0.206988402173212	0.000306758580806362	0	0.000328568874632361	0.014448185234894	0.0147549438157004	0	0.000306758580806362	1.26945025631012e-05	0.014448185234894	6.24854821494294e-05	1.44474114298152e-05	0.173378222818728	0.00429462013128907	1.11456202342365e-05	0.000174482350607994	1.15524130162991	0.000152334030757214	0	0	0	0	4.29385822813203e-06	0	0
"Tococa_bullifera"	0.114554693116254	0.00268573883730501	0.1080447626206	0.000101556020504809	0	0.000101556020504809	0.116640447908928	0	0	0.105941365569906	0.00208575479267323	0.0994314350742513	0.00389254968483539	0.00246192726752959	0.000101556020504809	0.00351637720997903	0	0.00389254968483539	8.88615179417083e-05	0.00360523872792074	0	0.00351637720997903	0.0959150578642722	8.88615179417083e-05	0.0516799652780917	0.0166860383413858	0.0010663382153005	0.0492292809397064	0.0601578462338015	0.00300937979885093	7.61670153786071e-05	1.15098069437127	0	0	0	0	0.000447623139550835	0	0
"Pourouma_heterophylla"	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0
"Cecropia_purpurascens"	0	0	0	0	0	0	0	0.206349206349206	0.253968253968254	0	0	0	0	0	0	0	0	0	0	0	0.206349206349206	0	0	0	0	0	0	0	0	0	0	0	0	1.23809523809524	0	0.0317460317460317	0	0.0317460317460318	0.0317460317460318
"Amaioua_guianensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0
"Cecropia_ficifolia"	0	0	0	0	0	0	0	0.0158730158730159	0.634920634920635	0	0	0	0	0	0	0	0	0	0	0	0.0158730158730159	0	0	0	0	0	0	0	0	0	0	0	0	0.0952380952380953	0	1.07936507936508	0	0.0793650793650793	0.0793650793650794
"Hirtella_myrmecophila"	0.000956117389242958	0.575697965980615	0.0011889763207219	1.71754329125281e-05	0	1.71754329125281e-05	0.0149222135981897	0	0	0.00058565200289276	0.0139660962089467	0.000818510934371704	0.0143517386378796	0.02772313548223	1.71754329125281e-05	0.000594699364596287	0	0.0143517386378796	1.50285037984621e-05	0.000609727868394749	0	0.000594699364596287	0.000223811569775417	1.50285037984621e-05	0.00222279231810119	0.111728769671574	0.000180342045581545	0.00832579110434801	0.00217104259870406	0.110056314186266	1.28815746843961e-05	0.00268573883730501	0	0	0	0	1.09594966099677	0	0
"Cecropia_concolor"	0	0	0	0	0	0	0	0.0158730158730159	0.634920634920635	0	0	0	0	0	0	0	0	0	0	0	0.0158730158730159	0	0	0	0	0	0	0	0	0	0	0	0	0.0952380952380952	0	0.0793650793650794	0	1.07936507936508	0.0793650793650794
"Cecropia_distachya"	0	0	0	0	0	0	0	0.0158730158730159	0.634920634920635	0	0	0	0	0	0	0	0	0	0	0	0.0158730158730159	0	0	0	0	0	0	0	0	0	0	0	0	0.0952380952380952	0	0.0793650793650793	0	0.0793650793650793	1.07936507936508
