"Ageratina_dendroides"	"Axinaea_sp._JH2631"	"Baccharis_genistelloides"	"Baccharis_latifolia"	"Baccharis_sp."	"Begonia_parviflora"	"Boehmeria_sp."	"Cavendishia_sp."	"Clethra_revoluta"	"Erato_polymnioides"	"Ericaceae_sp._indet."	"Faramea_cf._uniflora"	"Fuchsia_lehmannii"	"Gaultheria_erecta"	"Heliocarpus_americanus"	"Hyptis_sp."	"Lichen_sp._indet."	"Melastomataceae_sp._indet."	"Miconia_sp."	"Monochaetum"	"Monochaetum_lineatum"	"Munnozia_hastifolia"	"Myrica_pubescens"	"Paullinia_grandifolia"	"Piper_carpunya"	"Piper_parareolatum"	"Piper_sp._Type_1"	"Piper_sp._Type_3"	"Piper_sp._Type_8"	"Pteridium"	"Pteridium_arachnoideum"	"Saurauia_sp._JH1604"	"Saurauia_sp."	"Sida_rhombifolia"	"Siparuna_aspera"	"Solanum_nutans"	"Solanum_sp."	"Stemodia_suffruticosa"	"Sticherus_sp."	"Tabebuia_chrysantha"	"Tapirira_guianensis"	"Tibouchina_laxa"	"Tibouchina_lepidota"	"Urticaceae_sp._indet."	"Viburnum_stipitatum"	"Pero_maculicosta"	"Bryoptera_sp._2166"	"Glena_sp._nr._juga"	"Glena_sp._2167"	"Iridopsis_scolancala"	"Iridopsis_sp._nr._subnigrata"	"Melanolophia_atigrada"	"Melanolophia_corza"	"Melanolophia_reducta_meridiana"	"Oenoptila_sp._nr._nigriceps"	"Physocleora_curvifera"	"Apiciopsis_sp._2168"	"Callipseustes_sp._2169"	"Mychonia_corticinaria"	"Mychonia_violacea"	"Cargolia_arana"	"Ischnopteris_brehmi"	"Rucana_bisecta"	"Bonatea_duciata"	"Bonatea_viridilinea"	"Nephodia_admirationis"	"Nephodia_sp._nr._astychiodes"	"Isochromodes_brumosa"	"Isochromodes_duplicata"	"Isochromodes_fraterna"	"Isochromodes_polvoreata"	"Isochromodes_sp._106"	"Mesedra_sp._nr._confinis"	"Mesedra_sp._180"	"Perusia_praecisaria"	"Certima_sp._97"	"Eustenophasma_fuscata"	"Microxydia_colorata"	"Microxydia_sp._nr._ruficomma"	"Nematocampa_sp._nr._falsa"	"Pantherodes_conglomerata"	"Phyllodonta_flabellaria"	"Phyllodonta_semicava"	"Prochoerodes_pilosa"	"Sabulodes_bolivaria"	"Sabulodes_thermidora"	"Sabulodes_sp._nr._carbina"	"Cyclophora_costinotata"	"Cyclophora_viator"	"Erateina_radiaria"	"Erateina_siliquata"	"Perizoma_emmelesiata"	"Eois_encina"	"Eois_mucosa"	"Eois_olivacea"	"Eois_tegularia"	"Eois_sp._nr._encina"	"Eois_sp._nr._odatis"	"Eupithecia_lachaumei"	"Eupithecia_sobria"	"Euphitecia_yangana"	"Euphitecia_sp._2170"	"Psaliodes_inundulata"	"Spargania_narangilla"
"Munnozia_hastifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myrica_pubescens"	0	0	0	0	0	0	0	0	0	0.0159271899886234	0	0	0	0	0	0	0	0	0	0	0.0182025028441411	0	1.28327645051195	0	0	0	0	0	0	0	0	0	0	0.0159271899886234	0	0	0	0	0	0	0	0	0	0	0	0.106939704209329	0	0	0	0	0	0.106939704209329	0	0	0	0	0	0	0	0.00455062571103527	0	0	0	0	0.127417519908987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106939704209329	0	0	0	0	0	0	0.106939704209329	0	0	0	0	0	0	0	0	0	0	0	0.106939704209329	0	0	0
"Paullinia_grandifolia"	0	0.000187069787052166	0	0	0	0	0	0	0.00484555765258786	0	0	0	0	0	0	0	0	0	0.00453059640516965	0	0	0	0	1.15419466126194	0	0	0	0	0	0	0.00512103542055305	0	0	0	0	0	0	0	0.000163686063670645	0.158725257667106	0	0.000387644612207029	0.00517782446305103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00129445611576276	0.00125984498967284	0	0	0	0	0	0.000982116382023872	0	0	0	0.0453059640516965	4.84555765258786e-05	0	0	0	0	0	0	0	0	0	4.67674467630416e-05	0	0.616778645047744	0	0	0	0	0	4.84555765258786e-05	4.84555765258786e-05	0	0	0	0	0	0	0	0	0	0.000853505903425508	0	0
"Piper_carpunya"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0
"Piper_parareolatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0
"Piper_sp._Type_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0.333333333333333	0	0	0	0	0	0
"Piper_sp._Type_3"	0	0	0	0	0	0	0	0	0	0	0	0	0.0606060606060606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21212121212121	0	0	0	0	0.0606060606060606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.363636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303030303030303	0	0	0	0	0	0	0	0	0	0	0
"Piper_sp._Type_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0
"Pteridium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222222222	0	0	0	0.222222222222222	0
"Pteridium_arachnoideum"	0	0.0422066024666452	0	0	0	0	0	0	0.0237338539989981	0	0	0	0	0	0	0	0	0	0.0221911534890632	0	0	0	0	0.00170701180685102	0	0	0	0	0	0	1.15540574252441	0	0	0	0	0	0	0	0.0369307771583145	0.0238981652959142	0	0.00189870831991985	0.0253613182732151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00634032956830378	0.0061708020397395	0	0	0	0	0	0.221584662949887	0	0	0	0.221911534890632	0.000237338539989981	0	0	0	0	0	0	0	0	0	0.0105516506166613	0	0.00682804722740407	0	0	0	0	0	0.000237338539989981	0.000237338539989981	0	0	0	0	0	0	0	0	0	0.192567623754069	0	0
"Saurauia_sp._JH1604"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667
"Saurauia_sp."	0	0	0	0	0	0	0	0	0	0	0	0	0.106060606060606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121212121212121	0	0	0	0	1.10606060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.636363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0303030303030303	0	0	0	0	0	0	0	0	0	0	0
"Sida_rhombifolia"	0	0	0	0	0	0	0	0	0	0.0756541524459613	0	0	0	0	0	0	0	0	0	0	0.0864618885096701	0	0.0955631399317406	0	0	0	0	0	0	0	0	0	0	1.07565415244596	0	0	0	0	0	0	0	0	0	0	0	0.00796359499431172	0	0	0	0	0	0.00796359499431172	0	0	0	0	0	0	0	0.0216154721274175	0	0	0	0	0.60523321956769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00796359499431172	0	0	0	0	0	0	0.00796359499431172	0	0	0	0	0	0	0	0	0	0	0	0.00796359499431172	0	0	0
"Siparuna_aspera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Solanum_nutans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Solanum_sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stemodia_suffruticosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sticherus_sp."	0	0.113636249551596	0	0	0	0	0	0	0.00227584901360256	0	0	0	0	0	0	0	0	0	0.00212791882771839	0	0	0	0	0.000163686063670645	0	0	0	0	0	0	0.110792331474944	0	0	0	0	0	0	0	1.09943171835765	0.00229160489138904	0	0.000182067921088205	0.00243190723167816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00060797680791954	0.000591720743536665	0	0	0	0	0	0.59659031014588	0	0	0	0.0212791882771839	2.27584901360256e-05	0	0	0	0	0	0	0	0	0	0.028409062387899	0	0.000654744254682582	0	0	0	0	0	2.27584901360256e-05	2.27584901360256e-05	0	0	0	0	0	0	0	0	0	0.0184653885791573	0	0
"Tabebuia_chrysantha"	0	0.00130948850936516	0	0	0	0	0	0	0.033918903568115	0	0	0	0	0	0	0	0	0	0.0317141748361876	0	0	0	0	0.0793626288335529	0	0	0	0	0	0	0.0358472479438713	0	0	0	0	0	0	0	0.00114580244569452	1.11107680366974	0	0.0027135122854492	0.0362447712413572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090611928103393	0.00881891492770991	0	0	0	0	0	0.00687481467416711	0	0	0	0.317141748361876	0.00033918903568115	0	0	0	0	0	0	0	0	0	0.000327372127341291	0	0.317450515334212	0	0	0	0	0	0.00033918903568115	0.00033918903568115	0	0	0	0	0	0	0	0	0	0.00597454132397856	0	0
"Tapirira_guianensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
