"Apollonia_melanostoma"	"Proterorhinus_marmoratus"	"Perca_flavescens"	"Amia_calva"	"Percina_caprodes"	"Acipenser_fulvescens"	"Coregonus_artedi"	"Coregonus_clupeaformis"	"Micropterus_dolomieu"	"Micropterus_sp."	"Notropis_hudsonius"	"Salvelinus_namaycush"	"Sander_vitreus"	"Cystidicola_stigmatura"	"Sphaeromyxa_sevastopoli"	"Proteocephalus_ambloplitis"	"Dichelyne_cotylophora"	"Raphidascaris_acus"	"Eustrongylides_tubifex"	"Spiroxys_sp."	"Leptorhynchoides_thecatus"	"Myxobolus_burti"	"Neochasmus_umbellus"	"Diplostomum_spathaceum"	"Diplostomum_sp."	"Ichthyocotylurus_pileatus"	"Digenea_gen._sp."	"Proteocephalus_sp."	"Scolex_pleuronectis"	"Hysterothylacium_brachyurum"	"Truttaedacnitis_clitellarius"	"Philometra_cylindraceum"	"Haplonema_immutatum"	"Rhabdochona_decaturensis"	"Contracaecum_sp."	"Spinitectus_sp."	"Spiroxys_contortus"	"Philometra_sp."	"Dioctophymidae"	"Neoechinorhynchus_tumidus"	"Neoechinorhynchus_sp."	"Southwellina_hispida"	"Myzobdella_lugubris"	"Piscicolaria_reducta"
"Sander_vitreus"	0.00700195571866624	0.000289736098703431	0.176867791808517	0	0	0	0	0	0	0	0	0	1.14917384970745	0	0.00024949497388351	0	0.596695398829788	0.00024949497388351	0.0223418725000202	0.00024949497388351	0.00024949497388351	0	0.000233398523955542	0.000233398523955542	0.000233398523955541	0.000233398523955542	0.000233398523955542	1.60964499279684e-05	0.000233398523955542	0	0	0.0221084739760646	0	0.000233398523955542	1.60964499279684e-05	0.000233398523955542	1.60964499279684e-05	0.000233398523955542	0.0221084739760646	0.000233398523955542	1.60964499279684e-05	1.60964499279684e-05	0	0
"Cystidicola_stigmatura"	0	0	0	0	0	0	0.222222222222222	0.222222222222222	0	0	0	0.222222222222222	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sphaeromyxa_sevastopoli"	0.338689427046865	0.324359562498491	0.00349292963436914	0	0	0	0	0	0	0	0	0	0.000124747486941755	0	1.02930962326259	0	0.00049898994776702	0.0293096232625894	0.011726263772525	0.0293096232625894	0.0293096232625894	0	0.0112896475682288	0.0112896475682288	0.0112896475682288	0.0112896475682288	0.0112896475682288	0.0180199756943606	0.0112896475682288	0	0	0.000436616204296142	0	0.0112896475682288	0.0180199756943606	0.0112896475682288	0.0180199756943606	0.0112896475682288	0.000436616204296142	0.0112896475682288	0.0180199756943606	0.0180199756943606	0	0
"Proteocephalus_ambloplitis"	0	0	0	0.355555555555556	0	0	0	0	0.311111111111111	0	0	0	0	0	0	1.24444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0888888888888889	0	0	0	0	0	0	0	0	0	0	0
"Dichelyne_cotylophora"	0.0140039114373325	0.000579472197406862	0.353735583617033	0	0	0	0	0	0	0	0	0	0.298347699414894	0	0.00049898994776702	0	1.19339079765958	0.00049898994776702	0.0446837450000403	0.00049898994776702	0.000498989947767019	0	0.000466797047911083	0.000466797047911083	0.000466797047911083	0.000466797047911083	0.000466797047911083	3.21928998559368e-05	0.000466797047911083	0	0	0.0442169479521291	0	0.000466797047911083	3.21928998559368e-05	0.000466797047911083	3.21928998559368e-05	0.000466797047911083	0.0442169479521291	0.000466797047911083	3.21928998559368e-05	3.21928998559368e-05	0	0
"Raphidascaris_acus"	0.338689427046865	0.324359562498491	0.00349292963436914	0	0	0	0	0	0	0	0	0	0.000124747486941755	0	0.0293096232625894	0	0.00049898994776702	1.02930962326259	0.011726263772525	0.0293096232625894	0.0293096232625894	0	0.0112896475682288	0.0112896475682288	0.0112896475682288	0.0112896475682288	0.0112896475682288	0.0180199756943606	0.0112896475682288	0	0	0.000436616204296142	0	0.0112896475682288	0.0180199756943606	0.0112896475682288	0.0180199756943606	0.0112896475682288	0.000436616204296142	0.0112896475682288	0.0180199756943606	0.0180199756943606	0	0
"Eustrongylides_tubifex"	0.329091918777313	0.0136175966390613	0.312786215000282	0	0	0	0	0	0	0	0	0	0.0111709362500101	0	0.011726263772525	0	0.0446837450000402	0.011726263772525	1.05006800750095	0.011726263772525	0.011726263772525	0	0.0109697306259105	0.0109697306259105	0.0109697306259104	0.0109697306259105	0.0109697306259105	0.000756533146614515	0.0109697306259105	0	0	0.0390982768750352	0	0.0109697306259105	0.000756533146614514	0.0109697306259105	0.000756533146614514	0.0109697306259105	0.0390982768750352	0.0109697306259105	0.000756533146614514	0.000756533146614514	0	0
"Spiroxys_sp."	0.338689427046865	0.324359562498491	0.00349292963436914	0	0	0	0	0	0	0	0	0	0.000124747486941755	0	0.0293096232625894	0	0.00049898994776702	0.0293096232625894	0.011726263772525	1.02930962326259	0.0293096232625894	0	0.0112896475682288	0.0112896475682288	0.0112896475682288	0.0112896475682288	0.0112896475682288	0.0180199756943606	0.0112896475682288	0	0	0.000436616204296142	0	0.0112896475682288	0.0180199756943606	0.0112896475682288	0.0180199756943606	0.0112896475682288	0.000436616204296142	0.0112896475682288	0.0180199756943606	0.0180199756943606	0	0
"Leptorhynchoides_thecatus"	0.338689427046865	0.324359562498491	0.00349292963436914	0	0	0	0	0	0	0	0	0	0.000124747486941755	0	0.0293096232625894	0	0.00049898994776702	0.0293096232625894	0.011726263772525	0.0293096232625894	1.02930962326259	0	0.0112896475682288	0.0112896475682288	0.0112896475682288	0.0112896475682288	0.0112896475682288	0.0180199756943606	0.0112896475682288	0	0	0.000436616204296142	0	0.0112896475682288	0.0180199756943606	0.0112896475682288	0.0180199756943606	0.0112896475682288	0.000436616204296142	0.0112896475682288	0.0180199756943606	0.0180199756943606	0	0
"Myxobolus_burti"	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neochasmus_umbellus"	0.633676992539296	0.0262211169326605	0.00653515867075516	0	0	0	0	0	0	0	0	0	0.000233398523955542	0	0.0225792951364577	0	0.000933594095822166	0.0225792951364577	0.0219394612518209	0.0225792951364577	0.0225792951364577	0	1.02112256641798	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.00145672871848114	0.0211225664179765	0	0	0.000816894833844395	0	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.000816894833844395	0.0211225664179765	0.00145672871848114	0.00145672871848114	0	0
"Diplostomum_spathaceum"	0.633676992539296	0.0262211169326605	0.00653515867075517	0	0	0	0	0	0	0	0	0	0.000233398523955542	0	0.0225792951364577	0	0.000933594095822166	0.0225792951364576	0.0219394612518209	0.0225792951364576	0.0225792951364576	0	0.0211225664179765	1.02112256641798	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.00145672871848114	0.0211225664179765	0	0	0.000816894833844395	0	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.000816894833844396	0.0211225664179765	0.00145672871848114	0.00145672871848114	0	0
"Diplostomum_sp."	0.633676992539295	0.0262211169326605	0.00653515867075516	0	0	0	0	0	0	0	0	0	0.000233398523955542	0	0.0225792951364577	0	0.000933594095822166	0.0225792951364577	0.0219394612518209	0.0225792951364577	0.0225792951364577	0	0.0211225664179765	0.0211225664179765	1.02112256641798	0.0211225664179765	0.0211225664179765	0.00145672871848114	0.0211225664179765	0	0	0.000816894833844395	0	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.000816894833844396	0.0211225664179765	0.00145672871848114	0.00145672871848114	0	0
"Ichthyocotylurus_pileatus"	0.633676992539296	0.0262211169326605	0.00653515867075516	0	0	0	0	0	0	0	0	0	0.000233398523955542	0	0.0225792951364577	0	0.000933594095822166	0.0225792951364577	0.0219394612518209	0.0225792951364577	0.0225792951364577	0	0.0211225664179765	0.0211225664179765	0.0211225664179765	1.02112256641798	0.0211225664179765	0.00145672871848114	0.0211225664179765	0	0	0.000816894833844395	0	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.000816894833844395	0.0211225664179765	0.00145672871848114	0.00145672871848114	0	0
"Digenea_gen._sp."	0.633676992539295	0.0262211169326605	0.00653515867075517	0	0	0	0	0	0	0	0	0	0.000233398523955542	0	0.0225792951364577	0	0.000933594095822166	0.0225792951364577	0.0219394612518209	0.0225792951364577	0.0225792951364577	0	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.0211225664179765	1.02112256641798	0.00145672871848114	0.0211225664179765	0	0	0.000816894833844395	0	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.000816894833844396	0.0211225664179765	0.00145672871848114	0.00145672871848114	0	0
"Proteocephalus_sp."	0.0437018615544342	0.622498008064321	0.000450700597983115	0	0	0	0	0	0	0	0	0	1.60964499279684e-05	0	0.0360399513887212	0	6.43857997118735e-05	0.0360399513887212	0.00151306629322903	0.0360399513887212	0.0360399513887212	0	0.00145672871848114	0.00145672871848114	0.00145672871848114	0.00145672871848114	0.00145672871848114	1.03458322267024	0.00145672871848114	0	0	5.63375747478893e-05	0	0.00145672871848114	0.0345832226702401	0.00145672871848114	0.0345832226702401	0.00145672871848114	5.63375747478893e-05	0.00145672871848114	0.0345832226702401	0.0345832226702401	0	0
"Scolex_pleuronectis"	0.633676992539296	0.0262211169326605	0.00653515867075516	0	0	0	0	0	0	0	0	0	0.000233398523955542	0	0.0225792951364577	0	0.000933594095822166	0.0225792951364577	0.0219394612518209	0.0225792951364577	0.0225792951364577	0	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.00145672871848114	1.02112256641798	0	0	0.000816894833844395	0	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.000816894833844395	0.0211225664179765	0.00145672871848114	0.00145672871848114	0	0
"Hysterothylacium_brachyurum"	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Truttaedacnitis_clitellarius"	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
"Philometra_cylindraceum"	0.0245068450153319	0.00101407634546201	0.619037271329808	0	0	0	0	0	0	0	0	0	0.0221084739760646	0	0.000873232408592285	0	0.0884338959042583	0.000873232408592285	0.0781965537500704	0.000873232408592285	0.000873232408592284	0	0.000816894833844395	0.000816894833844395	0.000816894833844395	0.000816894833844395	0.000816894833844395	5.63375747478893e-05	0.000816894833844395	0	0	1.07737965891623	0	0.000816894833844395	5.63375747478893e-05	0.000816894833844395	5.63375747478893e-05	0.000816894833844395	0.077379658916226	0.000816894833844395	5.63375747478893e-05	5.63375747478893e-05	0	0
"Haplonema_immutatum"	0	0	0	0.622222222222222	0	0	0	0	0.0444444444444444	0	0	0	0	0	0	0.177777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15555555555556	0	0	0	0	0	0	0	0	0	0	0
"Rhabdochona_decaturensis"	0.633676992539295	0.0262211169326605	0.00653515867075517	0	0	0	0	0	0	0	0	0	0.000233398523955542	0	0.0225792951364577	0	0.000933594095822166	0.0225792951364576	0.0219394612518209	0.0225792951364576	0.0225792951364576	0	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.00145672871848114	0.0211225664179765	0	0	0.000816894833844396	0	1.02112256641798	0.00145672871848114	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.000816894833844396	0.0211225664179765	0.00145672871848114	0.00145672871848114	0	0
"Contracaecum_sp."	0.0437018615544342	0.622498008064321	0.000450700597983115	0	0	0	0	0	0	0	0	0	1.60964499279684e-05	0	0.0360399513887212	0	6.43857997118735e-05	0.0360399513887212	0.00151306629322903	0.0360399513887212	0.0360399513887212	0	0.00145672871848114	0.00145672871848114	0.00145672871848114	0.00145672871848114	0.00145672871848114	0.0345832226702401	0.00145672871848114	0	0	5.63375747478893e-05	0	0.00145672871848114	1.03458322267024	0.00145672871848114	0.0345832226702401	0.00145672871848114	5.63375747478893e-05	0.00145672871848114	0.0345832226702401	0.0345832226702401	0	0
"Spinitectus_sp."	0.633676992539295	0.0262211169326605	0.00653515867075516	0	0	0	0	0	0	0	0	0	0.000233398523955542	0	0.0225792951364577	0	0.000933594095822166	0.0225792951364577	0.0219394612518209	0.0225792951364577	0.0225792951364577	0	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.00145672871848114	0.0211225664179765	0	0	0.000816894833844395	0	0.0211225664179765	0.00145672871848114	1.02112256641798	0.00145672871848114	0.0211225664179765	0.000816894833844395	0.0211225664179765	0.00145672871848114	0.00145672871848114	0	0
"Spiroxys_contortus"	0.0437018615544342	0.622498008064321	0.000450700597983115	0	0	0	0	0	0	0	0	0	1.60964499279684e-05	0	0.0360399513887212	0	6.43857997118735e-05	0.0360399513887212	0.00151306629322903	0.0360399513887212	0.0360399513887212	0	0.00145672871848114	0.00145672871848114	0.00145672871848114	0.00145672871848114	0.00145672871848114	0.0345832226702401	0.00145672871848114	0	0	5.63375747478893e-05	0	0.00145672871848114	0.0345832226702401	0.00145672871848114	1.03458322267024	0.00145672871848114	5.63375747478893e-05	0.00145672871848114	0.0345832226702401	0.0345832226702401	0	0
"Philometra_sp."	0.633676992539295	0.0262211169326605	0.00653515867075516	0	0	0	0	0	0	0	0	0	0.000233398523955542	0	0.0225792951364577	0	0.000933594095822167	0.0225792951364577	0.0219394612518209	0.0225792951364577	0.0225792951364577	0	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.00145672871848114	0.0211225664179765	0	0	0.000816894833844395	0	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.00145672871848114	1.02112256641798	0.000816894833844395	0.0211225664179765	0.00145672871848114	0.00145672871848114	0	0
"Dioctophymidae"	0.0245068450153319	0.00101407634546201	0.619037271329808	0	0	0	0	0	0	0	0	0	0.0221084739760646	0	0.000873232408592285	0	0.0884338959042583	0.000873232408592284	0.0781965537500704	0.000873232408592284	0.000873232408592284	0	0.000816894833844395	0.000816894833844395	0.000816894833844395	0.000816894833844395	0.000816894833844395	5.63375747478893e-05	0.000816894833844395	0	0	0.077379658916226	0	0.000816894833844395	5.63375747478893e-05	0.000816894833844395	5.63375747478893e-05	0.000816894833844395	1.07737965891623	0.000816894833844395	5.63375747478893e-05	5.63375747478893e-05	0	0
"Neoechinorhynchus_tumidus"	0.633676992539295	0.0262211169326605	0.00653515867075516	0	0	0	0	0	0	0	0	0	0.000233398523955542	0	0.0225792951364577	0	0.000933594095822166	0.0225792951364577	0.0219394612518209	0.0225792951364577	0.0225792951364577	0	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.0211225664179765	0.00145672871848114	0.0211225664179765	0	0	0.000816894833844395	0	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.00145672871848114	0.0211225664179765	0.000816894833844395	1.02112256641798	0.00145672871848114	0.00145672871848114	0	0
"Neoechinorhynchus_sp."	0.0437018615544342	0.622498008064321	0.000450700597983115	0	0	0	0	0	0	0	0	0	1.60964499279684e-05	0	0.0360399513887212	0	6.43857997118735e-05	0.0360399513887212	0.00151306629322903	0.0360399513887212	0.0360399513887212	0	0.00145672871848114	0.00145672871848114	0.00145672871848114	0.00145672871848114	0.00145672871848114	0.0345832226702401	0.00145672871848114	0	0	5.63375747478893e-05	0	0.00145672871848114	0.0345832226702401	0.00145672871848114	0.0345832226702401	0.00145672871848114	5.63375747478893e-05	0.00145672871848114	1.03458322267024	0.0345832226702401	0	0
"Southwellina_hispida"	0.0437018615544342	0.622498008064321	0.000450700597983115	0	0	0	0	0	0	0	0	0	1.60964499279684e-05	0	0.0360399513887212	0	6.43857997118735e-05	0.0360399513887212	0.00151306629322903	0.0360399513887212	0.0360399513887212	0	0.00145672871848114	0.00145672871848114	0.00145672871848114	0.00145672871848114	0.00145672871848114	0.0345832226702401	0.00145672871848114	0	0	5.63375747478893e-05	0	0.00145672871848114	0.0345832226702401	0.00145672871848114	0.0345832226702401	0.00145672871848114	5.63375747478893e-05	0.00145672871848114	0.0345832226702401	1.03458322267024	0	0
"Myzobdella_lugubris"	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16666666666667	0.166666666666667
"Piscicolaria_reducta"	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	1.16666666666667
