"Catostomus_catostomus"	"Coregonus_clupeaformis"	"Cottus_cognatus"	"Esox_lucius"	"Prosopium_cylindraceum"	"Salvelinus_namaycush"	"Thymallus_arcticus"	"Anonchohaptor_anomalus"	"Dactylogyrus_buddi"	"Discocotyle_sagittata"	"Tetraonchus_borealis"	"Tetraonchus_monenteron"	"Tetraonchus_variabilis"	"Allocreadium_isosporum"	"Crepidostomum_farionis"	"Diplostomum_spathaceum_(L)"	"Heterophyid_meta_(L)"	"Neascus_sp._(L)"	"Tetracotyle_sp._(L)"	"Cyathocephalus_truncatus"	"Diphyllobothrium_sp._(L)"	"Eubothrium_salvelini"	"Glaridacris_catostomi"	"Proteocephalus_tumidocollus"	"Schistocephalus_solidus_(L)"	"Triaenophorus_crassus"	"Triaenophorus_crassus_(L)"	"Capillaria_salvelini"	"Cystidicola_farionis"	"Raphidascaris_acus"	"Raphidascaris_acus_(L)"	"Neoechinorhynchus_tumidus"	"Piscicola_milneri"	"Salmincola_extensus"	"Salmincola_edwardsii"	"Salmincola_thymalli"
"Tetraonchus_borealis"	0.00443354502015797	0.0294424876963335	0.00843201678264575	0.0138206852473601	0.0279448521397847	0.0279448521397847	0.5546482276406	0.000554193127519746	0.000527001048915359	0.0215358525395403	1.01848827425469	0.00076781584707556	0.000998030433563741	0.0192560901017622	0.0228306694355313	0.023384862563051	0.000527001048915359	0.000527001048915359	0.0215358525395403	0.00304757828485368	0.0215358525395403	0.0215358525395403	0.000554193127519746	0.0228306694355313	0.000527001048915359	0.00076781584707556	0.0215358525395403	0.0204843351218141	0.0220900456670601	0.00076781584707556	0.0195397916724129	0.0228306694355313	0.00381539413192924	0.0010515174177262	0.000998030433563741	0.0184882742546867
"Tetraonchus_monenteron"	0.0032801020364002	0.0186737322301345	0.0130089298256184	0.571339294674297	0.018665066243975	0.018665066243975	0.0230344754122668	0.000410012754550025	0.000813058114101152	0.00276795387272144	0.00076781584707556	1.03174107192635	0.000666609508713394	0.0325088877734254	0.0353220839131724	0.0357320966677224	0.000813058114101152	0.000813058114101152	0.00276795387272144	0.00200013802564588	0.00276795387272144	0.00276795387272144	0.000410012754550025	0.0353220839131724	0.000813058114101152	0.0317410719263498	0.00276795387272144	0.00210103486450235	0.00317796662727146	0.0317410719263498	0.00143473485529465	0.0353220839131724	0.0337412099519957	0.000666919008219089	0.000666609508713394	0.00076781584707556
"Tetraonchus_variabilis"	0.00468636234811965	0.0319323941722461	0.00888135087712008	0.0119989711568411	0.544158792098168	0.0350678830072592	0.0299409130069122	0.000585795293514956	0.000555084429820005	0.0228251400506235	0.000998030433563741	0.000666609508713394	1.01943424257493	0.00166463994227713	0.0240468339891569	0.0246326292826718	0.000555084429820005	0.000555084429820005	0.0228251400506235	0.0218271096170597	0.0228251400506235	0.0228251400506235	0.000585795293514956	0.0240468339891569	0.000555084429820005	0.000666609508713394	0.0228251400506235	0.0216846974016147	0.0234109353441385	0.000666609508713394	0.00213847308257253	0.0240468339891569	0.0224937191257732	0.00114044264900879	0.0012524243931164	0.000998030433563741
"Allocreadium_isosporum"	0.00385682352827909	0.024058109963234	0.0107204733041321	0.292579989960829	0.0233049591918799	0.0233049591918799	0.288841351526433	0.000482102941034886	0.000670029581508255	0.0121519032061309	0.00962804505088111	0.0162544438867127	0.000832319971138567	1.02588248893759	0.0290763766743518	0.0295584796153867	0.000670029581508255	0.000670029581508256	0.0121519032061309	0.00252385815524978	0.0121519032061309	0.0121519032061309	0.000482102941034886	0.0290763766743518	0.000670029581508255	0.0162544438867127	0.0121519032061309	0.0112926849931582	0.0126340061471658	0.0162544438867127	0.0104872632638537	0.0290763766743518	0.0187783020419625	0.000859218212972643	0.000832319971138568	0.00962804505088111
"Crepidostomum_farionis"	0.00422420741992212	0.112201202547003	0.105684540550437	0.105966251739517	0.112218558616066	0.112218558616066	0.114153347177656	0.000528025927490265	0.00660528378440233	0.0158279087075576	0.00380511157258854	0.00588701398552873	0.00400780566485948	0.00969212555811727	1.02832020647749	0.0288482324049789	0.00660528378440232	0.00660528378440233	0.0158279087075576	0.0120227971349691	0.0158279087075576	0.0158279087075576	0.000528025927490265	0.0283202064774887	0.00660528378440233	0.00588701398552873	0.0158279087075576	0.0118207229023075	0.0163559346350479	0.00588701398552873	0.00781229737783864	0.0283202064774887	0.0179098111204978	0.00400718580525009	0.00400780566485948	0.00380511157258854
"Diplostomum_spathaceum_(L)"	0.0873793174283904	0.0985152539292242	0.0916076872033151	0.0918825342884291	0.0985305171306874	0.0985305171306874	0.100220839555933	0.0109224146785488	0.0057254804502072	0.0138969906586715	0.00334069465186443	0.00510458523824606	0.00351894704038169	0.00844527989011049	0.0247270563471248	1.03564947102567	0.00572548045020719	0.0057254804502072	0.0138969906586715	0.0105562960068071	0.0138969906586715	0.0138969906586715	0.0109224146785488	0.0247270563471248	0.00572548045020719	0.00510458523824606	0.0138969906586715	0.0103785887326278	0.0248194053372203	0.00510458523824606	0.00685909657790815	0.0247270563471248	0.0156608812450532	0.00351840192604372	0.0035189470403817	0.00334069465186443
"Heterophyid_meta_(L)"	0.00357328356029131	0.015539959341794	0.58602361817338	0.0146350460538207	0.0155423640349602	0.0155423640349602	0.0158100314674608	0.000446660445036414	0.0366264761358362	0.00219216845647658	0.000527001048915359	0.000813058114101152	0.000555084429820005	0.00134005916301651	0.0396317027064139	0.0400783631514503	1.03662647613584	0.0366264761358362	0.00219216845647658	0.00166516740756122	0.00219216845647658	0.00219216845647658	0.000446660445036414	0.0396317027064139	0.0366264761358362	0.000813058114101152	0.00219216845647658	0.00163716990855537	0.002638828901513	0.000813058114101152	0.00108199959683657	0.0396317027064139	0.00247822552166238	0.000554998547921214	0.000555084429820005	0.000527001048915359
"Neascus_sp._(L)"	0.00357328356029131	0.015539959341794	0.58602361817338	0.0146350460538207	0.0155423640349601	0.0155423640349601	0.0158100314674608	0.000446660445036414	0.0366264761358362	0.00219216845647658	0.000527001048915359	0.000813058114101152	0.000555084429820005	0.00134005916301651	0.039631702706414	0.0400783631514504	0.0366264761358362	1.03662647613584	0.00219216845647658	0.00166516740756122	0.00219216845647658	0.00219216845647658	0.000446660445036414	0.039631702706414	0.0366264761358362	0.000813058114101152	0.00219216845647658	0.00163716990855537	0.002638828901513	0.000813058114101152	0.00108199959683657	0.039631702706414	0.00247822552166238	0.000554998547921214	0.000555084429820005	0.000527001048915359
"Tetracotyle_sp._(L)"	0.0046229647307103	0.159748380927522	0.00876867382590633	0.0124557924272465	0.159775980354365	0.159775980354365	0.161518894046553	0.000577870591338787	0.000548042114119146	0.0225018324790369	0.00538396313488509	0.000691988468180359	0.00570628501265588	0.00607595160306544	0.0237418630613364	0.0243197336526752	0.000548042114119146	0.000548042114119146	1.02250183247904	0.0171178693441518	0.0225018324790369	0.0225018324790369	0.000577870591338787	0.0237418630613364	0.000548042114119146	0.000691988468180359	0.0225018324790369	0.0167965331601968	0.0230797030703757	0.000691988468180359	0.0110892624537251	0.0237418630613364	0.0178098578123322	0.00570529931884007	0.00570628501265588	0.00538396313488509
"Cyathocephalus_truncatus"	0.00468610463422774	0.203183678671251	0.00888089284032653	0.0120008281538753	0.203719689759224	0.203719689759225	0.0304757828485368	0.000585763079278468	0.000555055802520408	0.0228238257922024	0.00101585942828456	0.000666712675215293	0.00727570320568659	0.00168257210349985	0.0240455942699381	0.0246313573492166	0.000555055802520408	0.000555055802520408	0.0228238257922024	1.02180796636392	0.0228238257922024	0.0228238257922024	0.000585763079278468	0.0240455942699381	0.000555055802520408	0.000666712675215292	0.0228238257922024	0.0155672658396577	0.0234095888714809	0.000666712675215292	0.00827241938082925	0.0240455942699381	0.0224746790391332	0.00725655995254469	0.00727570320568659	0.00101585942828456
"Diphyllobothrium_sp._(L)"	0.0046229647307103	0.159748380927522	0.00876867382590633	0.0124557924272465	0.159775980354365	0.159775980354365	0.161518894046553	0.000577870591338787	0.000548042114119146	0.0225018324790369	0.00538396313488509	0.000691988468180359	0.00570628501265588	0.00607595160306544	0.0237418630613364	0.0243197336526752	0.000548042114119146	0.000548042114119146	0.0225018324790369	0.0171178693441518	1.02250183247904	0.0225018324790369	0.000577870591338787	0.0237418630613364	0.000548042114119146	0.000691988468180359	0.0225018324790369	0.0167965331601968	0.0230797030703757	0.000691988468180359	0.0110892624537252	0.0237418630613364	0.0178098578123322	0.00570529931884007	0.00570628501265588	0.00538396313488509
"Eubothrium_salvelini"	0.0046229647307103	0.159748380927522	0.00876867382590633	0.0124557924272465	0.159775980354365	0.159775980354365	0.161518894046553	0.000577870591338787	0.000548042114119146	0.0225018324790369	0.00538396313488509	0.000691988468180359	0.00570628501265587	0.00607595160306544	0.0237418630613364	0.0243197336526752	0.000548042114119146	0.000548042114119146	0.0225018324790369	0.0171178693441518	0.0225018324790369	1.02250183247904	0.000577870591338787	0.0237418630613364	0.000548042114119146	0.000691988468180359	0.0225018324790369	0.0167965331601968	0.0230797030703757	0.000691988468180359	0.0110892624537252	0.0237418630613364	0.0178098578123322	0.00570529931884007	0.00570628501265588	0.00538396313488509
"Glaridacris_catostomi"	0.5863099774792	0.0163995622225537	0.00714656712058262	0.00738022958190045	0.0164022682184188	0.0164022682184188	0.0166257938255924	0.0732887471849	0.000446660445036414	0.00231148236535515	0.000554193127519746	0.000410012754550025	0.000585795293514956	0.000964205882069771	0.00316815556494159	0.0764569027498416	0.000446660445036414	0.000446660445036414	0.00231148236535515	0.0017572892378354	0.00231148236535515	0.00231148236535515	1.0732887471849	0.00316815556494159	0.000446660445036414	0.000410012754550025	0.00231148236535515	0.00172578371454966	0.0756002295502552	0.000410012754550025	0.00113989177832524	0.00316815556494159	0.00216730199238543	0.000585698650805491	0.000585795293514956	0.000554193127519746
"Proteocephalus_tumidocollus"	0.00422420741992212	0.112201202547003	0.105684540550437	0.105966251739517	0.112218558616066	0.112218558616066	0.114153347177656	0.000528025927490265	0.00660528378440232	0.0158279087075576	0.00380511157258854	0.00588701398552874	0.00400780566485948	0.00969212555811728	0.0283202064774887	0.0288482324049789	0.00660528378440232	0.00660528378440232	0.0158279087075576	0.0120227971349691	0.0158279087075576	0.0158279087075576	0.000528025927490265	1.02832020647749	0.00660528378440232	0.00588701398552873	0.0158279087075576	0.0118207229023075	0.0163559346350479	0.00588701398552873	0.00781229737783864	0.0283202064774887	0.0179098111204978	0.00400718580525009	0.00400780566485949	0.00380511157258854
"Schistocephalus_solidus_(L)"	0.00357328356029131	0.015539959341794	0.586023618173379	0.0146350460538207	0.0155423640349601	0.0155423640349601	0.0158100314674608	0.000446660445036414	0.0366264761358362	0.00219216845647658	0.000527001048915359	0.000813058114101152	0.000555084429820005	0.00134005916301651	0.0396317027064139	0.0400783631514504	0.0366264761358362	0.0366264761358362	0.00219216845647658	0.00166516740756122	0.00219216845647658	0.00219216845647658	0.000446660445036414	0.0396317027064139	1.03662647613584	0.000813058114101152	0.00219216845647658	0.00163716990855537	0.002638828901513	0.000813058114101152	0.00108199959683657	0.0396317027064139	0.00247822552166238	0.000554998547921214	0.000555084429820006	0.000527001048915359
"Triaenophorus_crassus"	0.0032801020364002	0.0186737322301345	0.0130089298256184	0.571339294674297	0.018665066243975	0.018665066243975	0.0230344754122668	0.000410012754550025	0.000813058114101152	0.00276795387272144	0.00076781584707556	0.0317410719263498	0.000666609508713394	0.0325088877734254	0.0353220839131724	0.0357320966677224	0.000813058114101152	0.000813058114101152	0.00276795387272144	0.00200013802564588	0.00276795387272144	0.00276795387272144	0.000410012754550025	0.0353220839131724	0.000813058114101152	1.03174107192635	0.00276795387272144	0.00210103486450235	0.00317796662727146	0.0317410719263498	0.00143473485529465	0.0353220839131724	0.0337412099519957	0.000666919008219089	0.000666609508713394	0.00076781584707556
"Triaenophorus_crassus_(L)"	0.0046229647307103	0.159748380927522	0.00876867382590633	0.0124557924272465	0.159775980354365	0.159775980354365	0.161518894046553	0.000577870591338787	0.000548042114119146	0.0225018324790369	0.00538396313488509	0.000691988468180359	0.00570628501265588	0.00607595160306544	0.0237418630613364	0.0243197336526752	0.000548042114119146	0.000548042114119146	0.0225018324790369	0.0171178693441518	0.0225018324790369	0.0225018324790369	0.000577870591338787	0.0237418630613364	0.000548042114119146	0.000691988468180359	1.02250183247904	0.0167965331601968	0.0230797030703757	0.000691988468180359	0.0110892624537252	0.0237418630613364	0.0178098578123322	0.00570529931884007	0.00570628501265588	0.00538396313488509
"Capillaria_salvelini"	0.00460208990546576	0.0311024253469419	0.00873157284562864	0.0126062091870141	0.202390509081737	0.202390509081737	0.204843351218141	0.00057526123818322	0.00054572330285179	0.0223953775469291	0.00682811170727138	0.000700344954834116	0.00722823246720491	0.00752845666210549	0.023641445804615	0.0242167070427982	0.00054572330285179	0.00054572330285179	0.0223953775469291	0.0155672658396577	0.0223953775469291	0.0223953775469291	0.00057526123818322	0.023641445804615	0.00054572330285179	0.000700344954834116	0.0223953775469291	1.02128457664168	0.0229706387851123	0.000700344954834116	0.0079389126125193	0.023641445804615	0.0162676107944919	0.00111080090524793	0.00722823246720491	0.00682811170727138
"Cystidicola_farionis"	0.120960367280408	0.131078617186528	0.0084442524848416	0.0114406798581773	0.131101237927175	0.131101237927175	0.132540274002361	0.015120045910051	0.0005277657803026	0.0184637624563005	0.00441800913341202	0.000635593325454293	0.00468218706882769	0.00505360245886631	0.0196271215620575	0.0347471674721085	0.0005277657803026	0.0005277657803026	0.0184637624563005	0.0140457533228885	0.0184637624563005	0.0184637624563006	0.015120045910051	0.0196271215620575	0.0005277657803026	0.000635593325454293	0.0184637624563006	0.0137823832710674	1.03358380836635	0.000635593325454293	0.00909938831864517	0.0196271215620575	0.0146813466483428	0.00468137918523315	0.00468218706882769	0.00441800913341202
"Raphidascaris_acus"	0.0032801020364002	0.0186737322301345	0.0130089298256184	0.571339294674297	0.018665066243975	0.018665066243975	0.0230344754122668	0.000410012754550025	0.000813058114101152	0.00276795387272144	0.00076781584707556	0.0317410719263498	0.000666609508713394	0.0325088877734254	0.0353220839131724	0.0357320966677224	0.000813058114101152	0.000813058114101152	0.00276795387272144	0.00200013802564588	0.00276795387272144	0.00276795387272144	0.000410012754550025	0.0353220839131724	0.000813058114101152	0.0317410719263498	0.00276795387272144	0.00210103486450235	0.00317796662727146	1.03174107192635	0.00143473485529465	0.0353220839131724	0.0337412099519957	0.000666919008219089	0.000666609508713394	0.00076781584707556
"Raphidascaris_acus_(L)"	0.00455956711330095	0.287564367682798	0.00865599677469259	0.0129126136976518	0.0299386231560154	0.0299386231560154	0.293096875086193	0.000569945889162619	0.000540999798418287	0.0221785249074503	0.00976989583620643	0.000717367427647325	0.00106923654128626	0.0104872632638538	0.0234368921335159	0.0240068380226785	0.000540999798418287	0.000540999798418287	0.0221785249074503	0.0124086290712439	0.0221785249074503	0.0221785249074503	0.000569945889162619	0.0234368921335159	0.000540999798418287	0.000717367427647325	0.0221785249074503	0.011908368918779	0.0227484707966129	0.000717367427647324	1.02004005182488	0.0234368921335159	0.0131259964988912	0.0102701559886713	0.00106923654128627	0.00976989583620643
"Neoechinorhynchus_tumidus"	0.00422420741992212	0.112201202547003	0.105684540550437	0.105966251739517	0.112218558616066	0.112218558616066	0.114153347177656	0.000528025927490265	0.00660528378440233	0.0158279087075576	0.00380511157258854	0.00588701398552873	0.00400780566485948	0.00969212555811728	0.0283202064774887	0.0288482324049789	0.00660528378440233	0.00660528378440233	0.0158279087075576	0.0120227971349691	0.0158279087075576	0.0158279087075576	0.000528025927490265	0.0283202064774887	0.00660528378440233	0.00588701398552873	0.0158279087075576	0.0118207229023075	0.0163559346350479	0.00588701398552873	0.00781229737783864	1.02832020647749	0.0179098111204978	0.00400718580525009	0.00400780566485949	0.00380511157258854
"Piscicola_milneri"	0.00433460398477086	0.157056192060972	0.00991290208664951	0.151835444783981	0.157456033880412	0.157456033880412	0.0286154559894693	0.000541825498096357	0.000619556380415594	0.0178098578123322	0.00095384853298231	0.00843530248799892	0.00562342978144329	0.00938915102098124	0.0268647166807467	0.0274065421788431	0.000619556380415594	0.000619556380415594	0.0178098578123322	0.0168560092793499	0.0178098578123322	0.0178098578123322	0.000541825498096357	0.0268647166807467	0.000619556380415594	0.00843530248799892	0.0178098578123322	0.0122007080958689	0.0183516833104285	0.00843530248799892	0.0065629982494456	0.0268647166807467	1.02529131176735	0.00560914971646329	0.00562342978144329	0.00095384853298231
"Salmincola_extensus"	0.00468558920644393	0.545686247669262	0.00887997676673943	0.0120045421479436	0.0319323941722461	0.0319323941722461	0.0315455225317859	0.000585698650805491	0.000554998547921215	0.0228211972753603	0.0010515174177262	0.000666919008219089	0.00114044264900879	0.00171843642594529	0.0240431148315006	0.0246288134823061	0.000554998547921215	0.000554998547921215	0.0228211972753603	0.0217696798576341	0.0228211972753603	0.0228211972753603	0.000585698650805491	0.0240431148315006	0.000554998547921214	0.000666919008219089	0.0228211972753603	0.00333240271574377	0.0234068959261658	0.000666919008219089	0.0205403119773427	0.0240431148315006	0.0224365988658532	1.01948879455962	0.00114044264900879	0.0010515174177262
"Salmincola_edwardsii"	0.00468636234811965	0.0319323941722461	0.00888135087712009	0.0119989711568411	0.0350678830072592	0.544158792098169	0.0299409130069122	0.000585795293514957	0.000555084429820005	0.0228251400506235	0.000998030433563741	0.000666609508713394	0.0012524243931164	0.00166463994227714	0.0240468339891569	0.0246326292826719	0.000555084429820005	0.000555084429820005	0.0228251400506235	0.0218271096170598	0.0228251400506235	0.0228251400506235	0.000585795293514957	0.0240468339891569	0.000555084429820005	0.000666609508713394	0.0228251400506235	0.0216846974016147	0.0234109353441385	0.000666609508713394	0.00213847308257253	0.0240468339891569	0.0224937191257732	0.00114044264900879	1.01943424257493	0.000998030433563741
"Salmincola_thymalli"	0.00443354502015797	0.0294424876963335	0.00843201678264575	0.0138206852473601	0.0279448521397847	0.0279448521397847	0.5546482276406	0.000554193127519746	0.000527001048915359	0.0215358525395403	0.0184882742546867	0.00076781584707556	0.000998030433563741	0.0192560901017622	0.0228306694355313	0.023384862563051	0.000527001048915359	0.000527001048915359	0.0215358525395403	0.00304757828485368	0.0215358525395403	0.0215358525395403	0.000554193127519746	0.0228306694355313	0.000527001048915359	0.00076781584707556	0.0215358525395403	0.0204843351218142	0.0220900456670601	0.00076781584707556	0.0195397916724129	0.0228306694355313	0.00381539413192924	0.0010515174177262	0.000998030433563741	1.01848827425469
