"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"	"C27"
"R11"	0.134779882784087	0.106034893014045	0.0258272961208862	0.100120629406892	0.172276022792609	0.764186740244189	0.250132894022489	0.41093378531652	0.079329754258179	0	2.62826664195966	0.313685757943506	0.0399135397960301	0.10748695652031	0.084562827178701	0	0.0456202733787455	0.0193810525641685	0.0238578509281602	0.0193810525641685	0.171942016554942	0.0341494248709495	0.068607751645939	0.0225271416165507	0.0193810525641685	0.0419081941807192	0.0116222832543988	0.0625715605825126	0.0193810525641685	0.0193810525641685	0.123280135594956	0.221550085593649	0.0303254736264197	0	0.591359994440922	1.04561919314502	1.11170175121106	0.591359994440922	0.011974061938809	0.0982699499986931	0.011974061938809	0.0612007610205795	0	0.304135155858303
"R12"	0.090051662613053	0.140404530585961	0.0341988310176096	0.13257324616703	0.228116739913235	1.01188653559342	0.167123479525678	0.274560786277795	0.0530032829682603	0	1.25474303177402	1.57944862437987	0.0528509216144858	0.0718162009339098	0.111972613142304	0	0.0604074082302092	0.025663133240239	0.0315910193818413	0.025663133240239	0.22767447050852	0.045218454345506	0.0908459365647715	0.0298289803875817	0.025663133240239	0.0554921136278207	0.0153894739579243	0.0418064843681098	0.025663133240239	0.025663133240239	0.0823682358833384	0.148026197587165	0.0202616240879369	0	0.282317182149156	1.93149541459956	0.742771020114124	0.282317182149156	0.0158552764843458	0.065657961703827	0.0158552764843458	0.0810380798088783	0	0.402716054868061
"R13"	0.00756940222271133	0.69482580615978	0.0483724671170637	0.18751795894763	0.472903953215185	0.137306256956279	0.0140477677000219	0.0230785414240566	0.0044552555307601	0	0.0532180530613735	0.0176169738714953	2.96424828149433	0.00603659827261229	0.554123580412425	0	0.0778369983511154	0.0532016947367083	0.156335806385951	0.0532016947367083	0.0308939078151628	0.0639591509658953	0.375774575246386	0.0421915407632167	0.0532016947367083	0.095393235499925	0.0217676102026787	0.00351409498189374	0.0532016947367083	0.0532016947367083	0.00692356242721697	0.0124425223979528	0.00170311550011005	0	0.011974061938809	0.0587232462383176	0.0624345231112086	0.011974061938809	0.8892744844483	0.00551895997073578	0.8892744844483	1.21184736495798	0	0.51891332234077
"R14"	1.44028341104881	0.0160369151740553	0.00390616848183168	0.0151424309048784	0.0260553473061244	0.115577029240842	0.0613342518614757	0.530483099097605	0.712732812200693	0	0.14331594202708	0.0239387336446366	0.00603659827261229	2.14862602031143	0.0127894398513091	0	0.00689969531345917	0.00293122657193899	0.00360830591416243	0.00293122657193899	0.0260048315791895	0.00516482277042189	0.0103763644414941	0.00340704695359764	0.00293122657193899	0.00633827352553662	0.00175777581682426	0.968651573579411	0.00293122657193899	0.00293122657193899	0.159144929729282	1.44852626879901	0.324063767485983	0	0.0322460869560929	0.0797957788154553	0.272596674939892	0.0322460869560929	0.00181097948178369	1.28938133906972	0.00181097948178369	0.00925611735133884	0	0.0459979687563945
"R15"	0.0160369151740553	0.825889246114501	0.102484334838037	0.397284952335105	1.00191803263307	0.290903922250038	0.0297623051810014	0.0488953553093053	0.00943912781000925	0	0.112750436238268	0.037324204380768	0.554123580412425	0.0127894398513091	1.65864667377631	0	0.164909368432636	0.11271577867122	0.185825080375763	0.11271577867122	0.0654533825062586	0.135507064952515	0.796134861179878	0.0893891142753987	0.11271577867122	0.202104892946619	0.0461179506771165	0.00744513786955515	0.11271577867122	0.11271577867122	0.0146686065927916	0.0263613519768509	0.00360830591416243	0	0.0253688481536103	0.12441401460256	0.132276911915562	0.0253688481536103	0.166237074123727	0.0116927453840593	0.166237074123727	0.849656156632385	0	1.09939578955091
"R16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0
"R17"	0.0259549666963981	0.620348721376688	0.151100545016692	0.585747791793101	1.0078871909561	0.470813839937651	0.048168842411205	0.0791347528429098	0.0152767689604162	0	0.182481093514982	0.0604074082302092	0.233510995053346	0.0206990859403775	0.494728105297908	0	1.26689778670886	0.113387308982561	0.139578462309755	0.113387308982561	0.105933113985971	0.199788498410959	0.401384202881688	0.131793253153448	0.113387308982561	0.245180562136009	0.0679952452575112	0.0120495932888028	0.113387308982561	0.113387308982561	0.0237404258528729	0.0426645651738631	0.00583986750668958	0	0.0410582460408709	0.201358027434031	0.2140837440498	0.0410582460408709	0.0700532985160039	0.0189241393209901	0.0700532985160039	0.358050192415131	0	1.77931857805908
"C1"	0.0110265576373881	0.424009198763211	0.119683387919767	0.463957824775392	2.734453544791	0.200017823304429	0.0204637718624821	0.0336191497970172	0.00649009399339614	0	0.0775242102566742	0.025663133240239	0.159605084210125	0.00879367971581697	0.338147336013661	0	0.113387308982561	1.30762602378899	0.0954020697217225	0.307626023788988	0.0450040102434965	0.158248035138358	0.504472294314808	0.104390510574463	0.307626023788988	0.412016534363451	0.053857524563895	0.0051190793831574	0.307626023788988	0.307626023788988	0.0100857449391052	0.0181253666192908	0.00248097546841231	0	0.0174429473077517	0.0855437774674633	0.0909500971665873	0.0174429473077517	0.0478815252630375	0.00803962168018567	0.0478815252630375	0.244727795788858	0	0.755915393217073
"C2"	0.0135735645673822	1.82755516128814	0.0867422269789026	0.336259991004635	0.848018397526422	0.246219620713199	0.0251906658271799	0.0413847834906346	0.00798923043480407	0	0.0954314037126406	0.0315910193818413	0.469007419157852	0.0108249177424873	0.557475241127288	0	0.139578462309755	0.0954020697217225	1.41119991128983	0.0954020697217225	0.0553994146604697	0.114692500116549	0.67384455334974	0.0756584979760428	0.0954020697217225	0.171060567697765	0.0390340021405062	0.00630152735040718	0.0954020697217225	0.0954020697217225	0.0124154350471904	0.0223121160932594	0.00305405202766099	0	0.0214720658353441	0.105303397939471	0.111958514787466	0.0214720658353441	0.140702225747355	0.00989668104606901	0.140702225747356	0.719144709375373	0	0.930523082065031
"C3"	0.0110265576373881	0.424009198763211	0.119683387919767	0.463957824775392	2.734453544791	0.200017823304429	0.0204637718624821	0.0336191497970172	0.00649009399339614	0	0.0775242102566742	0.025663133240239	0.159605084210125	0.00879367971581697	0.338147336013661	0	0.113387308982561	0.307626023788988	0.0954020697217225	1.30762602378899	0.0450040102434965	0.158248035138358	0.504472294314808	0.104390510574463	0.307626023788988	0.412016534363451	0.053857524563895	0.0051190793831574	0.307626023788988	0.307626023788988	0.0100857449391052	0.0181253666192908	0.00248097546841231	0	0.0174429473077517	0.0855437774674633	0.0909500971665873	0.0174429473077517	0.0478815252630375	0.00803962168018566	0.0478815252630375	0.244727795788858	0	0.755915393217073
"C4"	0.0978238178527503	0.246219620713199	0.0599725889673858	0.232486332540236	0.400035646608858	1.77448917039089	0.181547528892243	0.298257506491099	0.0575778763904057	0	0.68776806621977	0.22767447050852	0.0926817234454885	0.0780144947375684	0.196360147518776	0	0.105933113985971	0.0450040102434965	0.0553994146604697	0.0450040102434965	1.39926006333795	0.0792970898568767	0.159311469159599	0.0523094248215532	0.0450040102434965	0.0973134350650496	0.0269876650353236	0.0454147074381393	0.0450040102434965	0.0450040102434965	0.0894772519473297	0.160802003761152	0.0220103590168688	0	0.154747814899448	0.758914901695066	0.806877906187747	0.154747814899448	0.0278045170336465	0.0713247518138219	0.0278045170336465	0.142111975949749	0	0.706220759906477
"C5"	0.0097144001951509	0.25487222248122	1.53511319843359	1.50648820133515	0.703324600614925	0.176215755237504	0.0180285884236769	0.0296184798637042	0.00571777452486338	0	0.068298849741899	0.022609227172753	0.095938726448843	0.00774723415563284	0.203260597428773	0	0.0998942492054795	0.0791240175691791	0.0573462500582745	0.0791240175691791	0.0396485449284384	2.02976078459552	0.197448446856085	0.338959845300408	0.0791240175691791	0.418083862869587	0.690800939295115	0.0045099102905988	0.0791240175691791	0.0791240175691791	0.00888554395911125	0.0159684527858986	0.00218574004390895	0	0.0153672411919273	0.0753640905758434	0.0801270596607861	0.0153672411919273	0.0287816179346529	0.00708290882678732	0.0287816179346529	0.147106047221559	0	0.665961661369863
"C6"	0.01301111528714	0.998288227184799	0.0995538387509674	0.385924757627207	1.49473272389573	0.236016991347554	0.0241468374508544	0.0396699176886755	0.00765817981906951	0	0.0914770021945853	0.0302819788549238	0.375774575246386	0.0103763644414941	0.796134861179877	0	0.133794734293896	0.168157431438269	0.22461485111658	0.168157431438269	0.0531038230531996	0.131632297904057	1.63161274090881	0.0868330704661216	0.168157431438269	0.254990501904391	0.0447992274379353	0.00604041027205474	0.168157431438269	0.168157431438269	0.0119009753066027	0.0213875664972387	0.0029275009396065	0	0.0205823254937817	0.100939929516413	0.107319277559353	0.0205823254937817	0.112732372573916	0.00948659119063602	0.112732372573916	0.576187682044459	0	0.89196489529264
"C7"	0.0128164775683924	0.336259991004635	0.512712371042634	1.98755166058502	0.927915649550784	0.232486332540236	0.023785616659809	0.0390764818369879	0.00754361849078614	0	0.0901085664662028	0.0298289803875817	0.12657462228965	0.0102211408607929	0.268167342826196	0	0.131793253153448	0.104390510574463	0.0756584979760428	0.104390510574463	0.0523094248215532	0.677919690600816	0.260499211398365	1.44719912363163	0.104390510574463	0.551589634206094	0.230720566969185	0.00595004971112615	0.104390510574463	0.104390510574463	0.0117229445510964	0.0210676225830763	0.00288370745288828	0	0.0202744274548956	0.0994299346252723	0.105713851821373	0.0202744274548956	0.037972386686895	0.00934467803197992	0.037972386686895	0.194081087510797	0	0.878621687689651
"C8"	0.0110265576373881	0.424009198763211	0.119683387919767	0.463957824775392	2.734453544791	0.200017823304429	0.0204637718624821	0.0336191497970172	0.00649009399339614	0	0.0775242102566742	0.025663133240239	0.159605084210125	0.00879367971581697	0.338147336013661	0	0.113387308982561	0.307626023788988	0.0954020697217225	0.307626023788988	0.0450040102434965	0.158248035138358	0.504472294314809	0.104390510574463	1.30762602378899	0.412016534363451	0.053857524563895	0.0051190793831574	0.307626023788988	0.307626023788988	0.0100857449391052	0.0181253666192908	0.00248097546841231	0	0.0174429473077517	0.0855437774674633	0.0909500971665873	0.0174429473077517	0.0478815252630375	0.00803962168018566	0.0478815252630375	0.244727795788858	0	0.755915393217073
"C9"	0.0119215176028902	0.380134594883923	0.3161978794812	1.22575474268021	1.83118459717089	0.216252077922333	0.0221246942611456	0.0363478158170025	0.00701685624209114	0	0.0838163883614385	0.0277460568139103	0.143089853249887	0.00950741028830494	0.303157339419929	0	0.122590281068004	0.206008267181725	0.0855302838488827	0.206008267181725	0.0486567175325248	0.418083862869587	0.382485752856587	0.275794817103047	0.206008267181725	1.48180308428477	0.14228904576654	0.00553456454714178	0.206008267181725	0.206008267181725	0.0109043447451008	0.0195964946011836	0.0026823414606503	0	0.0188586873813237	0.0924868560463678	0.0983319744939803	0.0188586873813237	0.0429269559749662	0.00869214985608279	0.0429269559749662	0.219404441649827	0	0.817268540453362
"C10"	0.00661232282190943	0.173484453957805	2.55751402582454	1.02542474208527	0.478733551679067	0.119945177934772	0.0122715601875448	0.0201604778904205	0.00389193055894062	0	0.0464891330175951	0.0153894739579243	0.065302830608036	0.00527332745047277	0.13835385203135	0	0.0679952452575112	0.053857524563895	0.0390340021405062	0.053857524563895	0.0269876650353236	1.38160187859023	0.134397682313806	0.230720566969185	0.053857524563895	0.28457809153308	2.15088131162105	0.00306977087007146	0.053857524563895	0.053857524563895	0.00604814336712615	0.0108692829887209	0.00148777263492962	0	0.0104600549289589	0.0512982465264144	0.0545402675001989	0.0104600549289589	0.0195908491824108	0.00482113962159474	0.0195908491824108	0.100131006932322	0	0.453301635050075
"C11"	1.82191518541582	0.014003394112016	0.00341085652230162	0.0132223326913915	0.022751463925144	0.100921572084754	0.053556914909135	0.46321651176689	0.622356504195935	0	0.125143121165025	0.0209032421840549	0.0052711424728406	1.45297736036912	0.0111677068043327	0	0.00602479664440142	0.0025595396915787	0.00315076367520359	0.0025595396915787	0.0227073537190697	0.0045099102905988	0.00906061540808211	0.00297502485556308	0.0025595396915787	0.00553456454714178	0.00153488543503573	1.8458241248293	0.0025595396915787	0.0025595396915787	0.138964953530067	1.26484950524753	0.40993091671856	0	0.0281572022621307	0.0696774739468498	0.238030732929489	0.0281572022621307	0.00158134274185218	1.12588455171747	0.00158134274185218	0.00808241845835559	0	0.0401653109626761
"C12"	0.011026557637388	0.424009198763211	0.119683387919767	0.463957824775392	2.734453544791	0.200017823304429	0.0204637718624821	0.0336191497970172	0.00649009399339614	0	0.0775242102566742	0.025663133240239	0.159605084210125	0.00879367971581697	0.338147336013661	0	0.113387308982561	0.307626023788988	0.0954020697217225	0.307626023788988	0.0450040102434965	0.158248035138358	0.504472294314809	0.104390510574463	0.307626023788988	0.412016534363451	0.053857524563895	0.0051190793831574	1.30762602378899	0.307626023788988	0.0100857449391052	0.0181253666192908	0.00248097546841231	0	0.0174429473077517	0.0855437774674633	0.0909500971665873	0.0174429473077517	0.0478815252630375	0.00803962168018567	0.0478815252630375	0.244727795788858	0	0.755915393217073
"C13"	0.0110265576373881	0.424009198763211	0.119683387919767	0.463957824775392	2.734453544791	0.200017823304429	0.0204637718624821	0.0336191497970172	0.00649009399339614	0	0.0775242102566742	0.025663133240239	0.159605084210125	0.00879367971581697	0.338147336013661	0	0.113387308982561	0.307626023788988	0.0954020697217225	0.307626023788988	0.0450040102434965	0.158248035138358	0.504472294314809	0.104390510574463	0.307626023788988	0.412016534363451	0.053857524563895	0.0051190793831574	0.307626023788988	1.30762602378899	0.0100857449391052	0.0181253666192908	0.00248097546841231	0	0.0174429473077517	0.0855437774674633	0.0909500971665873	0.0174429473077517	0.0478815252630375	0.00803962168018567	0.0478815252630375	0.244727795788858	0	0.755915393217073
"C14"	0.598664312461248	0.0551797113208461	0.0134403185936137	0.0521019757826505	0.0896510661253793	0.397676675321465	0.211038486832657	1.82528272745061	0.352366331010785	0	0.493120542379824	0.0823682358833384	0.0207706872816509	0.477434789187845	0.0440058197783748	0	0.0237404258528729	0.0100857449391052	0.0124154350471904	0.0100857449391052	0.0894772519473297	0.0177710879182225	0.035702925919808	0.0117229445510964	0.0100857449391052	0.0218086894902015	0.00604814336712615	0.277929907060134	0.0100857449391052	0.0100857449391052	1.54758481823518	0.98407957425017	0.134699470303781	0	0.11095212203546	0.274560786277795	0.937948830367365	0.11095212203546	0.00623120618449528	0.436494756014987	0.00623120618449528	0.0318483871651981	0	0.15826950568582
"C15"	1.36225040952885	0.0247912401036215	0.00603849054928938	0.0234084695367514	0.040278592487313	0.178668893067946	0.0948157515314299	0.820066311875142	0.801803562918559	0	0.221550085593649	0.0370065493967914	0.00933189179846457	1.08639470159925	0.0197710139826382	0	0.0106661412934658	0.00453134165482271	0.00557802902331485	0.00453134165482271	0.0402005009402879	0.00798422639294929	0.016040674872929	0.00526690564576907	0.00453134165482271	0.00979824730059178	0.00271732074718022	0.632424752623766	0.00453134165482271	0.00453134165482271	0.246019893562543	2.23925624949966	0.30650634214399	0	0.0498487692585711	0.123355164655971	0.421403340139689	0.0498487692585711	0.00279956753953937	0.993236355937118	0.00279956753953937	0.0143089007576457	0	0.0711076086231052
"C16"	2.34757530088771	0.0135735645673822	0.00330616141095472	0.0128164775683924	0.0220531152747761	0.0978238178527503	0.0519130031429419	0.448998234345936	0.603253477411245	0	0.121301894505679	0.0202616240879369	0.00510934650033015	0.972191302457949	0.0108249177424873	0	0.00583986750668958	0.00248097546841231	0.00305405202766099	0.00248097546841231	0.0220103590168688	0.0043714800878179	0.00878250281881949	0.00288370745288828	0.00248097546841231	0.00536468292130059	0.00148777263492962	0.819861833437119	0.00248097546841231	0.00248097546841231	0.134699470303781	1.22602536857596	1.52820444269973	0	0.0272929262637777	0.0675387469597897	0.230724458413075	0.0272929262637777	0.00153280395009904	1.09132589827218	0.00153280395009904	0.00783433130050623	0	0.0389324500445972
"C17"	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0
"C18"	0.121301894505679	0.0954314037126406	0.0232445665087976	0.0901085664662028	0.155048420513348	0.68776806621977	0.22511960462024	0.369840406784868	0.0713967788323611	0	2.36543997776369	0.282317182149156	0.0359221858164271	0.0967382608682787	0.0761065444608309	0	0.0410582460408709	0.0174429473077517	0.0214720658353441	0.0174429473077517	0.154747814899448	0.0307344823838545	0.0617469764813451	0.0202744274548956	0.0174429473077517	0.0377173747626473	0.0104600549289589	0.0563144045242613	0.0174429473077517	0.0174429473077517	0.11095212203546	0.199395077034284	0.0272929262637777	0	1.53222399499683	0.941057273830518	1.00053157608995	0.53222399499683	0.0107766557449281	0.0884429549988238	0.0107766557449281	0.0550806849185215	0	0.273721640272473
"C19"	0.100057402903392	0.156005033984401	0.0379987011306773	0.147303606852255	0.253463044348039	1.12431837288158	0.185692755028531	0.305067540308661	0.0588925366314004	0	1.39415892419336	0.643831804866518	0.0587232462383176	0.0797957788154553	0.12441401460256	0	0.0671193424780102	0.0285145924891544	0.0351011326464903	0.0285145924891544	0.252971633898355	0.0502427270505622	0.100939929516413	0.0331433115417574	0.0285145924891544	0.0616579040309119	0.0170994155088048	0.0464516492978998	0.0285145924891544	0.0285145924891544	0.0915202620925982	0.164473552874628	0.0225129156532632	0	0.313685757943506	2.14610601622173	0.825301133460138	0.313685757943506	0.0176169738714953	0.07295329078203	0.0176169738714953	0.0900423108987537	0	0.447462283186735
"C20"	0.256360509347861	0.124398349763851	0.0303001486112216	0.117459835357081	0.202111327036861	0.896531006875274	0.47576978694205	0.781624025306137	0.150890591295784	0	1.11170175121106	0.185692755028531	0.0468258923334064	0.204447506204919	0.0992076839366714	0	0.05352093601245	0.0227375242916468	0.0279896286968665	0.0227375242916468	0.201719476546937	0.040063529830393	0.0804894581695148	0.0264284629553433	0.0227375242916468	0.0491659872469901	0.0136350668750497	0.119015366464744	0.0227375242916468	0.0227375242916468	0.234487207591841	0.421403340139689	0.0576811146032687	0	0.250132894022489	0.618975850095103	2.11453238640911	0.250132894022489	0.0140477677000219	0.186916132547847	0.0140477677000219	0.0717997015778899	0	0.356806240083
"C21"	0.121301894505679	0.0954314037126406	0.0232445665087976	0.0901085664662028	0.155048420513348	0.68776806621977	0.22511960462024	0.369840406784868	0.0713967788323611	0	2.36543997776369	0.282317182149156	0.0359221858164271	0.0967382608682787	0.0761065444608309	0	0.0410582460408709	0.0174429473077517	0.0214720658353441	0.0174429473077517	0.154747814899448	0.0307344823838545	0.0617469764813451	0.0202744274548956	0.0174429473077517	0.0377173747626473	0.0104600549289589	0.0563144045242613	0.0174429473077517	0.0174429473077517	0.11095212203546	0.199395077034284	0.0272929262637777	0	0.53222399499683	0.941057273830519	1.00053157608996	1.53222399499683	0.0107766557449281	0.0884429549988238	0.0107766557449281	0.0550806849185215	0	0.273721640272473
"C22"	0.0068124620004402	0.625343225543802	0.0435352204053573	0.168766163052867	0.425613557893667	0.123575631260651	0.0126429909300197	0.0207706872816509	0.00400972997768409	0	0.0478962477552361	0.0158552764843458	2.6678234533449	0.00543293844535106	0.498711222371182	0	0.0700532985160039	0.0478815252630375	0.140702225747356	0.0478815252630375	0.0278045170336465	0.0575632358693058	0.338197117721748	0.037972386686895	0.0478815252630375	0.0858539119499325	0.0195908491824108	0.00316268548370436	0.0478815252630375	0.0478815252630375	0.00623120618449528	0.0111982701581575	0.00153280395009904	0	0.0107766557449281	0.0528509216144859	0.0561910708000877	0.0107766557449281	1.80034703600347	0.00496706397366221	0.80034703600347	1.09066262846218	0	0.467021990106693
"C23"	1.61677910855138	0.01466174969788	0.00357121453451462	0.0138439674547851	0.0238211012746242	0.10566629898344	0.0560748397643542	0.484994173349986	0.951615973554484	0	0.131026599998257	0.021885987234609	0.00551895997073578	1.28938133906972	0.0116927453840593	0	0.00630804644033005	0.00267987389339522	0.003298893682023	0.00267987389339522	0.023774917271274	0.00472193921785822	0.00948659119063602	0.00311489267732664	0.00267987389339522	0.00579476657072186	0.00160704654053158	0.750589701144977	0.00267987389339522	0.00267987389339522	0.145498252004996	1.32431514124949	0.36377529942406	0	0.0294809849996079	0.07295329078203	0.249221510063796	0.0294809849996079	0.00165568799122073	2.17881688924449	0.00165568799122073	0.00846240528846153	0	0.0420536429355337
