"Salmo_salar"	"Salvelinus_fontinalis"	"Salvelinus_namaycush"	"Coregonus_clupeaformis"	"Esox_lucius"	"Catostomus_catostomus"	"Tetraonchus_monenteron"	"Discocotyle_sagittata"	"Crepidostomum_farionis"	"Crepidostomum_cooperi"	"Phyllodistomum_coregoni"	"Phyllodistomum_lachancei"	"Triaenophorus_crassus"	"Triaenophorus_crassus_(L)"	"Eubothrium_salvelini"	"Diphyllobothrium_sp._(L)"	"Proteocephalus_pinguis"	"Proteocephalus_tumidocollus"	"Proteocephalus_sp.1"	"Proteocephalus_sp.2"	"Raphidascaris_sp."	"Raphidascaris_canadensis"	"Capillaria_salvelini"	"Metabronema_salvelini"	"Metechinorhynchus_lateralis"	"Neoechinorhynchus_crassus"	"Ergasilus_caeruleus"	"Salmincola_extumescens"	"Salmincola_coregonorum"	"Salmincola_edwardsii"	"Salmincola_siscowet"
"Triaenophorus_crassus"	0.239187083793287	0.692707619773052	0.683594820673906	0.442724414855733	2.67862816616718	0	0.529478865187517	0.109359458225745	0.125932628444032	0.108728572134266	0.0306501517977046	0.126035101705465	1.48215306991009	0.0779759470751289	0.126035101705465	0.156685253503169	0.482153069910093	0.125932628444032	0.125932628444032	0.156685253503169	0.125932628444032	0.482153069910093	0.125932628444032	0.0479566813689036	0.530109751278996	0	0	0.0614027768568415	0.0306501517977046	0.0479566813689036	0.0473257952774242
"Triaenophorus_crassus_(L)"	0.532466795647432	0.949609732593704	1.49770119892749	1.54046452510807	0.216599852986469	0	0.14267497961716	0.240849772885672	0.276076762382025	0.27879456670878	0.106647544045943	0.237889234919324	0.0389879735375644	1.21033455012554	0.237889234919324	0.344536778965267	0.0389879735375644	0.276076762382025	0.276076762382025	0.344536778965267	0.276076762382025	0.0389879735375644	0.276076762382025	0.0657422122564872	0.104730185794052	0	0	0.175107560629184	0.106647544045943	0.0657422122564872	0.103687006079595
"Eubothrium_salvelini"	0.887789559524577	1.32486898409794	1.31224407216272	0.978541152986318	0.233398336491601	0	0.132859367102831	0.273611227583169	0.250314522178637	0.272737195218423	0.0677451567452067	0.296713737372304	0.0420117005684883	0.158592823279549	1.2967137373723	0.364458894117511	0.0420117005684883	0.250314522178637	0.250314522178637	0.364458894117511	0.250314522178637	0.0420117005684882	0.250314522178637	0.0917216988990879	0.133733399467576	0	0	0.181889528684081	0.0677451567452067	0.0917216988990879	0.0908476665343424
"Diphyllobothrium_sp._(L)"	0.802030570171733	1.22887194603232	1.22994739563607	1.25837378577974	0.217618407643291	0	0.124321517689059	0.275312151444234	0.257344139592563	0.27538660564757	0.0871181851693668	0.273344170588133	0.0391713133757923	0.172268389482633	0.273344170588133	1.3604623557575	0.0391713133757923	0.257344139592563	0.257344139592563	0.3604623557575	0.257344139592563	0.0391713133757923	0.257344139592563	0.0850757501099297	0.124247063485722	0	0	0.190236401334304	0.0871181851693668	0.0850757501099297	0.0851502043132665
"Proteocephalus_pinguis"	0.239187083793287	0.692707619773052	0.683594820673906	0.442724414855733	2.67862816616718	0	0.529478865187517	0.109359458225745	0.125932628444032	0.108728572134266	0.0306501517977046	0.126035101705465	0.482153069910093	0.0779759470751289	0.126035101705465	0.156685253503169	1.48215306991009	0.125932628444032	0.125932628444032	0.156685253503169	0.125932628444032	0.482153069910093	0.125932628444032	0.0479566813689036	0.530109751278996	0	0	0.0614027768568415	0.0306501517977046	0.0479566813689036	0.0473257952774243
"Proteocephalus_tumidocollus"	0.528061297392619	1.31705526559172	1.31791367706897	1.3406032940172	0.233208571192653	0	0.133217720457914	0.251885341813514	0.2752319240777	0.251944770300401	0.0928109972781138	0.250314522178637	0.0419775428146775	0.18405117492135	0.250314522178637	0.343125519456751	0.0419775428146775	1.2752319240777	0.2752319240777	0.343125519456751	0.2752319240777	0.0419775428146775	0.2752319240777	0.0911807491563495	0.133158291971027	0	0	0.160704592657165	0.0928109972781137	0.0911807491563495	0.0912401776432365
"Proteocephalus_sp.1"	0.528061297392619	1.31705526559171	1.31791367706897	1.3406032940172	0.233208571192653	0	0.133217720457914	0.251885341813514	0.2752319240777	0.251944770300401	0.0928109972781137	0.250314522178637	0.0419775428146775	0.18405117492135	0.250314522178637	0.343125519456751	0.0419775428146775	0.2752319240777	1.2752319240777	0.343125519456751	0.2752319240777	0.0419775428146775	0.2752319240777	0.0911807491563495	0.133158291971027	0	0	0.160704592657165	0.0928109972781137	0.0911807491563495	0.0912401776432365
"Proteocephalus_sp.2"	0.802030570171733	1.22887194603232	1.22994739563607	1.25837378577974	0.217618407643291	0	0.124321517689059	0.275312151444234	0.257344139592563	0.27538660564757	0.0871181851693668	0.273344170588133	0.0391713133757923	0.172268389482633	0.273344170588133	0.3604623557575	0.0391713133757923	0.257344139592563	0.257344139592563	1.3604623557575	0.257344139592563	0.0391713133757923	0.257344139592563	0.0850757501099297	0.124247063485722	0	0	0.190236401334304	0.0871181851693668	0.0850757501099297	0.0851502043132665
"Raphidascaris_sp."	0.528061297392619	1.31705526559171	1.31791367706897	1.3406032940172	0.233208571192653	0	0.133217720457914	0.251885341813514	0.2752319240777	0.251944770300401	0.0928109972781138	0.250314522178637	0.0419775428146775	0.18405117492135	0.250314522178637	0.343125519456751	0.0419775428146775	0.2752319240777	0.2752319240777	0.343125519456751	1.2752319240777	0.0419775428146775	0.2752319240777	0.0911807491563495	0.133158291971027	0	0	0.160704592657165	0.0928109972781137	0.0911807491563495	0.0912401776432365
"Raphidascaris_canadensis"	0.239187083793287	0.692707619773052	0.683594820673906	0.442724414855733	2.67862816616718	0	0.529478865187517	0.109359458225745	0.125932628444032	0.108728572134266	0.0306501517977046	0.126035101705465	0.482153069910093	0.0779759470751289	0.126035101705465	0.156685253503169	0.482153069910093	0.125932628444032	0.125932628444032	0.156685253503169	0.125932628444032	1.48215306991009	0.125932628444032	0.0479566813689036	0.530109751278996	0	0	0.0614027768568415	0.0306501517977046	0.0479566813689036	0.0473257952774242
"Capillaria_salvelini"	0.528061297392619	1.31705526559171	1.31791367706897	1.3406032940172	0.233208571192653	0	0.133217720457914	0.251885341813514	0.2752319240777	0.251944770300401	0.0928109972781138	0.250314522178637	0.0419775428146775	0.18405117492135	0.250314522178637	0.343125519456751	0.0419775428146775	0.2752319240777	0.2752319240777	0.343125519456751	0.2752319240777	0.0419775428146775	1.2752319240777	0.0911807491563495	0.133158291971027	0	0	0.160704592657165	0.0928109972781137	0.0911807491563495	0.0912401776432365
"Metabronema_salvelini"	0.519250300882991	2.05194633158774	0.958338633351944	0.940880831835464	0.26642600760502	0	0.114303202139423	0.2739564796692	0.273542247469049	0.198245177483645	0.0651379037424552	0.275165096697264	0.0479566813689036	0.131484424512974	0.275165096697264	0.340303000439719	0.0479566813689036	0.273542247469048	0.273542247469049	0.340303000439719	0.273542247469048	0.0479566813689036	0.273542247469049	1.14205782295607	0.190014504324978	0	0	0.131898656713126	0.0651379037424552	0.142057822956074	0.0663465207705192
"Metechinorhynchus_lateralis"	0.379218692338139	1.37232697568039	0.820966727012925	0.691802623345599	1.4725270868861	0	0.32189103366347	0.191657968947472	0.199737437956541	0.153486874808955	0.0478940277700799	0.200600099201364	0.265054875639498	0.104730185794052	0.200600099201364	0.248494126971444	0.265054875639498	0.19973743795654	0.19973743795654	0.248494126971444	0.199737437956541	0.265054875639498	0.199737437956541	0.0950072521624889	1.36006212780199	0	0	0.0966507167849835	0.0478940277700799	0.0950072521624889	0.0568361580239717
"Neoechinorhynchus_crassus"	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	2.13157894736842	0	0	0	0
"Ergasilus_caeruleus"	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	3.13157894736842	0	0	0	0
"Salmincola_extumescens"	1.08434599531114	0.952601409594795	0.974552958696745	1.5547784726137	0.170563269046782	0	0.0981704394151185	0.31300375168191	0.241056888985747	0.314523474312045	0.107638509642487	0.272834293026121	0.0307013884284208	0.175107560629184	0.272834293026121	0.380472802668608	0.0307013884284207	0.241056888985747	0.241056888985747	0.380472802668608	0.241056888985747	0.0307013884284207	0.241056888985747	0.0659493283565628	0.0966507167849835	0	0	1.24705442332535	0.107638509642487	0.0659493283565628	0.0674690509866977
"Salmincola_coregonorum"	0.544753602113202	0.940880831835464	0.983057366056116	2.09787168416002	0.170278621098359	0	0.0987079694477434	0.280414923027429	0.278432991834341	0.283334836935012	0.145237270441847	0.20323547023562	0.0306501517977046	0.213295088091886	0.20323547023562	0.348472740677467	0.0306501517977046	0.278432991834341	0.278432991834341	0.348472740677467	0.278432991834341	0.0306501517977046	0.278432991834341	0.0651379037424552	0.0957880555401598	0	0	0.215277019284973	1.14523727044185	0.0651379037424552	0.0680578176500388
"Salmincola_edwardsii"	0.519250300882992	2.05194633158774	0.958338633351944	0.940880831835464	0.26642600760502	0	0.114303202139423	0.2739564796692	0.273542247469049	0.198245177483645	0.0651379037424552	0.275165096697264	0.0479566813689036	0.131484424512974	0.275165096697264	0.340303000439719	0.0479566813689036	0.273542247469048	0.273542247469049	0.340303000439719	0.273542247469049	0.0479566813689036	0.273542247469049	0.142057822956074	0.190014504324978	0	0	0.131898656713126	0.0651379037424552	1.14205782295607	0.0663465207705192
"Salmincola_siscowet"	0.520179989181663	0.958338633351944	2.01234503179886	0.983057366056116	0.262921084874579	0	0.186641989786576	0.201284622743915	0.273720532929709	0.274254296482547	0.0680578176500388	0.272542999603027	0.0473257952774243	0.20737401215919	0.272542999603027	0.340600817253066	0.0473257952774243	0.273720532929709	0.273720532929709	0.340600817253066	0.273720532929709	0.0473257952774242	0.273720532929709	0.0663465207705192	0.113672316047943	0	0	0.134938101973395	0.0680578176500388	0.0663465207705192	1.13931619450915
