"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"
"R15"	0.101320900218061	0.101320900218061	0.266925986021155	0.305045667439692	0.310177635503242	0.310177635503242	0.310177635503242	0.310177635503242	0.122464770268502	0.326683032791652	0.310177635503242	0.310177635503242	0.310177635503242	0.310177635503242	1.31017763550324	0.247797918250549	0.264174583812662	0.264456687635072	0.30123891902138	0.30123891902138	0.319608634561655	0.337714443099882	0.30123891902138	0.319608634561655	0.30123891902138	0.319608634561655	0.319608634561655	0.356084158640157	0.337499314771366	0.319129599231091	0.337714443099882	0.036678660640912
"R16"	0.0960794976556703	0.0960794976556703	0.270153884328655	0.303274269848726	0.309747397813186	0.309747397813186	0.309747397813186	0.309747397813186	0.123646113801877	0.326192552073461	0.309747397813186	0.309747397813186	0.309747397813186	0.309747397813186	0.309747397813186	1.26000549905412	0.203808382064176	0.280112338302311	0.317011755715988	0.317011755715988	0.335558672786269	0.351600374872029	0.317011755715988	0.335558672786269	0.317011755715988	0.33555867278627	0.33555867278627	0.370147291942311	0.275646879513252	0.25709996244297	0.35160037487203	0.0365447872450558
"C1"	0.0910876783239284	0.0910876783239284	0.239959740025116	0.360553927277346	0.360238068835449	0.360238068835449	0.360238068835449	0.360238068835449	0.11009287167488	0.379581173321641	0.360238068835449	0.360238068835449	0.360238068835449	0.360238068835449	0.360238068835449	0.222336416797283	1.23751323380712	0.232555229430281	0.270801062453276	0.270801062453276	0.287314993204508	0.30359262664989	0.270801062453276	0.287314993204508	0.270801062453276	0.287314993204508	0.287314993204508	0.320106557401122	0.303431326141326	0.286917395390094	0.30359262664989	0.0429846766359831
"C2"	0.0906589658023519	0.0906589658023519	0.240231218628576	0.276276988241058	0.360622755866008	0.360622755866008	0.360622755866008	0.360622755866008	0.11019278823077	0.377641279434194	0.360622755866008	0.360622755866008	0.360622755866008	0.360622755866008	0.360622755866008	0.305577096329794	0.232555229430281	1.23889689236055	0.272104903713917	0.272104903713917	0.288633821948532	0.304742131402764	0.272104903713917	0.288633821948532	0.272104903713917	0.288633821948533	0.288633821948532	0.321271049637379	0.298352767412645	0.281823849178029	0.304742131402764	0.0378189412626369
"C3"	0.0909484348762997	0.0909484348762997	0.309997570443863	0.347395290099151	0.347583368101592	0.347583368101592	0.347583368101592	0.347583368101592	0.110442504112965	0.36623332189473	0.347583368101592	0.347583368101592	0.347583368101592	0.347583368101592	0.347583368101592	0.292626236045527	0.229139360537387	0.230242610834853	1.2725476985023	0.2725476985023	0.289114074119245	0.305289135057768	0.2725476985023	0.289114074119245	0.2725476985023	0.289114074119245	0.289114074119245	0.321855510674713	0.299908542971299	0.283342167354354	0.305289135057768	0.0414443417625276
"C4"	0.0909484348762997	0.0909484348762997	0.309997570443864	0.347395290099151	0.347583368101592	0.347583368101592	0.347583368101592	0.347583368101592	0.110442504112965	0.36623332189473	0.347583368101592	0.347583368101592	0.347583368101592	0.347583368101592	0.347583368101592	0.292626236045527	0.229139360537387	0.230242610834853	0.2725476985023	1.2725476985023	0.289114074119245	0.305289135057768	0.2725476985023	0.289114074119245	0.2725476985023	0.289114074119245	0.289114074119245	0.321855510674713	0.299908542971298	0.283342167354354	0.305289135057768	0.0414443417625276
"C5"	0.090924650525827	0.090924650525827	0.305412541770507	0.342256773004017	0.342437822744631	0.342437822744631	0.342437822744631	0.342437822744631	0.176949560789231	0.360811804414994	0.342437822744631	0.342437822744631	0.342437822744631	0.342437822744631	0.342437822744631	0.287621719531088	0.225747494660685	0.226783717245275	0.268463068825013	0.268463068825013	1.2950055029434	0.301195943014311	0.268463068825013	0.295005502943398	0.268463068825013	0.295005502943398	0.295005502943398	0.327738377132696	0.306166748167864	0.279624314049479	0.301195943014311	0.0408310703785844
"C6"	0.155657938879424	0.155657938879424	0.301214357616723	0.337550872336909	0.337714443099882	0.337714443099882	0.337714443099882	0.337714443099882	0.110215309533052	0.355835400221075	0.337714443099882	0.337714443099882	0.337714443099882	0.337714443099882	0.337714443099882	0.281280299897624	0.222634592876586	0.223477563028693	0.264583917050066	0.264583917050066	0.281116213480024	1.32062077504666	0.264583917050066	0.281116213480024	0.264583917050066	0.281116213480024	0.281116213480024	0.337153071476616	0.316057048984295	0.299524752554337	0.320620775046659	0.04026879360265
"C7"	0.0909484348762997	0.0909484348762997	0.309997570443863	0.347395290099151	0.347583368101592	0.347583368101592	0.347583368101592	0.347583368101592	0.110442504112965	0.36623332189473	0.347583368101592	0.347583368101592	0.347583368101592	0.347583368101592	0.347583368101592	0.292626236045527	0.229139360537387	0.230242610834853	0.2725476985023	0.2725476985023	0.289114074119245	0.305289135057768	1.2725476985023	0.289114074119245	0.2725476985023	0.289114074119245	0.289114074119245	0.321855510674713	0.299908542971299	0.283342167354354	0.305289135057768	0.0414443417625276
"C8"	0.090924650525827	0.090924650525827	0.305412541770507	0.342256773004016	0.342437822744631	0.342437822744631	0.342437822744631	0.342437822744631	0.176949560789231	0.360811804414994	0.342437822744631	0.342437822744631	0.342437822744631	0.342437822744631	0.342437822744631	0.287621719531088	0.225747494660685	0.226783717245275	0.268463068825013	0.268463068825013	0.295005502943398	0.301195943014311	0.268463068825013	1.2950055029434	0.268463068825013	0.295005502943398	0.295005502943398	0.327738377132696	0.306166748167864	0.279624314049479	0.301195943014311	0.0408310703785844
"C9"	0.0909484348762997	0.0909484348762997	0.309997570443863	0.347395290099151	0.347583368101592	0.347583368101592	0.347583368101592	0.347583368101592	0.110442504112965	0.36623332189473	0.347583368101592	0.347583368101592	0.347583368101592	0.347583368101592	0.347583368101592	0.292626236045527	0.229139360537387	0.230242610834853	0.2725476985023	0.2725476985023	0.289114074119245	0.305289135057768	0.2725476985023	0.289114074119245	1.2725476985023	0.289114074119245	0.289114074119245	0.321855510674713	0.299908542971298	0.283342167354354	0.305289135057768	0.0414443417625276
"C10"	0.090924650525827	0.090924650525827	0.305412541770507	0.342256773004016	0.342437822744631	0.342437822744631	0.342437822744631	0.342437822744631	0.176949560789231	0.360811804414994	0.342437822744631	0.342437822744631	0.342437822744631	0.342437822744631	0.342437822744631	0.287621719531088	0.225747494660685	0.226783717245275	0.268463068825013	0.268463068825013	0.295005502943398	0.301195943014311	0.268463068825013	0.295005502943398	0.268463068825013	1.2950055029434	0.295005502943398	0.327738377132696	0.306166748167864	0.279624314049479	0.301195943014311	0.0408310703785844
"C11"	0.090924650525827	0.090924650525827	0.305412541770507	0.342256773004017	0.342437822744631	0.342437822744631	0.342437822744631	0.342437822744631	0.176949560789231	0.360811804414994	0.342437822744631	0.342437822744631	0.342437822744631	0.342437822744631	0.342437822744631	0.287621719531088	0.225747494660685	0.226783717245275	0.268463068825013	0.268463068825013	0.295005502943398	0.301195943014311	0.268463068825013	0.295005502943398	0.268463068825013	0.295005502943398	1.2950055029434	0.327738377132696	0.306166748167864	0.279624314049479	0.301195943014311	0.0408310703785844
"C12"	0.151592783572565	0.151592783572565	0.297751408329232	0.333669945988806	0.333828898725147	0.333828898725147	0.333828898725147	0.333828898725147	0.168423183786029	0.351741442530909	0.333828898725147	0.333828898725147	0.333828898725147	0.333828898725147	0.333828898725147	0.277610468956733	0.220073258213272	0.220873846625698	0.261507602423204	0.261507602423204	0.286771079991109	0.316081004509328	0.261507602423204	0.286771079991109	0.261507602423204	0.286771079991109	0.286771079991109	1.34134448207723	0.320523696905477	0.295260219337573	0.316081004509328	0.039805652901692
"C13"	0.155934199284729	0.155934199284729	0.301392269158128	0.337718152863803	0.337499314771366	0.337499314771366	0.337499314771366	0.337499314771366	0.172232629210319	0.355619318908562	0.337499314771366	0.337499314771366	0.337499314771366	0.337499314771366	0.337499314771366	0.220517503610602	0.222516305836973	0.218792029435939	0.259920737241792	0.259920737241792	0.28575563162334	0.316057048984295	0.259920737241792	0.28575563162334	0.259920737241792	0.28575563162334	0.28575563162334	0.341891943365842	1.32535313059505	0.299518236213499	0.316057048984295	0.0402666758604348
"C14"	0.160599823950089	0.160599823950089	0.305362633453932	0.342165445870698	0.34192457060474	0.34192457060474	0.34192457060474	0.34192457060474	0.110139152898149	0.360282693317857	0.34192457060474	0.34192457060474	0.34192457060474	0.34192457060474	0.34192457060474	0.220371396379689	0.225435096377931	0.221433024354166	0.263103441114757	0.263103441114757	0.279624314049479	0.320919377736789	0.263103441114757	0.279624314049479	0.263103441114757	0.279624314049479	0.279624314049479	0.337440250671512	0.320912395943035	1.30439152300831	0.320919377736789	0.0407958282513714
"C15"	0.155657938879424	0.155657938879424	0.301214357616723	0.337550872336909	0.337714443099882	0.337714443099882	0.337714443099882	0.337714443099882	0.110215309533052	0.355835400221075	0.337714443099882	0.337714443099882	0.337714443099882	0.337714443099882	0.337714443099882	0.281280299897624	0.222634592876586	0.223477563028693	0.264583917050066	0.264583917050066	0.281116213480024	0.320620775046659	0.264583917050066	0.281116213480024	0.264583917050066	0.281116213480024	0.281116213480024	0.337153071476616	0.316057048984295	0.299524752554337	1.32062077504666	0.04026879360265
"C16"	0.0906325848984591	0.0906325848984591	0.238728326752461	0.747611646894649	0.27508995480684	0.27508995480684	0.27508995480684	0.27508995480684	0.109528474624409	0.764630170462836	0.27508995480684	0.27508995480684	0.27508995480684	0.27508995480684	0.27508995480684	0.219268723470335	0.236415721497907	0.208004176944503	0.269388221456429	0.269388221456429	0.285817492650091	0.302015952019875	0.269388221456429	0.285817492650091	0.269388221456429	0.285817492650091	0.285817492650091	0.318445223213536	0.302000068953261	0.2855707977596	0.302015952019875	1.08786714590221
