"Agrostis_stolonifera"	"Angelica_sylvestris"	"Anthoxanthum_odoratum"	"Arrhenatherum_elatius"	"Chamerion_angustifolium"	"Cirsium_arvense"	"Cirsium_palustre"	"Cytisus_scoparius"	"Dactylis_glomerata"	"Deschampsia_cespitosa"	"Epilobium_ciliatum"	"Epilobium_montanum"	"Glechoma_hederaceae"	"Holcus_lanatus"	"Holcus_mollis"	"Lathyrus_pratensis"	"Lotus_ulginosus"	"Poa_pratensis"	"Poa_trivialis"	"Pteridium_aquilinum"	"Ranunculus_repens"	"Rubus_sp."	"Rumex_crispus"	"Rumex_obtusifolius"	"Senecio_jacobaea"	"Urtica_dioica"	"Capitophorus_carduinis"	"Aphis_fabae"	"Uroleucon_cirsii"	"Microlophium_carnosum"	"Aphis_urticata"	"Cavariella_pastinacae"	"Myzus_persicae"	"Brachycaudus_sp._A"	"Acyrthosiphon_pisum"	"Macrosiphun_funestum"	"Amphorophora_rubi"	"Aphis_ruborum"	"Aphis_rumicis"	"Metopolophium_albidum"	"Sitobion_fragariae"	"Sitobion_avenae"	"Megoura_viciae"	"Aphis_epilobii"	"Aphis_grossulariae"	"Sitobion_ptericolens"	"Ovatus_glechomae"	"Aphis_jacobaea"	"Aphis_salicariae"	"Brachycaudus_sp._B"	"Aphis_sarothamni"
"Glechoma_hederaceae"	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0
"Holcus_lanatus"	0.461556753329107	0	0.461556753329107	0	0	0	0	0	0.461556753329107	0.461556753329107	0	0	0	1.46155675332911	0.461556753329107	0	0	0.461556753329107	0.461556753329107	0	0	0.570703868103996	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128408370323399	0.128408370323399	0.128408370323399	0	0	2.24001268230818	2.11160431198478	0	0	0	0	0	0	0	0	0
"Holcus_mollis"	0.461556753329107	0	0.461556753329107	0	0	0	0	0	0.461556753329107	0.461556753329107	0	0	0	0.461556753329107	1.46155675332911	0	0	0.461556753329107	0.461556753329107	0	0	0.570703868103996	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128408370323399	0.128408370323399	0.128408370323399	0	0	2.24001268230818	2.11160431198478	0	0	0	0	0	0	0	0	0
"Lathyrus_pratensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0
"Lotus_ulginosus"	0	0	0	0	0	0	0	2.67282626629269	0	0	0	0	0	0	0	0	2.59033162844415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53407028543145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20277181983171
"Poa_pratensis"	0.461556753329107	0	0.461556753329107	0	0	0	0	0	0.461556753329107	0.461556753329107	0	0	0	0.461556753329107	0.461556753329107	0	0	1.46155675332911	0.461556753329107	0	0	0.570703868103996	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128408370323399	0.128408370323399	0.128408370323399	0	0	2.24001268230818	2.11160431198478	0	0	0	0	0	0	0	0	0
"Poa_trivialis"	0.461556753329107	0	0.461556753329107	0	0	0	0	0	0.461556753329107	0.461556753329107	0	0	0	0.461556753329107	0.461556753329107	0	0	0.461556753329107	1.46155675332911	0	0	0.570703868103996	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128408370323399	0.128408370323399	0.128408370323399	0	0	2.24001268230818	2.11160431198478	0	0	0	0	0	0	0	0	0
"Pteridium_aquilinum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0
"Ranunculus_repens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20164414627232	0	0	0	3.06151374846452	0	0	0	0	0	0	0	2.67032032504961	0.688840593404517	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688840593404517	0	0.688840593404517	0
"Rubus_sp."	0.285351934051998	0	0.285351934051998	0	0	0	0	0	0.285351934051998	0.285351934051998	0	0	0	0.285351934051998	0.285351934051998	0	0	0.285351934051998	0.285351934051998	0	0	2.98034242232086	0	0	0	0	0	0	0	0	0	0	0	0	0	0.670577045022194	0.670577045022194	0.670577045022194	0	0	1.69784400760939	1.02726696258719	0	0	0	0	0	0	0	0	0
"Rumex_crispus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	2.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0
"Rumex_obtusifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	3.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0
"Senecio_jacobaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76537843711613	0	0	0	4.49777945762071	0	0	0	0	0	0	0	1.70084097136918	1.01200037796466	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01200037796466	0	1.01200037796466	0
"Urtica_dioica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	2.36842105263158	2.36842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Capitophorus_carduinis"	0	0	0	0	0	1.478551871007	3.25829023425616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97748707027685	1.64283541223	1.64283541223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aphis_fabae"	0	0	0	0	0	1.99878308487983	2.73805902038333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.821417706114998	2.72087009431092	1.72087009431092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Uroleucon_cirsii"	0	0	0	0	0	1.99878308487983	2.73805902038333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.821417706114998	1.72087009431092	2.72087009431092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microlophium_carnosum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	3.13157894736842	2.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aphis_urticata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	2.13157894736842	3.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cavariella_pastinacae"	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myzus_persicae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3351601625248	0	0	0	3.40168194273836	0	0	0	0	0	0	0	2.96702258338845	0.76537843711613	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76537843711613	0	0.76537843711613	0
"Brachycaudus_sp._A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688840593404517	0	0	0	4.04800151185864	0	0	0	0	0	0	0	1.53075687423226	1.91080034016819	0	0	0	0	0	0	0	0	0	0	0	0	0	0.910800340168195	0	0.910800340168195	0
"Acyrthosiphon_pisum"	0	0	0	0	0	0	0	2.96980696254744	0	0	0	0	0	0	0	0	1.76703514271572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9267447615905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33641313314635
"Macrosiphun_funestum"	0.256816740646798	0	0.256816740646798	0	0	0	0	0	0.256816740646798	0.256816740646798	0	0	0	0.256816740646798	0.256816740646798	0	0	0.256816740646798	0.256816740646798	0	0	2.68230818008878	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60351934051997	0.603519340519975	0.603519340519975	0	0	1.52805960684845	0.924540266328473	0	0	0	0	0	0	0	0	0
"Amphorophora_rubi"	0.256816740646798	0	0.256816740646798	0	0	0	0	0	0.256816740646798	0.256816740646798	0	0	0	0.256816740646798	0.256816740646798	0	0	0.256816740646798	0.256816740646798	0	0	2.68230818008878	0	0	0	0	0	0	0	0	0	0	0	0	0	0.603519340519975	1.60351934051997	0.603519340519975	0	0	1.52805960684845	0.924540266328473	0	0	0	0	0	0	0	0	0
"Aphis_ruborum"	0.256816740646798	0	0.256816740646798	0	0	0	0	0	0.256816740646798	0.256816740646798	0	0	0	0.256816740646798	0.256816740646798	0	0	0.256816740646798	0.256816740646798	0	0	2.68230818008878	0	0	0	0	0	0	0	0	0	0	0	0	0	0.603519340519975	0.603519340519975	1.60351934051997	0	0	1.52805960684845	0.924540266328473	0	0	0	0	0	0	0	0	0
"Aphis_rumicis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	2.36842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0
"Metopolophium_albidum"	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0
"Sitobion_fragariae"	0.497780596068485	0	0.497780596068485	0	0	0	0	0	0.497780596068485	0.497780596068485	0	0	0	0.497780596068485	0.497780596068485	0	0	0.497780596068485	0.497780596068485	0	0	0.754597336715283	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169784400760939	0.169784400760939	0.169784400760939	0	0	2.96179454660749	1.79201014584655	0	0	0	0	0	0	0	0	0
"Sitobion_avenae"	0.527901077996196	0	0.527901077996196	0	0	0	0	0	0.527901077996196	0.527901077996196	0	0	0	0.527901077996196	0.527901077996196	0	0	0.527901077996196	0.527901077996196	0	0	0.513633481293596	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115567533291059	0.115567533291059	0.115567533291059	0	0	2.01601141407737	2.90044388078631	0	0	0	0	0	0	0	0	0
"Megoura_viciae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0
"Aphis_epilobii"	0	0	0	0	0	0	0	0	0	0	2.36842105263158	2.36842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	2.13157894736842	0	0	0	0	0	0
"Aphis_grossulariae"	0	0	0	0	0	0	0	0	0	0	2.36842105263158	2.36842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	3.13157894736842	0	0	0	0	0	0
"Sitobion_ptericolens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0
"Ovatus_glechomae"	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0
"Aphis_jacobaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688840593404517	0	0	0	4.04800151185864	0	0	0	0	0	0	0	1.53075687423226	0.910800340168195	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91080034016819	0	0.910800340168195	0
"Aphis_salicariae"	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0
"Brachycaudus_sp._B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688840593404517	0	0	0	4.04800151185864	0	0	0	0	0	0	0	1.53075687423226	0.910800340168195	0	0	0	0	0	0	0	0	0	0	0	0	0	0.910800340168195	0	1.91080034016819	0
"Aphis_sarothamni"	0	0	0	0	0	0	0	3.53407028543145	0	0	0	0	0	0	0	0	1.20277181983171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67282626629269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59033162844415
