"Pimephlales_promelas"	"Perca_flavescens"	"Morone_chrysops"	"Pomoxis_nigromaculatus"	"Esox_lucius"	"Sander_vitreum"	"Bothriocephalus_sp."	"Proteocephalus_sp."	"Contracaecum_sp."	"Neascus_of_Posthodiplostomum_sp."	"Raphidascaris_sp."	"Myxobolus_sp"	"Unicauda_sp."	"Dactylogyrus_sp."	"Gyrodactylus_hoffmani"	"Gyrodactylus_sp."	"Onchocleidus_chrysops"	"Diplostomum_spathaceum"	"Diplostomulum_sp."	"Neascus_sp."	"Bothriocephalus_cuspidatus"	"Gryporhynchidae"	"Ligula_intestinalis"	"Raphidascaris_acus"	"Rhabdochona_sp."	"Spiroxys_sp."	"Myzobdella_lugubris"
"Raphidascaris_sp."	2.02411121693206	1.73354085604762	0.394300675520675	0.277598973264868	0.206690070298035	0.100600313199901	0.621956510826182	0.315792994497742	0.199523954513138	0.235088033249365	1.37469216561888	0.151808341269904	0.151808341269904	0.151808341269904	0.151808341269904	0.222883824348979	0.0709741215937216	0.151808341269904	0.151808341269904	0.151808341269905	0.0452701409399557	0.222883824348979	0.151808341269904	0.222883824348979	0.222883824348979	0.0709741215937216	0.222883824348979
"Myxobolus_sp"	3.06745892948586	0.572112044220651	0.437108374905036	0.318646565898072	0.227859575154195	0.113656615599344	0.580426968611524	0.411275736013734	0.225418954272033	0.325653389480861	0.303616682539809	1.23005941971144	0.230059419711439	0.23005941971144	0.23005941971144	0.0735572628283693	0.0786795074829065	0.23005941971144	0.23005941971144	0.23005941971144	0.051145477019705	0.0735572628283693	0.23005941971144	0.0735572628283693	0.0735572628283693	0.0786795074829065	0.0735572628283693
"Unicauda_sp."	3.06745892948586	0.572112044220651	0.437108374905036	0.318646565898072	0.227859575154195	0.113656615599344	0.580426968611524	0.411275736013734	0.225418954272033	0.325653389480861	0.303616682539809	0.23005941971144	1.23005941971144	0.23005941971144	0.23005941971144	0.0735572628283693	0.0786795074829065	0.23005941971144	0.23005941971144	0.23005941971144	0.051145477019705	0.0735572628283693	0.23005941971144	0.0735572628283693	0.0735572628283693	0.0786795074829065	0.0735572628283693
"Dactylogyrus_sp."	3.06745892948586	0.572112044220651	0.437108374905036	0.318646565898072	0.227859575154195	0.113656615599344	0.580426968611524	0.411275736013734	0.225418954272033	0.325653389480861	0.303616682539809	0.23005941971144	0.23005941971144	1.23005941971144	0.23005941971144	0.0735572628283693	0.0786795074829065	0.23005941971144	0.23005941971144	0.23005941971144	0.051145477019705	0.0735572628283693	0.23005941971144	0.0735572628283693	0.0735572628283693	0.0786795074829065	0.0735572628283693
"Gyrodactylus_hoffmani"	3.06745892948586	0.572112044220651	0.437108374905036	0.318646565898072	0.227859575154195	0.113656615599344	0.580426968611524	0.411275736013734	0.225418954272033	0.325653389480861	0.303616682539809	0.23005941971144	0.23005941971144	0.23005941971144	1.23005941971144	0.0735572628283693	0.0786795074829065	0.23005941971144	0.23005941971144	0.23005941971144	0.051145477019705	0.0735572628283693	0.23005941971144	0.0735572628283693	0.0735572628283693	0.0786795074829065	0.0735572628283693
"Gyrodactylus_sp."	0.980763504378257	2.89496966787459	0.351492976136315	0.236551380631665	0.185520565441876	0.0875440108004584	0.663486053040839	0.22031025298175	0.173628954754242	0.144522677017869	0.445767648697959	0.0735572628283693	0.0735572628283693	0.0735572628283693	0.0735572628283693	1.37221038586959	0.0632687357045367	0.0735572628283693	0.0735572628283693	0.0735572628283693	0.0393948048602063	0.372210385869589	0.0735572628283693	0.372210385869589	0.372210385869589	0.0632687357045367	0.372210385869589
"Onchocleidus_chrysops"	1.04906009977209	0.492090166590841	2.10375297601776	0.435290107599848	0.324520993567523	0.332127761715099	0.79724525825598	0.603389490271489	0.658720060734946	0.209266539762861	0.141948243187443	0.0786795074829065	0.0786795074829065	0.0786795074829065	0.0786795074829065	0.0632687357045367	1.3786755356832	0.0786795074829065	0.0786795074829065	0.0786795074829065	0.149457492771795	0.0632687357045367	0.0786795074829065	0.0632687357045367	0.0632687357045367	0.378675535683197	0.0632687357045367
"Diplostomum_spathaceum"	3.06745892948586	0.572112044220651	0.437108374905036	0.318646565898072	0.227859575154195	0.113656615599344	0.580426968611525	0.411275736013734	0.225418954272033	0.325653389480861	0.303616682539809	0.23005941971144	0.23005941971144	0.23005941971144	0.23005941971144	0.0735572628283693	0.0786795074829065	1.23005941971144	0.23005941971144	0.23005941971144	0.051145477019705	0.0735572628283693	0.23005941971144	0.0735572628283693	0.0735572628283693	0.0786795074829065	0.0735572628283693
"Diplostomulum_sp."	3.06745892948586	0.572112044220651	0.437108374905036	0.318646565898072	0.227859575154194	0.113656615599344	0.580426968611525	0.411275736013734	0.225418954272033	0.325653389480861	0.303616682539809	0.23005941971144	0.23005941971144	0.23005941971144	0.23005941971144	0.0735572628283693	0.0786795074829065	0.230059419711439	1.23005941971144	0.23005941971144	0.051145477019705	0.0735572628283693	0.23005941971144	0.0735572628283693	0.0735572628283693	0.0786795074829065	0.0735572628283693
"Neascus_sp."	3.06745892948586	0.572112044220651	0.437108374905036	0.318646565898072	0.227859575154195	0.113656615599344	0.580426968611524	0.411275736013734	0.225418954272033	0.325653389480861	0.303616682539809	0.23005941971144	0.23005941971144	0.23005941971144	0.23005941971144	0.0735572628283694	0.0786795074829065	0.23005941971144	0.23005941971144	1.23005941971144	0.051145477019705	0.0735572628283693	0.23005941971144	0.0735572628283693	0.0735572628283694	0.0786795074829065	0.0735572628283694
"Bothriocephalus_cuspidatus"	0.681939693596067	0.306404037801604	0.830319404287748	0.579126032181832	0.171751653204816	2.16730128419109	0.491023828248423	0.277891213733667	1.29848088031234	0.224883286674254	0.0905402818799113	0.051145477019705	0.051145477019705	0.051145477019705	0.051145477019705	0.0393948048602063	0.149457492771795	0.051145477019705	0.051145477019705	0.051145477019705	1.97528557788599	0.0393948048602063	0.051145477019705	0.0393948048602063	0.0393948048602063	0.149457492771795	0.0393948048602063
"Gryporhynchidae"	0.980763504378258	2.89496966787459	0.351492976136315	0.236551380631665	0.185520565441876	0.0875440108004584	0.663486053040839	0.22031025298175	0.173628954754242	0.144522677017869	0.445767648697959	0.0735572628283693	0.0735572628283693	0.0735572628283693	0.0735572628283693	0.37221038586959	0.0632687357045367	0.0735572628283693	0.0735572628283693	0.0735572628283693	0.0393948048602063	1.37221038586959	0.0735572628283693	0.37221038586959	0.37221038586959	0.0632687357045367	0.37221038586959
"Ligula_intestinalis"	3.06745892948586	0.572112044220651	0.437108374905036	0.318646565898072	0.227859575154194	0.113656615599344	0.580426968611525	0.411275736013734	0.225418954272033	0.325653389480861	0.303616682539809	0.23005941971144	0.23005941971144	0.23005941971144	0.23005941971144	0.0735572628283693	0.0786795074829065	0.23005941971144	0.23005941971144	0.23005941971144	0.051145477019705	0.0735572628283693	1.23005941971144	0.0735572628283693	0.0735572628283693	0.0786795074829065	0.0735572628283693
"Raphidascaris_acus"	0.980763504378258	2.89496966787459	0.351492976136315	0.236551380631665	0.185520565441876	0.0875440108004584	0.663486053040839	0.22031025298175	0.173628954754242	0.144522677017869	0.445767648697959	0.0735572628283693	0.0735572628283693	0.0735572628283693	0.0735572628283693	0.37221038586959	0.0632687357045367	0.0735572628283693	0.0735572628283693	0.0735572628283693	0.0393948048602063	0.37221038586959	0.0735572628283693	1.37221038586959	0.37221038586959	0.0632687357045367	0.37221038586959
"Rhabdochona_sp."	0.980763504378258	2.89496966787459	0.351492976136315	0.236551380631665	0.185520565441876	0.0875440108004584	0.663486053040839	0.22031025298175	0.173628954754242	0.144522677017869	0.445767648697959	0.0735572628283693	0.0735572628283693	0.0735572628283693	0.0735572628283693	0.37221038586959	0.0632687357045367	0.0735572628283693	0.0735572628283693	0.0735572628283693	0.0393948048602063	0.37221038586959	0.0735572628283693	0.372210385869589	1.37221038586959	0.0632687357045367	0.37221038586959
"Spiroxys_sp."	1.04906009977209	0.492090166590841	2.10375297601776	0.435290107599848	0.324520993567523	0.332127761715099	0.79724525825598	0.603389490271489	0.658720060734946	0.209266539762861	0.141948243187443	0.0786795074829065	0.0786795074829065	0.0786795074829065	0.0786795074829065	0.0632687357045367	0.378675535683197	0.0786795074829065	0.0786795074829065	0.0786795074829065	0.149457492771795	0.0632687357045367	0.0786795074829065	0.0632687357045367	0.0632687357045367	1.3786755356832	0.0632687357045367
"Myzobdella_lugubris"	0.980763504378258	2.89496966787459	0.351492976136315	0.236551380631665	0.185520565441876	0.0875440108004584	0.663486053040839	0.22031025298175	0.173628954754242	0.144522677017869	0.445767648697959	0.0735572628283693	0.0735572628283693	0.0735572628283693	0.0735572628283693	0.37221038586959	0.0632687357045367	0.0735572628283693	0.0735572628283693	0.0735572628283693	0.0393948048602063	0.37221038586959	0.0735572628283693	0.372210385869589	0.37221038586959	0.0632687357045367	1.37221038586959
