"Chirocentrus_dorab"	"Psettodes_erumei"	"Cynoglossus_arel"	"Dussumieria_acuta"	"Sardinella_fimbriata"	"Tenualosa_ilisha"	"Eusphyra_blochii"	"Ilisha_filigera"	"Selaroides_leptolepis"	"Atropus_atropos"	"Chirocentrus_nudus"	"Harpadon_neherius"	"Lepturacanthus_savala"	"Pampus_argenteus"	"Parastromateus_niger"	"Rastrelliger_kanagurta"	"Scomberomorus_guttatus"	"Solea_elongata"	"Trichiurus_lepturus"	"Aetobatus_narinari"	"Bagarius_bagarius"	"Clarias_batrachus"	"Glossogobius_giuris"	"Heteropneustes_fossilis"	"Hilsa_kelee"	"Johnius_borneensis"	"Lutjanus_argentimaculatus"	"Mystus_vittatus"	"Nandus_nandus"	"Ompok_bimaculatus"	"Ompok_pabda"	"Polydactylus_sextarius"	"Polynemus_paradiseus"	"Scoliodon_laticaudus"	"Tachysurus_sp."	"Upeneus_sulphureus"	"Wallago_attu"	"Ascaridida_gen._sp."	"Capillaria_sp."	"Raphidascaris_sp."	"Aphanurus_stossichi"	"Goezia_sp."	"Heterotyphlum_sp"	"Paraquimperia_sp"	"Quimperia_sp."	"Quimperiidae_gen._sp"	"Camallanus_dollfusi"	"Bucephalus_polymorphus"	"Faustula_brevichrus"	"Faustula_sp."	"Opisthadena_sp."	"Dinurinae_gen._sp."	"Lecithocladium_excisum"	"Lecithocladium_harpodontis"	"Lecithocladium_magnacetabulum"	"Lecithocladium_megalaspis"	"Lecithocladium_seriolellae"	"Lecithocladium_sp."	"Hemiurus_appendiculatus"	"Hemiurus_sp."	"Parahemiurus_sp"	"Lecithochiriinae_gen._sp."	"Hemiuridae_gen._sp."	"Acanthocolpus_liodorus"	"Acanthocolpus_luehei"	"Pseudoanthocotyle_pavlovskyi"	"Pricea_multae"	"Megamicrocotyle_chirocentrus"	"Choricotyle_pagelli"	"Choricotyle_sp."	"Nybelinia_sp."	"Contracaecum_sp."	"Paranisakis_sp."	"Terranova_sp."	"Pseudanisakis_sp."	"Dujardinascaris_sp."	"Porrocaecum_trichiuri"	"Cucullanus_sp."	"Camallanus_atropusi"	"Camallanus_bispiculus"	"Camallanus_trichiuris"	"Camallanus_sp."	"Procamallanus_(Spirocamallanus)_sp."	"Neoechinorhynchus_sp."	"Ergasilus_sp."	"Cymothoidae_gen._sp"
"Chirocentrus_nudus"	0	0.777385590276026	0	0	0.144181425533441	0	0.303861359000686	0	0	0	1.49498401565385	0.234918025445909	0	0.0774517008762092	0.0774517008762092	0	0.234918025445909	0.0774517008762092	0.0774517008762092	0.139776225140316	0.139776225140316	0.139776225140316	0.139776225140316	0.139776225140316	0	0.139776225140316	0	0.139776225140316	0.139776225140316	0.139776225140316	0.139776225140316	0	0.0612528736793541	0.139776225140316	0.139776225140316	0.0245350745130436	0	2.48491066916117	0.25602090011858	0.204176245597847	0	0	0	0	0.0545223878067636	0.789350645585638	0.0697065307885883	0	0	0	0	0	0.0348532653942942	0	0	0	0	0.0348532653942942	0	0	0	0	0.105713111450659	0	0	0	0.105713111450659	0	0	0	0	0.0324408207450243	0	0.0911584077002059	0.0911584077002059	0	0.116607838541404	0.116607838541404	0	0	0	0	0	0.0324408207450244	0	0.116607838541404
"Harpadon_neherius"	0	0.122156415028875	0	0	0.0226563063134013	0	0.389351233214484	0	0	0	0.234918025445909	1.98168330635069	0	0.0121705653349802	0.0121705653349802	0	0.301011037443131	0.0121705653349802	0.0121705653349802	0.179101567278663	0.179101567278663	0.179101567278663	0.179101567278663	0.179101567278663	0	0.179101567278663	0	0.179101567278663	0.179101567278663	0.179101567278663	0.179101567278663	0	0.00962512240062187	0.179101567278663	0.179101567278663	0.0038553798558519	0	3.18402786273179	0.0402304798572955	0.0320837413354062	0	0	0	0	0.008567510790782	0.12403657370499	0.0109535088014822	0	0	0	0	0	0.00547675440074108	0	0	0	0	0.00547675440074108	0	0	0	0	0.891757487857813	0	0	0	0.135454966849409	0	0	0	0	0.00509766892051529	0	0.116805369964346	0.116805369964346	0	0.0183234622543312	0.0183234622543312	0	0	0	0	0	0.00509766892051529	0	0.0183234622543312
"Lepturacanthus_savala"	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	0	0	0	0	0
"Pampus_argenteus"	0	0.807796223325388	0	0	0.149821674695861	0	0.0157423616832895	0	0	0	0.0774517008762093	0.0121705653349802	0	2.26349496931826	0.582822700410694	0	0.0121705653349802	0.582822700410694	0.582822700410694	0.0072414863743132	0.0072414863743132	0.0072414863743132	0.0072414863743132	0.0072414863743132	0	0.0072414863743132	0	0.0072414863743132	0.0072414863743132	0.0072414863743132	0.0072414863743132	0	0.0636490316323467	0.0072414863743132	0.0072414863743132	0.0254948648116906	0	0.128737535543346	1.92655281524646	0.212163438774489	0	0	0	0	0.0566552551370903	0.156022698893102	0.524540430369625	0	0	0	0	0	0.262270215184812	0	0	0	0	1.01857273619322	0	0	0	0	0.00547675440074108	0	0	0	0.00547675440074107	0	0	0	0	0.0337098768065687	0	0.00472270850498687	0.00472270850498687	0	0.121169433498808	0.121169433498808	0	0	0	0	0	0.0337098768065687	0	0.121169433498808
"Parastromateus_niger"	0	0.807796223325388	0	0	0.149821674695861	0	0.0157423616832895	0	0	0	0.0774517008762093	0.0121705653349802	0	0.582822700410694	2.26349496931826	0	0.0121705653349802	0.582822700410694	0.582822700410694	0.0072414863743132	0.0072414863743132	0.0072414863743132	0.0072414863743132	0.0072414863743132	0	0.0072414863743132	0	0.0072414863743132	0.0072414863743132	0.0072414863743132	0.0072414863743132	0	0.0636490316323467	0.0072414863743132	0.0072414863743132	0.0254948648116906	0	0.128737535543346	1.92655281524646	0.212163438774489	0	0	0	0	0.0566552551370903	0.156022698893102	0.524540430369625	0	0	0	0	0	1.01857273619322	0	0	0	0	0.262270215184812	0	0	0	0	0.00547675440074108	0	0	0	0.00547675440074107	0	0	0	0	0.0337098768065687	0	0.00472270850498687	0.00472270850498687	0	0.121169433498808	0.121169433498808	0	0	0	0	0	0.0337098768065687	0	0.121169433498808
"Rastrelliger_kanagurta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Scomberomorus_guttatus"	0	0.122156415028875	0	0	0.0226563063134013	0	0.389351233214484	0	0	0	0.234918025445909	0.301011037443131	0	0.0121705653349802	0.0121705653349802	0	1.98168330635069	0.0121705653349802	0.0121705653349802	0.179101567278663	0.179101567278663	0.179101567278663	0.179101567278663	0.179101567278663	0	0.179101567278663	0	0.179101567278663	0.179101567278663	0.179101567278663	0.179101567278663	0	0.00962512240062187	0.179101567278663	0.179101567278663	0.0038553798558519	0	3.18402786273179	0.0402304798572955	0.0320837413354062	0	0	0	0	0.008567510790782	0.12403657370499	0.0109535088014822	0	0	0	0	0	0.00547675440074108	0	0	0	0	0.00547675440074108	0	0	0	0	0.135454966849409	0	0	0	0.891757487857812	0	0	0	0	0.00509766892051529	0	0.116805369964346	0.116805369964346	0	0.0183234622543312	0.0183234622543312	0	0	0	0	0	0.00509766892051529	0	0.0183234622543312
"Solea_elongata"	0	0.807796223325388	0	0	0.149821674695861	0	0.0157423616832895	0	0	0	0.0774517008762093	0.0121705653349802	0	0.582822700410694	0.582822700410694	0	0.0121705653349802	1.92315883486448	0.923158834864476	0.0072414863743132	0.0072414863743132	0.0072414863743132	0.0072414863743132	0.0072414863743132	0	0.0072414863743132	0	0.0072414863743132	0.0072414863743132	0.0072414863743132	0.0072414863743132	0	0.0636490316323467	0.0072414863743132	0.0072414863743132	0.0254948648116906	0	0.128737535543346	1.92655281524646	0.212163438774489	0	0	0	0	0.0566552551370903	0.156022698893102	1.28084295137803	0	0	0	0	0	0.262270215184812	0	0	0	0	0.262270215184812	0	0	0	0	0.00547675440074108	0	0	0	0.00547675440074107	0	0	0	0	0.0337098768065687	0	0.00472270850498687	0.00472270850498687	0	0.121169433498808	0.121169433498808	0	0	0	0	0	0.0337098768065687	0	0.121169433498808
"Trichiurus_lepturus"	0	0.807796223325388	0	0	0.149821674695861	0	0.0157423616832895	0	0	0	0.0774517008762093	0.0121705653349802	0	0.582822700410694	0.582822700410694	0	0.0121705653349802	0.923158834864476	1.92315883486448	0.0072414863743132	0.0072414863743132	0.0072414863743132	0.0072414863743132	0.0072414863743132	0	0.0072414863743132	0	0.0072414863743132	0.0072414863743132	0.0072414863743132	0.0072414863743132	0	0.0636490316323467	0.0072414863743132	0.0072414863743132	0.0254948648116906	0	0.128737535543346	1.92655281524646	0.212163438774489	0	0	0	0	0.0566552551370903	0.156022698893102	1.28084295137803	0	0	0	0	0	0.262270215184812	0	0	0	0	0.262270215184812	0	0	0	0	0.00547675440074108	0	0	0	0.00547675440074107	0	0	0	0	0.0337098768065687	0	0.00472270850498687	0.00472270850498687	0	0.121169433498808	0.121169433498808	0	0	0	0	0	0.0337098768065687	0	0.121169433498808
"Aetobatus_narinari"	0	0.145366133884361	0	0	0.0269610045129475	0	0.463327967525236	0	0	0	0.279552450280631	0.358203134557326	0	0.0144829727486264	0.0144829727486264	0	0.358203134557326	0.0144829727486264	0.0144829727486264	1.21313086506161	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0	0.213130865061609	0	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0	0.01145389565674	0.213130865061609	0.213130865061609	0.00458790202846376	0	3.78899315665083	0.0478742710301817	0.0381796521891334	0	0	0	0	0.0101953378410306	0.147603522708938	0.0130346754737638	0	0	0	0	0	0.00651733773688188	0	0	0	0	0.00651733773688188	0	0	0	0	0.161191410550797	0	0	0	0.161191410550796	0	0	0	0	0.0060662260154132	0	0.138998390257571	0.138998390257571	0	0.0218049200826542	0.0218049200826542	0	0	0	0	0	0.0060662260154132	0	0.0218049200826542
"Bagarius_bagarius"	0	0.145366133884361	0	0	0.0269610045129475	0	0.463327967525236	0	0	0	0.279552450280631	0.358203134557326	0	0.0144829727486264	0.0144829727486264	0	0.358203134557326	0.0144829727486264	0.0144829727486264	0.213130865061609	1.21313086506161	0.213130865061609	0.213130865061609	0.213130865061609	0	0.213130865061609	0	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0	0.01145389565674	0.213130865061609	0.213130865061609	0.00458790202846376	0	3.78899315665083	0.0478742710301817	0.0381796521891334	0	0	0	0	0.0101953378410306	0.147603522708938	0.0130346754737638	0	0	0	0	0	0.00651733773688188	0	0	0	0	0.00651733773688188	0	0	0	0	0.161191410550797	0	0	0	0.161191410550796	0	0	0	0	0.0060662260154132	0	0.138998390257571	0.138998390257571	0	0.0218049200826542	0.0218049200826542	0	0	0	0	0	0.0060662260154132	0	0.0218049200826542
"Clarias_batrachus"	0	0.145366133884361	0	0	0.0269610045129475	0	0.463327967525236	0	0	0	0.279552450280631	0.358203134557326	0	0.0144829727486264	0.0144829727486264	0	0.358203134557326	0.0144829727486264	0.0144829727486264	0.213130865061609	0.213130865061609	1.21313086506161	0.213130865061609	0.213130865061609	0	0.213130865061609	0	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0	0.01145389565674	0.213130865061609	0.213130865061609	0.00458790202846376	0	3.78899315665083	0.0478742710301817	0.0381796521891334	0	0	0	0	0.0101953378410306	0.147603522708938	0.0130346754737638	0	0	0	0	0	0.00651733773688188	0	0	0	0	0.00651733773688188	0	0	0	0	0.161191410550797	0	0	0	0.161191410550796	0	0	0	0	0.0060662260154132	0	0.138998390257571	0.138998390257571	0	0.0218049200826542	0.0218049200826542	0	0	0	0	0	0.0060662260154132	0	0.0218049200826542
"Glossogobius_giuris"	0	0.145366133884361	0	0	0.0269610045129475	0	0.463327967525236	0	0	0	0.279552450280631	0.358203134557326	0	0.0144829727486264	0.0144829727486264	0	0.358203134557326	0.0144829727486264	0.0144829727486264	0.213130865061609	0.213130865061609	0.213130865061609	1.21313086506161	0.213130865061609	0	0.213130865061609	0	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0	0.01145389565674	0.213130865061609	0.213130865061609	0.00458790202846376	0	3.78899315665083	0.0478742710301817	0.0381796521891334	0	0	0	0	0.0101953378410306	0.147603522708938	0.0130346754737638	0	0	0	0	0	0.00651733773688188	0	0	0	0	0.00651733773688188	0	0	0	0	0.161191410550797	0	0	0	0.161191410550796	0	0	0	0	0.0060662260154132	0	0.138998390257571	0.138998390257571	0	0.0218049200826542	0.0218049200826542	0	0	0	0	0	0.0060662260154132	0	0.0218049200826542
"Heteropneustes_fossilis"	0	0.145366133884361	0	0	0.0269610045129475	0	0.463327967525236	0	0	0	0.279552450280631	0.358203134557326	0	0.0144829727486264	0.0144829727486264	0	0.358203134557326	0.0144829727486264	0.0144829727486264	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	1.21313086506161	0	0.213130865061609	0	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0	0.01145389565674	0.213130865061609	0.213130865061609	0.00458790202846376	0	3.78899315665083	0.0478742710301817	0.0381796521891334	0	0	0	0	0.0101953378410306	0.147603522708938	0.0130346754737638	0	0	0	0	0	0.00651733773688188	0	0	0	0	0.00651733773688188	0	0	0	0	0.161191410550797	0	0	0	0.161191410550796	0	0	0	0	0.0060662260154132	0	0.138998390257571	0.138998390257571	0	0.0218049200826542	0.0218049200826542	0	0	0	0	0	0.0060662260154132	0	0.0218049200826542
"Hilsa_kelee"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Johnius_borneensis"	0	0.145366133884361	0	0	0.0269610045129475	0	0.463327967525236	0	0	0	0.279552450280631	0.358203134557326	0	0.0144829727486264	0.0144829727486264	0	0.358203134557326	0.0144829727486264	0.0144829727486264	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0	1.21313086506161	0	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0	0.01145389565674	0.213130865061609	0.213130865061609	0.00458790202846376	0	3.78899315665083	0.0478742710301817	0.0381796521891334	0	0	0	0	0.0101953378410306	0.147603522708938	0.0130346754737638	0	0	0	0	0	0.00651733773688188	0	0	0	0	0.00651733773688188	0	0	0	0	0.161191410550797	0	0	0	0.161191410550796	0	0	0	0	0.0060662260154132	0	0.138998390257571	0.138998390257571	0	0.0218049200826542	0.0218049200826542	0	0	0	0	0	0.0060662260154132	0	0.0218049200826542
"Lutjanus_argentimaculatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	0	0	0	0	0	0	0	0	0	2.13157894736842	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mystus_vittatus"	0	0.145366133884361	0	0	0.0269610045129475	0	0.463327967525236	0	0	0	0.279552450280631	0.358203134557326	0	0.0144829727486264	0.0144829727486264	0	0.358203134557326	0.0144829727486264	0.0144829727486264	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0	0.213130865061609	0	1.21313086506161	0.213130865061609	0.213130865061609	0.213130865061609	0	0.01145389565674	0.213130865061609	0.213130865061609	0.00458790202846376	0	3.78899315665083	0.0478742710301817	0.0381796521891334	0	0	0	0	0.0101953378410306	0.147603522708938	0.0130346754737638	0	0	0	0	0	0.00651733773688188	0	0	0	0	0.00651733773688188	0	0	0	0	0.161191410550797	0	0	0	0.161191410550796	0	0	0	0	0.0060662260154132	0	0.138998390257571	0.138998390257571	0	0.0218049200826542	0.0218049200826542	0	0	0	0	0	0.0060662260154132	0	0.0218049200826542
"Nandus_nandus"	0	0.145366133884361	0	0	0.0269610045129475	0	0.463327967525236	0	0	0	0.279552450280631	0.358203134557326	0	0.0144829727486264	0.0144829727486264	0	0.358203134557326	0.0144829727486264	0.0144829727486264	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0	0.213130865061609	0	0.213130865061609	1.21313086506161	0.213130865061609	0.213130865061609	0	0.01145389565674	0.213130865061609	0.213130865061609	0.00458790202846376	0	3.78899315665083	0.0478742710301817	0.0381796521891334	0	0	0	0	0.0101953378410306	0.147603522708938	0.0130346754737638	0	0	0	0	0	0.00651733773688188	0	0	0	0	0.00651733773688188	0	0	0	0	0.161191410550797	0	0	0	0.161191410550796	0	0	0	0	0.0060662260154132	0	0.138998390257571	0.138998390257571	0	0.0218049200826542	0.0218049200826542	0	0	0	0	0	0.0060662260154132	0	0.0218049200826542
"Ompok_bimaculatus"	0	0.145366133884361	0	0	0.0269610045129475	0	0.463327967525236	0	0	0	0.279552450280631	0.358203134557326	0	0.0144829727486264	0.0144829727486264	0	0.358203134557326	0.0144829727486264	0.0144829727486264	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0	0.213130865061609	0	0.213130865061609	0.213130865061609	1.21313086506161	0.213130865061609	0	0.01145389565674	0.213130865061609	0.213130865061609	0.00458790202846376	0	3.78899315665083	0.0478742710301817	0.0381796521891334	0	0	0	0	0.0101953378410306	0.147603522708938	0.0130346754737638	0	0	0	0	0	0.00651733773688188	0	0	0	0	0.00651733773688188	0	0	0	0	0.161191410550797	0	0	0	0.161191410550796	0	0	0	0	0.0060662260154132	0	0.138998390257571	0.138998390257571	0	0.0218049200826542	0.0218049200826542	0	0	0	0	0	0.0060662260154132	0	0.0218049200826542
"Ompok_pabda"	0	0.145366133884361	0	0	0.0269610045129475	0	0.463327967525236	0	0	0	0.279552450280631	0.358203134557326	0	0.0144829727486264	0.0144829727486264	0	0.358203134557326	0.0144829727486264	0.0144829727486264	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0.213130865061609	0	0.213130865061609	0	0.213130865061609	0.213130865061609	0.213130865061609	1.21313086506161	0	0.01145389565674	0.213130865061609	0.213130865061609	0.00458790202846376	0	3.78899315665083	0.0478742710301817	0.0381796521891334	0	0	0	0	0.0101953378410306	0.147603522708938	0.0130346754737638	0	0	0	0	0	0.00651733773688188	0	0	0	0	0.00651733773688188	0	0	0	0	0.161191410550797	0	0	0	0.161191410550796	0	0	0	0	0.0060662260154132	0	0.138998390257571	0.138998390257571	0	0.0218049200826542	0.0218049200826542	0	0	0	0	0	0.0060662260154132	0	0.0218049200826542
