"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"
"R11"	0.233311031465814	0.324869657001684	0.238529318665943	0.324859603627691	0.268501337964625	0.14892757464614	0.236498606937606	0.0215876744479233	0.0908936091764384	0.259051649614311	1.10320124294067	0.0882334727677022	0.191914895863651	0.324859603627691	0.303036321225676	0.238093596841294	0.303911604228667	0.135155218426605	0.0697680253300603	0.0431955550428416	0.180207040072987	0.0215876744479233	0.112963580372902	0.320545882997933	0.378494104089375	0.941167581693955	0.810952477919558	0.356332741257006	0.269221768765456	0.247083358553599	0.304256358805057	0.211074942926413	0.124794208060635	0.173036543896358	0.359794574132055	0.240087562165758
"R12"	0.257802111509926	0.34469079261018	0.213026795549197	0.3454742832506	0.322034847741748	0.105409375667499	0.191745375163867	0.020940447195571	0.0647033101196234	0.252305663878575	0.0441167363838511	1.16788586014955	0.185783608806142	0.3454742832506	0.32314512590556	0.232905112027437	0.325290240759043	0.12555514084811	0.0436659307152958	0.0423241742512822	0.201948126791039	0.020940447195571	0.0859901049665781	0.571494962733233	0.367386659182809	0.432454623286545	0.324913408726455	0.594183501611695	0.525114070889144	0.254706915557166	0.307935046210039	0.471594349228271	0.128253122494742	0.172201024797862	0.349007453259517	0.23759696728568
"R13"	0.243587855941008	0.331411250597667	0.219313660394475	0.331513071905027	0.297676564874176	0.11919528616021	0.217685850789267	0.0321857957614848	0.0845911196258127	0.264714422524214	0.0639716319545504	0.123855739204095	1.19764666265956	0.331513071905027	0.308965704379475	0.232353279485166	0.299050107558618	0.140554517324756	0.0525831343750669	0.0545230892186651	0.176974058743304	0.0321857957614848	0.107106223593732	0.48314202055924	0.370632256383257	0.60690397984143	0.485715142791363	0.509150805040624	0.431564442605015	0.246243846440185	0.299900413659686	0.223665042605679	0.123723327447935	0.171578749006439	0.536429929358079	0.248192149524226
"R14"	0.25577266355424	0.340374638549999	0.23193151819995	0.347739626770045	0.305221658749542	0.110279110731637	0.217177346136908	0.0269029328074536	0.0753269487011275	0.250903391095413	0.0541432672712818	0.115158094416867	0.165756535952514	1.34773962677005	0.303677268124036	0.224101804504892	0.313573051959478	0.137854521041011	0.0533746418450899	0.0563913470791693	0.193088978744432	0.0269029328074536	0.109765988924259	0.405723241686412	0.45292330366696	0.523984872501447	0.403635897111915	0.43015467925405	0.354065591584681	0.328775116540538	0.379773902015546	0.304477585430886	0.204437314682754	0.172859339866901	0.448382213457561	0.327649047463508
"R15"	0.252234754941991	0.33476804669554	0.221037381956668	0.331284292498948	0.314147595807305	0.112209115542322	0.22408006922927	0.0272062386483631	0.0877588873144814	0.247074439514512	0.0550975129501229	0.117507318511113	0.16852674784335	0.331284292498948	1.32047607196112	0.228168058539368	0.315861665720396	0.13187801114083	0.0542319834676799	0.049240079285692	0.208407029267088	0.0272062386483631	0.103472062753372	0.4103081433744	0.458279788478351	0.534703923179577	0.409677909205414	0.437026160154366	0.363275109881923	0.33704109233942	0.386894183001767	0.312843222662489	0.125510180042438	0.263024630611085	0.453437310806051	0.244820451525877
"R16"	0.252445699373299	0.325084883334875	0.238173762744627	0.336152706757338	0.304302004044807	0.121642996278626	0.217705147610024	0.0211268808854582	0.0717343942378116	0.257130839963011	0.0595233992103234	0.116452556013719	0.174264959613874	0.336152706757338	0.313731080491631	1.24758497308887	0.315539016460733	0.131567979816258	0.0579433175624809	0.042795040318282	0.200238311407236	0.0211268808854582	0.100738357880763	0.445316761290478	0.491952570530085	0.568523266613516	0.449182296039354	0.473496028192371	0.39534033242981	0.369435260490454	0.422407555793434	0.22837876495626	0.127415649192001	0.172521611279714	0.352114681424303	0.240757327031375
"R17"	0.24716535401085	0.345138593493794	0.237937407903371	0.342079693046703	0.308833404294566	0.112867990106952	0.218066534948599	0.0211363177821634	0.0814929487792043	0.241549902183039	0.055256655314303	0.118287360276016	0.163118240486519	0.342079693046703	0.315861665720396	0.229482921062352	1.33307161237311	0.125466431489355	0.0542202607374021	0.0426884146635141	0.209311499834855	0.0211363177821634	0.0969086754009162	0.412500921277444	0.459066062171312	0.533525940142467	0.412827397770373	0.439844746565141	0.365343948369341	0.340238150475853	0.391141347798538	0.31562092885963	0.213034802415969	0.261958153254915	0.352271963036057	0.239467743126119
"R18"	0.255236594013739	0.331124554383413	0.210411012487716	0.330850850498426	0.30923094231825	0.0977643958695177	0.230983198978609	0.0358345650640117	0.0900058340852424	0.265607172812845	0.0540620873706419	0.100444112678488	0.168665420789708	0.330850850498426	0.290131624509827	0.210508767706012	0.27602614927658	1.17807425349913	0.0661421375908899	0.0769376486382154	0.175351370374041	0.0358345650640117	0.143079786229105	0.505475638344767	0.568063599767142	0.641166432097227	0.317832172172386	0.341404871670659	0.26677255059963	0.24265826145981	0.290064699505398	0.216753443234337	0.120717165726472	0.171989591016206	0.597242751066862	0.456700928602263
"R19"	0.229300467501847	0.320682929052754	0.231990387365416	0.32024785107054	0.298339741653492	0.11407436511443	0.233285842967382	0.0221300330015241	0.0920555068995327	0.254244765246966	0.0697680253300602	0.0873318614305917	0.157749403125201	0.32024785107054	0.298275909072239	0.231773270249924	0.298211434055711	0.165355343977225	1.09834876481096	0.0449285061986447	0.209408331530735	0.0221300330015241	0.143277271009604	0.31890549842119	0.855256334946115	0.940667694283844	0.328389253340316	0.341052925989867	0.267036499516161	0.249522346684469	0.298420117705039	0.214805166369753	0.122586433249978	0.178049582540795	0.368833883358735	0.253316368856896
"R20"	0.274756060758329	0.339462993175635	0.171088239154215	0.338348082475016	0.318747719768189	0.0849995884868165	0.255530410006569	0.0566746024872926	0.100910241888622	0.275856873799435	0.0431955550428416	0.0846483485025644	0.163569267655995	0.338348082475016	0.270820436071306	0.171180161273128	0.234786280649327	0.192344121595538	0.0449285061986447	1.12557823575987	0.150202743066684	0.0566746024872926	0.170506741958516	0.315428816979218	0.378488345524968	0.444384109342933	0.302991716093371	0.328678953627294	0.25339562336277	0.232239147039598	0.275662295191509	0.209492383767033	0.114669150362856	0.171238930599196	0.944576708121544	0.76559592525087
"R21"	0.245317296316146	0.336796955547331	0.217811288062541	0.331009677847598	0.326789005237896	0.106882783958567	0.223521691339087	0.0213174540318704	0.0913232720813836	0.236722668843686	0.0514877257351391	0.11539892959488	0.151692050351403	0.331009677847598	0.327496760276852	0.228843784465412	0.328918071169058	0.125250978838601	0.0598309518659243	0.042915069447624	1.23875832653283	0.0213174540318704	0.102746021313548	0.325071608695204	0.510809943091584	0.583647105608585	0.322188684345808	0.35172124917058	0.412759860662682	0.389290945215003	0.437125419880452	0.365120590104859	0.126326471800421	0.317515821537319	0.355290900531174	0.239973504619484
"R22"	0.259827141532549	0.325389806965417	0.168213747779197	0.322835193689444	0.3050609310443	0.0843188131825218	0.24285571002093	0.0867088540250835	0.132049664772674	0.261905358445285	0.0431753488958466	0.083761788782284	0.193114774568909	0.322835193689444	0.299268625131994	0.169015047083666	0.232499495603798	0.179172825320059	0.0442600660030482	0.113349204974585	0.149222178223093	1.08670885402508	0.157609270977633	0.311473562723919	0.365546035739946	0.446546077173028	0.301138428315041	0.325515454509731	0.253501402016578	0.227321040144062	0.269566277099709	0.205312171343055	0.11077624720493	0.178993942469527	1.44514756708472	0.296003899438909
"R23"	0.252028264130088	0.330072961114194	0.201539313259815	0.329297966772778	0.308543730710841	0.099536976800623	0.244408126486975	0.0394023177444084	0.0964828743940772	0.265050819523201	0.0564817901864509	0.0859901049665781	0.160659335390598	0.329297966772778	0.284548172571773	0.201476715761526	0.266498857352519	0.178849732786382	0.0716386355048019	0.0852533709792578	0.17980553729871	0.0394023177444084	1.15689200648406	0.317167157700204	0.616872340235541	0.692525901813389	0.315690484716843	0.33486593980858	0.260216061439466	0.240880746862034	0.287041206448274	0.212148775068393	0.118627791806417	0.174644256569995	0.656705295740139	0.509456147053883
"C1"	0.297855459498159	0.372589919400318	0.273219788221467	0.374513761556688	0.346644209719874	0.100748969050107	0.196981654383493	0.0239595048249169	0.0712196364998925	0.297591762190468	0.0493147512304512	0.175844603917918	0.222988624873495	0.374513761556688	0.347183813624492	0.274041083871064	0.349039241080914	0.19441370705568	0.0490623843724908	0.0485275103044951	0.175038558528187	0.0239595048249169	0.0975898946769859	1.39856617880336	0.414254042103937	0.484142836925091	0.362665468882841	0.40840066568775	0.325553896933654	0.277520355389902	0.335731857482103	0.261302350997904	0.14341629045188	0.179301032001165	0.399325080415281	0.27297783866198
"C2"	0.286833275397483	0.361453691881876	0.262995296449672	0.362338642933568	0.33793462821425	0.0997329599140809	0.263402965771101	0.0243697357159964	0.075377937966096	0.287179950572293	0.05046588054525	0.0979697757820825	0.148252902553303	0.362338642933568	0.336071844884124	0.262374704282712	0.336648445592296	0.189354533255714	0.114034177992815	0.0504651127366623	0.238377973442739	0.0243697357159964	0.164499290729478	0.359020169823412	1.46334818563509	0.524665737094198	0.350026353307802	0.377009103467301	0.297314652032542	0.285109627189794	0.333743731469583	0.245524894900261	0.138590757912043	0.192693786408587	0.406162261933274	0.289948633562955
"C3"	0.222723319051067	0.351175039346465	0.252538897695696	0.349323248334298	0.325042575460177	0.153765629229096	0.255010018600859	0.0248081153985016	0.129189855143977	0.277808416643187	0.104574175743773	0.0961010273970101	0.20230132661381	0.349323248334298	0.326763508609741	0.252677007383785	0.326043630087063	0.178101786693674	0.104518632698205	0.0493760121492148	0.226973874403339	0.0248081153985016	0.15389464484742	0.34965871555701	0.437221447578499	1.5657069168699	0.379727543004011	0.380886287621292	0.296099791336705	0.269384476553472	0.329412085652725	0.231819919254746	0.133823538199019	0.202971952570957	0.413468589975026	0.27297663056348
"C4"	0.295745639761854	0.370757531768389	0.277526254895289	0.37258698194946	0.271627064461211	0.177184536651215	0.270542441260487	0.0231644944857724	0.0727959430258864	0.29786191583306	0.124761919679932	0.099973356531217	0.22417621974986	0.37258698194946	0.346650538558427	0.276419874485757	0.349315490421085	0.122243143143225	0.0505214235908178	0.0466141101682109	0.173486214647743	0.0231644944857724	0.0971355337590287	0.362665468882841	0.403876561509002	0.525776598005554	1.42238907459501	0.410964248505388	0.302170805919864	0.279689653565637	0.34671315613629	0.237235509470617	0.143496924157948	0.18155370053206	0.386074908096207	0.260551285360428
"C5"	0.292547888091468	0.367185902002626	0.269829998334758	0.368704010789186	0.340661599342002	0.168513127713173	0.262890584497607	0.0232511038935522	0.0715790772708168	0.292162760097084	0.0509046773224294	0.169766714746199	0.218207487874553	0.368704010789186	0.343377697264144	0.270569158967069	0.345592300872611	0.12193031131095	0.0487218465699809	0.0469541362324706	0.17586062458529	0.0232511038935522	0.0956759828024515	0.379229189567196	0.403938325143537	0.489710941227375	0.381609659326432	1.42477237802267	0.320281721641813	0.281783723360617	0.346879205000006	0.257150080876273	0.141476152788994	0.185441093568079	0.38751839822587	0.263367025987982
"C6"	0.226349909279117	0.386155714838406	0.20207196595018	0.386253372637834	0.361578393462022	0.100735408221673	0.195974628718301	0.023045582001507	0.07243443581743	0.3083320082362	0.0489494125028102	0.190950571232416	0.235398786875463	0.386253372637834	0.363275109881923	0.287520241767135	0.365343948369341	0.121260250272559	0.0485520908211202	0.0460719315205036	0.262665365876252	0.023045582001507	0.0946240223416238	0.384745514557955	0.405429070953467	0.484526931278245	0.357110952450749	0.40763128208958	1.35132184373853	0.280668500571536	0.341081701127104	0.275467788612703	0.139524558271806	0.195708389737861	0.384093033358451	0.25584832798885
"C7"	0.318776503942914	0.302209162735186	0.296536911305407	0.394530139848646	0.369288858145969	0.101150712712581	0.29156518994706	0.0227321040144062	0.0731563619869304	0.223495405604112	0.0494166717107198	0.101882766222866	0.147746307864111	0.394530139848646	0.370745201573363	0.295548208392363	0.374261965523438	0.121329130729905	0.0499044693368939	0.0464478294079197	0.272503661650502	0.0227321040144062	0.0963522987448136	0.360776462006872	0.42766444078469	0.48489205779625	0.363596549635328	0.394497212704864	0.30873535062869	1.31667369106857	0.351646745325409	0.262852340838813	0.145827044247121	0.203619539532203	0.378868400240103	0.263508059927928
"C8"	0.303129777185042	0.378116445447839	0.282381000433106	0.379773902015546	0.352129373815007	0.179439734540308	0.198789384465752	0.0224638564249758	0.0718858121806294	0.301175247161469	0.0507093931341762	0.102645015403346	0.149950206829843	0.379773902015546	0.354653001084953	0.281605037195623	0.358546235481993	0.120860291460582	0.0497366862841731	0.0459437158652515	0.254989828263597	0.0224638564249758	0.0956804021494247	0.363709512272279	0.417179664336979	0.494118128479088	0.375605919147648	0.40469240583334	0.312658226033179	0.293038954437841	1.36952534708175	0.258680581326552	0.146428282344535	0.192235939246549	0.374397607082929	0.260887327114175
"C9"	0.329033905397593	0.406027542026118	0.201664005490027	0.405970113907848	0.382381787439427	0.0984886090928188	0.196354799795562	0.0228124634825617	0.0723371176101869	0.223271975603246	0.0469055428725363	0.209597488545898	0.149110028403786	0.405970113907848	0.382363938809709	0.203003346627787	0.385758913050658	0.120418579574632	0.0477344814155006	0.0465538630593407	0.283982681192668	0.0228124634825617	0.0942883444748413	0.377436729219195	0.409208158167101	0.463639838509492	0.34267351367978	0.400011236918646	0.33668285274886	0.292058156487569	0.344907441768736	1.3020546649721	0.145596876241727	0.204887372683394	0.380207724709361	0.263793328630878
"C10"	0.226737479211107	0.488295357495792	0.393460036881031	0.490649555238609	0.274005360449089	0.101740481548289	0.196340925481729	0.0221552494409859	0.0701381565384737	0.223483830887863	0.049917683224254	0.102602497995793	0.148467992937522	0.490649555238609	0.276122396093363	0.203865038707202	0.468676565315131	0.120717165726472	0.0490345732999911	0.0458676601451422	0.176857060520589	0.0221552494409859	0.0949022334451333	0.372882355174889	0.415772273736128	0.481764737516467	0.373092002810664	0.396133227809184	0.306954028197973	0.291654088494242	0.351427877626883	0.262074377235109	1.19283010368197	0.18584743505739	0.369254157349765	0.263471230046181
"C11"	0.221176725539032	0.434394280203353	0.195899718717899	0.296330296914687	0.413336646424564	0.0979974881894115	0.337405056449818	0.0255705632099324	0.21591059548329	0.219913309408161	0.0494390125418164	0.0984005855987784	0.147067499148377	0.296330296914687	0.413324419531705	0.197167555748245	0.411648526543437	0.122849707868718	0.0508713092973698	0.0489254087426275	0.317515821537319	0.0255705632099324	0.0997967180399973	0.332987630859305	0.412915256589828	0.521927878039603	0.337171158130968	0.370882187136158	0.307541755302353	0.290885056474575	0.329547324422656	0.263426622021506	0.132748167898136	1.27745052066627	0.426176053498873	0.259498283696612
"C12"	0.288696823925054	0.361544229961575	0.186904164199107	0.358705770766049	0.338956590049223	0.0936875702028019	0.269839677801034	0.0963431711389816	0.146721849747416	0.291005953828095	0.047972609884274	0.0930686542025378	0.214571971743232	0.358705770766049	0.332520694591104	0.187794496759628	0.258332772893108	0.199080917022287	0.049177851114498	0.125943561082873	0.165802420247881	0.0963431711389816	0.175121412197371	0.34608173635991	0.406162261933274	0.496162307970032	0.334598253683379	0.361683838344145	0.281668224462864	0.252578933493402	0.299518085666344	0.228124634825617	0.123084719116588	0.198882158299474	1.60571951898303	0.328893221598788
"C13"	0.321872199982343	0.392817977095391	0.19329192281026	0.393178856956209	0.36937167610231	0.0952004042123458	0.298005677769119	0.0296003899438909	0.0775231322272992	0.322009321281761	0.0480175124331517	0.0950387869142721	0.148915289714536	0.393178856956209	0.269302496678465	0.1926058616251	0.26341451743873	0.228350464301131	0.0506632737713791	0.153119185050174	0.167981453233639	0.0296003899438909	0.203782458821553	0.354871190260574	0.434922950344432	0.491357935014264	0.338716670968556	0.368713836383174	0.281433160787736	0.263508059927928	0.31306479253701	0.23741399576779	0.131735615023091	0.181648798587628	0.493339832398182	1.37243105673648
