"Cyprinus_carpio_(exotic)"	"Chalcalburnus_sp"	"Mastacembelus_mastacembelus"	"Hypophthalmichthys_molitrix"	"Capoeta_damascina"	"Ctenopharyngodon"	"Carassius_carassius_(exotic)"	"Barbus_cyclolepis"	"Diplostomum_spathaceum"	"Argulus_sp1"	"Argulus_sp2"	"Lernaea_cyprinacea"	"Myxobolus_molnari"	"Mastacembelocleidus_heteranchorus"	"Dactylogyrus_extensus"	"Dactylogyrus_alatus"	"Dactylogyrus_hypophthalmichthys"	"Dactylogyrus_carassobarbi"	"Dactylogyrus_lenkorani"	"Dactylogyrus_lamellatus"	"Dactylogyrus_goktschaicus"	"Dactylogyrus_suchengtaii"	"Dogielius_molnari"	"Gyrodactylus_sp"	"Gyrodactylus_stankovici"	"Ligula_intestinalis"	"Polyonchobothrium_sp"	"Pseudocapillaria_tomentosa"
"Argulus_sp2"	1.15640230162341	1.11921031757164	1.12299968953163	0.985103755850775	0	0.221395636793547	0.131730403892161	0	0.73183557717867	0.687110522362141	1.68711052236214	0.341910298673256	0.167881547635746	0.168449953429744	0.173460345243511	0.167881547635746	0.17731867605314	0	0	0.0996280365570963	0	0.17731867605314	0	0	0.173460345243511	0.167881547635746	0.168449953429744	0.173460345243511
"Lernaea_cyprinacea"	1.62577787679842	0.706806009269994	1.47968238822572	0.622114756679951	0	0.189630767579356	0.112830306709717	0	0.626835037276204	0.683820597346511	0.683820597346511	1.46581903975362	0.106020901390499	0.221952358233858	0.243866681519763	0.106020901390499	0.111980656202391	0	0	0.0853338454107101	0	0.111980656202391	0	0	0.243866681519763	0.106020901390499	0.221952358233858	0.243866681519763
"Myxobolus_molnari"	0.668244700833263	2.26672156415876	0.745367317706726	0.663756406323167	0	0.246239571311125	0.146512544930119	0	0.813958582945106	0.671526190542982	0.671526190542982	0.212041802780998	1.34000823462381	0.111805097656009	0.100236705124989	0.340008234623814	0.11947615313817	0	0	0.110807807090006	0	0.11947615313817	0	0	0.100236705124989	0.340008234623814	0.111805097656009	0.100236705124989
"Mastacembelocleidus_heteranchorus"	0.845322753922709	0.745367317706726	2.11404202252873	0.656055553306956	0	0.235770819936071	0.140283637861962	0	0.779353543677569	0.673799813718977	0.673799813718977	0.443904716467716	0.111805097656009	1.31710630337931	0.126798413088406	0.111805097656009	0.118089999595252	0	0	0.106096868971232	0	0.118089999595252	0	0	0.126798413088406	0.111805097656009	0.31710630337931	0.126798413088406
"Dactylogyrus_extensus"	2.40623299967413	0.668244700833262	0.845322753922709	0.588173960052946	0	0.14349071522264	0.0853769755574708	0	0.474316530874838	0.693841380974046	0.693841380974045	0.487733363039526	0.100236705124989	0.126798413088406	1.36093494995112	0.100236705124989	0.10587131280953	0	0	0.064570821850188	0	0.10587131280953	0	0	0.36093494995112	0.100236705124989	0.126798413088406	0.36093494995112
"Dactylogyrus_alatus"	0.668244700833263	2.26672156415876	0.745367317706726	0.663756406323167	0	0.246239571311125	0.146512544930119	0	0.813958582945106	0.671526190542982	0.671526190542982	0.212041802780998	0.340008234623814	0.111805097656009	0.100236705124989	1.34000823462381	0.11947615313817	0	0	0.110807807090006	0	0.11947615313817	0	0	0.100236705124989	0.340008234623814	0.111805097656009	0.100236705124989
"Dactylogyrus_hypophthalmichthys"	0.705808752063535	0.796507687587801	0.787266663968347	2.03242910372003	0	0.260081440704353	0.15474845721909	0	0.859713651217169	0.709274704212558	0.709274704212558	0.223961312404782	0.11947615313817	0.118089999595252	0.10587131280953	0.11947615313817	1.36583723866961	0	0	0.117036648316959	0	0.365837238669606	0	0	0.10587131280953	0.11947615313817	0.118089999595252	0.10587131280953
"Dactylogyrus_carassobarbi"	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	2.06578947368421	1.06578947368421	0	0	0	1.06578947368421	1.06578947368421	0	0	0	0
"Dactylogyrus_lenkorani"	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	1.06578947368421	2.06578947368421	0	0	0	1.06578947368421	1.06578947368421	0	0	0	0
"Dactylogyrus_lamellatus"	0.43047214566792	0.738718713933373	0.707312459808214	0.650203601760884	0	1.94992801510518	0.260207168987584	0	1.44559538326436	0.398512146228385	0.398512146228385	0.17066769082142	0.110807807090006	0.106096868971232	0.064570821850188	0.110807807090006	0.117036648316959	0	0	1.87746760679733	0	0.117036648316959	0	0	0.064570821850188	0.110807807090006	0.106096868971232	0.064570821850188
"Dactylogyrus_goktschaicus"	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0
"Dactylogyrus_suchengtaii"	0.705808752063535	0.796507687587801	0.787266663968347	2.03242910372003	0	0.260081440704354	0.15474845721909	0	0.859713651217168	0.709274704212558	0.709274704212558	0.223961312404782	0.11947615313817	0.118089999595252	0.10587131280953	0.11947615313817	0.365837238669606	0	0	0.117036648316959	0	1.36583723866961	0	0	0.10587131280953	0.11947615313817	0.118089999595252	0.10587131280953
"Dogielius_molnari"	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	1.06578947368421	1.06578947368421	0	0	0	2.06578947368421	1.06578947368421	0	0	0	0
"Gyrodactylus_sp"	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	1.06578947368421	1.06578947368421	0	0	0	1.06578947368421	2.06578947368421	0	0	0	0
"Gyrodactylus_stankovici"	2.40623299967413	0.668244700833262	0.845322753922709	0.588173960052946	0	0.14349071522264	0.0853769755574708	0	0.474316530874838	0.693841380974045	0.693841380974045	0.487733363039526	0.100236705124989	0.126798413088406	0.36093494995112	0.100236705124989	0.10587131280953	0	0	0.064570821850188	0	0.10587131280953	0	0	1.36093494995112	0.100236705124989	0.126798413088406	0.36093494995112
"Ligula_intestinalis"	0.668244700833263	2.26672156415876	0.745367317706726	0.663756406323167	0	0.246239571311125	0.146512544930119	0	0.813958582945106	0.671526190542982	0.671526190542982	0.212041802780998	0.340008234623814	0.111805097656009	0.100236705124989	0.340008234623814	0.11947615313817	0	0	0.110807807090006	0	0.11947615313817	0	0	0.100236705124989	1.34000823462381	0.111805097656009	0.100236705124989
"Polyonchobothrium_sp"	0.845322753922709	0.745367317706726	2.11404202252873	0.656055553306956	0	0.235770819936071	0.140283637861962	0	0.779353543677569	0.673799813718977	0.673799813718977	0.443904716467716	0.111805097656009	0.31710630337931	0.126798413088406	0.111805097656009	0.118089999595252	0	0	0.106096868971232	0	0.118089999595252	0	0	0.126798413088406	0.111805097656009	1.31710630337931	0.126798413088406
"Pseudocapillaria_tomentosa"	2.40623299967413	0.668244700833262	0.84532275392271	0.588173960052946	0	0.14349071522264	0.0853769755574708	0	0.474316530874838	0.693841380974045	0.693841380974045	0.487733363039526	0.100236705124989	0.126798413088406	0.36093494995112	0.100236705124989	0.10587131280953	0	0	0.064570821850188	0	0.10587131280953	0	0	0.36093494995112	0.100236705124989	0.126798413088406	1.36093494995112
