"Lathyrus_latifolius"	"Lathyrus_pratensis"	"Lathyrus_tuberosus"	"Lathyrus_niger"	"Lathyrus_pannonicus"	"Lathyrus_sylvestris"	"Lathyrus_vernus"	"Vicia_cassubica"	"Vicia_pisiformis"	"Vicia_sepium"	"Vicia_sparsifolia"	"Vicia_tenuifolia"	"Vicia_villosa"	"Vicia_cracca"	"Lathyrus_nissolia"	"Vicia_angustifolia"	"Vicia_grandiflora"	"Pisum_sativum"	"Vicia_pannonica_spp._pannonica"	"Vicia_pannonica_spp._striata"	"Lathyrus_hirsutus"	"Lathyrus_odoratus"	"Trifolium_pratense"	"Trifolium_striatum"	"Glycyrrhiza_echinata"	"Galega_officinalis"	"Cytisus_scoparius"	"Astragalus_glycyphyllos"	"Trifolium_fragiferum"	"Coronilla_coronata"	"Anthyllis_vulneraria_ssp._polyphylla"	"Onobrychis_arenaria"	"Coronilla_varia"	"Tetragonolobus_maritimus"	"Trifolium_rubens"	"Astragalus_asper"	"Astragalus_onobrychis"	"Astragalus_varius"	"Astragalus_vesicarius"	"Oxytropis_pilosa"	"Trifolium_alpestre"	"Trifolium_diffusum"	"Trifolium_medium"	"Chamaecytisus_hirsutus"	"Chamaecytisus_supinus"	"Cytisus_sessilifolius"	"Genista_pilosa"	"Genista_tinctoria"	"Laburnum_anagyroides"	"Petteria_ramentacea"	"Spartium_junceum"	"Brucchus_affinis"	"Brucchus_atomarius"	"Brucchus_brachialis"	"Brucchus_libanensis"	"Brucchus_loti"	"Brucchus_luteicornis"	"Brucchus_pisorum"	"Brucchus_rufimanus"	"Brucchus_occidentalis"	"Brucchus_tristiculus"	"Brucchus_venustus"	"Brucchus_viciae"	"Bruchidius_dispar"	"Bruchidius_glycyrhizae"	"Bruchidius_imbricornis"	"Bruchidius_lividimanus"	"Bruchidius_marginalis"	"Bruchidius_martinezi"	"Bruchidius_pauper"	"Bruchidius_picipis"	"Bruchidius_poupillieri"	"Bruchidius_pusillus"	"Bruchidius_seminarius"	"Bruchidius_sericatus"	"Bruchidius_varipes"	"Bruchidius_varius"	"Bruchidius_villosus"
"Brucchus_brachialis"	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	1.1593321539142	1.20908889871738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57629367536488	0.89562140645732	0	0	0	0	0.895621406457321	0	0.895621406457321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_libanensis"	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	0.403029632905794	1.96539141972579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895621406457321	2.12251216275984	0	0	0	0	1.12251216275984	0	1.12251216275984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_loti"	0.321109957807701	1.55317344405046	0.212995578594941	0.339589026270276	0.339589026270276	0.321109957807701	0.10811437921276	0.10811437921276	0.10811437921276	0.10811437921276	0.10811437921276	0	0	0	1.108703218398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.946647015977517	1.0811437921276	0	0	2.46378492977334	0	0	0	0	0	0	0.771582156858386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_luteicornis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	2.36842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_pisorum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_rufimanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	2.36842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_occidentalis"	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	0.403029632905794	1.96539141972579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895621406457321	1.12251216275984	0	0	0	0	2.12251216275984	0	1.12251216275984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_tristiculus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	2.36842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_venustus"	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	0.403029632905794	1.96539141972579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895621406457321	1.12251216275984	0	0	0	0	1.12251216275984	0	2.12251216275984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_viciae"	0.372884645121762	1.02020307406831	0.181031784497514	0.799549503137528	0.799549503137528	0.372884645121762	0.191852860624247	0.191852860624247	0.191852860624247	0.191852860624247	0.191852860624247	0	0	0	0.231474647057516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804585708877842	1.91852860624247	0	0	0.514388104572258	0	0	0	0	0	0	2.02565547504427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bruchidius_dispar"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42514644053766	1.8817634502137	0	0	0	0	0	0	0	0	0	0	0.51344065153027	0	0	0	0	0	0.30549718766051	0.30549718766051	0.30549718766051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48810945083811	0	0	0	0	0	0	0.846793552596164	0	0	0	0.231048293188621	0	1.69720659811395	0
"Bruchidius_glycyrhizae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bruchidius_imbricornis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0
"Bruchidius_lividimanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07236842105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333059210526315	0.333059210526315	0.333059210526315	0.333059210526315	0.333059210526315	0.333059210526315	0.333059210526315	0.333059210526315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93256578947368	0	0	0	0	0	0	0	0	0	0	3.33059210526316
"Bruchidius_marginalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0
"Bruchidius_martinezi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0
"Bruchidius_pauper"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0
"Bruchidius_picipis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970057661206307	2.79346923922109	0	0	0	0	0	0	0	0	0	0	0.349484813226486	0	0	0	0	0	0.207943463869759	0.207943463869759	0.207943463869759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69358710519233	0	0	0	0	0	0	2.25706115764949	0	0	0	0.157268165951919	0	1.15524146594311	0
"Bruchidius_poupillieri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	2.36842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0
"Bruchidius_pusillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0
"Bruchidius_seminarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0
"Bruchidius_sericatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.677396489834053	0.349484813226486	0	0	0	0	0	0	0	0	0	0	2.30160172430974	0	0	0	0	0	0.469453025964294	0.469453025964294	0.469453025964294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462096586377243	0	0	0	0	0	0	0.157268165951919	0	0	0	2.03572077593938	0	2.6080723664683	0
"Bruchidius_varipes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.947368421052633	0.947368421052633	0.947368421052633	0.947368421052633	0.947368421052633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473685	0	0
"Bruchidius_varius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.995187435682128	0.51344065153027	0	0	0	0	0	0	0	0	0	0	1.15914327398591	0	0	0	0	0	0.689690248021617	0.689690248021617	0.689690248021617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.678882639245579	0	0	0	0	0	0	0.231048293188621	0	0	0	0.52161447329366	0	3.83161248900898	0
"Bruchidius_villosus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.822368421052631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489309210526315	0.489309210526315	0.489309210526315	0.489309210526315	0.489309210526315	0.489309210526315	0.489309210526315	0.489309210526315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370065789473684	0	0	0	0	0	0	0	0	0	0	4.89309210526315
