"Coregonus_artedii"	"Coregonus_clupeaformis"	"Salvelinus_namaycush"	"Oncorhynchus_kisutch"	"Esox_lucius"	"Catostomus_catostomus"	"Catostomus_commersoni"	"Lota_lota"	"Pungitius_pungitius"	"Stizostedion_vitreum"	"Gyrodactylus__sp."	"Discocotyle__sagittata"	"Diplostomum__spathaceum_(L)"	"Apatemon__gracilis_(L)"	"Cotylurus__erraticus_(L)"	"Lissorchis__attenuatum"	"Bunodera__luciopercae"	"Crepidostomum__farionis"	"Phyllodistomum__coregoni"	"Glaridacris__sp."	"Hunterella__nodulosa"	"Cyathocephalus__truncatus"	"Eubothrium__rugosum"	"Eubothrium__salvelini"	"Bothriocephalus__cuspidatus"	"Diphyllobothrium__sp._(L)"	"Schistocephalus__solidus_(L)"	"Triaenophorus__crassus"	"Triaenophorus__crassus_(L)"	"Triaenophorus__nodulosus"	"Triaenophorus__nodulosus_(L)"	"Proteocephalus__exiguus"	"Proteocephalus__filicollis"	"Proteocephalus__pinguis"	"Proteocephalus__sp._A"	"Raphidascaris__acus"	"Raphidascaris__acus_(L)"	"Haplonema__hamulatum"	"Philonema__agubernaculum"	"Cystidicola__farionis"	"Rhabdochona__cascadilla"	"Neoechinorhynchus__strigosus"	"Metechinorhynchus__salmonis"	"Pomphorhynchus__bulbocolli"	"Cystobranchus__verrilli"	"Ergasilus__auritus"	"Ergasilus__nerkae"	"Ergasilus__sp._A"	"Salmincola__extensus"	"Salmincola__extumescens"
"Gyrodactylus__sp."	0.000109784991209813	9.59084323261937e-05	0.000130412065338728	8.88844372654866e-05	3.66349923300721e-05	8.50242345670129e-06	2.26286699915e-05	2.96422817617901e-05	0.100479218041307	8.48467511325966e-06	1.00083732681701	2.05845689509343e-06	0.000839596357376471	0.000837326817010896	0.000838750385068379	2.8285837489375e-07	0.000837326817010896	2.05845689509343e-06	6.39389548841292e-07	4.95418961311283e-07	2.8285837489375e-07	2.5524949244566e-06	4.94038029363168e-07	2.26503965434472e-06	2.82822503775322e-07	2.05845689509343e-06	0.000838485062881792	5.23357033286744e-07	7.84178508641518e-07	5.23357033286744e-07	0.000840085894694604	6.39389548841292e-07	0.000838110995519537	5.23357033286744e-07	2.82822503775322e-07	5.23357033286744e-07	0.00083895696782763	4.94038029363168e-07	1.41906734625214e-06	2.05845689509343e-06	4.95418961311283e-07	1.44110424579111e-06	0.00084281106125046	0.000841298283097617	4.94038029363168e-07	0.000841015424722723	3.68860771182753e-06	4.95418961311283e-07	1.42356805748281e-06	6.39389548841292e-07
"Discocotyle__sagittata"	0.033594015116921	0.033608746739389	7.62342579751746e-05	0.0335534069719025	2.3236051505518e-05	7.14661470814095e-06	2.69862819744669e-05	3.08740398970249e-05	8.23382758037372e-05	7.11666002444627e-06	6.86152298364476e-07	1.00070368275509	0.000225697392118981	6.86152298364476e-07	0.000464701714729441	3.37328524680836e-07	6.86152298364476e-07	0.000703682755087523	0.000224058311595927	5.1599389238436e-07	3.37328524680836e-07	0.00070419732241914	5.14567331617081e-07	0.000240620120881136	2.37222000814876e-07	0.000703682755087523	0.000240685288547747	3.31943592935972e-07	0.00023995725083515	3.31943592935972e-07	0.000241820840511118	0.000224058311595926	0.000240643403133515	3.31943592935972e-07	2.37222000814876e-07	3.31943592935972e-07	1.63908052305416e-06	5.14567331617081e-07	0.000479624443491597	0.000703682755087523	5.1599389238436e-07	0.000240336464774063	0.00070692156242833	0.000705659164135258	5.14567331617081e-07	0.000705321835610577	0.000704635683312213	5.1599389238436e-07	0.000464015562431077	0.000224058311595927
"Diplostomum__spathaceum_(L)"	0.000137306057236013	0.0335542497153896	0.0334967591853832	0.000143029105057687	1.87919873209302e-05	9.3410421420625e-06	2.48662913232467e-05	3.25817987017202e-05	0.0335838542950588	9.32153248771679e-06	0.000279865452458824	0.000225697392118981	1.00092226994038	0.000279865452458824	0.000504541208113107	3.10828641540584e-07	0.000279865452458824	0.000225697392118981	0.000223694998102597	5.44354695092147e-07	3.10828641540584e-07	0.000226240422097343	5.43029978362003e-07	0.000419731126281988	3.10717749590559e-07	0.000225697392118981	0.000281155545885249	2.68456961727574e-07	9.80757551685808e-07	2.68456961727574e-07	0.000700139608719174	0.000223694998102597	0.000280846210010509	2.68456961727574e-07	3.10717749590559e-07	2.68456961727574e-07	0.000698574942276114	5.43029978362003e-07	2.00239401638358e-06	0.000225697392118981	5.44354695092147e-07	1.60092206796593e-06	0.000925938893779867	0.000924583163036635	5.43029978362003e-07	0.000924272334395094	0.000644406881936272	5.44354695092147e-07	0.000224675755654283	0.000223694998102597
"Apatemon__gracilis_(L)"	0.000109784991209813	9.59084323261937e-05	0.000130412065338728	8.88844372654867e-05	3.66349923300721e-05	8.5024234567013e-06	2.26286699915e-05	2.96422817617901e-05	0.100479218041307	8.48467511325966e-06	0.000837326817010895	2.05845689509343e-06	0.000839596357376471	1.00083732681701	0.000838750385068379	2.8285837489375e-07	0.000837326817010896	2.05845689509343e-06	6.39389548841291e-07	4.95418961311283e-07	2.8285837489375e-07	2.5524949244566e-06	4.94038029363168e-07	2.26503965434472e-06	2.82822503775322e-07	2.05845689509343e-06	0.000838485062881793	5.23357033286744e-07	7.84178508641519e-07	5.23357033286744e-07	0.000840085894694604	6.39389548841292e-07	0.000838110995519537	5.23357033286744e-07	2.82822503775322e-07	5.23357033286744e-07	0.00083895696782763	4.94038029363168e-07	1.41906734625214e-06	2.05845689509343e-06	4.95418961311283e-07	1.44110424579111e-06	0.00084281106125046	0.000841298283097617	4.94038029363168e-07	0.000841015424722723	3.68860771182753e-06	4.95418961311283e-07	1.42356805748281e-06	6.39389548841292e-07
"Cotylurus__erraticus_(L)"	0.0335633023917423	0.0335853112182336	8.4453730833833e-05	0.000148647200028089	1.69788954842968e-05	7.532974741201e-06	2.00614917492984e-05	2.62804789268518e-05	0.0335500154027351	7.51722562640091e-06	0.000279583461689459	0.000464701714729441	0.000504541208113107	0.000279583461689459	1.0007432234107	2.50768646866229e-07	0.00027958346168946	0.000464701714729441	0.000223902074788224	4.39093015396255e-07	2.50768646866229e-07	0.000465139722711555	4.38007982114196e-07	2.11743734990926e-06	2.50574187546697e-07	0.000464701714729441	0.000280887783053721	2.42555649775669e-07	0.00023973787422673	2.42555649775669e-07	0.000282138907021483	0.000223902074788224	0.00051932133591619	2.42555649775669e-07	2.50574187546697e-07	2.42555649775669e-07	0.000280639133324882	4.38007982114196e-07	0.000240799639941217	0.000464701714729441	4.39093015396255e-07	1.55509001112825e-06	0.000746711078889156	0.00074559161670119	4.38007982114196e-07	0.000745340848054323	0.000465757386364864	4.39093015396254e-07	0.000463639949014955	0.000223902074788224
"Lissorchis__attenuatum"	3.39900112460972e-05	3.39992656634937e-05	3.38372622910435e-05	7.59553211672598e-05	5.49399290322482e-05	0.000201870997067347	0.100516056550421	1.27774184305482e-05	3.394300498725e-05	1.27312497949385e-05	2.8285837489375e-07	1.01198557404251e-06	9.32485924621753e-07	2.8285837489375e-07	7.52305940598688e-07	1.00125645070688	2.8285837489375e-07	1.01198557404251e-06	2.26661771089958e-07	0.00126149748180694	0.00125645070688026	1.22494254788498e-06	2.12956973842471e-07	9.65503786975614e-07	4.24374993164617e-07	1.01198557404251e-06	1.61025251226344e-06	7.84856129032117e-07	2.4278579461498e-07	7.84856129032117e-07	1.46131913571184e-06	2.26661771089958e-07	5.25644169508731e-07	7.84856129032117e-07	4.24374993164617e-07	7.84856129032117e-07	7.05824153531795e-07	2.12956973842471e-07	7.8532380295255e-07	1.01198557404251e-06	0.00126149748180694	0.00125777810101763	0.00126463747963056	0.00125816851660783	2.12956973842471e-07	1.7178097275743e-06	1.43495135268055e-06	0.00126149748180694	4.69447565704938e-07	2.26661771089958e-07
"Bunodera__luciopercae"	0.000109784991209813	9.59084323261937e-05	0.000130412065338728	8.88844372654866e-05	3.66349923300721e-05	8.50242345670129e-06	2.26286699915e-05	2.96422817617901e-05	0.100479218041308	8.48467511325967e-06	0.000837326817010896	2.05845689509343e-06	0.000839596357376471	0.000837326817010896	0.000838750385068379	2.8285837489375e-07	1.00083732681701	2.05845689509343e-06	6.39389548841292e-07	4.95418961311283e-07	2.8285837489375e-07	2.5524949244566e-06	4.94038029363168e-07	2.26503965434472e-06	2.82822503775322e-07	2.05845689509343e-06	0.000838485062881793	5.23357033286744e-07	7.84178508641519e-07	5.23357033286744e-07	0.000840085894694604	6.39389548841292e-07	0.000838110995519537	5.23357033286744e-07	2.82822503775322e-07	5.23357033286744e-07	0.00083895696782763	4.94038029363168e-07	1.41906734625214e-06	2.05845689509343e-06	4.95418961311283e-07	1.44110424579111e-06	0.00084281106125046	0.000841298283097617	4.94038029363168e-07	0.000841015424722723	3.68860771182753e-06	4.95418961311283e-07	1.42356805748281e-06	6.39389548841292e-07
"Crepidostomum__farionis"	0.033594015116921	0.033608746739389	7.62342579751746e-05	0.0335534069719025	2.3236051505518e-05	7.14661470814095e-06	2.69862819744669e-05	3.08740398970249e-05	8.23382758037372e-05	7.11666002444627e-06	6.86152298364476e-07	0.000703682755087523	0.000225697392118981	6.86152298364476e-07	0.000464701714729441	3.37328524680836e-07	6.86152298364476e-07	1.00070368275509	0.000224058311595926	5.1599389238436e-07	3.37328524680836e-07	0.00070419732241914	5.14567331617081e-07	0.000240620120881136	2.37222000814876e-07	0.000703682755087523	0.000240685288547747	3.31943592935972e-07	0.00023995725083515	3.31943592935972e-07	0.000241820840511118	0.000224058311595926	0.000240643403133515	3.31943592935972e-07	2.37222000814876e-07	3.31943592935972e-07	1.63908052305416e-06	5.14567331617081e-07	0.000479624443491597	0.000703682755087523	5.1599389238436e-07	0.000240336464774063	0.00070692156242833	0.000705659164135258	5.14567331617081e-07	0.000705321835610577	0.000704635683312213	5.1599389238436e-07	0.000464015562431076	0.000224058311595927
"Phyllodistomum__coregoni"	0.000211050868820045	0.100433899291496	7.09020919180955e-05	0.000155133996072758	6.89690488589261e-06	6.80771199684406e-06	1.81329416871966e-05	2.37569837277093e-05	7.6726745860955e-05	6.79347363542859e-06	6.39389548841292e-07	0.00067217493478778	0.000671084994307791	6.39389548841292e-07	0.000671706224364673	2.26661771089958e-07	6.39389548841292e-07	0.00067217493478778	1.00066955932861	3.9685457101106e-07	2.26661771089958e-07	0.000672570884516575	3.95949728795156e-07	1.99437612092447e-06	2.26449121180953e-07	0.00067217493478778	1.84601673344517e-06	9.85272126556087e-08	1.50750620585746e-06	9.85272126556087e-08	3.02971539856091e-06	0.000669559328609974	2.14689575469875e-06	9.85272126556087e-08	2.26449121180953e-07	9.85272126556087e-08	1.52566569781749e-06	3.95949728795156e-07	2.61560617780574e-06	0.00067217493478778	3.9685457101106e-07	1.43328895569384e-06	0.00067481838111924	0.000673927262256687	3.95949728795156e-07	0.000673700600485597	0.000673061210936756	3.96854571011059e-07	0.000671066834815832	0.000669559328609974
"Glaridacris__sp."	2.97503859706495e-05	2.97640928258295e-05	2.96316221181639e-05	5.08285114592919e-05	4.02378919902597e-05	0.0503021576225311	0.0504598992722778	1.90673252850703e-05	2.9725137678677e-05	1.90391479642059e-05	2.47709480655641e-07	7.7399083857654e-07	8.1653204263822e-07	2.47709480655641e-07	6.58639523094382e-07	0.000630748740903472	2.47709480655641e-07	7.7399083857654e-07	1.9842728550553e-07	1.00188830268147	0.000630748740903472	1.09177959332771e-06	3.17788754751171e-07	7.33456072614848e-07	6.34638265473529e-07	7.7399083857654e-07	1.18559730522572e-06	5.74827028432281e-07	2.12502756933211e-07	5.74827028432281e-07	1.29895430802166e-06	1.9842728550553e-07	4.60212237588852e-07	5.74827028432281e-07	6.34638265473529e-07	5.74827028432281e-07	6.1810475713269e-07	3.17788754751171e-07	5.7556355307101e-07	7.7399083857654e-07	0.00188830268146675	0.000631686628728042	0.00189122203111112	0.000632140836499181	3.17788754751171e-07	1.39209559570923e-06	1.14438611505359e-06	0.00188830268146675	4.1093004243874e-07	1.9842728550553e-07
"Hunterella__nodulosa"	3.39900112460972e-05	3.39992656634937e-05	3.38372622910435e-05	7.59553211672598e-05	5.49399290322482e-05	0.000201870997067347	0.100516056550421	1.27774184305482e-05	3.39430049872501e-05	1.27312497949385e-05	2.8285837489375e-07	1.01198557404251e-06	9.32485924621753e-07	2.8285837489375e-07	7.52305940598688e-07	0.00125645070688026	2.8285837489375e-07	1.01198557404251e-06	2.26661771089958e-07	0.00126149748180694	1.00125645070688	1.22494254788498e-06	2.12956973842471e-07	9.65503786975614e-07	4.24374993164617e-07	1.01198557404251e-06	1.61025251226344e-06	7.84856129032117e-07	2.4278579461498e-07	7.84856129032117e-07	1.46131913571184e-06	2.26661771089958e-07	5.25644169508731e-07	7.84856129032117e-07	4.24374993164617e-07	7.84856129032117e-07	7.05824153531795e-07	2.12956973842471e-07	7.8532380295255e-07	1.01198557404251e-06	0.00126149748180694	0.00125777810101763	0.00126463747963056	0.00125816851660783	2.12956973842471e-07	1.7178097275743e-06	1.43495135268055e-06	0.00126149748180694	4.69447565704938e-07	2.26661771089958e-07
"Cyathocephalus__truncatus"	0.0252103526042772	0.0252214081693716	7.19577370199347e-05	0.0251903852916524	2.16756877160348e-05	9.58616638770443e-06	2.44988509576996e-05	0.0251740935849329	7.65748477336979e-05	9.56807005188408e-06	6.38123731114149e-07	0.000528147991814355	0.000169680316573007	6.38123731114149e-07	0.000348854792033667	3.06235636971245e-07	6.38123731114149e-07	0.000528147991814355	0.000168142721129144	5.45889796663855e-07	3.06235636971245e-07	1.00094771621823	0.000419568226415548	0.000180830795224552	3.18935668396136e-07	0.000528147991814355	0.000180879099924574	3.0965268165764e-07	0.000180073947173409	3.0965268165764e-07	0.000601037145371215	0.000168142721129144	0.000180712070904523	3.0965268165764e-07	3.18935668396136e-07	3.0965268165764e-07	1.53759544386333e-06	0.000419568226415548	0.000360005270685212	0.000528147991814355	5.45889796663855e-07	0.000180547211830432	0.000950428291820485	0.00052999182289519	0.000419568226415548	0.000529685587258218	0.000529047463527104	5.45889796663855e-07	0.000348216668302552	0.000168142721129144
"Eubothrium__rugosum"	5.93650663457972e-05	5.93924593192733e-05	5.91281741542149e-05	0.000101320250902055	1.6994596347585e-05	1.69048214263948e-05	1.70365579073976e-05	0.10060375222004	5.92845635235801e-05	1.69223001341975e-05	4.94038029363168e-07	1.54370199485124e-06	1.62908993508601e-06	4.94038029363168e-07	1.31402394634259e-06	2.12956973842471e-07	4.94038029363168e-07	1.54370199485124e-06	3.95949728795156e-07	6.35577509502342e-07	2.12956973842471e-07	0.00167827290566219	1.00167672920367	1.46281825479951e-06	5.64076671139916e-07	1.54370199485124e-06	1.46053405505763e-06	2.42779947822643e-07	4.24036188184266e-07	2.42779947822643e-07	0.00167868605995151	3.95949728795156e-07	9.18074217547433e-07	2.42779947822643e-07	5.64076671139916e-07	2.42779947822643e-07	1.23314020629085e-06	0.00167672920366734	1.14775226605609e-06	1.54370199485124e-06	6.35577509502342e-07	1.17945299953694e-06	0.00168094847999695	2.98979917498457e-06	0.00167672920366734	2.7768422011421e-06	2.28280417177893e-06	6.35577509502342e-07	8.19985916979421e-07	3.95949728795156e-07
