"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"C1"	"C2"	"C3"
"R11"	0.00072001113517739	0.000717611098060132	0.000717611098060132	0.000717611098060132	0.000717611098060132	0.000717611098060132	0.000717611098060132	0.000717611098060132	0.000717611098060132	0.000717611098060132	1.00071761109806	0.000297455377434252	0.000717611098060132	0.000297455377434252	0.000297455377434252	0.000297455377434252	0.000297455377434252	2.40003711725797e-05	0.0504186864751056	0.0505674141638228
"R12"	0.000596900422944986	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	1.0005920182749	0.000594910754868503	0.000592018274902315	0.000592018274902315	0.000592018274902315	0.000592018274902315	1.98966807648329e-05	0.00034709759594251	0.100643106733394
"R13"	0.00072001113517739	0.000717611098060132	0.000717611098060132	0.000717611098060132	0.000717611098060132	0.000717611098060132	0.000717611098060132	0.000717611098060132	0.000717611098060132	0.000717611098060132	0.000717611098060132	0.000297455377434252	1.00071761109806	0.000297455377434252	0.000297455377434252	0.000297455377434252	0.000297455377434252	2.40003711725797e-05	0.0504186864751056	0.0505674141638228
"R14"	0.000596900422944986	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000592018274902315	0.000594910754868503	1.0005920182749	0.000592018274902315	0.000592018274902315	0.000592018274902315	1.98966807648329e-05	0.00034709759594251	0.100643106733394
"R15"	0.000596900422944986	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000592018274902315	0.000594910754868503	0.000592018274902315	1.0005920182749	0.000592018274902315	0.000592018274902315	1.98966807648329e-05	0.00034709759594251	0.100643106733394
"R16"	0.000596900422944986	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000592018274902315	0.000594910754868503	0.000592018274902315	0.000592018274902315	1.0005920182749	0.000592018274902315	1.98966807648329e-05	0.00034709759594251	0.100643106733394
"R17"	0.000596900422944986	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000594910754868503	0.000592018274902315	0.000594910754868503	0.000592018274902315	0.000592018274902315	0.000592018274902315	1.0005920182749	1.98966807648329e-05	0.00034709759594251	0.100643106733394
"C1"	0.10038260944048	4.80007423451593e-05	4.80007423451593e-05	4.80007423451593e-05	4.80007423451593e-05	4.80007423451593e-05	4.80007423451593e-05	4.80007423451593e-05	4.80007423451593e-05	4.80007423451593e-05	4.80007423451593e-05	1.98966807648329e-05	4.80007423451593e-05	1.98966807648329e-05	1.98966807648329e-05	1.98966807648329e-05	1.98966807648329e-05	1.00334608698135	0.00337248738963917	0.00338243573002159
"C2"	0.00843121847409793	0.0084031144125176	0.0084031144125176	0.0084031144125176	0.0084031144125176	0.0084031144125176	0.0084031144125176	0.0084031144125176	0.0084031144125176	0.0084031144125176	0.0084031144125176	2.89247996618758e-05	0.0084031144125176	2.89247996618758e-05	2.89247996618758e-05	2.89247996618758e-05	2.89247996618758e-05	0.000281040615803264	1.00490275354269	0.00491721594251888
"C3"	0.00596900422944986	0.00594910754868503	0.00594910754868503	0.00594910754868503	0.00594910754868503	0.00594910754868503	0.00594910754868503	0.00594910754868503	0.00594910754868503	0.00594910754868503	0.00594910754868503	0.00592018274902315	0.00594910754868503	0.00592018274902315	0.00592018274902315	0.00592018274902315	0.00592018274902315	0.000198966807648329	0.0034709759594251	1.00643106733394
