"Gastonia_mauritiana"	"Pemphis_acidula"	"Stachytapheta_jamaicensis"	"Turnera_angustifolia"	"Scaevola_sericea"	"Thespesia_populnea"	"Tourneortia_argentea"	"Leucaena_leucocephala"	"Morinda_citrifolia"	"Dracaena_concinna"	"Hibiscus_tiliaceus"	"Passiflora_suberosa"	"Suriana_maritima"	"Ipomoea_macrantha"	"Apis_mellifera"	"Phelsuma_ornata"	"Unidentified_sp1_M_PL_011"	"Leptotes_pirithous"	"Syrphid_sp1_M_PL_011"	"Unidentified_sp2_M_PL_011"	"Unidentified_sp3_M_PL_011"	"Xylocopa_fenestrata"	"Phalantha_phalantha"	"Unidentified_sp4_M_PL_011"	"Lucilia_sp1_M_PL_011"	"Ornidia_obesa"	"Protaetia_aurichalcea"
"Hibiscus_tiliaceus"	0.000930123758025374	0.00092759485167379	0.000426411309215706	0.000424758635804354	0.000924612424571708	0.000924886555623986	0.000925573302769305	0.000923595749231977	0.000923287546990475	0.000504603760649616	1.00092198579627	0.000921985796266901	2.35936577754928e-06	0.000419231248142462	0.0503077497770954	0.0502754548124439	9.65971779045614e-05	6.5087536178702e-05	5.54763757553086e-05	3.17284516192572e-05	3.87241917602818e-05	4.7070397524943e-05	2.25667693481583e-05	3.47658795445498e-05	1.16265469753172e-05	1.16265469753172e-05	1.16265469753172e-05
"Passiflora_suberosa"	0.000930123758025374	0.00092759485167379	0.000426411309215706	0.000424758635804354	0.000924612424571708	0.000924886555623986	0.000925573302769305	0.000923595749231977	0.000923287546990475	0.000504603760649616	0.000921985796266901	1.00092198579627	2.35936577754928e-06	0.000419231248142462	0.0503077497770954	0.0502754548124439	9.65971779045614e-05	6.5087536178702e-05	5.54763757553086e-05	3.17284516192572e-05	3.87241917602818e-05	4.7070397524943e-05	2.25667693481583e-05	3.47658795445498e-05	1.16265469753172e-05	1.16265469753172e-05	1.16265469753172e-05
"Suriana_maritima"	0.00101240743455757	0.00101274261394338	0.00101085677363836	0.00168105893455521	0.00167909177623406	5.38382465985975e-06	3.56383979540842e-06	3.69704508647398e-06	0.00100663601792271	1.62456513267927e-06	2.35936577754928e-06	2.35936577754928e-06	1.00267792647871	1.30206521638641e-06	0.000156247825966369	0.000105730056116287	8.02607585354816e-05	0.050213832607258	1.70179371454918e-05	0.0502094947970326	5.06033872015733e-05	9.24775166626786e-05	3.37266564596956e-05	1.27441889268548e-05	1.26550929319696e-05	1.26550929319696e-05	1.26550929319696e-05
"Ipomoea_macrantha"	0.000846297116642763	0.000844682188109307	0.00084357948527739	0.000842659967435486	0.000841462087820876	0.000841938289105961	0.000841218381112005	0.000840206245283817	0.000839799294782167	3.45333935921872e-06	0.000838462496284923	0.000838462496284923	2.60413043277281e-06	1.00083618458308	0.100342149969419	0.000227791320642813	0.000104624939933632	6.68399248621903e-05	3.52627845837176e-05	3.80199580658703e-05	5.19613146643152e-05	5.19677880127201e-05	2.81376945564449e-05	3.16091734858347e-05	1.05787139580345e-05	1.05787139580345e-05	1.05787139580345e-05
"Apis_mellifera"	0.00846297116642763	0.00844682188109307	0.00843579485277389	0.00842659967435485	0.00841462087820876	0.00841938289105961	0.00841218381112005	0.00840206245283817	0.00839799294782167	3.45333935921872e-05	0.00838462496284923	0.00838462496284923	2.60413043277281e-05	0.00836184583078495	1.00342149969419	0.00227791320642813	0.00104624939933632	0.000668399248621903	0.000352627845837176	0.000380199580658703	0.000519613146643152	0.000519677880127201	0.000281376945564449	0.000316091734858347	0.000105787139580345	0.000105787139580345	0.000105787139580345
"Phelsuma_ornata"	0.0101395039940798	0.0101050751523827	9.24313315402243e-05	6.85730417322159e-05	0.0100776276132254	0.0100783482214201	0.010099282244266	0.0100698525318014	0.0100677579919878	0.0100575418194001	0.0100550909624888	0.0100550909624888	2.11460112232575e-05	2.27791320642813e-05	0.00273349584771376	1.00323118304245	0.000885694158754906	0.000633351474952137	0.000756899669268995	0.000254369451726442	0.000254870688562484	0.000421730070371658	0.000169958441398716	0.000379225856032649	0.000126743799925998	0.000126743799925998	0.000126743799925998
"Unidentified_sp1_M_PL_011"	0.0168227131622898	0.0167976272662842	0.0168062110697512	0.0167851854195089	6.40626821226365e-05	0.0167680833660004	5.21990906545813e-05	0.0167335830556547	4.76645469882754e-05	2.41821560758933e-05	3.21990593015205e-05	3.21990593015205e-05	2.67535861784939e-05	1.74374899889387e-05	0.00209249879867264	0.00147615693125818	1.00208303978119	0.000773274384337746	0.000282617602899346	0.000338642954752168	0.00103500931036937	0.000617265729881314	0.000560063972267257	0.000211588891794987	0.000210283914528622	0.000210283914528622	0.000210283914528622
"Leptotes_pirithous"	0.0201817997187041	0.0201383082742988	0.0201368940468106	8.50167145465987e-05	7.09304249118452e-05	5.27883336052771e-05	4.99798201730392e-05	4.15005021582358e-05	0.0200779763824728	2.39357356011948e-05	2.60350144714808e-05	2.60350144714808e-05	0.0200855330429032	1.33679849724381e-05	0.00160415819669257	0.00126670294990428	0.000927929261205296	1.00259706840006	0.000338061183064562	0.00100775024705889	0.00033863494341124	0.000339112066152042	0.00067125337201849	0.000253521991988126	0.000252272496483801	0.000252272496483801	0.000252272496483801
"Syrphid_sp1_M_PL_011"	0.000100004299191545	8.57793528196056e-05	0.0335147939417406	4.00570542668486e-05	3.7166167536851e-05	6.51051262091698e-05	0.0335145896108635	4.64048372668506e-05	4.82529566056911e-05	0.0334608796096351	3.6984250503539e-05	3.6984250503539e-05	1.13452914303279e-05	1.17542615279059e-05	0.0014105113833487	0.00252299889756332	0.000565235205798692	0.000563435305107603	1.00306948861978	2.29755984527464e-06	0.000561008668269576	3.15995115408501e-06	0.000560009554909336	0.000839114794011482	1.25005373989431e-06	1.25005373989431e-06	1.25005373989431e-06
"Unidentified_sp2_M_PL_011"	6.63489724473328e-05	0.000116544004568695	8.02414259566131e-05	0.0335361619765575	0.0335109050997693	5.48881595919179e-05	2.12969757351291e-05	3.24403995712438e-05	5.47439759814678e-05	8.55556705239055e-06	2.11523010795048e-05	2.11523010795048e-05	0.0334729965313551	1.26733193552901e-05	0.00152079832263481	0.000847898172421473	0.000677285909504337	0.00167958374509815	2.29755984527464e-06	1.00318214569359	0.000673432800620226	0.00151043826710153	3.27975717542181e-06	1.36178654896989e-06	8.29362155591659e-07	8.29362155591659e-07	8.29362155591659e-07
"Unidentified_sp3_M_PL_011"	7.19749314235786e-05	0.000122092047957951	0.0335120064016208	0.0334988969888279	7.07232508112889e-05	0.0334624855554755	4.46171725803723e-05	6.03164381858337e-05	3.71039592872292e-05	2.71959785610687e-05	2.58161278401879e-05	2.58161278401879e-05	3.37355914677155e-05	1.73204382214384e-05	0.00207845258657261	0.000849568961874948	0.00207001862073875	0.000564391572352067	0.000561008668269576	0.000673432800620226	1.00206507351869	0.000673780888512806	0.000560568307492979	2.01511595730404e-06	8.99686642794733e-07	8.99686642794733e-07	8.99686642794733e-07
"Xylocopa_fenestrata"	6.35771308172502e-05	0.0334934398481844	9.97608844714615e-05	0.0335128914148768	0.0334839141966094	7.44151522964326e-05	3.15647884140431e-05	5.19557893460057e-05	4.268400055503e-05	1.41630007175248e-05	3.13802650166286e-05	3.13802650166286e-05	6.1651677775119e-05	1.732259600424e-05	0.0020787115205088	0.00140576690123886	0.00123453145976263	0.00056518677692007	3.15995115408501e-06	0.00151043826710153	0.000673780888512806	1.00206557968068	0.000559886678877597	1.5838338455667e-06	7.94714135215627e-07	7.94714135215627e-07	7.94714135215627e-07
"Phalantha_phalantha"	8.45659669869409e-05	0.0501958029225749	0.0502153395596812	9.82587830688852e-05	5.07250911508092e-05	7.85983833361701e-05	5.06834551419193e-05	5.05699679615211e-05	5.61294379490828e-05	3.64983998154026e-05	2.25667693481583e-05	2.25667693481583e-05	3.37266564596956e-05	1.40688472782225e-05	0.0016882616733867	0.00084979220699358	0.00168019191680177	0.00167813343004623	0.000840014332364005	4.91963576313272e-06	0.000840852461239468	0.000839830018316396	1.00167351904137	2.32416096588474e-06	1.05707458733676e-06	1.05707458733676e-06	1.05707458733676e-06
"Unidentified_sp4_M_PL_011"	0.0503409768202632	5.8216823474278e-05	8.12328344788066e-05	2.66320681502587e-05	3.49131605642766e-05	4.54460799321644e-05	0.0501708983526987	4.53453241342991e-05	4.74419791439561e-05	6.09170325022066e-05	3.47658795445498e-05	3.47658795445498e-05	1.27441889268548e-05	1.58045867429173e-05	0.00189655040915008	0.00189612928016325	0.000634766675384961	0.000633804979970316	0.00125867219101722	2.04267982345483e-06	3.02267393595606e-06	2.37575076835006e-06	2.32416096588474e-06	1.00188353466907	0.00062926221025329	0.00062926221025329	0.00062926221025329
"Lucilia_sp1_M_PL_011"	0.100509344999827	6.96939139241319e-05	5.71550365562794e-05	3.1859481704257e-05	2.34155015797151e-05	4.43714540677761e-05	8.63043203499528e-05	4.42814854034966e-05	4.84803435990144e-05	1.27993853665892e-05	2.32530939506343e-05	2.32530939506343e-05	2.53101858639392e-05	1.05787139580345e-05	0.00126944567496414	0.00126743799925998	0.00126170348717173	0.001261362482419	3.75016121968294e-06	2.48808646677498e-06	2.6990599283842e-06	2.38414240564688e-06	2.11414917467352e-06	0.00125852442050658	1.0012563668125	0.00125636681249783	0.00125636681249783
"Ornidia_obesa"	0.100509344999827	6.96939139241319e-05	5.71550365562794e-05	3.1859481704257e-05	2.34155015797151e-05	4.43714540677761e-05	8.63043203499528e-05	4.42814854034966e-05	4.84803435990144e-05	1.27993853665892e-05	2.32530939506343e-05	2.32530939506343e-05	2.53101858639392e-05	1.05787139580345e-05	0.00126944567496414	0.00126743799925998	0.00126170348717174	0.001261362482419	3.75016121968294e-06	2.48808646677498e-06	2.6990599283842e-06	2.38414240564688e-06	2.11414917467352e-06	0.00125852442050658	0.00125636681249783	1.0012563668125	0.00125636681249783
"Protaetia_aurichalcea"	0.100509344999827	6.96939139241319e-05	5.71550365562794e-05	3.1859481704257e-05	2.34155015797151e-05	4.43714540677761e-05	8.63043203499528e-05	4.42814854034966e-05	4.84803435990144e-05	1.27993853665892e-05	2.32530939506343e-05	2.32530939506343e-05	2.53101858639392e-05	1.05787139580345e-05	0.00126944567496414	0.00126743799925998	0.00126170348717174	0.001261362482419	3.75016121968294e-06	2.48808646677498e-06	2.6990599283842e-06	2.38414240564688e-06	2.11414917467352e-06	0.00125852442050658	0.00125636681249783	0.00125636681249783	1.0012563668125
