"Agrostis_stolonifera"	"Angelica_sylvestris"	"Anthoxanthum_odoratum"	"Arrhenatherum_elatius"	"Chamerion_angustifolium"	"Cirsium_arvense"	"Cirsium_palustre"	"Cytisus_scoparius"	"Dactylis_glomerata"	"Deschampsia_cespitosa"	"Epilobium_ciliatum"	"Epilobium_montanum"	"Glechoma_hederaceae"	"Holcus_lanatus"	"Holcus_mollis"	"Lathyrus_pratensis"	"Lotus_ulginosus"	"Poa_pratensis"	"Poa_trivialis"	"Pteridium_aquilinum"	"Ranunculus_repens"	"Rubus_sp."	"Rumex_crispus"	"Rumex_obtusifolius"	"Senecio_jacobaea"	"Urtica_dioica"	"Capitophorus_carduinis"	"Aphis_fabae"	"Uroleucon_cirsii"	"Microlophium_carnosum"	"Aphis_urticata"	"Cavariella_pastinacae"	"Myzus_persicae"	"Brachycaudus_sp._A"	"Acyrthosiphon_pisum"	"Macrosiphun_funestum"	"Amphorophora_rubi"	"Aphis_ruborum"	"Aphis_rumicis"	"Metopolophium_albidum"	"Sitobion_fragariae"	"Sitobion_avenae"	"Megoura_viciae"	"Aphis_epilobii"	"Aphis_grossulariae"	"Sitobion_ptericolens"	"Ovatus_glechomae"	"Aphis_jacobaea"	"Aphis_salicariae"	"Brachycaudus_sp._B"	"Aphis_sarothamni"
"Poa_pratensis"	0.00119197006438193	0	0.00119197006438193	0	0	0	0	0	0.00119197006438193	0.00119197006438193	0	0	0	0.00119197006438193	0.00119197006438193	0	0	1.00119197006438	0.00119197006438193	0	0	0.000565249585954678	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4131239648867e-05	1.4131239648867e-05	1.4131239648867e-05	0	0	0.0504909192654016	0.0504767880257528	0	0	0	0	0	0	0	0	0
"Poa_trivialis"	0.00119197006438193	0	0.00119197006438193	0	0	0	0	0	0.00119197006438193	0.00119197006438193	0	0	0	0.00119197006438193	0.00119197006438193	0	0	0.00119197006438193	1.00119197006438	0	0	0.000565249585954678	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4131239648867e-05	1.4131239648867e-05	1.4131239648867e-05	0	0	0.0504909192654016	0.0504767880257528	0	0	0	0	0	0	0	0	0
"Pteridium_aquilinum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0
"Ranunculus_repens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0050314943665	0	0	0	0.00506951573450946	0	0	0	0	0	0	0	0.100629887330013	0.000126737893362737	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126737893362737	0	0.000126737893362737	0
"Rubus_sp."	0.000282624792977339	0	0.000282624792977339	0	0	0	0	0	0.000282624792977339	0.000282624792977339	0	0	0	0.000282624792977339	0.000282624792977339	0	0	0.000282624792977339	0.000282624792977339	0	0	1.00784001175719	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251960002939298	0.0251960002939298	0.0251960002939298	0	0	0.0253090502111207	0.000113049917190936	0	0	0	0	0	0	0	0	0
"Rumex_crispus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0050505050505	0.00505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0
"Rumex_obtusifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505050505050505	1.0050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0
"Senecio_jacobaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126737893362737	0	0	0	1.00883363116738	0	0	0	0	0	0	0	0.0253475786725473	0.0252208407791846	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0252208407791846	0	0.0252208407791846	0
"Urtica_dioica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0.0505050505050505	0.0505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Capitophorus_carduinis"	0	0	0	0	0	0.000337262440768284	0.100672838569333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00335576128564	0.00337262440768284	0.00337262440768284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aphis_fabae"	0	0	0	0	0	0.0504207348948584	0.0505893661152426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168631220384142	1.00420734894858	0.00420734894858434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Uroleucon_cirsii"	0	0	0	0	0	0.0504207348948584	0.0505893661152426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168631220384142	0.00420734894858434	1.00420734894858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microlophium_carnosum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	1.0050505050505	0.00505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aphis_urticata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0.00505050505050505	1.0050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cavariella_pastinacae"	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myzus_persicae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0503149436650064	0	0	0	0.0506951573450946	0	0	0	0	0	0	0	1.00629887330013	0.00126737893362737	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126737893362737	0	0.00126737893362737	0
"Brachycaudus_sp._A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126737893362737	0	0	0	0.100883363116738	0	0	0	0	0	0	0	0.00253475786725473	1.00252208407792	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252208407791846	0	0.00252208407791846	0
"Acyrthosiphon_pisum"	0	0	0	0	0	0	0	0.050631629578998	0	0	0	0	0	0	0	0	0.050378471431103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00756942862206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025315814789499
"Macrosiphun_funestum"	2.82624792977339e-05	0	2.82624792977339e-05	0	0	0	0	0	2.82624792977339e-05	2.82624792977339e-05	0	0	0	2.82624792977339e-05	2.82624792977339e-05	0	0	2.82624792977339e-05	2.82624792977339e-05	0	0	0.100784001175719	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00251960002939	0.00251960002939298	0.00251960002939298	0	0	0.00253090502111207	1.13049917190936e-05	0	0	0	0	0	0	0	0	0
"Amphorophora_rubi"	2.82624792977339e-05	0	2.82624792977339e-05	0	0	0	0	0	2.82624792977339e-05	2.82624792977339e-05	0	0	0	2.82624792977339e-05	2.82624792977339e-05	0	0	2.82624792977339e-05	2.82624792977339e-05	0	0	0.100784001175719	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251960002939298	1.00251960002939	0.00251960002939298	0	0	0.00253090502111207	1.13049917190936e-05	0	0	0	0	0	0	0	0	0
"Aphis_ruborum"	2.82624792977339e-05	0	2.82624792977339e-05	0	0	0	0	0	2.82624792977339e-05	2.82624792977339e-05	0	0	0	2.82624792977339e-05	2.82624792977339e-05	0	0	2.82624792977339e-05	2.82624792977339e-05	0	0	0.100784001175719	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251960002939298	0.00251960002939298	1.00251960002939	0	0	0.00253090502111207	1.13049917190936e-05	0	0	0	0	0	0	0	0	0
"Aphis_rumicis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0.0505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0
"Metopolophium_albidum"	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0
"Sitobion_fragariae"	0.0112202042812004	0	0.0112202042812004	0	0	0	0	0	0.0112202042812004	0.0112202042812004	0	0	0	0.0112202042812004	0.0112202042812004	0	0	0.0112202042812004	0.0112202042812004	0	0	0.0112484667604981	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000281211669012452	0.000281211669012452	0.000281211669012452	0	0	1.00476929338149	0.00448808171248014	0	0	0	0	0	0	0	0	0
"Sitobion_avenae"	0.0126191970064382	0	0.0126191970064382	0	0	0	0	0	0.0126191970064382	0.0126191970064382	0	0	0	0.0126191970064382	0.0126191970064382	0	0	0.0126191970064382	0.0126191970064382	0	0	5.65249585954678e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4131239648867e-06	1.4131239648867e-06	1.4131239648867e-06	0	0	0.00504909192654016	1.00504767880258	0	0	0	0	0	0	0	0	0
"Megoura_viciae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0
"Aphis_epilobii"	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0.0505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0050505050505	0.00505050505050505	0	0	0	0	0	0
"Aphis_grossulariae"	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0.0505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505050505050505	1.0050505050505	0	0	0	0	0	0
"Sitobion_ptericolens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0
"Ovatus_glechomae"	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0
"Aphis_jacobaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126737893362737	0	0	0	0.100883363116738	0	0	0	0	0	0	0	0.00253475786725473	0.00252208407791846	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00252208407792	0	0.00252208407791846	0
"Aphis_salicariae"	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0
"Brachycaudus_sp._B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126737893362737	0	0	0	0.100883363116738	0	0	0	0	0	0	0	0.00253475786725473	0.00252208407791846	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252208407791846	0	1.00252208407792	0
"Aphis_sarothamni"	0	0	0	0	0	0	0	0.100756942862206	0	0	0	0	0	0	0	0	0.00025315814789499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050631629578998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00503784714311
