"C._nigrescens"	"H._guatemalensis"	"M._curema"	"D._peruvianus"	"C._trimaculatum"	"L._argentiventris"	"D._latifrons"	"P._sphenops"	"G._maculatus"	"E._picta"	"Cornutushaptor_nigrescens"	"Neotetraonchus_sp."	"Ligophorus_mugilinus"	"Aristocleidus_hastatus"	"Crassicutis_cichlasomae"	"Neoapocreadium_marina"	"Paracryptogonimus_sp."	"Pseudoacanthostomum_panamense"	"Pseudacaenodera_cristata"	"Saccocoelioides_sp."	"Saccocoelioides_sogandaresi"	"Ascocotye_(Phagicola)_longa"	"Centrocestus_formosanus"	"Cladocystis_trifolium"	"Clinostomum_complanatum"	"Diplostomum_(Austrodiplostomum)_compactum"	"Echinochasmus_leopoldinae"	"Haplorchis_sp."	"Metadena_sp."	"Posthodiplostomum_minimum"	"Tylodelphys_sp."	"Parvitaenia_cochlearii"	"Proteocephalus_chamelensis"	"Proteocephalus_sp."	"Contracaecum_sp."	"Hysterothylacium_perezi"	"Gnathostoma_sp."	"Pseudoleptorhynchoides_lamothei"	"Floridosentis_mugilis"	"Neoechinorhynchus_golvani"	"Southwellina_hispida"	"Argulus_sp."	"Ergasilus_sp."
"Cornutushaptor_nigrescens"	0.100336075411278	3.01592356621057e-05	5.16965906154949e-05	4.02877757472987e-05	8.54423962454045e-05	0.000142340613262989	7.8474602139666e-05	7.46757781450392e-05	8.54497116159763e-05	8.54988953887385e-05	1.0009121461401	3.35102618467841e-07	6.46207382693687e-07	4.47641952747763e-07	7.12019968711704e-07	4.47641952747763e-07	0.00091356954623516	0.000918611786701443	4.47641952747763e-07	7.8474602139666e-07	7.46757781450392e-07	0.000916853277950346	7.46757781450392e-07	7.12019968711704e-07	3.84784073208563e-06	0.0009173793987273	0.000915101050038007	4.47641952747763e-07	2.47058968123087e-06	1.4587777501621e-06	6.57683810682604e-07	2.1545107622124e-06	6.57683810682604e-07	0.000912146140102531	0.000918276684082976	3.35102618467841e-07	1.36976474081574e-06	3.35102618467841e-07	6.46207382693687e-07	0.000916436076966084	0.000915651330944688	5.81943921621999e-06	0.000918611786701444
"Neotetraonchus_sp."	3.68612880314625e-05	0.100441155491713	5.53420472318326e-05	3.67116662227381e-05	6.95057342099749e-05	8.8002002048282e-05	5.5444121259492e-05	5.07667025423247e-05	0.000106732160391876	6.95797964496606e-05	3.35102618467841e-07	1.0011160128388	6.91775590397908e-07	4.07907402474867e-07	5.79214451749791e-07	4.07907402474867e-07	1.21512263895066e-06	0.0011213936309918	4.07907402474867e-07	5.5444121259492e-07	5.07667025423248e-07	4.50077217449981e-06	5.07667025423247e-07	5.79214451749791e-07	0.00111926293392495	0.00112043128237673	2.27723087696883e-06	4.07907402474867e-07	0.00111778229348723	1.08688147717304e-06	5.35229203458927e-07	1.97910508598615e-06	5.35229203458927e-07	3.35102618467841e-07	5.38079219498263e-06	0.00111601283879681	1.42466387339123e-06	0.00111601283879681	6.91775590397908e-07	3.7734421766866e-06	3.21900096409168e-06	0.00112036675278293	0.0011213936309918
"Ligophorus_mugilinus"	7.10828120963055e-05	6.22598031358117e-05	0.100342510398622	5.52640305298779e-05	9.20901647310287e-05	5.53496280485443e-05	7.62725618503939e-05	7.1040290909777e-05	9.20783163490548e-05	9.21530038286392e-05	6.46207382693686e-07	6.91775590397908e-07	1.00125428137998	6.1404478366531e-07	7.67418039425239e-07	6.1404478366531e-07	1.19970366317913e-06	0.00126050363915017	6.1404478366531e-07	7.62725618503939e-07	7.1040290909777e-07	0.00125925836727929	7.1040290909777e-07	7.67418039425239e-07	0.00125797948779423	0.001259126868748	2.67283219078084e-06	6.1404478366531e-07	2.01259117379214e-06	1.47782094852301e-06	7.08869260220301e-07	2.23891418163303e-06	7.08869260220301e-07	6.46207382693687e-07	0.00125981186355977	6.91775590397908e-07	1.47618856312909e-06	6.91775590397908e-07	0.00125428137998277	4.2060358842374e-06	3.44331026573346e-06	5.5760517847047e-06	0.00126050363915017
"Aristocleidus_hastatus"	4.9240614802254e-05	3.67116662227381e-05	4.91235826932248e-05	0.100509611198074	6.32716698118419e-05	4.91966321513626e-05	6.31800792243979e-05	6.31929307228383e-05	6.32614014501788e-05	6.33112349477849e-05	4.47641952747763e-07	4.07907402474867e-07	6.1404478366531e-07	1.00111677345776	5.27263915098682e-07	0.00111677345775638	9.39608274261389e-07	0.00112154020007637	0.00111677345775638	6.31800792243979e-07	6.31929307228383e-07	0.00112064032635238	6.31929307228383e-07	5.27263915098682e-07	3.19520473849934e-06	4.13494152774514e-06	2.20333837373375e-06	0.00111677345775638	1.42705206940665e-06	1.15919322232707e-06	4.87009499598346e-07	1.64598863726048e-06	4.87009499598346e-07	4.47641952747763e-07	0.0011211322926739	4.07907402474867e-07	1.0141878450165e-06	4.07907402474867e-07	6.1404478366531e-07	3.11286082662055e-06	2.48106003437658e-06	0.00112047851333996	0.00112154020007637
"Crassicutis_cichlasomae"	7.83221965582875e-05	5.21293006574812e-05	6.13934431540192e-05	4.74537523588814e-05	0.100311566128933	7.82522598018994e-05	7.54713530201387e-05	9.98879732405365e-05	0.000102770151629584	0.000102854450746784	7.12019968711704e-07	5.79214451749791e-07	7.6741803942524e-07	5.27263915098682e-07	1.00083592971774	5.27263915098682e-07	1.4945425667307e-06	0.000842699355989636	5.27263915098682e-07	7.54713530201387e-07	9.98879732405365e-07	0.000841337618939869	9.98879732405365e-07	0.000835929717741111	0.000839678669775402	0.000841417378544337	3.24813582933745e-06	5.27263915098682e-07	2.21815498001532e-06	0.000836928597473517	7.91188082667567e-07	2.40231954311549e-06	7.91188082667567e-07	7.12019968711705e-07	0.000842120141537888	5.79214451749791e-07	1.6476060129141e-06	5.79214451749791e-07	7.6741803942524e-07	0.000839826579850958	0.000839071866320757	0.0008412199179815	0.000842699355989637
"Neoapocreadium_marina"	4.92406148022539e-05	3.67116662227381e-05	4.91235826932248e-05	0.100509611198074	6.32716698118419e-05	4.91966321513626e-05	6.31800792243979e-05	6.31929307228383e-05	6.32614014501788e-05	6.3311234947785e-05	4.47641952747763e-07	4.07907402474867e-07	6.14044783665311e-07	0.00111677345775638	5.27263915098682e-07	1.00111677345776	9.3960827426139e-07	0.00112154020007637	0.00111677345775638	6.31800792243979e-07	6.31929307228383e-07	0.00112064032635238	6.31929307228383e-07	5.27263915098682e-07	3.19520473849934e-06	4.13494152774514e-06	2.20333837373375e-06	0.00111677345775638	1.42705206940665e-06	1.15919322232706e-06	4.87009499598346e-07	1.64598863726048e-06	4.87009499598346e-07	4.47641952747763e-07	0.0011211322926739	4.07907402474867e-07	1.0141878450165e-06	4.07907402474867e-07	6.14044783665311e-07	3.11286082662055e-06	2.48106003437658e-06	0.00112047851333996	0.00112154020007637
"Paracryptogonimus_sp."	0.0502463250429338	5.46805187527798e-05	4.79881465271652e-05	4.22823723417625e-05	8.96725540038419e-05	0.0501723038161168	8.23598785724238e-05	7.83658930001847e-05	0.000106379312045642	8.97434758065749e-05	0.00045678477311758	6.07561319475331e-07	5.99851831589565e-07	4.69804137130695e-07	7.47271283365349e-07	4.69804137130695e-07	1.00095850781128	0.000964116386262363	4.69804137130695e-07	8.23598785724238e-07	7.83658930001847e-07	0.00046178578678172	7.83658930001847e-07	7.47271283365349e-07	4.35511191648284e-06	0.000962822983339509	0.000960115068994475	4.69804137130695e-07	0.000503217093747691	1.5309302133672e-06	6.90334429281345e-07	2.4004274820526e-06	6.90334429281346e-07	0.00045678477311758	0.000963508824942889	6.0756131947533e-07	1.57682869632836e-06	6.0756131947533e-07	5.99851831589565e-07	0.000961655510044166	0.000960831911258442	0.000506731761313195	0.000964116386262364
"Pseudoacanthostomum_panamense"	0.0101047296537159	0.0100925426789262	0.0100840291132013	0.0100938618006873	0.0101123922718756	0.0100962098582328	0.0100964969105364	0.0100980577461068	0.010113063142437	0.0101187178343815	9.18611786701444e-05	0.00011213936309918	0.000126050363915017	0.000112154020007637	8.42699355989637e-05	0.000112154020007637	0.000192823277252473	1.00099149432366	0.000112154020007637	0.000100964969105364	0.000100980577461068	0.000778392861978875	0.000100980577461068	8.42699355989637e-05	0.000585536448939204	0.000778375334547381	0.000394768823818905	0.000112154020007637	0.000297376987868483	0.000185250513060032	7.78362910337038e-05	0.000263076786326043	7.78362910337038e-05	9.18611786701444e-05	0.000879354960561203	0.00011213936309918	0.000162111817220679	0.00011213936309918	0.000126050363915017	0.00054016999917748	0.000439205030072116	0.000773582781075221	0.000991494323660382
"Pseudacaenodera_cristata"	4.92406148022539e-05	3.6711666222738e-05	4.91235826932248e-05	0.100509611198074	6.32716698118419e-05	4.91966321513626e-05	6.31800792243979e-05	6.31929307228383e-05	6.32614014501788e-05	6.3311234947785e-05	4.47641952747763e-07	4.07907402474867e-07	6.1404478366531e-07	0.00111677345775638	5.27263915098682e-07	0.00111677345775638	9.3960827426139e-07	0.00112154020007637	1.00111677345776	6.31800792243979e-07	6.31929307228383e-07	0.00112064032635238	6.31929307228383e-07	5.27263915098682e-07	3.19520473849934e-06	4.13494152774514e-06	2.20333837373375e-06	0.00111677345775638	1.42705206940665e-06	1.15919322232706e-06	4.87009499598346e-07	1.64598863726048e-06	4.87009499598346e-07	4.47641952747763e-07	0.0011211322926739	4.07907402474867e-07	1.0141878450165e-06	4.07907402474867e-07	6.1404478366531e-07	3.11286082662055e-06	2.48106003437657e-06	0.00112047851333996	0.00112154020007637
"Saccocoelioides_sp."	8.63220623536326e-05	4.98997091335428e-05	6.10180494803151e-05	5.68620713019581e-05	9.05656236241664e-05	8.62451550051816e-05	0.100249022101824	8.20577768782675e-05	0.000123999598940715	0.000124108861559011	7.8474602139666e-07	5.5444121259492e-07	7.62725618503939e-07	6.31800792243979e-07	7.54713530201387e-07	6.31800792243979e-07	1.64719757144848e-06	0.00100964969105364	6.31800792243979e-07	1.00100249022102	8.20577768782675e-07	0.001008232798291	8.20577768782676e-07	7.54713530201387e-07	0.00100655011492117	6.52766924315795e-06	0.00100495799635847	6.31800792243979e-07	2.45022275381936e-06	1.57529129898406e-06	9.54683550453933e-07	0.00100447823455987	9.54683550453934e-07	7.8474602139666e-07	0.00100909524984105	5.5444121259492e-07	1.98801354162656e-06	5.5444121259492e-07	7.62725618503939e-07	0.00100688014566152	4.38992464327642e-06	0.00100810221941374	0.00100964969105364
"Saccocoelioides_sogandaresi"	8.21433559595431e-05	4.56900322880923e-05	5.68322327278216e-05	5.68736376505544e-05	0.000119865567888644	8.20560078553302e-05	8.20577768782675e-05	0.100345284455402	6.96271863965209e-05	6.96707570546957e-05	7.46757781450392e-07	5.07667025423248e-07	7.1040290909777e-07	6.31929307228383e-07	9.98879732405365e-07	6.31929307228383e-07	1.56731786000369e-06	0.00100980577461068	6.31929307228383e-07	8.20577768782675e-07	1.00100345284455	0.00100847754750671	0.00100345284455402	9.98879732405365e-07	4.15368288943414e-06	0.00100835326753467	0.0010058407401828	6.31929307228383e-07	1.90845365728089e-06	0.00100445172428642	5.35928900420736e-07	1.93673322250775e-06	5.35928900420736e-07	7.46757781450392e-07	0.00100929810758526	5.07667025423248e-07	1.11615545372508e-06	5.07667025423247e-07	7.10402909097771e-07	4.50293081491681e-06	3.68235304613414e-06	0.00100834861392013	0.00100980577461068
"Ascocotye_(Phagicola)_longa"	0.0126067325718173	5.06336869631228e-05	0.0125925836727929	0.0126072036714643	0.012620064284098	8.39786951636756e-05	0.0126029099786375	0.0126059693438338	0.0126120737939379	0.0126279513113926	0.000114606659743793	5.62596521812476e-07	0.000157407295909911	0.000140080040794048	0.000105167202367484	0.000140080040794048	0.00011544644669543	0.000972991077473592	0.000140080040794048	0.000126029099786375	0.000126059693438338	1.000971588694	0.000126059693438338	0.000105167202367483	0.000591404896545776	0.00070688193689317	0.000367535239920143	0.000140080040794048	0.000106502998422932	0.000231226895805822	9.71380870107124e-05	0.00032826780174657	9.71380870107124e-05	0.000114606659743793	0.00097242848095178	5.62596521812476e-07	0.000202238701960195	5.62596521812476e-07	0.000157407295909911	0.000548881450809483	0.000422852351023109	0.000700977121819888	0.000972991077473592
"Centrocestus_formosanus"	8.21433559595431e-05	4.56900322880923e-05	5.68322327278216e-05	5.68736376505545e-05	0.000119865567888644	8.20560078553302e-05	8.20577768782676e-05	0.100345284455402	6.96271863965209e-05	6.96707570546957e-05	7.46757781450392e-07	5.07667025423247e-07	7.1040290909777e-07	6.31929307228382e-07	9.98879732405365e-07	6.31929307228383e-07	1.56731786000369e-06	0.00100980577461068	6.31929307228383e-07	8.20577768782675e-07	0.00100345284455402	0.00100847754750671	1.00100345284455	9.98879732405365e-07	4.15368288943414e-06	0.00100835326753467	0.0010058407401828	6.31929307228383e-07	1.90845365728089e-06	0.00100445172428642	5.35928900420736e-07	1.93673322250775e-06	5.35928900420736e-07	7.46757781450392e-07	0.00100929810758526	5.07667025423247e-07	1.11615545372508e-06	5.07667025423247e-07	7.1040290909777e-07	4.50293081491681e-06	3.68235304613414e-06	0.00100834861392013	0.00100980577461068
"Cladocystis_trifolium"	7.83221965582875e-05	5.21293006574812e-05	6.13934431540191e-05	4.74537523588814e-05	0.100311566128933	7.82522598018994e-05	7.54713530201387e-05	9.98879732405365e-05	0.000102770151629584	0.000102854450746784	7.12019968711704e-07	5.79214451749791e-07	7.6741803942524e-07	5.27263915098682e-07	0.000835929717741112	5.27263915098682e-07	1.4945425667307e-06	0.000842699355989637	5.27263915098682e-07	7.54713530201387e-07	9.98879732405365e-07	0.000841337618939869	9.98879732405365e-07	1.00083592971774	0.000839678669775402	0.000841417378544337	3.24813582933745e-06	5.27263915098682e-07	2.21815498001532e-06	0.000836928597473517	7.91188082667567e-07	2.40231954311549e-06	7.91188082667567e-07	7.12019968711705e-07	0.000842120141537887	5.79214451749791e-07	1.6476060129141e-06	5.79214451749791e-07	7.6741803942524e-07	0.000839826579850958	0.000839071866320757	0.0008412199179815	0.000842699355989637
"Clinostomum_complanatum"	7.05437467549032e-05	0.0167889440088742	0.0167730598372563	4.79280710774901e-05	0.016793573395508	8.10397183480009e-05	0.0167758352486862	6.92280481572356e-05	0.0167974973687387	0.0168124515666999	6.41306788680939e-07	0.000186543822320825	0.000209663247965704	5.32534123083224e-07	0.000139946444962567	5.32534123083224e-07	1.45170397216095e-06	0.00097589408156534	5.32534123083224e-07	0.000167758352486862	6.92280481572356e-07	0.000788539862061035	6.92280481572356e-07	0.000139946444962567	1.00097321756299	0.000807603194955395	0.000169902336940595	5.32534123083224e-07	0.000327333364243794	0.000140638725444139	0.000129326550513076	0.000437064047739427	0.000129326550513076	6.41306788680939e-07	0.000789350259244515	0.000186543822320825	0.000269305695252565	0.000186543822320825	0.000209663247965704	0.000578462196674155	0.000410703844187293	0.000765589526810954	0.00097589408156534
"Diplostomum_(Austrodiplostomum)_compactum"	0.0126139667325004	0.0126048519267382	0.01259126868748	4.65180921871328e-05	0.012621260678165	0.0126033320993965	8.15958655394744e-05	0.0126044158441834	0.0126179213029974	0.0126249697809135	0.000114672424840912	0.000140053910297091	0.0001573908585935	5.16867690968142e-07	0.000105177172318042	5.16867690968142e-07	0.000240705745834877	0.000972969168184225	5.16867690968142e-07	8.15958655394744e-07	0.000126044158441834	0.00070688193689317	0.000126044158441834	0.000105177172318042	0.000605702396216546	1.00097163634184	0.000367565862932106	5.16867690968142e-07	0.000371236575482701	0.000231221330759876	9.71151521608732e-05	0.000203080455007913	9.71151521608733e-05	0.000114672424840912	0.000832915257887135	0.000140053910297091	0.000202264496352518	0.000140053910297091	0.0001573908585935	0.000548963373160833	0.000548147414505438	0.000700905884749813	0.000972969168184226
"Echinochasmus_leopoldinae"	0.0251652788760452	5.12376947317986e-05	5.34566438156167e-05	4.95751134090094e-05	9.74440748801235e-05	0.0251282271987736	0.0251239499089618	0.02514601850457	0.00010159635235713	9.33166425567142e-05	0.000228775262509502	5.69307719242207e-07	6.68208047695209e-07	5.50834593433438e-07	8.12033957334363e-07	5.50834593433438e-07	0.000480057534497237	0.000986922059547263	5.50834593433438e-07	0.000251239499089618	0.0002514601850457	0.000735070479840286	0.0002514601850457	8.12033957334363e-07	0.000254853505410892	0.000735131725864212	1.00098275721863	5.50834593433438e-07	0.000252698215976621	0.000252272219003035	7.1782032735934e-07	0.000252803955686621	7.1782032735934e-07	0.000228775262509502	0.000986352751828022	5.69307719242207e-07	1.56445659700209e-06	5.69307719242207e-07	6.68208047695209e-07	0.000733673524141192	0.000482434025051574	0.000757478588990067	0.000986922059547263
"Haplorchis_sp."	4.92406148022539e-05	3.67116662227381e-05	4.91235826932248e-05	0.100509611198074	6.32716698118419e-05	4.91966321513626e-05	6.31800792243978e-05	6.31929307228383e-05	6.32614014501788e-05	6.3311234947785e-05	4.47641952747763e-07	4.07907402474867e-07	6.1404478366531e-07	0.00111677345775638	5.27263915098682e-07	0.00111677345775638	9.39608274261389e-07	0.00112154020007637	0.00111677345775638	6.31800792243978e-07	6.31929307228383e-07	0.00112064032635238	6.31929307228383e-07	5.27263915098682e-07	3.19520473849934e-06	4.13494152774513e-06	2.20333837373375e-06	1.00111677345776	1.42705206940665e-06	1.15919322232706e-06	4.87009499598346e-07	1.64598863726048e-06	4.87009499598346e-07	4.47641952747763e-07	0.0011211322926739	4.07907402474867e-07	1.0141878450165e-06	4.07907402474867e-07	6.1404478366531e-07	3.11286082662055e-06	2.48106003437657e-06	0.00112047851333996	0.00112154020007637
