"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"
"R11"	0.000509213016470081	0.00151586331781213	0	0.000509213016470081	0.000509213016470081	0.00151098900373194	0.000504338702389886	0	0.00151098900373194	0.000509213016470081	1.00151098900373	0.00151098900373194	0.0504338702389886	8.12385680032508e-05	8.12385680032508e-05	8.12385680032508e-05	0.0503325150671026	0	0	0	0	0	0	0
"R12"	0.000509213016470081	0.00151586331781213	0	0.000509213016470081	0.000509213016470081	0.00151098900373194	0.000504338702389886	0	0.00151098900373194	0.000509213016470081	0.00151098900373194	1.00151098900373	0.0504338702389886	8.12385680032508e-05	8.12385680032508e-05	8.12385680032508e-05	0.0503325150671026	0	0	0	0	0	0	0
"C1"	0.0101152461542225	0.010159657113259	0	0.0101152461542225	0.0101152461542225	0.0100867740477977	0.0100423630887612	0	0.0100867740477977	0.0101152461542225	0.0100867740477977	0.0100867740477977	1.00423630887612	0.00121471775768743	0.00121471775768743	0.00121471775768743	0.00222054795182472	0	0	0	0	0	0	0
"C2"	0.0201695247748189	0.0201777258468664	0	0.0201695247748189	0.0201695247748189	3.24954272013003e-05	2.42943551537485e-05	0	3.24954272013003e-05	0.0201695247748189	3.24954272013003e-05	3.24954272013003e-05	0.00242943551537485	1.00242050699442	0.00242050699441922	0.00242050699441922	0.000410053602377589	0	0	0	0	0	0	0
"C3"	0.0201695247748189	0.0201777258468665	0	0.0201695247748189	0.0201695247748189	3.24954272013003e-05	2.42943551537485e-05	0	3.24954272013003e-05	0.0201695247748189	3.24954272013003e-05	3.24954272013003e-05	0.00242943551537485	0.00242050699441922	1.00242050699442	0.00242050699441922	0.000410053602377589	0	0	0	0	0	0	0
"C4"	0.0201695247748189	0.0201777258468665	0	0.0201695247748189	0.0201695247748189	3.24954272013003e-05	2.42943551537485e-05	0	3.24954272013003e-05	0.0201695247748189	3.24954272013003e-05	3.24954272013003e-05	0.00242943551537485	0.00242050699441922	0.00242050699441922	1.00242050699442	0.000410053602377589	0	0	0	0	0	0	0
"C5"	6.90141751791499e-05	0.0201576092429837	0	6.90141751791499e-05	6.90141751791499e-05	0.0201330060268411	4.44109590364945e-05	0	0.0201330060268411	6.90141751791499e-05	0.0201330060268411	0.0201330060268411	0.00444109590364945	0.000410053602377589	0.000410053602377589	0.000410053602377589	1.00442975339023	0	0	0	0	0	0	0
"C6"	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0
"C7"	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	1.0016835016835	0.00168350168350168	0.00168350168350168	0.00168350168350168	0.00168350168350168	0.00168350168350168
"C8"	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0.00168350168350168	1.0016835016835	0.00168350168350168	0.00168350168350168	0.00168350168350168	0.00168350168350168
"C9"	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0.00168350168350168	0.00168350168350168	1.0016835016835	0.00168350168350168	0.00168350168350168	0.00168350168350168
"C10"	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0.00168350168350168	0.00168350168350168	0.00168350168350168	1.0016835016835	0.00168350168350168	0.00168350168350168
"C11"	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0.00168350168350168	0.00168350168350168	0.00168350168350168	0.00168350168350168	1.0016835016835	0.00168350168350168
"C12"	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0.00168350168350168	0.00168350168350168	0.00168350168350168	0.00168350168350168	0.00168350168350168	1.0016835016835
