"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"	"C27"
"C16"	0.100525039884431	2.24804822178424e-11	2.82795645889225e-14	2.24539742836045e-11	2.25637759571501e-11	5.34106497366812e-08	5.31653866701536e-08	6.35587680511571e-05	0.000147614772723348	0	5.35224076190816e-08	8.94089108325776e-11	4.39917611149827e-14	0.000273727284720087	2.24242810122977e-11	0	2.23275313533017e-11	2.82047199464376e-13	5.62012055446059e-13	2.82047199464376e-13	1.33526624341703e-09	5.62763335319557e-13	1.59153528865369e-12	5.61349357090111e-13	2.82047199464376e-13	8.43396556554488e-13	1.41397822944612e-15	0.00252225023993478	2.82047199464376e-13	2.82047199464376e-13	2.11862560170524e-06	0.00253174960417266	1.00251312599711	0	1.33806019047704e-09	2.68226732497733e-09	2.12661546680615e-06	1.33806019047704e-09	1.46639203716609e-15	0.00252963097857095	1.46639203716609e-15	1.31095448122648e-12	0	1.3396518811981e-09
"C17"	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0
"C18"	5.35224076190816e-08	6.22600123351867e-08	7.8320652692343e-11	6.21865982377204e-08	6.24906955201155e-08	0.0001479215471987	6.32100865398147e-05	6.34747089767877e-05	5.32327175878433e-08	0	0.100650743625043	8.42798203781287e-05	1.21835802414041e-10	5.33886016000339e-08	6.21043623043488e-08	0	6.18364127602e-08	7.81133694001443e-10	1.55650030837967e-09	7.81133694001443e-10	3.69803867996751e-06	1.55858098857763e-09	4.40777941252607e-09	1.55466495594301e-09	7.81133694001443e-10	2.33579864994445e-09	3.91603263461715e-12	3.1176802438115e-09	7.81133694001443e-10	7.81133694001443e-10	2.11582363255959e-06	2.12160294868279e-06	1.33806019047704e-09	0	1.00251626859063	0.00252839461134386	0.00252840346159259	0.00251626859062608	4.06119341380137e-12	5.77931612320367e-09	4.06119341380137e-12	3.63070691193843e-09	0	3.710184765612e-06
"C19"	3.5763564333031e-08	1.41596844209078e-05	1.78123274340623e-08	1.41429879826454e-05	1.42121482894052e-05	0.0336415356956536	4.22368517603303e-05	4.24136719365825e-05	3.55699940410785e-08	0	0.0337119281512515	0.0335011316587349	2.77089009244528e-08	3.56741554221985e-08	1.41242852098555e-05	0	1.40633459192327e-05	1.77651853617565e-07	3.53992110522695e-07	1.77651853617565e-07	0.000841038392391339	3.54465315937839e-07	1.00245347113545e-06	3.53574699566136e-07	1.77651853617565e-07	5.31226553183701e-07	8.90616371703113e-10	2.08322762239906e-09	1.77651853617565e-07	1.77651853617565e-07	1.41378906455275e-06	1.4176507918772e-06	8.94089108325776e-10	0	0.000842798203781286	1.00503394976205	0.00168947407041321	0.000842798203781286	9.23630030815095e-10	3.86172732445298e-09	9.23630030815095e-10	8.25725247548695e-07	0	0.000843800755153964
"C20"	2.12661546680614e-05	1.06198004884965e-05	1.33592923374903e-08	1.06072781159673e-05	1.06591485276007e-05	0.0252312400894292	0.0251153775910859	0.0252205205008249	2.11510516059206e-05	0	0.0252840346159259	4.22368517603303e-05	2.07817484363356e-08	2.12129892813913e-05	1.05932509872753e-05	0	1.05475463593268e-05	1.33239356595009e-07	2.65495012212413e-07	1.33239356595009e-07	0.000630781002235729	2.65849917516056e-07	7.5184273504993e-07	2.65181952899182e-07	1.33239356595009e-07	3.98421309494191e-07	6.67964616874514e-10	1.23875350941458e-06	1.33239356595009e-07	1.33239356595009e-07	0.000840684016694164	0.000842980322783875	5.31653866701536e-07	0	0.000632100865398147	0.00126710555280991	1.00461510364344	0.000632100865398147	6.92724947877852e-10	2.29630608971061e-06	6.92724947877852e-10	6.19296103402799e-07	0	0.000632852781559611
"C21"	5.35224076190816e-08	6.22600123351868e-08	7.8320652692343e-11	6.21865982377204e-08	6.24906955201155e-08	0.0001479215471987	6.32100865398147e-05	6.34747089767877e-05	5.32327175878433e-08	0	0.100650743625043	8.42798203781287e-05	1.21835802414041e-10	5.33886016000339e-08	6.21043623043488e-08	0	6.18364127602e-08	7.81133694001443e-10	1.55650030837967e-09	7.81133694001443e-10	3.69803867996751e-06	1.55858098857763e-09	4.40777941252607e-09	1.55466495594301e-09	7.81133694001443e-10	2.33579864994445e-09	3.91603263461715e-12	3.1176802438115e-09	7.81133694001443e-10	7.81133694001443e-10	2.11582363255959e-06	2.12160294868279e-06	1.33806019047704e-09	0	0.00251626859062608	0.00252839461134386	0.00252840346159259	1.00251626859063	4.06119341380137e-12	5.77931612320367e-09	4.06119341380137e-12	3.63070691193843e-09	0	3.710184765612e-06
"C22"	5.86556814866435e-14	0.000112812452062543	1.3932866293737e-10	1.10626958372272e-07	3.31465708098815e-07	1.10303703948933e-07	6.92724947877852e-11	6.95624968648176e-11	5.8338207610597e-14	0	1.62447736552055e-10	9.23630030815095e-11	0.100784095341277	5.85090422829269e-14	0.000112530420932386	0	1.09866309191192e-07	4.14332135123519e-09	2.82031130156357e-06	4.14332135123519e-09	2.75759259872333e-09	2.77264039245367e-09	6.57546865399435e-06	2.7656739593068e-09	4.14332135123519e-09	6.90899531054199e-09	6.96643314686852e-12	3.41669344659699e-15	4.14332135123519e-09	4.14332135123519e-09	2.31874989549392e-12	2.32508349932105e-12	1.46639203716609e-15	0	4.06119341380137e-12	2.77089009244528e-09	2.77089979151141e-09	4.06119341380137e-12	1.00335946984471	6.33360382712684e-15	0.00335946984470922	0.00336604117004186	0	6.5919785514715e-06
"C23"	0.0337284130476127	3.23657122610831e-11	4.07147961277864e-14	3.23275481254624e-11	3.24856323399079e-11	7.68966476921433e-08	7.65435363236869e-08	9.15071473324521e-05	0.0335458580119925	0	7.70575483093823e-08	1.28724244148433e-10	6.33360382712684e-14	0.0336440920149936	3.22847979804303e-11	0	3.21455050776323e-11	4.06070404248849e-13	8.09142806527076e-13	4.06070404248849e-13	1.92241619230358e-09	8.10224442942949e-13	2.29137314345694e-12	8.0818870313656e-13	4.06070404248849e-13	1.21425910738541e-12	2.03573980638932e-15	0.00196468006002344	4.06070404248849e-13	4.06070404248849e-13	3.05023824441507e-06	0.00364502319886747	0.000843210326190316	0	1.92643870773456e-09	3.86172732445298e-09	3.06174145294748e-06	1.92643870773456e-09	2.11120127570895e-15	1.00364197296062	2.11120127570895e-15	1.8874139404838e-12	0	1.92873030465794e-09
"C24"	5.86556814866435e-14	0.000112812452062543	1.3932866293737e-10	1.10626958372272e-07	3.31465708098815e-07	1.10303703948933e-07	6.92724947877852e-11	6.95624968648176e-11	5.8338207610597e-14	0	1.62447736552055e-10	9.23630030815095e-11	0.100784095341277	5.85090422829269e-14	0.000112530420932386	0	1.09866309191192e-07	4.14332135123519e-09	2.82031130156357e-06	4.14332135123519e-09	2.75759259872333e-09	2.77264039245367e-09	6.57546865399435e-06	2.7656739593068e-09	4.14332135123519e-09	6.90899531054199e-09	6.96643314686852e-12	3.41669344659699e-15	4.14332135123519e-09	4.14332135123519e-09	2.31874989549392e-12	2.32508349932105e-12	1.46639203716609e-15	0	4.06119341380137e-12	2.77089009244529e-09	2.77089979151141e-09	4.06119341380137e-12	0.00335946984470922	6.33360382712684e-15	1.00335946984471	0.00336604117004186	0	6.5919785514715e-06
"C25"	1.74793930830198e-11	0.0336181107146377	4.15199415553364e-08	3.29668335949371e-05	9.87767810134468e-05	3.28705037767821e-05	2.064320344676e-08	2.07296240657156e-08	1.73847858679579e-11	0	4.84094254925124e-08	2.75241749182898e-08	0.0336604117004186	1.74356946003122e-11	0.0335340654378512	0	3.27401601389751e-05	1.23470976266809e-06	0.000840452767865944	1.23470976266809e-06	8.21762594419553e-07	8.26246836951194e-07	0.00195948965889032	8.24170839873427e-07	1.23470976266809e-06	2.05888060254151e-06	2.07599707776682e-09	1.0181746470859e-12	1.23470976266809e-06	1.23470976266809e-06	6.90987468857188e-10	6.92874882797672e-10	4.36984827075494e-13	0	1.21023563731281e-09	8.25725247548695e-07	8.25728137870399e-07	1.21023563731281e-09	0.00112201372334729	1.8874139404838e-12	0.00112201372334729	1.00308026867247	0	0.00196440960833851
"C26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0
"C27"	8.93101254132069e-09	0.0168430238811561	2.11878631919148e-05	0.0168231633743804	0.0169054299464138	0.0167950271542983	1.05475463593268e-05	1.05917025624659e-05	8.88267343594079e-09	0	2.473456510408e-05	1.40633459192327e-05	3.29598927573575e-05	8.90868500996739e-09	0.0168009163214532	0	0.016728428694134	0.000211317874330172	0.000421075597028902	0.000211317874330172	0.000419875678857457	0.000421638477519105	0.00119242401540751	0.000420579084359509	0.000211317874330172	0.000631896958689681	1.05939315959574e-06	5.20231480531931e-10	0.000211317874330172	0.000211317874330172	3.53056752082197e-07	3.54021117234526e-07	2.23275313533017e-10	0	6.18364127601999e-07	0.000421900377576982	0.000421901854373074	6.18364127601999e-07	1.09866309191192e-06	9.6436515232897e-10	1.09866309191192e-06	0.000982204804169254	0	1.00370572164804
