"Gastonia_crassa"	"Craterispermum_microdon"	"Roscheria_melanochaetes"	"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Erythroxylum_sechellarum"	"Glionnetia_sericea"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Aphloia_theiformis"	"Paragenipa_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp2_M_PL_103"	"Phelsuma_sp1_M_PL_103"	"Agrius_convolvuli"	"Forcipomyia_sp1_M_PL_103"	"Lygistorrhina_sp1_M_PL_103"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Pachycerina_seychellensis"	"Physiphoa_azurea"	"Unidentified_sp1_M_PL_103"	"Unidentified_sp3_M_PL_103"
"Paragenipa_wrightii"	0.00202595525930435	0.00201748751515686	1.7036287077904e-06	0.00201748751515686	6.43054877291043e-06	4.72617635155787e-06	0	0.0020127613388053	0	1.69677994916612e-06	1.00201276133881	0.000236308817577893	0.100638066940265	3.40874484270513e-05	3.40725741558081e-08	3.37999935625616e-05	0	3.40725741558081e-08	3.40725741558081e-08	3.39355989833224e-05	0	0	3.37659209884058e-05	3.40725741558081e-08	0
"Apis_mellifera"	0.0202898041094693	0.0201547242125133	1.70617256218208e-05	0.0201547242125133	0.0201748076381844	0.0201074624489977	0	4.72617635155787e-05	0	1.69931357700748e-05	4.72617635155787e-05	1.00537312244988	0.00236308817577893	0.00134690378373371	3.41234512436417e-07	0.000338504636336925	0	3.41234512436417e-07	3.41234512436417e-07	0.000339862715401496	0	0	0.000338163401824489	3.41234512436417e-07	0
"Lasioglossum_mahense"	0.0202595525930435	0.0201748751515686	1.7036287077904e-05	0.0201748751515686	6.43054877291043e-05	4.72617635155787e-05	0	0.020127613388053	0	1.69677994916612e-05	0.020127613388053	0.00236308817577893	1.00638066940265	0.000340874484270513	3.40725741558081e-07	0.000337999935625616	0	3.40725741558081e-07	3.40725741558081e-07	0.000339355989833224	0	0	0.000337659209884058	3.40725741558081e-07	0
"Nectarinia_dussumieri"	0.0504203144696134	8.43889134002111e-05	4.23985153629444e-05	8.43889134002111e-05	0.0502349494916405	6.73451891866854e-05	0	1.70437242135257e-05	0	4.2228069070028e-05	1.70437242135257e-05	0.00336725945933427	0.000852186210676283	1.00335208604908	8.47970307258887e-07	0.000841186544800816	0	8.47970307258887e-07	8.47970307258887e-07	0.00084456138140056	0	0	0.000840338574493557	8.47970307258887e-07	0
"Unidentified_sp2_M_PL_103"	0.000101399675425158	6.81960253994498e-08	0.100908258829192	6.81960253994498e-08	1.1892048196953e-07	3.41234512436417e-08	0	3.40725741558081e-08	0	8.49243512773516e-08	3.40725741558081e-08	1.70617256218208e-06	1.7036287077904e-06	1.69594061451777e-06	1.00201816517658	0.00201985517117427	0	0.00201816517658385	0.00201816517658385	1.69848702554703e-06	0	0	1.6899945904193e-06	0.00201816517658385	0
"Phelsuma_sp1_M_PL_103"	0.0502942390108783	3.38252285981271e-05	0.0504963792793566	3.38252285981271e-05	5.89845590568871e-05	1.69252318168463e-05	0	1.68999967812808e-05	0	4.21224782335664e-05	1.68999967812808e-05	0.000846261590842313	0.00084499983906404	0.000841186544800816	0.00100992758558713	1.00184816490244	0	0.00100992758558713	0.00100992758558713	0.000842449564671328	0	0	0.000838237316847971	0.00100992758558713	0
"Agrius_convolvuli"	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0
"Forcipomyia_sp1_M_PL_103"	0.000101399675425158	6.81960253994498e-08	0.100908258829192	6.81960253994498e-08	1.1892048196953e-07	3.41234512436417e-08	0	3.40725741558081e-08	0	8.49243512773516e-08	3.40725741558081e-08	1.70617256218208e-06	1.7036287077904e-06	1.69594061451777e-06	0.00201816517658385	0.00201985517117426	0	1.00201816517658	0.00201816517658385	1.69848702554703e-06	0	0	1.6899945904193e-06	0.00201816517658385	0
"Lygistorrhina_sp1_M_PL_103"	0.000101399675425158	6.81960253994498e-08	0.100908258829192	6.81960253994498e-08	1.1892048196953e-07	3.41234512436417e-08	0	3.40725741558081e-08	0	8.49243512773516e-08	3.40725741558081e-08	1.70617256218208e-06	1.7036287077904e-06	1.69594061451777e-06	0.00201816517658385	0.00201985517117426	0	0.00201816517658384	1.00201816517658	1.69848702554703e-06	0	0	1.6899945904193e-06	0.00201816517658385	0
"Hemipyrellia_germana"	0.0504960192695133	3.3960935261736e-05	4.24621756386758e-05	3.3960935261736e-05	5.92212048401028e-05	1.69931357700748e-05	0	1.69677994916612e-05	0	0.0502935477548321	1.69677994916612e-05	0.000849656788503741	0.00084838997458306	0.00084456138140056	8.49243512773516e-07	0.000842449564671328	0	8.49243512773516e-07	8.49243512773516e-07	1.00587095509664	0	0	0.000841600321158555	8.49243512773516e-07	0
"Ornidia_obesa"	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	1.003367003367	0.00336700336700337	0	0	0.00336700336700337
"Pachycerina_seychellensis"	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0.00336700336700337	1.003367003367	0	0	0.00336700336700337
"Physiphoa_azurea"	0.100487078346331	6.75822611708547e-05	8.44997295209649e-05	6.75822611708547e-05	0.000117850197631805	3.38163401824489e-05	0	3.37659209884058e-05	0	8.41600321158555e-05	3.37659209884058e-05	0.00169081700912244	0.00168829604942029	0.00168067714898711	1.6899945904193e-06	0.00167647463369594	0	1.6899945904193e-06	1.6899945904193e-06	0.00168320064231711	0	0	1.00167478463911	1.6899945904193e-06	0
"Unidentified_sp1_M_PL_103"	0.000101399675425158	6.81960253994497e-08	0.100908258829192	6.81960253994497e-08	1.1892048196953e-07	3.41234512436417e-08	0	3.40725741558081e-08	0	8.49243512773516e-08	3.40725741558081e-08	1.70617256218208e-06	1.7036287077904e-06	1.69594061451777e-06	0.00201816517658385	0.00201985517117426	0	0.00201816517658385	0.00201816517658385	1.69848702554703e-06	0	0	1.6899945904193e-06	1.00201816517658	0
"Unidentified_sp3_M_PL_103"	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0.00336700336700337	0.00336700336700337	0	0	1.003367003367
