"Lathyrus_latifolius"	"Lathyrus_pratensis"	"Lathyrus_tuberosus"	"Lathyrus_niger"	"Lathyrus_pannonicus"	"Lathyrus_sylvestris"	"Lathyrus_vernus"	"Vicia_cassubica"	"Vicia_pisiformis"	"Vicia_sepium"	"Vicia_sparsifolia"	"Vicia_tenuifolia"	"Vicia_villosa"	"Vicia_cracca"	"Lathyrus_nissolia"	"Vicia_angustifolia"	"Vicia_grandiflora"	"Pisum_sativum"	"Vicia_pannonica_spp._pannonica"	"Vicia_pannonica_spp._striata"	"Lathyrus_hirsutus"	"Lathyrus_odoratus"	"Trifolium_pratense"	"Trifolium_striatum"	"Glycyrrhiza_echinata"	"Galega_officinalis"	"Cytisus_scoparius"	"Astragalus_glycyphyllos"	"Trifolium_fragiferum"	"Coronilla_coronata"	"Anthyllis_vulneraria_ssp._polyphylla"	"Onobrychis_arenaria"	"Coronilla_varia"	"Tetragonolobus_maritimus"	"Trifolium_rubens"	"Astragalus_asper"	"Astragalus_onobrychis"	"Astragalus_varius"	"Astragalus_vesicarius"	"Oxytropis_pilosa"	"Trifolium_alpestre"	"Trifolium_diffusum"	"Trifolium_medium"	"Chamaecytisus_hirsutus"	"Chamaecytisus_supinus"	"Cytisus_sessilifolius"	"Genista_pilosa"	"Genista_tinctoria"	"Laburnum_anagyroides"	"Petteria_ramentacea"	"Spartium_junceum"	"Brucchus_affinis"	"Brucchus_atomarius"	"Brucchus_brachialis"	"Brucchus_libanensis"	"Brucchus_loti"	"Brucchus_luteicornis"	"Brucchus_pisorum"	"Brucchus_rufimanus"	"Brucchus_occidentalis"	"Brucchus_tristiculus"	"Brucchus_venustus"	"Brucchus_viciae"	"Bruchidius_dispar"	"Bruchidius_glycyrhizae"	"Bruchidius_imbricornis"	"Bruchidius_lividimanus"	"Bruchidius_marginalis"	"Bruchidius_martinezi"	"Bruchidius_pauper"	"Bruchidius_picipis"	"Bruchidius_poupillieri"	"Bruchidius_pusillus"	"Bruchidius_seminarius"	"Bruchidius_sericatus"	"Bruchidius_varipes"	"Bruchidius_varius"	"Bruchidius_villosus"
"Vicia_sparsifolia"	0.0011226473396971	6.58276168226388e-06	2.81915186363706e-06	0.00112358077125061	0.00112358077125061	0.0011226473396971	0.00111982818783346	0.00111982818783346	0.00111982818783346	0.00111982818783346	1.00111982818783	0	0	0	1.10264014778289e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000112766074545482	0.100784536905011	0	0	2.20528029556579e-07	0	0	0	0	0	0	0.00011257750251447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_tenuifolia"	0	0	0	0	0	0	0	0	0	0	0	1.00505050505051	0.00126262626262626	0.00378787878787879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0252525252525253	0.0252525252525253	0	0	0	0	0.0252525252525253	0	0.0252525252525253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_villosa"	0	0	0	0	0	0	0	0	0	0	0	0.00505050505050505	1.00503147048373	1.90345667732602e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100629409674636	0.000126897111821735	0	0	0	0	0.000126897111821735	0	0.000126897111821735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_cracca"	0	0	0	0	0	0	0	0	0	0	0	0.00505050505050505	6.34485559108675e-06	1.00504416019491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126897111821735	0.0336277346327598	0	0	0	0	0.0336277346327598	0	0.0336277346327598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lathyrus_nissolia"	4.23502407635684e-06	0.00504342014460111	4.22399767487902e-06	5.63360524630006e-06	5.63360524630006e-06	4.23502407635684e-06	1.10264014778289e-08	1.10264014778289e-08	1.10264014778289e-08	1.10264014778289e-08	1.10264014778289e-08	0	0	0	1.00503357356808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168959906995161	9.92376133004605e-07	0	0	0.100671471361628	0	0	0	0	0	0	0.000168677365344667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_angustifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0050505050505	0.00505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_grandiflora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505050505050505	1.0050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pisum_sativum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_pannonica_spp._pannonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0050505050505	0.00505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_pannonica_spp._striata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505050505050505	1.0050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lathyrus_hirsutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0050505050505	0.00505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lathyrus_odoratus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505050505050505	1.0050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Trifolium_pratense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0035257388313	0.00252777264189244	0	0	0	0	0	0	0	0	0	0	0.0010156834699668	0	0	0	0	0	0.00101060505261697	0.00101060505261697	0.00101060505261697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0503026755736596	0	0	0	0	0	0	0.000126388632094622	0	0	0	5.07841734983401e-05	0	0.0505302526308484	0
"Trifolium_striatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252777264189244	1.00756304224847	0	0	0	0	0	0	0	0	0	0	2.55839664979044e-06	0	0	0	0	0	2.54560466654148e-06	2.54560466654148e-06	2.54560466654148e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050504540744518	0	0	0	0	0	0	0.0503781521124234	0	0	0	1.27919832489522e-07	0	0.000127280233327074	0
"Glycyrrhiza_echinata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0
"Galega_officinalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0
"Cytisus_scoparius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00559163059163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000563672438672439	0.000563672438672439	0.000563672438672439	0.000563672438672439	0.000563672438672439	0.000563672438672439	0.000563672438672439	0.000563672438672439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0502795815295815	0	0	0	0	0	0	0	0	0	0	0.0507305194805195
"Astragalus_glycyphyllos"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0
"Trifolium_fragiferum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0
"Coronilla_coronata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0
"Anthyllis_vulneraria_ssp._polyphylla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0050505050505	0.00505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0
"Onobrychis_arenaria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505050505050505	1.0050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0
"Coronilla_varia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0
"Tetragonolobus_maritimus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0
"Trifolium_rubens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010156834699668	2.55839664979044e-06	0	0	0	0	0	0	0	0	0	0	1.00604335463849	0	0	0	0	0	0.00101313786530026	0.00101313786530026	0.00101313786530026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09120933308297e-05	0	0	0	0	0	0	1.27919832489522e-07	0	0	0	0.0503021677319246	0	0.0506568932650131	0
"Astragalus_asper"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0020202020202	0.00202020202020202	0.00202020202020202	0.00202020202020202	0.00202020202020202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0
"Astragalus_onobrychis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202020202020202	1.0020202020202	0.00202020202020202	0.00202020202020202	0.00202020202020202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0
"Astragalus_varius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202020202020202	0.00202020202020202	1.0020202020202	0.00202020202020202	0.00202020202020202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0
"Astragalus_vesicarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202020202020202	0.00202020202020202	0.00202020202020202	1.0020202020202	0.00202020202020202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0
"Oxytropis_pilosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202020202020202	0.00202020202020202	0.00202020202020202	0.00202020202020202	1.0020202020202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0
"Trifolium_alpestre"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202121010523394	5.09120933308297e-06	0	0	0	0	0	0	0	0	0	0	0.00202627573060052	0	0	0	0	0	1.00201614435195	0.00201614435194752	0.00201614435194752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101315065728351	0	0	0	0	0	0	2.54560466654148e-07	0	0	0	0.000101313786530026	0	0.100807217597376	0
"Trifolium_diffusum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202121010523394	5.09120933308297e-06	0	0	0	0	0	0	0	0	0	0	0.00202627573060052	0	0	0	0	0	0.00201614435194752	1.00201614435195	0.00201614435194752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101315065728351	0	0	0	0	0	0	2.54560466654148e-07	0	0	0	0.000101313786530026	0	0.100807217597376	0
"Trifolium_medium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202121010523394	5.09120933308297e-06	0	0	0	0	0	0	0	0	0	0	0.00202627573060052	0	0	0	0	0	0.00201614435194752	0.00201614435194752	1.00201614435195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101315065728351	0	0	0	0	0	0	2.54560466654148e-07	0	0	0	0.000101313786530026	0	0.100807217597376	0
"Chamaecytisus_hirsutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112734487734488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00112170815296	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63672438672438e-05	0	0	0	0	0	0	0	0	0	0	0.100953733766234
"Chamaecytisus_supinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112734487734488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112170815295815	1.00112170815296	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63672438672438e-05	0	0	0	0	0	0	0	0	0	0	0.100953733766234
"Cytisus_sessilifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112734487734488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112170815295815	0.00112170815295815	1.00112170815296	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63672438672438e-05	0	0	0	0	0	0	0	0	0	0	0.100953733766234
"Genista_pilosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112734487734488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112170815295815	0.00112170815295815	0.00112170815295815	1.00112170815296	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63672438672438e-05	0	0	0	0	0	0	0	0	0	0	0.100953733766234
"Genista_tinctoria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112734487734488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	1.00112170815296	0.00112170815295815	0.00112170815295815	0.00112170815295815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63672438672438e-05	0	0	0	0	0	0	0	0	0	0	0.100953733766234
"Laburnum_anagyroides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112734487734488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	1.00112170815296	0.00112170815295815	0.00112170815295815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63672438672438e-05	0	0	0	0	0	0	0	0	0	0	0.100953733766234
"Petteria_ramentacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112734487734488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	1.00112170815296	0.00112170815295815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63672438672438e-05	0	0	0	0	0	0	0	0	0	0	0.100953733766234
"Spartium_junceum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112734487734488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	0.00112170815295815	1.00112170815296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63672438672438e-05	0	0	0	0	0	0	0	0	0	0	0.100953733766234
