"Ilex_anomala"	"Cheirodendron_platyphyllum"	"Cheirodendron_trigynum"	"Dubautia_paleata"	"Dubautia_raillardioides"	"Clermontia_faurieri"	"Dryopteris"	"Elaphoglossum"	"Elaeocarpus_bifidus"	"Styphelia_tameiameiae"	"Vaccinium_calycinum"	"Vaccinium_dentatum"	"Dicranopteris_linearis"	"Scaevola_glabra"	"Broussaisia_arguta"	"Myrsine_wawraea"	"Metrosideros_polymorpha"	"Peperomia_hesperomannii"	"Coprosma_kauensis"	"Hedyotis_terminalis"	"Psychotria"	"Coprosoma_elliptica"	"Melicope_clusiifolia"	"Wilkstroemia_oahuensis"	"Hedychium_gardinerianum"	"Rubus_argutus"	"Croesia_zimmermani"	"Schreckensteinia_festaliella"	"Scotorythra_apicalis"	"Spheterista_pleonectes"	"Udea_ommatias"	"Leaf_miner_sp._3"	"Thyrocopa_complex"	"Amakua_omaomao"	"Carposina_sp._3"	"Haliophyle_euclidias"	"Scotorythra_hecataea"	"Eupithecia_orichloris"	"Udea_pyranthes"	"Eupithecia_rhodopyra"	"Udea_constricta"	"Carposina_graminis"	"Eccoptocera_sp._1"	"Eupithecia_monticolans"	"Scotorythra_complex"	"Unkn_code"	"Leaf_miner_sp._4"	"Fletcherana_leucoxyla"	"Hyles_calida"	"Paralopostega_sp._1"	"Agrotis_hephaestaea"
"Vaccinium_calycinum"	0	0	0.000149331036207449	0.00014951797150142	0.000150268337401458	0.000149956048138505	3.75204889548904e-07	0.000149331546040464	0.000148956341150915	0.000150307494795924	1.0064409789056	0.000148956341150915	5.27743518315985e-07	0.000149704865478306	0.000148956341150915	8.50128662356427e-07	0.00141315703231646	0.000149806469813271	1.51165572050677e-07	0	8.50128662356427e-07	0.000150409744190424	0.000149704865478306	0	0.000148956341150915	0.000149956048138505	4.99853493795017e-06	4.99853493795017e-06	0	0	1.12326070101075e-05	3.75670843503645e-06	1.12408516960194e-05	4.99853493795017e-06	4.99853493795017e-06	7.50409779097809e-06	5.01024982653082e-06	0.02516102447264	0.02516102447264	1.75914506105328e-08	7.48524327391532e-06	3.53289258079115e-05	0.0251963533984479	5.10077197413857e-05	0.0253225779956555	3.02578633441901e-06	0	3.02331144101355e-06	3.00819488380848e-06	7.48524327391532e-06	0
"Vaccinium_dentatum"	0	0	0.000592844480981908	0.000593586616796598	0.00059656556840542	0.000595325781839697	1.48956408890201e-06	0.000592846507383001	0.000591356943294099	0.000594613951085636	0.00059582536460366	1.00059135694329	2.09302125088364e-06	0.000594328586225225	0.000591356943294099	1.27496128791727e-06	0.000595610224630134	0.000592631904582017	5.98008499317133e-07	0	1.27496128791727e-06	0.000595018456820547	0.000594328586225225	0	0.000591356943294099	0.000595325781839697	1.98441927279899e-05	1.98441927279899e-05	0	0	4.45934700499654e-05	1.49141392101355e-05	4.46261306342604e-05	1.98441927279899e-05	1.98441927279899e-05	2.97912817780403e-05	1.98204650361878e-05	1.48956341150915e-05	1.48956341150915e-05	6.97673750294548e-08	2.97164293112613e-05	1.48902556157534e-05	2.97858897308449e-05	7.64976772750364e-05	0.100530680359997	1.19701365114404e-05	0	1.19601699863427e-05	1.19003691364109e-05	2.97164293112613e-05	0
"Dicranopteris_linearis"	0	0	0.00112145283478731	2.11004813022819e-06	0.00112567940768646	7.02356124457599e-07	1.75736461031372e-09	6.99431114904862e-07	6.97673750294548e-07	1.26771609266156e-06	7.03658024421313e-07	6.97673750294548e-07	1.00615320612537	7.01179648537234e-07	6.97673750294548e-07	5.65816622058145e-07	1.26912917930562e-06	1.26349037235269e-06	1.69340070592402e-06	0	5.65816622058145e-07	0.0016849337023944	7.01179648537234e-07	0	6.97673750294548e-07	7.02356124457599e-07	2.34118708152533e-08	2.34118708152533e-08	0	0	2.82474875986729e-05	2.81419851921614e-05	0.0336226548311104	2.34118708152533e-08	2.34118708152533e-08	3.51472922062745e-08	4.22572030887188e-08	1.75914506105328e-08	1.75914506105328e-08	0.0335384402041789	3.50589824268617e-08	3.17282294826404e-08	4.93196800931732e-08	3.39489973234887e-05	0.000118604537550073	0.0335721388782268	0	3.38680141184805e-05	3.36986740478881e-05	3.50589824268617e-08	0
"Scaevola_glabra"	0	0	0.000297911799488396	0.000298284732058592	0.00029978169266604	0.000299158684341557	7.48524667789957e-07	0.000297912817780403	0.000297164293112613	0.000298800980445043	0.000299409730956613	0.000297164293112613	1.05176947280585e-06	1.00532378320916	0.000297164293112613	6.40684064280037e-07	0.000299301620417153	0.000297804977176893	3.00506783576449e-07	0	6.40684064280037e-07	0.000299004249658566	0.000298657581017701	0	0.000297164293112613	0.000299158684341557	9.97195614471855e-06	9.97195614471855e-06	0	0	2.24087789195806e-05	7.494542316651e-06	2.24251912734977e-05	9.97195614471855e-06	9.97195614471855e-06	1.49704933557991e-05	9.96003268150143e-06	7.48524327391533e-06	7.48524327391533e-06	3.50589824268617e-08	0.0502661891604579	7.48254051042882e-06	1.49677837843442e-05	3.84410438568022e-05	0.0505179298291442	6.01514397559819e-06	0	6.01013567152897e-06	5.98008499317133e-06	1.49328790508851e-05	0
"Broussaisia_arguta"	0	0	0.000592844480981908	0.000593586616796598	0.00059656556840542	0.000595325781839697	1.48956408890201e-06	0.000592846507383001	0.000591356943294099	0.000594613951085636	0.00059582536460366	0.000591356943294099	2.09302125088364e-06	0.000594328586225225	1.00059135694329	1.27496128791727e-06	0.000595610224630134	0.000592631904582017	5.98008499317133e-07	0	1.27496128791727e-06	0.000595018456820547	0.000594328586225225	0	0.000591356943294099	0.000595325781839697	1.98441927279899e-05	1.98441927279899e-05	0	0	4.45934700499654e-05	1.49141392101355e-05	4.46261306342604e-05	1.98441927279899e-05	1.98441927279899e-05	2.97912817780403e-05	1.98204650361878e-05	1.48956341150915e-05	1.48956341150915e-05	6.97673750294548e-08	2.97164293112613e-05	1.48902556157534e-05	2.97858897308449e-05	7.64976772750364e-05	0.100530680359997	1.19701365114404e-05	0	1.19601699863427e-05	1.19003691364109e-05	2.97164293112613e-05	0
"Myrsine_wawraea"	0	0	1.28005417020107e-06	1.27977081985682e-06	1.28808391192041e-06	1.2835180750845e-06	3.21148939021983e-09	1.27817277730749e-06	1.27496128791727e-06	0.00168273207178742	3.40051464942571e-06	1.27496128791727e-06	1.69744986617443e-06	1.28136812856007e-06	1.27496128791727e-06	1.00167584800359	0.00168344011595962	0.00167712296488146	1.69233139151735e-06	0	0.00167584800359354	0.00168386973455977	1.28136812856007e-06	0	1.27496128791727e-06	1.2835180750845e-06	4.27839358361501e-08	4.27839358361501e-08	0	0	9.61906387908511e-08	3.22020977980103e-08	1.52786468513878e-07	4.27839358361501e-08	4.27839358361501e-08	6.42297878043967e-08	5.60910690595806e-05	8.50128662356428e-08	8.50128662356427e-08	5.65816622058145e-08	6.40684064280037e-08	4.20860028989905e-05	4.21710157652261e-05	0.100550880215613	0.000216743418945937	3.37339763534012e-05	0	3.38466278303471e-05	3.36773946911953e-05	6.40684064280037e-08	0
"Metrosideros_polymorpha"	0	0	0.000149277588540313	0.000149463984309652	0.000150214553075119	0.000149901902172014	3.75069410976155e-07	0.00014927762556851	0.000148902556157534	0.000571668145632881	0.00141315703231646	0.000148902556157534	9.51846884479212e-07	0.000149650810208576	0.000148902556157534	0.000420860028989905	1.00433779576556	0.000569762585147438	5.74929916861917e-07	0	0.000420860028989905	0.000572055267277607	0.000149650810208576	0	0.000148902556157534	0.000149901902172014	4.99673007240045e-06	4.99673007240045e-06	0	0	1.12285630423605e-05	3.75536382687796e-06	1.12509714833762e-05	4.99673007240045e-06	4.99673007240045e-06	7.5013882195231e-06	1.90556048544294e-05	3.53289258079115e-05	3.53289258079115e-05	3.17282294826404e-08	7.48254051042882e-06	0.025108444894139	0.0251437738199469	0.0252516017393943	0.0253134345467807	1.14728335750348e-05	0	1.14985983372383e-05	1.14411053455521e-05	7.48254051042882e-06	0
"Peperomia_hesperomannii"	0	0	0.000297062267576055	0.000297433193808227	0.00029892682615867	0.000298304649957391	7.46387789146117e-07	0.000297062340080154	0.000296315952291008	0.00113867301143653	0.000299612939626543	0.000296315952291008	1.89523555852904e-06	0.000297804977176893	0.000296315952291008	0.00083856148244073	0.00113952517029488	1.00113487743473	1.14516994541724e-06	0	0.00083856148244073	0.00113944409569016	0.000297804977176893	0	0.000296315952291008	0.000298304649957391	9.94348833191303e-06	9.94348833191303e-06	0	0	2.23448303443781e-05	7.47317065396675e-06	2.23894585513871e-05	9.94348833191303e-06	9.94348833191303e-06	1.49277557829223e-05	3.79557670478842e-05	7.49032349066357e-06	7.49032349066357e-06	6.31745186176346e-08	1.48902488588446e-05	2.84881292573719e-05	3.59784527480355e-05	0.0503136889464438	0.0503737118894714	2.28520564324208e-05	0	2.29033989083449e-05	2.27888819138031e-05	1.48902488588446e-05	0
"Coprosma_kauensis"	0	0	6.05169244992302e-07	6.00270367105549e-07	6.08953496522023e-07	6.02021979178322e-07	1.50631863807842e-09	5.99514817955211e-07	5.98008499317133e-07	2.29799989046938e-06	6.04662288202709e-07	5.98008499317133e-07	5.08020211777207e-06	6.01013567152897e-07	5.98008499317133e-07	1.69233139151735e-06	2.29971966744767e-06	2.29033989083449e-06	1.00503019863353	0	1.69233139151735e-06	0.00504764036150804	6.01013567152897e-07	0	5.98008499317133e-07	6.02021979178322e-07	2.0067399305944e-08	2.0067399305944e-08	0	0	4.5237355768328e-08	1.52238374130506e-08	2.14822370255068e-07	2.0067399305944e-08	2.0067399305944e-08	3.01263727615684e-08	7.65999963489795e-08	1.51165572050677e-08	1.51165572050677e-08	1.69340070592402e-07	3.00506783576449e-08	5.74929916861917e-08	7.26095488912595e-08	0.000101539883491041	0.000101661444883913	0.000101122147300753	0	0.100603972670583	0.000100952807230161	3.00506783576449e-08	0
"Hedyotis_terminalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0
"Psychotria"	0	0	1.28005417020107e-06	1.27977081985682e-06	1.28808391192041e-06	1.2835180750845e-06	3.21148939021983e-09	1.27817277730749e-06	1.27496128791727e-06	0.00168273207178742	3.40051464942571e-06	1.27496128791727e-06	1.69744986617443e-06	1.28136812856007e-06	1.27496128791727e-06	0.00167584800359354	0.00168344011595962	0.00167712296488146	1.69233139151735e-06	0	1.00167584800359	0.00168386973455977	1.28136812856007e-06	0	1.27496128791727e-06	1.2835180750845e-06	4.27839358361501e-08	4.27839358361501e-08	0	0	9.61906387908511e-08	3.22020977980103e-08	1.52786468513878e-07	4.27839358361501e-08	4.27839358361501e-08	6.42297878043967e-08	5.60910690595806e-05	8.50128662356428e-08	8.50128662356427e-08	5.65816622058145e-08	6.40684064280037e-08	4.20860028989905e-05	4.21710157652261e-05	0.100550880215613	0.000216743418945937	3.37339763534012e-05	0	3.38466278303471e-05	3.36773946911953e-05	6.40684064280037e-08	0
"Coprosoma_elliptica"	0	0	0.000120428679753468	0.000119453803054004	0.000121181745807883	0.000119802373856486	2.99757408977606e-07	0.000119303448773087	0.000119003691364109	0.000457301978203407	0.000120327795352339	0.000119003691364109	0.00101096022143664	0.000119601699863427	0.000119003691364109	0.000336773946911953	0.000457644213822086	0.000455777638276063	0.00100952807230161	0	0.000336773946911953	1.0044804319401	0.000119601699863427	0	0.000119003691364109	0.000119802373856486	3.99341246188287e-06	3.99341246188287e-06	0	0	9.00223379789728e-06	3.02954364519706e-06	4.27496516807585e-05	3.99341246188287e-06	3.99341246188287e-06	5.99514817955211e-06	1.52433992734469e-05	3.00819488380848e-06	3.00819488380848e-06	3.36986740478881e-05	5.98008499317133e-06	1.14411053455522e-05	1.44493002293606e-05	0.0202064368147172	0.0202306275318986	0.0201233073128499	0	0.0201905614460322	0.020089608638802	5.98008499317133e-06	0
"Melicope_clusiifolia"	0	0	0.000297911799488396	0.000298284732058592	0.00029978169266604	0.000299158684341557	7.48524667789957e-07	0.000297912817780403	0.000297164293112613	0.000298800980445043	0.000299409730956613	0.000297164293112613	1.05176947280585e-06	0.000298657581017701	0.000297164293112613	6.40684064280037e-07	0.000299301620417153	0.000297804977176893	3.00506783576449e-07	0	6.40684064280037e-07	0.000299004249658566	1.00532378320916	0	0.000297164293112613	0.000299158684341557	9.97195614471855e-06	9.97195614471855e-06	0	0	2.24087789195806e-05	7.494542316651e-06	2.24251912734977e-05	9.97195614471855e-06	9.97195614471855e-06	1.49704933557991e-05	9.96003268150143e-06	7.48524327391533e-06	7.48524327391533e-06	3.50589824268617e-08	1.49328790508851e-05	7.48254051042882e-06	1.49677837843442e-05	3.84410438568022e-05	0.0505179298291442	6.01514397559819e-06	0	6.01013567152897e-06	5.98008499317133e-06	0.0502661891604579	0
"Wilkstroemia_oahuensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101
"Hedychium_gardinerianum"	0	0	0.000592844480981908	0.000593586616796598	0.00059656556840542	0.000595325781839697	1.48956408890201e-06	0.000592846507383001	0.000591356943294099	0.000594613951085636	0.00059582536460366	0.000591356943294099	2.09302125088364e-06	0.000594328586225225	0.000591356943294099	1.27496128791727e-06	0.000595610224630134	0.000592631904582017	5.98008499317133e-07	0	1.27496128791727e-06	0.000595018456820547	0.000594328586225225	0	1.00059135694329	0.000595325781839697	1.98441927279899e-05	1.98441927279899e-05	0	0	4.45934700499654e-05	1.49141392101355e-05	4.46261306342604e-05	1.98441927279899e-05	1.98441927279899e-05	2.97912817780403e-05	1.98204650361878e-05	1.48956341150915e-05	1.48956341150915e-05	6.97673750294548e-08	2.97164293112613e-05	1.48902556157534e-05	2.97858897308449e-05	7.64976772750364e-05	0.100530680359997	1.19701365114404e-05	0	1.19601699863427e-05	1.19003691364109e-05	2.97164293112613e-05	0
"Rubus_argutus"	0	0	0.00019894110100064	0.00019919013986463	0.00020018978805551	0.0001997737522952	4.99853721108058e-07	0.000198941781001007	0.000198441927279899	0.000199534882914643	0.000199941397518007	0.000198441927279899	7.02356124457599e-07	0.000199439122894371	0.000198441927279899	4.27839358361501e-07	0.000199869202896018	0.000198869766638261	2.0067399305944e-07	0	4.27839358361501e-07	0.000199670623094143	0.000199439122894371	0	0.000198441927279899	1.00691118314827	0.0335637061049423	0.0335637061049423	0	0	1.49642516946193e-05	5.00474470138775e-06	1.4975211622235e-05	6.65912507650668e-06	6.65912507650668e-06	9.99707442216117e-06	6.65116276382143e-06	4.99853493795017e-06	4.99853493795017e-06	2.34118708152533e-08	9.97195614471855e-06	4.99673007240046e-06	9.99526501035063e-06	2.56703615016901e-05	0.0337351276375829	4.01682433269812e-06	0	4.01347986118881e-06	3.99341246188287e-06	9.97195614471855e-06	0
"Croesia_zimmermani"	0	0	1.9894110100064e-05	1.9919013986463e-05	2.0018978805551e-05	1.997737522952e-05	4.99853721108058e-08	1.98941781001007e-05	1.98441927279899e-05	1.99534882914643e-05	1.99941397518007e-05	1.98441927279899e-05	7.02356124457599e-08	1.99439122894371e-05	1.98441927279899e-05	4.27839358361501e-08	1.99869202896018e-05	1.98869766638261e-05	2.00673993059441e-08	0	4.27839358361501e-08	1.99670623094143e-05	1.99439122894371e-05	0	1.98441927279899e-05	0.100691118314827	1.00335637061049	0.00335637061049423	0	0	1.49642516946193e-06	5.00474470138775e-07	1.4975211622235e-06	6.65912507650668e-07	6.65912507650668e-07	9.99707442216117e-07	6.65116276382143e-07	4.99853493795017e-07	4.99853493795017e-07	2.34118708152533e-09	9.97195614471855e-07	4.99673007240046e-07	9.99526501035063e-07	2.56703615016901e-06	0.00337351276375829	4.01682433269812e-07	0	4.01347986118881e-07	3.99341246188286e-07	9.97195614471855e-07	0
"Schreckensteinia_festaliella"	0	0	1.9894110100064e-05	1.9919013986463e-05	2.0018978805551e-05	1.997737522952e-05	4.99853721108058e-08	1.98941781001007e-05	1.98441927279899e-05	1.99534882914643e-05	1.99941397518007e-05	1.98441927279899e-05	7.02356124457599e-08	1.99439122894371e-05	1.98441927279899e-05	4.27839358361501e-08	1.99869202896018e-05	1.98869766638261e-05	2.00673993059441e-08	0	4.27839358361501e-08	1.99670623094143e-05	1.99439122894371e-05	0	1.98441927279899e-05	0.100691118314827	0.00335637061049423	1.00335637061049	0	0	1.49642516946193e-06	5.00474470138775e-07	1.4975211622235e-06	6.65912507650668e-07	6.65912507650668e-07	9.99707442216116e-07	6.65116276382143e-07	4.99853493795017e-07	4.99853493795017e-07	2.34118708152533e-09	9.97195614471855e-07	4.99673007240046e-07	9.99526501035063e-07	2.56703615016901e-06	0.00337351276375829	4.01682433269812e-07	0	4.01347986118881e-07	3.99341246188287e-07	9.97195614471855e-07	0
"Scotorythra_apicalis"	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Spheterista_pleonectes"	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Udea_ommatias"	0	0	6.44336046815072e-05	0.0502107973301043	0.050378881403269	2.24463775419289e-05	5.61630605163292e-08	2.2352898085499e-05	2.22967350249827e-05	2.24195622184396e-05	2.24652140202149e-05	2.22967350249827e-05	4.23712313980093e-05	2.24087789195806e-05	2.22967350249827e-05	4.80953193954256e-08	2.24571260847211e-05	2.23448303443781e-05	2.2618677884164e-08	0	4.80953193954256e-08	2.25055844947432e-05	2.24087789195806e-05	0	2.22967350249827e-05	2.24463775419289e-05	7.48212584730963e-07	7.48212584730963e-07	0	0	1.00377001190159	0.00125947203508173	0.00126410608969574	7.48212584730963e-07	7.48212584730963e-07	1.12326121032658e-06	7.47318740614653e-07	5.61630350505373e-07	5.61630350505373e-07	1.41237437993364e-06	1.12043894597903e-06	5.61428152118027e-07	1.1230585026234e-06	2.88571916372553e-06	0.00379044495424706	1.86248606982851e-06	0	4.5237355768328e-07	4.50111689894864e-07	1.12043894597903e-06	0
