"Ficus_sp1_M_SD_017"	"Pseudospondias_longifolia"	"Elaeis_guineensis"	"Tetrapleura_tetraptera"	"Berlinia_bracteosa"	"Pycnanthus_angolensis"	"Unidentified_sp1_M_SD_017"	"Xylopia_sp1_M_SD_017"	"Detarium_macrocarpum"	"Duboscia_macrocarpa"	"Pentadesma_butyracea"	"Milicia_excelsa"	"Ongokea_gore"	"Pentaclethra_sp1_M_SD_017"	"Unidentified_sp2_M_SD_017"	"Marantochloa_sp1_M_SD_017"	"Mandrillus_sphinx"	"Cercocebus_albigena"	"Cercopithecus_nictitans"	"Cercopithecus_cephus"	"Gorilla_gorilla"	"Cercopithecus_pogonias"	"Pan_troglodytes"	"Colobus_satanas"
"Pentadesma_butyracea"	0.000764419743844472	0.000764419743844472	0.000485140777336231	0.000986148501370539	0.000984861568097568	0.00048385384406326	0.000761898463541849	0.000484122211969905	0.000760879898175523	0.000282885476813434	1.0012616192543	0.000509381784041911	0.000504614234339501	0.000504614234339501	0.000281584465147538	0.000280565899781212	0.000154431992756526	0.000143111283248602	0.0251681986454551	0.0251512192526537	0.0251351069857417	8.54188045709029e-05	7.12995756428019e-05	0.0251013144700317
"Milicia_excelsa"	0.000986315656834951	0.000986315656834951	0.0006142052369752	0.000614064463306588	0.000612730166196798	0.000612870939865411	0.000680650782834284	0.000612865791838531	0.000679311337697614	0.000679228736864484	0.000679175712055882	1.00098109165396	0.00030697754333612	0.00030697754333612	0.00037478416210621	0.00037344471696954	0.000160115653174772	0.0334889032234101	0.0334990325273333	0.000132996138868042	0.0334899377873775	8.54209469675194e-05	9.37611595668744e-05	5.99335734028508e-05
"Ongokea_gore"	0.000589625604324547	0.000589625604324547	0.000588573455367034	0.0012571647779112	0.000977772549707931	0.000309181227163765	0.000283619884778438	0.000587679981796824	0.000282726411208227	0.000586127835635684	0.000672818979119335	0.000306977543336121	1.00125366700922	0.00125366700922234	0.000281337850730992	0.000280444377160782	0.0335270673843923	0.0335268983395161	0.000124895042130814	0.000114662457352943	9.46934061761036e-05	8.51014248991852e-05	6.25431499147306e-05	0.0334742398057188
"Pentaclethra_sp1_M_SD_017"	0.000589625604324547	0.000589625604324547	0.000588573455367034	0.0012571647779112	0.000977772549707931	0.000309181227163765	0.000283619884778438	0.000587679981796824	0.000282726411208227	0.000586127835635684	0.000672818979119335	0.000306977543336121	0.00125366700922234	1.00125366700922	0.000281337850730992	0.000280444377160782	0.0335270673843923	0.0335268983395161	0.000124895042130814	0.000114662457352943	9.46934061761036e-05	8.51014248991852e-05	6.25431499147306e-05	0.0334742398057188
"Unidentified_sp2_M_SD_017"	0.00113463600410218	0.00113463600410218	0.000762133737651542	0.000284554597492164	5.01123427013315e-06	0.000482590374429511	0.00113256845691146	0.000283894901354886	0.000654329620614803	0.00113141925734101	0.000375445953530051	0.00037478416210621	0.000281337850730992	0.000281337850730992	1.00113028446597	0.000652045629672668	0.0335452035866437	0.000124827050885061	0.000126181471227986	0.000113688665824446	0.0335252039805573	6.52929073325956e-05	0.033476718540766	3.29848068639228e-05
"Marantochloa_sp1_M_SD_017"	0.000982154625597466	0.000982154625597466	0.00042425749619846	0.000423643131792974	5.07087847121967e-06	5.68524287670598e-06	0.000980318417289665	0.000422658434410218	0.000978719355501423	0.000979178059545665	0.000561131799562424	0.000560167075454311	0.000420666565741172	0.000420666565741172	0.000978068444509002	1.00097646938272	0.0502286703986105	0.000122057654032906	0.000127636412050576	0.000108964176202099	0.0502107416459105	5.08615289797096e-05	0.000111934325176933	4.92348691377794e-05
"Mandrillus_sphinx"	0.00842992233677383	0.00842992233677383	0.00841292773595467	0.00841210042698262	5.76499613666933e-05	5.84772703387514e-05	0.00840675510550683	0.00839807190572882	0.00839189927528097	0.00839958875588929	5.1477330918842e-05	4.0028913293693e-05	0.00838176684609808	0.00838176684609808	0.00838630089666093	0.00837144506643508	1.00253405587391	0.00146166451511902	0.00107210985708039	0.0010707755599706	0.00152951407372376	0.000691556042705464	0.00103990811580991	0.000701426062689887
"Cercocebus_albigena"	0.00918567486145942	0.00918567486145942	0.00917677041995452	0.00918386611917718	0.00917057825994883	0.00916348256072616	5.82326266415481e-05	0.0091649189795373	4.63811862243327e-05	0.009145508289423	5.20404666358555e-05	0.00913333724274821	0.00914369954714075	0.00914369954714075	3.40437411504711e-05	2.21923007332557e-05	0.00159454310740257	1.00226110030998	0.00142650782678694	0.00112206325202866	0.000801399735441084	0.00111843805817433	0.000829600829205075	0.000947356981993876
"Cercopithecus_nictitans"	0.00919062466841362	0.00919062466841362	0.00917716450128697	0.0091773055711436	0.00916755911789741	0.00916741804804079	0.0091616776181005	0.00916595799314308	0.00915047110995662	4.73813814875139e-05	0.00915207223471095	0.0091360997801818	3.40622842174946e-05	3.40622842174946e-05	3.44131285167236e-05	2.3206620372832e-05	0.00116957438954224	0.00142650782678694	1.00206384960928	0.00175931294994122	0.0012114150413982	0.00111851581396252	0.00078445557007241	0.000567378900025948
"Cercopithecus_cephus"	0.0100998239786866	0.0100998239786866	0.0100887388990459	0.0100888954836249	0.0100781877280252	0.0100780311434462	0.0100710388720822	0.010076425134539	0.0100587251075753	4.53272322676205e-05	0.0100604877010615	3.98988416604127e-05	3.43987372058829e-05	3.43987372058829e-05	3.41065997473338e-05	2.17928352404198e-05	0.00128493067196471	0.00123426957723153	0.00193524424493535	1.00193391428355	0.000997657167664247	0.0012295131858891	0.000861963515483982	0.000623517454294515
"Gorilla_gorilla"	0.0112131701751755	0.0112131701751755	7.22221880145212e-05	6.07622088768531e-05	4.37676080577002e-05	5.52275871953683e-05	0.0111996132402865	5.50967824755391e-05	0.0111824878347475	0.011183972435024	0.0111711586603296	0.0111633125957925	3.15644687253679e-05	3.15644687253679e-05	0.0111750679935191	0.0111579425879801	0.00203935209829835	0.000979488565539103	0.00148061838393114	0.00110850796407139	1.00268531884449	0.000325674536888728	0.00119877838772875	0.0002832713200657
"Cercopithecus_pogonias"	0.0143882578431491	0.0143882578431491	0.014383605349765	0.0143807695212752	0.0143708901492365	0.0143737259777264	6.15259459975642e-05	0.0143701545406167	4.8075136849226e-05	4.396036111646e-05	4.88107454690874e-05	3.6608977271794e-05	3.64720392425079e-05	3.64720392425079e-05	2.79826745711124e-05	1.45318654227742e-05	0.00118552464463794	0.00175754551998823	0.0017576677076554	0.001756447408413	0.000418724404571222	1.00175279474244	0.000941556640383676	0.000530749032925545
"Pan_troglodytes"	0.0143959876111161	0.0143959876111161	0.0143788622055771	6.3775288905457e-05	4.89194586796011e-05	0.0143640063753512	0.0143706853615505	6.3678352442215e-05	5.55015084156436e-05	0.0143590165293169	4.07426146530296e-05	4.01833541000891e-05	2.68042071063131e-05	2.68042071063131e-05	0.0143471650888997	3.1981235764838e-05	0.0017826996271027	0.00130365844589369	0.00123271589582807	0.0012313764506914	0.00154128649850839	0.000941556640383676	1.00206286971944	4.84682316209626e-06
"Colobus_satanas"	7.31709315031514e-05	7.31709315031514e-05	6.75055051018374e-05	0.0201189767911762	0.0201049482699224	5.34769838480396e-05	4.36088112047629e-05	6.74085686385954e-05	4.3511874741521e-05	3.87380237582312e-05	0.0200810515760253	3.59601440417105e-05	0.0200845438834313	0.0200845438834313	1.97908841183537e-05	1.96939476551118e-05	0.00168342255045573	0.00208418536038653	0.00124823358005709	0.00124703490858903	0.000509888376118261	0.000743048646095763	6.78555242693476e-06	1.00257841112688
