"Azorina_vidalii"	"Crithmum_maritimum"	"Daucus_carota"	"Leucanthemum_vulgare"	"Lotus_corniculatus"	"Freesia_sp1_M_PL_036"	"Reseada_luteola"	"Silene_vulgaris"	"Solidago_sempervirens"	"Beta_maritima"	"Unidentified_sp1_M_PL_036"	"Unidentified_sp2_M_PL_036"	"Unidentified_sp3_M_PL_036"	"Apis_mellifera"	"Bombus_sp1_M_PL_036"	"Unidentified_sp4_M_PL_036"	"Lucilia_sp1_M_PL_036"	"Calliphora_sp1_M_PL_036"	"Moth_sp1_M_PL_036"	"Unidentified_sp5_M_PL_036"	"Unidentified_sp6_M_PL_036"	"Unidentified_sp7_M_PL_036"
"Unidentified_sp1_M_PL_036"	0.0168819514318855	8.80009712949756e-05	0.016792243614589	0.0168202139204186	4.9257109368889e-05	1.42251703374045e-05	0.0167658374880067	0.0167571484522282	0.0168148799487188	2.63429032529411e-05	1.00384833293851	0.00133363966834787	0.00105371613011764	0.00105095817094453	0.000213377555061068	0.000213377555061068	0.000561941478102008	0.000211024392898568	0.000840743997435941	0.000560673797347288	2.20002428237439e-06	0.000211024392898568
"Unidentified_sp2_M_PL_036"	0.0252175434705972	0.0252259383352399	0.0251724369453176	0.0251828934389529	3.17716153047671e-05	2.11557422893617e-05	4.3956864724102e-05	5.71185275016426e-05	3.35085343805996e-05	2.3777535792946e-05	0.0020004595025218	1.00262437876457	0.00095110143171784	0.000318476190462163	0.000317336134340425	0.000317336134340426	0.00146972968989159	0.000315219293382465	1.67542671902998e-06	0.000839429781298428	0.000630648458380999	0.000315219293382465
"Unidentified_sp3_M_PL_036"	0.0252629874410069	0.0252364430202498	8.18023300379293e-05	5.02880659323282e-05	3.1817047444265e-05	2.11938402181089e-05	3.69661104790972e-05	0.0251442353891672	2.64752796511971e-05	0.0251178924859142	0.00158057419517647	0.00095110143171784	1.00471569943657	0.000318696216784683	0.000317907603271634	0.000317907603271634	0.000633637819840843	0.000315787343012586	1.32376398255986e-06	1.67626886441094e-06	0.000630911075506246	0.000315787343012586
"Apis_mellifera"	0.0336838657509466	2.13955649565645e-05	4.57508078495014e-05	4.58004803146052e-05	0.0335433850672962	0.000102953923576145	0.0334754630827515	4.56551462576405e-05	3.5207978926115e-05	1.06232072261561e-05	0.00210191634188907	0.000424634920616217	0.000424928289046244	1.0032129343116	0.00154430885364218	0.00154430885364218	2.05991605223083e-06	0.000421048321886832	1.76039894630575e-06	1.52668267715351e-06	5.34889123914112e-07	0.000421048321886832
"Bombus_sp1_M_PL_036"	0.033711962597634	2.12841846784066e-05	1.77466392763584e-05	1.77496217191135e-05	0.0335993953147175	0.0335479183529294	5.85895469567749e-05	1.77095052777567e-05	7.14832680271585e-06	1.05969201090545e-05	0.000426755110122136	0.000423114845787234	0.000423876804362178	0.00154430885364218	1.00321877529394	0.00321877529394081	1.12365925950545e-06	0.000421399532470425	3.57416340135793e-07	5.91654057303783e-07	5.32104616960165e-07	0.000421399532470425
"Unidentified_sp4_M_PL_036"	0.033711962597634	2.12841846784066e-05	1.77466392763584e-05	1.77496217191135e-05	0.0335993953147175	0.0335479183529294	5.85895469567749e-05	1.77095052777567e-05	7.14832680271585e-06	1.05969201090545e-05	0.000426755110122136	0.000423114845787234	0.000423876804362178	0.00154430885364218	0.00321877529394081	1.00321877529394	1.12365925950545e-06	0.000421399532470425	3.57416340135793e-07	5.91654057303783e-07	5.32104616960165e-07	0.000421399532470425
"Lucilia_sp1_M_PL_036"	0.000133815349494019	0.050377832418758	0.0502483030206242	0.000101923302742154	2.15361728562086e-07	1.12365925950544e-07	2.8200069707712e-05	5.97789648971426e-05	2.82382652312567e-05	3.16818909920422e-05	0.00168582443430603	0.00293945937978317	0.00126727563968169	3.08987407834624e-06	1.68548888925817e-06	1.68548888925817e-06	1.00293438924449	1.67269186867524e-06	1.41191326156284e-06	3.39744342473845e-06	0.00125944581046895	1.67269186867524e-06
"Calliphora_sp1_M_PL_036"	0.100461742197105	6.34264990740578e-05	5.27916378149709e-05	5.28003698609733e-05	0.000126384738682768	8.4279906494085e-05	6.32072714785401e-05	5.26811735911154e-05	2.12084816983486e-05	3.15787343012586e-05	0.00126614635739141	0.00126087717352986	0.00126314937205034	0.0012631449656605	0.00126419859741127	0.00126419859741127	3.34538373735048e-06	1.00125577177746	1.06042408491743e-06	1.76001232869911e-06	1.58566247685145e-06	0.00125577177746381
"Moth_sp1_M_PL_036"	8.48339267933943e-05	4.42215936155656e-07	8.43831337416534e-05	8.45236880423048e-05	2.47523162657734e-07	7.14832680271585e-08	8.42504396382247e-05	8.42067761418501e-05	0.100587009446978	1.32376398255986e-07	0.00504446398461565	6.70170687611992e-06	5.29505593023942e-06	5.28119683891725e-06	1.07224902040738e-06	1.07224902040738e-06	2.82382652312567e-06	1.06042408491743e-06	1.00502935047235	2.81745626807683e-06	1.10553984038914e-08	1.06042408491743e-06
"Unidentified_sp5_M_PL_036"	0.000140800986295929	8.4662004369682e-05	0.000140350102207046	0.100474926780466	2.70999079176107e-07	1.18330811460757e-07	5.62200480024442e-05	5.62350066211699e-05	5.63491253615365e-05	1.67626886441094e-07	0.00336404278408373	0.00335771912519371	6.70507545764377e-06	4.58004803146052e-06	1.77496217191135e-06	1.77496217191135e-06	6.7948868494769e-06	1.76001232869911e-06	2.81745626807683e-06	1.00334916422602	2.11655010924205e-06	1.76001232869911e-06
"Unidentified_sp6_M_PL_036"	0.000126852998148116	0.100503358931765	0.000189229429313232	6.34965032772615e-05	1.59909835783444e-07	1.06420923392033e-07	2.7349134062885e-07	6.3311109978862e-05	2.21107968077828e-07	6.30911075506246e-05	1.32001456942463e-05	0.00252259383352399	0.00252364430202498	1.60466737174234e-06	1.5963138508805e-06	1.5963138508805e-06	0.0025188916209379	1.58566247685145e-06	1.10553984038914e-08	2.11655010924205e-06	1.00251258397329	1.58566247685145e-06
"Unidentified_sp7_M_PL_036"	0.100461742197105	6.34264990740578e-05	5.27916378149709e-05	5.28003698609733e-05	0.000126384738682768	8.4279906494085e-05	6.32072714785401e-05	5.26811735911155e-05	2.12084816983486e-05	3.15787343012586e-05	0.00126614635739141	0.00126087717352986	0.00126314937205034	0.0012631449656605	0.00126419859741127	0.00126419859741127	3.34538373735048e-06	0.00125577177746381	1.06042408491743e-06	1.76001232869911e-06	1.58566247685145e-06	1.00125577177746
