"Ageratina_dendroides"	"Axinaea_sp._JH2631"	"Baccharis_genistelloides"	"Baccharis_latifolia"	"Baccharis_sp."	"Begonia_parviflora"	"Boehmeria_sp."	"Cavendishia_sp."	"Clethra_revoluta"	"Erato_polymnioides"	"Ericaceae_sp._indet."	"Faramea_cf._uniflora"	"Fuchsia_lehmannii"	"Gaultheria_erecta"	"Heliocarpus_americanus"	"Hyptis_sp."	"Lichen_sp._indet."	"Melastomataceae_sp._indet."	"Miconia_sp."	"Monochaetum"	"Monochaetum_lineatum"	"Munnozia_hastifolia"	"Myrica_pubescens"	"Paullinia_grandifolia"	"Piper_carpunya"	"Piper_parareolatum"	"Piper_sp._Type_1"	"Piper_sp._Type_3"	"Piper_sp._Type_8"	"Pteridium"	"Pteridium_arachnoideum"	"Saurauia_sp._JH1604"	"Saurauia_sp."	"Sida_rhombifolia"	"Siparuna_aspera"	"Solanum_nutans"	"Solanum_sp."	"Stemodia_suffruticosa"	"Sticherus_sp."	"Tabebuia_chrysantha"	"Tapirira_guianensis"	"Tibouchina_laxa"	"Tibouchina_lepidota"	"Urticaceae_sp._indet."	"Viburnum_stipitatum"	"Pero_maculicosta"	"Bryoptera_sp._2166"	"Glena_sp._nr._juga"	"Glena_sp._2167"	"Iridopsis_scolancala"	"Iridopsis_sp._nr._subnigrata"	"Melanolophia_atigrada"	"Melanolophia_corza"	"Melanolophia_reducta_meridiana"	"Oenoptila_sp._nr._nigriceps"	"Physocleora_curvifera"	"Apiciopsis_sp._2168"	"Callipseustes_sp._2169"	"Mychonia_corticinaria"	"Mychonia_violacea"	"Cargolia_arana"	"Ischnopteris_brehmi"	"Rucana_bisecta"	"Bonatea_duciata"	"Bonatea_viridilinea"	"Nephodia_admirationis"	"Nephodia_sp._nr._astychiodes"	"Isochromodes_brumosa"	"Isochromodes_duplicata"	"Isochromodes_fraterna"	"Isochromodes_polvoreata"	"Isochromodes_sp._106"	"Mesedra_sp._nr._confinis"	"Mesedra_sp._180"	"Perusia_praecisaria"	"Certima_sp._97"	"Eustenophasma_fuscata"	"Microxydia_colorata"	"Microxydia_sp._nr._ruficomma"	"Nematocampa_sp._nr._falsa"	"Pantherodes_conglomerata"	"Phyllodonta_flabellaria"	"Phyllodonta_semicava"	"Prochoerodes_pilosa"	"Sabulodes_bolivaria"	"Sabulodes_thermidora"	"Sabulodes_sp._nr._carbina"	"Cyclophora_costinotata"	"Cyclophora_viator"	"Erateina_radiaria"	"Erateina_siliquata"	"Perizoma_emmelesiata"	"Eois_encina"	"Eois_mucosa"	"Eois_olivacea"	"Eois_tegularia"	"Eois_sp._nr._encina"	"Eois_sp._nr._odatis"	"Eupithecia_lachaumei"	"Eupithecia_sobria"	"Euphitecia_yangana"	"Euphitecia_sp._2170"	"Psaliodes_inundulata"	"Spargania_narangilla"
"Ericaceae_sp._indet."	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0336700336700337	0	0	0.0336700336700337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0336700336700337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Faramea_cf._uniflora"	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fuchsia_lehmannii"	0	0	0	0	0	0	0	0	0	0	0	0	1.00336137292659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00337826424782947	0	0	0	0	0.00336137292659032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10084118779771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168913212391473	0	0	0	0	0	0	0	0	0	0	0
"Gaultheria_erecta"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0
"Heliocarpus_americanus"	0	0	0	0.00253582909888102	4.24761993112399e-06	0	0	0	0	0	0	0	0	0	1.0075609333822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0503780466691099	0	0	0	0	0.0504625743057393	8.45276366293675e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.49523986224799e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hyptis_sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lichen_sp._indet."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0336700336700337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0336700336700337	0	0	0	0	0	0	0.0336700336700337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melastomataceae_sp._indet."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Miconia_sp."	0	2.26754343051683e-06	0	0	0	0	0	0	0.00201647182332015	0	0	0	0	0	0	0	0	0	1.00201142428666	0	0	0	0	5.06655991602716e-06	0	0	0	0	0	0	0.00202041520974195	0	0	0	0	0	0	0	2.25620571336424e-06	0.00201649084657881	0	5.08567925175321e-06	0.00202153194639475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101076597319738	0.000100950733147301	0	0	0	0	0	6.76861714009273e-05	0	0	0	0.100571214333139	1.2714198129383e-07	0	0	0	0	0	0	0	0	0	1.13377171525841e-07	0	0.000101331198320543	0	0	0	0	0	1.2714198129383e-07	1.2714198129383e-07	0	0	0	0	0	0	0	0	0	6.73471736580651e-05	0	0
"Monochaetum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Monochaetum_lineatum"	0	0	0	0	0	0	0	0	0	0.00126472528147577	0	0	0	0	0	0	0	0	0	0	1.00629620631304	0	0.00127535322501758	0	0	0	0	0	0	0	0	0	0	0.00126472528147577	0	0	0	0	0	0	0	0	0	0	0	2.12558870836264e-05	0	0	0	0	0	2.12558870836264e-05	0	0	0	0	0	0	0	0.0503148103156521	0	0	0	0	0.0505890112590308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12558870836264e-05	0	0	0	0	0	0	2.12558870836264e-05	0	0	0	0	0	0	0	0	0	0	0	2.12558870836264e-05	0	0	0
"Munnozia_hastifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myrica_pubescens"	0	0	0	0	0	0	0	0	0	0.000422992152964165	0	0	0	0	0	0	0	0	0	0	0.000425117741672528	0	1.00882990805341	0	0	0	0	0	0	0	0	0	0	0.000422992152964165	0	0	0	0	0	0	0	0	0	0	0	0.0168138318008902	0	0	0	0	0	0.0168138318008902	0	0	0	0	0	0	0	2.12558870836264e-05	0	0	0	0	0.0169196861185666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0168138318008902	0	0	0	0	0	0	0.0168138318008902	0	0	0	0	0	0	0	0	0	0	0	0.0168138318008902	0	0	0
"Paullinia_grandifolia"	0	5.71169629853105e-09	0	0	0	0	0	0	5.07927411415654e-06	0	0	0	0	0	0	0	0	0	5.06655991602716e-06	0	0	0	0	1.00503779613743	0	0	0	0	0	0	5.08920707743565e-06	0	0	0	0	0	0	0	5.6831378170384e-09	0.00504286269734655	0	1.2810275193333e-08	5.09202001610769e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54601000805385e-07	2.5428396258766e-07	0	0	0	0	0	1.70494134511152e-07	0	0	0	0.000253327995801358	3.20256879833325e-10	0	0	0	0	0	0	0	0	0	2.85584814926553e-10	0	0.10075592274861	0	0	0	0	0	3.20256879833325e-10	3.20256879833325e-10	0	0	0	0	0	0	0	0	0	1.69640235914522e-07	0	0
"Piper_carpunya"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0
"Piper_parareolatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0
"Piper_sp._Type_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0	0.0505050505050505	0	0	0	0	0	0
"Piper_sp._Type_3"	0	0	0	0	0	0	0	0	0	0	0	0	0.00168913212391473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00672274585318	0	0	0	0	0.00168913212391473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050673963717442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050336137292659	0	0	0	0	0	0	0	0	0	0	0
"Piper_sp._Type_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0
"Pteridium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0336700336700337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0336700336700337	0	0	0	0.0336700336700337	0
"Pteridium_arachnoideum"	0	0.00112809145836329	0	0	0	0	0	0	0.000675161769509372	0	0	0	0	0	0	0	0	0	0.000673471736580651	0	0	0	0	1.69640235914522e-06	0	0	0	0	0	0	1.00514641077356	0	0	0	0	0	0	0	0.00112245100107147	0.000675168138939796	0	1.70280395840951e-06	0.00067685601666397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38428008331985e-05	3.38006585744288e-05	0	0	0	0	0	0.0336735300321441	0	0	0	0.0336735868290325	4.25700989602378e-08	0	0	0	0	0	0	0	0	0	5.64045729181643e-05	0	3.39280471829043e-05	0	0	0	0	0	4.25700989602378e-08	4.25700989602378e-08	0	0	0	0	0	0	0	0	0	0.0335048803591188	0	0
"Saurauia_sp._JH1604"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101
"Saurauia_sp."	0	0	0	0	0	0	0	0	0	0	0	0	0.00336137292659032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00337826424782947	0	0	0	0	1.00336137292659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10084118779771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168913212391473	0	0	0	0	0	0	0	0	0	0	0
"Sida_rhombifolia"	0	0	0	0	0	0	0	0	0	0.00251680331013678	0	0	0	0	0	0	0	0	0	0	0.00252945056295154	0	0.00253795291778499	0	0	0	0	0	0	0	0	0	0	1.00251680331014	0	0	0	0	0	0	0	0	0	0	0	4.22992152964165e-05	0	0	0	0	0	4.22992152964165e-05	0	0	0	0	0	0	0	0.000126472528147577	0	0	0	0	0.100672132405471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22992152964165e-05	0	0	0	0	0	0	4.22992152964165e-05	0	0	0	0	0	0	0	0	0	0	0	4.22992152964165e-05	0	0	0
"Siparuna_aspera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Solanum_nutans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Solanum_sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stemodia_suffruticosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sticherus_sp."	0	0.00337072591707571	0	0	0	0	0	0	2.2618675128763e-06	0	0	0	0	0	0	0	0	0	2.25620571336424e-06	0	0	0	0	5.6831378170384e-09	0	0	0	0	0	0	0.00336735300321441	0	0	0	0	0	0	0	1.00335387228749	2.26188885118128e-06	0	5.70458389123909e-09	2.26754343051683e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13377171525841e-07	1.13235990241096e-07	0	0	0	0	0	0.10061616862471	0	0	0	0.000112810285668212	1.42614597280977e-10	0	0	0	0	0	0	0	0	0	0.000168536295853786	0	1.13662756340768e-07	0	0	0	0	0	1.42614597280977e-10	1.42614597280977e-10	0	0	0	0	0	0	0	0	0	0.000112245100107147	0	0
"Tabebuia_chrysantha"	0	1.13662756340768e-06	0	0	0	0	0	0	0.00101077554871715	0	0	0	0	0	0	0	0	0	0.0010082454232894	0	0	0	0	0.00252143134867327	0	0	0	0	0	0	0.00101275220840969	0	0	0	0	0	0	0	1.13094442559064e-06	1.00352967677196	0	2.54924476347327e-06	0.00101331198320543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.06655991602716e-05	5.06025085549444e-05	0	0	0	0	0	3.39283327677192e-05	0	0	0	0.0504122711644702	6.37311190868317e-08	0	0	0	0	0	0	0	0	0	5.6831378170384e-08	0	0.0504286269734655	0	0	0	0	0	6.37311190868317e-08	6.37311190868317e-08	0	0	0	0	0	0	0	0	0	3.37584069469898e-05	0	0
"Tapirira_guianensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
