"Ictalurus_punctatus"	"Rhinichthys_osculus"	"Gila_cypha"	"Pimephales_promelas"	"Fundulus_zebrinus"	"Catostomus_discobolus"	"Oncorhynchus_mykiss"	"Cyprinella_lutrensis"	"Catostomus_latipinnis"	"Cyprinus_carpio"	"Ameiurus_natalis"	"Bothriocephalus_acheilognathi"	"Ornithodiplostomum_sp."	"Lernaea_cyprinacea"	"Contracaecum_sp."	"Rhabdochona_sp."	"Unidenti?ed_metacercaria"	"Corallobothriinae"	"Posthodiplostomum_sp."	"Eustrongylides_sp."	"Oribatida_gen._sp."	"Henneguya_exilis"	"Ligictaluridus_?oridanus"	"Dactylogyrus_extensus"	"Gyrodactylus_hoffmani"	"Corallobothrium_?mbriatum"	"Megathylacoides_giganteum"	"Truttaedacnitis_truttae"	"Ergasilus_arthrosis"	"Myzobdella_lugubris"	"Gyrodactylus_sp."
"Ameiurus_natalis"	0.00172535465272145	0.00172308892861829	0.000465484724745061	0.000460707151908021	0.000462102468343388	0.000460017982568414	0.000460858838892896	0.0017137609941611	0.000458647010999261	0.000459423055967102	1.00171156429209	0.0502838534755993	9.12642187196872e-05	0.000109835103799327	0.0501775340559139	3.73477760308602e-05	4.11291470745559e-05	2.233482407954e-05	1.81674605797728e-05	3.4830474837671e-05	3.06979942487879e-05	1.56850422974678e-05	1.56850422974678e-05	2.29711527983551e-05	1.15176787977005e-05	1.56850422974677e-05	1.56850422974677e-05	1.53619612964299e-05	1.56850422974677e-05	1.56850422974677e-05	1.91454325402032e-05
"Bothriocephalus_acheilognathi"	0.00923485745100907	0.00925555311884156	0.00922443995277407	0.00918164471950801	0.0091723575618179	0.00915862148531441	0.00917085545470122	0.00916402058707495	0.0091406246661293	0.0091646071991852	0.00914251881374534	1.00306625795082	0.0013104301764019	0.00107508866648062	0.000949386022242632	0.000463926131754745	0.000539904575553111	0.000215730963165686	0.000361318831598758	0.000186792728652868	0.000332148418143687	8.39532495546279e-05	8.39532495546279e-05	0.00045823035995926	0.0002295411179877	8.39532495546279e-05	8.39532495546279e-05	0.000305695181823374	8.39532495546279e-05	8.39532495546279e-05	0.00010283947909824
"Ornithodiplostomum_sp."	0.0168657323248742	0.0168379782752471	0.0168369690742892	0.0168034826616585	5.4187558276333e-05	0.0167613207775196	3.05682367059583e-05	3.90472458834692e-05	0.0167284431951957	2.19502542110872e-05	3.04214062398958e-05	0.00240245532340349	1.00239616153534	0.00043129198217867	0.000343236131994561	0.000428971466092356	0.000986327469719436	0.00039385296894974	0.000660615196174165	0.000340413486819784	0.000188443336459653	0.000153324839317038	0.000153324839317038	1.09751271055436e-06	0.000420087066541463	0.000153324839317038	0.000153324839317038	1.01894122353194e-06	0.000153324839317038	0.000153324839317038	0.000187088647502745
"Lernaea_cyprinacea"	7.86924353490516e-05	0.0202208552625593	0.0201571659287845	4.4693188091948e-05	0.0201389195839163	4.72679890561039e-05	0.0201357610403434	0.0200910741050657	3.01276129731858e-05	2.16098224418215e-05	4.39340415197307e-05	0.00236519506625736	0.000517550378614404	1.0023570031773	0.000897290727604735	0.00101610867245025	0.000514211282487546	0.00028867489904425	0.000289076842970648	0.000225391555359893	0.0007281491591819	7.15385775900469e-07	7.15385775900469e-07	1.08049112209107e-06	1.1173297022987e-06	7.15385775900469e-07	7.15385775900469e-07	0.000671192034678112	7.15385775900469e-07	7.15385775900469e-07	0.000224676169583993
"Contracaecum_sp."	0.02527223560342	0.0252062254535242	8.52545421271544e-05	3.24983186523957e-05	6.96918050498698e-05	4.17381660538634e-05	4.63213231567066e-05	0.0251111992961471	3.23155538559299e-05	2.38539201568501e-05	0.025088767027957	0.00261081156116724	0.000514854197991841	0.00112161340950592	1.00260129509604	0.000283029388862459	0.000282678365938008	0.000230965518425115	2.03037999669781e-06	0.000509816768100552	0.000281811466832071	0.000229747596394727	0.000229747596394727	1.1926960078425e-06	8.12457966309893e-07	0.000229747596394727	0.000229747596394727	1.54404410522355e-06	0.000229747596394727	0.000229747596394727	0.000280069171705824
"Rhabdochona_sp."	8.23424096124064e-05	0.0336078058536856	0.0335297801784789	5.39152785407256e-05	0.0334995434430564	5.82418639348367e-05	4.94994917794313e-05	5.87688064355818e-05	2.976325326157e-05	1.5541913961633e-05	2.48985173539068e-05	0.00170106248310073	0.000857942932184711	0.00169351445408375	0.000377372518483279	1.00168990551081	0.000854358320198002	0.000479745427052669	0.000480344741656074	0.000374168632401064	0.00121090865111736	7.48567360112785e-07	7.48567360112785e-07	7.7709569808165e-07	1.34788196351814e-06	7.48567360112785e-07	7.48567360112785e-07	1.64998305931438e-06	7.48567360112784e-07	7.48567360112785e-07	0.000373420065040951
"Unidenti?ed_metacercaria"	0.000103571050589049	0.0335795970984574	0.0335434633196838	7.51157020486845e-05	8.23741052942718e-05	0.033449784127236	3.52547109712594e-05	4.45598074659555e-05	5.08744015090849e-05	1.80872554624158e-05	2.74194313830373e-05	0.00197965011036141	0.00197265493943887	0.000857018804145909	0.000376904487917343	0.000854358320198002	1.00196729177181	0.000480133888143695	0.000481070225689557	0.00037404818943266	0.000375165987059661	9.41555005354993e-07	9.41555005354993e-07	9.04362773120789e-07	1.87789255121711e-06	9.41555005354993e-07	9.41555005354993e-07	1.17515703237531e-06	9.41555005354993e-07	9.41555005354993e-07	0.000373106634427305
"Corallobothriinae"	0.0503986654846765	0.000127709140877642	0.0501875951775974	6.65771431623426e-05	4.9340189222368e-05	5.44858910129561e-05	2.53046419168864e-05	3.67685690317526e-05	3.04791966057713e-05	1.08407519178737e-05	2.23348240795401e-05	0.00118652029741127	0.00118155890684922	0.000721687247610625	0.00046193103685023	0.000719618140579004	0.000720200832215543	1.00117513533162	0.000718630073973307	0.000459588676678528	2.65249518475522e-06	0.000458169686224332	0.000458169686224332	5.42037595893684e-07	1.66442857905856e-06	0.000458169686224332	0.000458169686224332	8.43488063896214e-07	0.000458169686224332	0.000458169686224332	1.41899045419602e-06
"Posthodiplostomum_sp."	8.77114004179478e-05	0.000114087045542483	0.050248288832411	0.0502755215420517	5.66712415551861e-05	7.51502126731241e-05	3.26285455469602e-05	3.26213027283052e-05	5.10967013886462e-05	1.81567252059678e-05	1.81674605797728e-05	0.00198725357379317	0.00198184558852249	0.00072269210742662	4.06075999339563e-06	0.000720517112484112	0.000721605338534336	0.000718630073973307	1.00197472073616	2.06501020679681e-06	2.68441487824057e-06	7.97376367435889e-07	7.9737636743589e-07	9.07836260298388e-07	0.00125688803855129	7.97376367435889e-07	7.97376367435889e-07	1.08761818489867e-06	7.97376367435889e-07	7.97376367435889e-07	1.26763383936092e-06
"Eustrongylides_sp."	0.0504005604983876	0.0502351587375593	9.81234139775796e-05	2.65298859989698e-05	6.73102050979299e-05	4.50627202452656e-05	2.06781413384328e-05	4.61000526056656e-05	2.63603107736326e-05	9.38656927903857e-06	3.4830474837671e-05	0.00102736000759077	0.00102124046045935	0.000563478888399733	0.0010196335362011	0.000561252948601596	0.00056107228414899	0.000459588676678528	2.06501020679681e-06	1.00101635534404	0.000559851185544773	0.000458186913621705	0.000458186913621705	4.69328463951929e-07	6.63247149974246e-07	0.000458186913621705	0.000458186913621705	6.8927137794776e-07	0.000458186913621705	0.000458186913621705	0.000558168430417325
"Oribatida_gen._sp."	6.86196340210893e-05	0.0503304633621032	0.000142007623101263	2.62293819289013e-05	0.0502042770262395	4.47878870831501e-05	5.31921861534576e-05	6.71054522078829e-05	2.6029587730167e-05	1.66908752836024e-05	3.06979942487879e-05	0.00182681629979028	0.000565330009378961	0.00182037289795475	0.000563622933664142	0.00181636297667604	0.000562748980589492	2.65249518475522e-06	2.68441487824058e-06	0.000559851185544773	1.00181433429635	6.23814854737176e-07	6.23814854737176e-07	8.34543764180118e-07	6.55734548222533e-07	6.23814854737175e-07	6.23814854737175e-07	1.77307287178192e-06	6.23814854737175e-07	6.23814854737175e-07	0.000559227370690036
"Henneguya_exilis"	0.100687543008558	9.29274449049815e-05	6.98650659604802e-05	2.3867214560311e-05	8.60410175453784e-06	2.38219643877021e-05	8.49518080239416e-06	3.14416231725256e-05	2.37278088871666e-05	8.43751251805306e-06	3.13700845949355e-05	0.000923485745100907	0.00091994903590223	3.57692887950235e-06	0.000918990385578908	2.24570208033835e-06	2.82466501606498e-06	0.000916339372448664	1.59475273487178e-06	0.000916373827243411	1.24762970947435e-06	1.00091534130008	0.0009153413000778	4.21875625902653e-07	5.96680364007775e-07	0.000915341300077799	0.000915341300077799	2.83172693413138e-07	0.000915341300077799	0.000915341300077799	1.03252716561091e-06
"Ligictaluridus_?oridanus"	0.100687543008558	9.29274449049815e-05	6.98650659604802e-05	2.3867214560311e-05	8.60410175453784e-06	2.38219643877021e-05	8.49518080239415e-06	3.14416231725256e-05	2.37278088871666e-05	8.43751251805306e-06	3.13700845949355e-05	0.000923485745100907	0.000919949035902231	3.57692887950235e-06	0.000918990385578908	2.24570208033835e-06	2.82466501606498e-06	0.000916339372448664	1.59475273487178e-06	0.000916373827243411	1.24762970947435e-06	0.0009153413000778	1.00091534130008	4.21875625902653e-07	5.96680364007775e-07	0.000915341300077799	0.000915341300077799	2.83172693413138e-07	0.000915341300077799	0.000915341300077799	1.03252716561091e-06
"Dactylogyrus_extensus"	4.64063188492918e-05	4.65103171801084e-05	4.635396961193e-05	4.61389181884825e-05	4.60922490543613e-05	4.60232235442935e-05	4.60847007773931e-05	4.60503547089194e-05	4.59327872669814e-05	0.100548565865323	4.59423055967103e-05	0.00504053395955186	6.58507626332616e-06	5.40245561045536e-06	4.77078403137001e-06	2.33128709424495e-06	2.71308831936237e-06	1.08407519178737e-06	1.81567252059678e-06	9.38656927903857e-07	1.66908752836024e-06	4.21875625902653e-07	4.21875625902653e-07	1.00502742829327	1.15347295471206e-06	4.21875625902653e-07	4.21875625902653e-07	1.53615669257977e-06	4.21875625902653e-07	4.21875625902653e-07	5.16781302001204e-07
"Gyrodactylus_hoffmani"	6.56348400408553e-05	6.56832542346645e-05	0.000191252375587655	0.100441756012339	2.3266206420174e-05	6.51506077080381e-05	2.31429880625417e-05	2.31470905656309e-05	6.49628184529163e-05	2.30694590942412e-05	2.3035357595401e-05	0.0025249522978647	0.00252052239924878	5.58664851149351e-06	3.24983186523957e-06	4.04364589055442e-06	5.63367765365133e-06	3.32885715811713e-06	0.00251377607710258	1.32649429994849e-06	1.31146909644507e-06	5.96680364007775e-07	5.96680364007775e-07	1.15347295471206e-06	1.00251104390031	5.96680364007775e-07	5.96680364007775e-07	7.71432935418057e-07	5.96680364007775e-07	5.96680364007775e-07	7.29813935940716e-07
"Corallobothrium_?mbriatum"	0.100687543008558	9.29274449049815e-05	6.98650659604802e-05	2.3867214560311e-05	8.60410175453784e-06	2.38219643877021e-05	8.49518080239416e-06	3.14416231725256e-05	2.37278088871666e-05	8.43751251805306e-06	3.13700845949355e-05	0.000923485745100907	0.00091994903590223	3.57692887950235e-06	0.000918990385578908	2.24570208033835e-06	2.82466501606498e-06	0.000916339372448663	1.59475273487178e-06	0.00091637382724341	1.24762970947435e-06	0.000915341300077799	0.000915341300077799	4.21875625902653e-07	5.96680364007775e-07	1.00091534130008	0.000915341300077799	2.83172693413138e-07	0.000915341300077799	0.000915341300077799	1.03252716561091e-06
"Megathylacoides_giganteum"	0.100687543008558	9.29274449049815e-05	6.98650659604802e-05	2.3867214560311e-05	8.60410175453784e-06	2.38219643877021e-05	8.49518080239415e-06	3.14416231725256e-05	2.37278088871666e-05	8.43751251805306e-06	3.13700845949355e-05	0.000923485745100907	0.00091994903590223	3.57692887950234e-06	0.000918990385578908	2.24570208033835e-06	2.82466501606498e-06	0.000916339372448664	1.59475273487178e-06	0.00091637382724341	1.24762970947435e-06	0.000915341300077799	0.000915341300077799	4.21875625902653e-07	5.96680364007775e-07	0.000915341300077799	1.00091534130008	2.83172693413138e-07	0.000915341300077799	0.000915341300077799	1.03252716561091e-06
"Truttaedacnitis_truttae"	3.11489962754452e-05	9.85833056234143e-05	9.82662404065503e-05	3.08573174167223e-05	9.80310272432583e-05	3.07889280079281e-05	0.100432463600318	9.7843126060671e-05	3.06714123046906e-05	3.07231338515954e-05	3.07239225928598e-05	0.00336264700005711	6.11364734119167e-06	0.00335596017339056	6.17617642089421e-06	4.94994917794313e-06	3.52547109712594e-06	1.68697612779243e-06	2.17523636979735e-06	1.37854275589552e-06	3.54614574356384e-06	2.83172693413138e-07	2.83172693413138e-07	1.53615669257977e-06	7.71432935418057e-07	2.83172693413138e-07	2.83172693413138e-07	1.00334774878668	2.83172693413138e-07	2.83172693413138e-07	1.09537006248238e-06
"Ergasilus_arthrosis"	0.100687543008558	9.29274449049815e-05	6.98650659604802e-05	2.3867214560311e-05	8.60410175453784e-06	2.38219643877021e-05	8.49518080239415e-06	3.14416231725256e-05	2.37278088871666e-05	8.43751251805306e-06	3.13700845949355e-05	0.000923485745100907	0.00091994903590223	3.57692887950235e-06	0.000918990385578908	2.24570208033835e-06	2.82466501606498e-06	0.000916339372448663	1.59475273487178e-06	0.00091637382724341	1.24762970947435e-06	0.000915341300077799	0.000915341300077799	4.21875625902653e-07	5.96680364007775e-07	0.000915341300077799	0.000915341300077799	2.83172693413138e-07	1.00091534130008	0.000915341300077799	1.03252716561091e-06
"Myzobdella_lugubris"	0.100687543008558	9.29274449049815e-05	6.98650659604802e-05	2.3867214560311e-05	8.60410175453784e-06	2.38219643877021e-05	8.49518080239415e-06	3.14416231725256e-05	2.37278088871666e-05	8.43751251805306e-06	3.13700845949355e-05	0.000923485745100907	0.00091994903590223	3.57692887950234e-06	0.000918990385578908	2.24570208033835e-06	2.82466501606498e-06	0.000916339372448663	1.59475273487178e-06	0.00091637382724341	1.24762970947435e-06	0.000915341300077799	0.000915341300077799	4.21875625902653e-07	5.96680364007775e-07	0.000915341300077799	0.000915341300077799	2.83172693413138e-07	0.000915341300077799	1.00091534130008	1.03252716561091e-06
"Gyrodactylus_sp."	0.0001135779882172	0.100377390030214	0.000126381761994679	2.91925574376287e-05	0.000126016308441322	6.6303476102829e-05	3.28611018744715e-05	6.07584820388057e-05	2.89928126600985e-05	1.03356260400241e-05	3.82908650804064e-05	0.00113123427008063	0.00112253188501647	0.00112338084791996	0.0011202766868233	0.00112026019512285	0.00111931990328191	2.83798090839204e-06	2.53526767872185e-06	0.00111633686083465	0.00111845474138007	1.03252716561091e-06	1.03252716561091e-06	5.16781302001204e-07	7.29813935940716e-07	1.03252716561091e-06	1.03252716561091e-06	1.09537006248238e-06	1.03252716561091e-06	1.03252716561091e-06	1.00111530433367
