"Philodendron_apendiculatum"	"Cecropia_glaziovi"	"Cecropia_pachystachia"	"Cucurbitaceae"	"Vismia_sp."	"Ficus_luschnatiana"	"Ficus_sp."	"Piper_aduncun"	"Piper_dilatatum"	"Piper_sp."	"Rubus_brasiliensis"	"Aureliana_sp."	"Solanum_cinnamomeum"	"Solanum_megalochiton"	"Solanum_cf._paranaense"	"Solanum_rufescens"	"Solanum_santaecatharinae"	"Solanum_scuticum"	"Solanum_subsylvestris"	"Solanum_swartzianum"	"Solanum_variabile"	"Solanum_sp."	"Vassobia_breviflora"	"Unknown_family"	"Artibeus_fimbriatus"	"Artibeus_lituratus"	"Artibeus_jamaicensis"	"Carollia_perspicillata"	"Sturnira_lilium"	"Sturnira_tildae"
"Solanum_subsylvestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0
"Solanum_swartzianum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0
"Solanum_variabile"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.45	0
"Solanum_sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0	0.225	0.225	0.225
"Vassobia_breviflora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0.45	0
"Unknown_family"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0.45	0
"Artibeus_fimbriatus"	0	0.1	0.1	0.1	0	0.1	0.1	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0
"Artibeus_lituratus"	0	0.18	0.18	0	0	0.18	0.18	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0
"Artibeus_jamaicensis"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Carollia_perspicillata"	0	0	0	0	0	0	0	0.1125	0.1125	0.1125	0.1125	0	0	0.1125	0.1125	0	0	0	0	0	0.1125	0.1125	0	0	0	0	0	0	0	0
"Sturnira_lilium"	0.0473684210526316	0.0473684210526316	0	0.0473684210526316	0.0473684210526316	0	0.0473684210526316	0	0	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0	0	0	0	0	0
"Sturnira_tildae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.3	0	0	0	0.3	0	0	0	0	0	0	0	0
