"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Campnosperma_seychellarum"	"Craterispermum_microdon"	"Soulamea_terminaloides"	"Excoecaria_benthiamiana"	"Memecylon_eleagni"	"Colea_seychellarum"	"Cinnamomum_verum"	"Lasioglossum_mahense"	"Apis_mellifera"	"Unidentified_sp1_M_PL_100"	"Lygistorrhina_sp1_M_PL_100"	"Scaptodrosophila_sp1_M_PL_100"	"Eristalinus_vicarians"	"Nectarinia_dussumieri"	"Parasarcophaga_hirticeps"	"Phelsuma_sp1_M_PL_100"	"Rhiparida_seychellensis"	"Cratopus_aurostriatus"	"Unidentified_sp2_M_PL_100"	"Unidentified_sp3_M_PL_100"
"Lygistorrhina_sp1_M_PL_100"	0	0	0	0	0.296296296296296	0.37037037037037	0	0	0	0	0	0	1.23456790123457	0	0.0493827160493827	0	0.0493827160493827	0	0	0	0	0
"Scaptodrosophila_sp1_M_PL_100"	0.0481929608707858	0.0240874791352676	0	0.592654601549011	0	0	0.00129871883370154	0	0.000432906277900514	0.0181820636718216	0.160964061746669	0	0	1.14816365038725	0	0	0	0.00301206005442411	0	0.00150603002721206	0.000752733722977113	0.000752733722977113
"Eristalinus_vicarians"	0	0	0	0	0.62962962962963	0.037037037037037	0	0	0	0	0	0	0.123456790123457	0	1.10493827160494	0	0.104938271604938	0	0	0	0	0
"Nectarinia_dussumieri"	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0
"Parasarcophaga_hirticeps"	0	0	0	0	0.62962962962963	0.037037037037037	0	0	0	0	0	0	0.123456790123457	0	0.104938271604938	0	1.10493827160494	0	0	0	0	0
"Phelsuma_sp1_M_PL_100"	0.58335625851959	0.0524955823306729	0	0.0180723603265447	0	0	0.00955684911739439	0	0.0031856163724648	0.133795887643521	0.137048732476297	0	0	0.00451809008163617	0	0	0	1.03645976615747	0	0.0182298830787372	0.00164048694783353	0.00164048694783353
"Rhiparida_seychellensis"	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	1.08333333333333	0	0	0
"Cratopus_aurostriatus"	0.58335625851959	0.0524955823306729	0	0.0180723603265447	0	0	0.00955684911739439	0	0.0031856163724648	0.133795887643522	0.137048732476297	0	0	0.00451809008163617	0	0	0	0.0364597661574744	0	1.01822988307874	0.00164048694783353	0.00164048694783353
"Unidentified_sp2_M_PL_100"	0.0524955823306729	0.584076362529613	0	0.00903280467572535	0	0	0.0157964378479917	0	0.00526547928266389	0.221150129871883	0.0684987687909172	0	0	0.00225820116893134	0	0	0	0.00328097389566705	0	0.00164048694783353	1.01825238632905	0.0182523863290504
"Unidentified_sp3_M_PL_100"	0.0524955823306729	0.584076362529613	0	0.00903280467572535	0	0	0.0157964378479917	0	0.00526547928266389	0.221150129871883	0.0684987687909172	0	0	0.00225820116893134	0	0	0	0.00328097389566705	0	0.00164048694783353	0.0182523863290504	1.01825238632905
