"Stillingia_lineata"	"Gaertnera_sp1_M_PL_080"	"Aphloia_theiformis"	"Syzygium_coriaceum"	"Euodia_chapelieri"	"Warneckea_trinervis"	"Nacoleia_sp1_M_PL_080"	"Chaetocnema_sp1_M_PL_080"	"Chrysomya_megacephala"	"Apis_mellifera"	"Villa_unifasciata"	"Brachymyrmex_sp1_M_PL_080"	"Phorinia_sp1_M_PL_080"	"Stomorhina_lunata"	"Ahasverus_advena"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Episyrphus_sp1_M_PL_080"	"Lecithoceridae_sp1_M_PL_080"	"Mauritiborium_undulatus"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_080"	"Musca_domestica"	"Pachycerina_crinicornis"	"Pelecophora_intemipta"	"Polistes_hebraeus"	"Sarcophaga_arno"	"Technomyrmex_albipes"
"Stomorhina_lunata"	0.000101812735252938	9.14630653950692e-05	0.0672543046196433	0.0335013877854067	4.99167978725265e-05	1.12160065305543e-05	0.00112160065305543	0.00112312795213184	2.30867429700419e-06	2.1520721269428e-06	0.00152001757150336	0.00288232734084185	1.32799219895137e-06	1.00247990802365	8.85328132634246e-07	9.80682098052824e-07	8.85328132634246e-07	5.38018031735701e-07	5.38018031735701e-07	4.42664066317123e-07	0.000960775780280618	4.42664066317123e-07	4.42664066317123e-07	4.42664066317123e-07	4.42664066317123e-07	5.38018031735701e-07	4.42664066317123e-07	4.42664066317123e-07
"Ahasverus_advena"	0.100839584544047	6.73997845026383e-05	2.21621070054036e-05	4.16873484992474e-05	3.92255357214661e-05	4.16903256009463e-08	4.16903256009463e-06	0.000882574553732986	0.00175412837443446	1.58587728241502e-06	0.00087787734322723	9.4980458594587e-07	0.00131529892883539	1.32799219895137e-06	1.00087686595256	0.000438829445599067	0.000876865952556927	3.96469320603755e-07	3.96469320603755e-07	0.000438432976278464	3.16601528648623e-07	0.000438432976278464	0.000438432976278464	0.000438432976278464	0.000438432976278464	3.96469320603755e-07	0.000438432976278464	0.000438432976278464
"Allograpta_nasuta"	0.0504653862438928	0.050410695911029	1.11653945420772e-05	6.91207124669076e-05	3.29315613708464e-05	2.0801186799418e-05	0.0020801186799418	0.000740960130844043	0.00117419239655713	0.00118613402143598	0.000440140963109831	4.78516908946167e-07	0.000658244168398601	1.47102314707924e-06	0.000438829445599067	1.00051594822816	0.000438829445599067	0.000296533505358994	0.000296533505358994	0.000219414722799534	1.59505636315389e-07	0.000219414722799534	0.000219414722799534	0.000219414722799534	0.000219414722799534	0.000296533505358994	0.000219414722799534	0.000219414722799534
"Syritta_nigrofemorata"	0.100839584544047	6.73997845026383e-05	2.21621070054036e-05	4.16873484992474e-05	3.92255357214661e-05	4.16903256009463e-08	4.16903256009463e-06	0.000882574553732986	0.00175412837443446	1.58587728241502e-06	0.00087787734322723	9.4980458594587e-07	0.00131529892883539	1.32799219895137e-06	0.000876865952556927	0.000438829445599067	1.00087686595256	3.96469320603755e-07	3.96469320603755e-07	0.000438432976278464	3.16601528648623e-07	0.000438432976278464	0.000438432976278464	0.000438432976278464	0.000438432976278464	3.96469320603755e-07	0.000438432976278464	0.000438432976278464
"Episyrphus_sp1_M_PL_080"	9.11879437388636e-05	0.100753992037555	1.68682078750814e-07	9.65540764345678e-05	2.66375870202267e-05	4.1560683273235e-05	0.0041560683273235	0.000599345707955101	0.0005942564186798	0.00237068216558954	2.40458299243246e-06	7.22923194646344e-09	1.18940796181126e-06	1.6140540952071e-06	7.9293864120751e-07	0.000593067010717988	7.9293864120751e-07	1.0005926705414	0.000592670541397385	3.96469320603755e-07	2.40974398215448e-09	3.96469320603755e-07	3.96469320603755e-07	3.96469320603755e-07	3.96469320603755e-07	0.000592670541397384	3.96469320603755e-07	3.96469320603755e-07
"Lecithoceridae_sp1_M_PL_080"	9.11879437388636e-05	0.100753992037555	1.68682078750814e-07	9.65540764345677e-05	2.66375870202267e-05	4.1560683273235e-05	0.0041560683273235	0.0005993457079551	0.0005942564186798	0.00237068216558954	2.40458299243246e-06	7.22923194646344e-09	1.18940796181126e-06	1.6140540952071e-06	7.9293864120751e-07	0.000593067010717988	7.9293864120751e-07	0.000592670541397385	1.0005926705414	3.96469320603755e-07	2.40974398215448e-09	3.96469320603755e-07	3.96469320603755e-07	3.96469320603755e-07	3.96469320603755e-07	0.000592670541397385	3.96469320603755e-07	3.96469320603755e-07
"Mauritiborium_undulatus"	0.100839584544047	6.73997845026383e-05	2.21621070054036e-05	4.16873484992474e-05	3.9225535721466e-05	4.16903256009463e-08	4.16903256009463e-06	0.000882574553732987	0.00175412837443446	1.58587728241502e-06	0.00087787734322723	9.4980458594587e-07	0.00131529892883539	1.32799219895137e-06	0.000876865952556927	0.000438829445599068	0.000876865952556927	3.96469320603755e-07	3.96469320603755e-07	1.00043843297628	3.16601528648624e-07	0.000438432976278464	0.000438432976278464	0.000438432976278464	0.000438432976278464	3.96469320603755e-07	0.000438432976278464	0.000438432976278464
"Melanostoma_bituberculatum"	7.28183515891833e-05	4.09656476966261e-07	0.100804251947946	0.000132351396889218	2.25327054951786e-07	4.43301445196764e-08	4.43301445196765e-06	5.06985873641517e-06	1.26881585857665e-06	9.63897592861792e-09	0.00144289980178563	0.00432018222634055	9.4980458594587e-07	0.00288232734084185	6.33203057297246e-07	3.19011272630778e-07	6.33203057297246e-07	2.40974398215448e-09	2.40974398215448e-09	3.16601528648623e-07	1.00144006074211	3.16601528648623e-07	3.16601528648623e-07	3.16601528648623e-07	3.16601528648623e-07	2.40974398215448e-09	3.16601528648623e-07	3.16601528648623e-07
"Mordellidae_sp1_M_PL_080"	0.100839584544047	6.73997845026383e-05	2.21621070054036e-05	4.16873484992474e-05	3.92255357214661e-05	4.16903256009463e-08	4.16903256009463e-06	0.000882574553732987	0.00175412837443446	1.58587728241502e-06	0.00087787734322723	9.4980458594587e-07	0.00131529892883539	1.32799219895137e-06	0.000876865952556927	0.000438829445599068	0.000876865952556927	3.96469320603755e-07	3.96469320603755e-07	0.000438432976278464	3.16601528648623e-07	1.00043843297628	0.000438432976278464	0.000438432976278464	0.000438432976278464	3.96469320603755e-07	0.000438432976278464	0.000438432976278464
"Musca_domestica"	0.100839584544047	6.73997845026383e-05	2.21621070054036e-05	4.16873484992474e-05	3.92255357214661e-05	4.16903256009463e-08	4.16903256009463e-06	0.000882574553732987	0.00175412837443446	1.58587728241502e-06	0.00087787734322723	9.4980458594587e-07	0.00131529892883539	1.32799219895137e-06	0.000876865952556927	0.000438829445599067	0.000876865952556928	3.96469320603755e-07	3.96469320603755e-07	0.000438432976278464	3.16601528648623e-07	0.000438432976278464	1.00043843297628	0.000438432976278464	0.000438432976278464	3.96469320603755e-07	0.000438432976278464	0.000438432976278464
"Pachycerina_crinicornis"	0.100839584544047	6.73997845026383e-05	2.21621070054036e-05	4.16873484992474e-05	3.92255357214661e-05	4.16903256009463e-08	4.16903256009463e-06	0.000882574553732986	0.00175412837443446	1.58587728241502e-06	0.00087787734322723	9.4980458594587e-07	0.00131529892883539	1.32799219895137e-06	0.000876865952556927	0.000438829445599067	0.000876865952556928	3.96469320603755e-07	3.96469320603755e-07	0.000438432976278464	3.16601528648623e-07	0.000438432976278464	0.000438432976278464	1.00043843297628	0.000438432976278464	3.96469320603755e-07	0.000438432976278464	0.000438432976278464
"Pelecophora_intemipta"	0.100839584544047	6.73997845026383e-05	2.21621070054036e-05	4.16873484992474e-05	3.92255357214661e-05	4.16903256009463e-08	4.16903256009462e-06	0.000882574553732986	0.00175412837443446	1.58587728241502e-06	0.00087787734322723	9.4980458594587e-07	0.00131529892883539	1.32799219895137e-06	0.000876865952556927	0.000438829445599067	0.000876865952556928	3.96469320603755e-07	3.96469320603755e-07	0.000438432976278464	3.16601528648623e-07	0.000438432976278464	0.000438432976278464	0.000438432976278464	1.00043843297628	3.96469320603755e-07	0.000438432976278464	0.000438432976278464
"Polistes_hebraeus"	9.11879437388636e-05	0.100753992037555	1.68682078750814e-07	9.65540764345678e-05	2.66375870202267e-05	4.1560683273235e-05	0.0041560683273235	0.0005993457079551	0.0005942564186798	0.00237068216558954	2.40458299243246e-06	7.22923194646344e-09	1.18940796181126e-06	1.61405409520711e-06	7.9293864120751e-07	0.000593067010717988	7.9293864120751e-07	0.000592670541397385	0.000592670541397385	3.96469320603755e-07	2.40974398215448e-09	3.96469320603755e-07	3.96469320603755e-07	3.96469320603755e-07	3.96469320603755e-07	1.0005926705414	3.96469320603755e-07	3.96469320603755e-07
"Sarcophaga_arno"	0.100839584544047	6.73997845026383e-05	2.21621070054036e-05	4.16873484992474e-05	3.92255357214661e-05	4.16903256009463e-08	4.16903256009463e-06	0.000882574553732986	0.00175412837443446	1.58587728241502e-06	0.00087787734322723	9.4980458594587e-07	0.00131529892883539	1.32799219895137e-06	0.000876865952556927	0.000438829445599067	0.000876865952556928	3.96469320603755e-07	3.96469320603755e-07	0.000438432976278464	3.16601528648623e-07	0.000438432976278464	0.000438432976278464	0.000438432976278464	0.000438432976278464	3.96469320603755e-07	1.00043843297628	0.000438432976278464
"Technomyrmex_albipes"	0.100839584544047	6.73997845026383e-05	2.21621070054036e-05	4.16873484992474e-05	3.92255357214661e-05	4.16903256009463e-08	4.16903256009463e-06	0.000882574553732986	0.00175412837443446	1.58587728241502e-06	0.00087787734322723	9.4980458594587e-07	0.00131529892883539	1.32799219895137e-06	0.000876865952556927	0.000438829445599067	0.000876865952556927	3.96469320603755e-07	3.96469320603755e-07	0.000438432976278464	3.16601528648623e-07	0.000438432976278464	0.000438432976278464	0.000438432976278464	0.000438432976278464	3.96469320603755e-07	0.000438432976278464	1.00043843297628
