"Microtus_arvalis"	"Clethrionomys_centralis"	"Spermophilus_undulatus"	"Apodemus_uralensis"	"Apodemus_agrarius"	"Sorex_araneus"	"Sicista_tianshanica"	"Dryomys_nitedula"	"Arvicola_terrestris"	"Neomys_fodiens"	"Cricetulus_migratorius"	"Cricetus_cricetus"	"Marmota_baibacina"	"Spermophilus_erythrogenys"	"Ctenophthalmus_assimilis"	"Neopsylla_mana"	"Megabothris_rectangulatus"	"Citellophilus_tesquorum"	"Amphipsylla_rossica"	"Hystrichopsylla_talpae"	"Nosopsyllus_consimilis"	"Pectinoctenus_nemorosa"	"Frontopsylla_elata"	"Frontopsylla_protera"	"Amalaraeus_penicilliger"	"Neopsylla_teratura"	"Palaeopsylla_soricis"	"Frontopsylla_elatoides"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_arvalis"	"Amphipsylla_sibirica"	"Frontopsylla_ornata"	"Oropsylla_silantiewi"	"Amphipsylla_primaris"	"Corrodopsylla_birulai"	"Rhadinopsylla_angusta"
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0266666666666667	0	0	0	0.0133333333333333	0.0466666666666667	0	0	0	0	0.0133333333333333	0	0	0	0	0	0	0	0	0	0
"Cricetus_cricetus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.05	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Marmota_baibacina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0
"Spermophilus_erythrogenys"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_assimilis"	0.0804030226700252	0.015264483627204	0	0.00125944584382872	0.000604534005037783	0.000302267002518892	0.000403022670025189	0.000302267002518892	0.000755667506297229	0.000554156171284635	0	0.000151133501259446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_mana"	0.0595959595959596	0.0153535353535354	0.0185858585858586	0.00222222222222222	0.000606060606060606	0.000404040404040404	0.000606060606060606	0	0.000404040404040404	0	0.000808080808080808	0.00101010101010101	0	0.000404040404040404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_rectangulatus"	0.0501210653753027	0.0445520581113801	0	0.00193704600484262	0.000726392251815981	0	0.000968523002421308	0.000726392251815981	0.000968523002421308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Citellophilus_tesquorum"	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_rossica"	0.0619469026548673	0.0351032448377581	0	0.00147492625368732	0	0	0	0.000884955752212389	0.000589970501474926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_talpae"	0.0313432835820896	0.0614925373134328	0	0.00238805970149254	0.00149253731343284	0	0.000895522388059702	0	0.00119402985074627	0	0.000597014925373134	0.000597014925373134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_consimilis"	0.0535714285714286	0.013961038961039	0.0149350649350649	0.0100649350649351	0.00227272727272727	0	0.000974025974025974	0.00194805194805195	0	0	0.00227272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_nemorosa"	0.00447761194029851	0.0082089552238806	0	0.058955223880597	0.0276119402985075	0	0.000746268656716418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elata"	0.0729957805907173	0.0135021097046414	0	0.00590717299578059	0.00337552742616034	0	0.00253164556962025	0	0.00168776371308017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_protera"	0.0236842105263158	0.0355263157894737	0.00131578947368421	0.0131578947368421	0.00723684210526316	0.00723684210526316	0.00592105263157895	0.00131578947368421	0	0.00460526315789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0.0493975903614458	0.0265060240963855	0.00240963855421687	0.00602409638554217	0.00602409638554217	0	0.00963855421686747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_teratura"	0.0421052631578947	0.0192982456140351	0.0298245614035088	0.00526315789473684	0	0	0	0	0	0	0.00350877192982456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Palaeopsylla_soricis"	0.025	0	0	0	0	0.0625	0	0	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elatoides"	0.0416666666666667	0.00833333333333333	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_sciurorum"	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_arvalis"	0.0769230769230769	0	0	0.0230769230769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_sibirica"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_ornata"	0.0625	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oropsylla_silantiewi"	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_primaris"	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Corrodopsylla_birulai"	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_angusta"	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
