"ID"	"NC"	"MNC"	"SDNC"	"Nm6"	"MNm6"	"SDNm6"
"25"	"4_parsnip"	1	1.07	0.256432399976243	704	519.33	27.8303137538254
"26"	"5_mcgregor"	1	1.15	0.358870281282637	296	201.43	19.8307255734044
"27"	"6_woods"	1	1.16	0.368452949177471	1914	1590.54	74.6131328651974
"28"	"7_coldlake"	1	1	0	237	150.63	9.81820099137671
"29"	"8_aishihik"	1	1	0	449	343.55	12.9102378918532
"30"	"9_coastalrj"	1	1	0	2947	2224.15	96.4064810889786
"31"	"A_HP_001"	1	1	0	199	186.81	8.21515598627244
"32"	"A_HP_002"	2	1.06	0.238683256575942	398	368.73	21.2121820345448
"33"	"A_HP_003"	2	1.01	0.1	1279	1274.27	10.1043594951922
"34"	"A_HP_004"	2	1.01	0.1	158	161.04	3.6290633791794
"35"	"A_HP_005"	1	1	0	276	276.84	2.44006954694726
"36"	"A_HP_006"	1	1.07	0.256432399976243	450	380.13	26.7968997905325
"37"	"A_HP_007"	1	1.08	0.272659924344291	61	52.45	5.82119950150857
"38"	"A_HP_008"	3	1.53	0.576562435842158	15	15.31	3.82890389674448
"39"	"A_HP_009"	2	1	0	694	604.41	20.5077442874046
"40"	"A_HP_010"	1	1.1	0.301511344577764	109	98.92	12.1851706528216
"41"	"A_HP_011"	1	1	0	112	109.8	3.71184290855335
"42"	"A_HP_012"	1	1.04	0.196946385566932	270	210.41	13.6626712563315
"43"	"A_HP_013"	1	1	0	831	756.23	15.2460327676257
"44"	"A_HP_014"	1	1	0	232	220.19	11.3170069569938
"45"	"A_HP_015"	1	1	0	6	6	0
"46"	"A_HP_016"	2	1.01	0.1	158	162.38	4.67700154311963
"47"	"A_HP_017"	1	1	0	15	15	0
"48"	"A_HP_018"	1	1	0	1205	1140.27	29.9402958090149
"49"	"A_HP_019"	1	1.26	0.463190516467527	28	20.08	3.49799365293301
"50"	"A_HP_020"	2	1	0	934	934.25	18.0405687607714
"51"	"A_HP_021"	1	1.01	0.1	222	226.11	8.05523231674715
"52"	"A_HP_022"	1	1.02	0.14070529413629	175	126.02	11.0004407625193
"53"	"A_HP_023"	1	1	0	93	89.48	3.14459613440023
"54"	"A_HP_024"	2	1.09	0.287623491264661	54	52.12	4.418235856177
"55"	"A_HP_025"	4	1.32	0.51010001000002	249	184.35	17.0248629831773
"56"	"A_HP_026"	1	1	0	2341	2304.63	11.75220159903
"57"	"A_HP_027"	3	1.04	0.196946385566932	626	455.24	24.3667765200857
"58"	"A_HP_028"	2	1.35	0.519809599951771	3	2.35	1.06718737290547
"59"	"A_HP_029"	1	1.13	0.366666666666667	73	52.59	9.20484611056545
"60"	"A_HP_030"	2	1.12	0.32659863237109	118	95.09	8.50441952840707
"61"	"A_HP_031"	3	1.03	0.171446607997765	1567	1310.2	52.6986860856275
"62"	"A_HP_032"	4	1.78	0.675397376484108	23	10.89	2.32202889340727
"63"	"A_HP_033"	1	1	0	3879	3624.66	56.7742686060999
"64"	"A_HP_034"	1	1	0	103	97.27	2.81717316586408
"65"	"A_HP_035"	1	1.14	0.348735088019777	3	3.98	1.21422544625923
"66"	"A_HP_036"	1	1.19	0.394277244403663	23	14.82	3.29180187677807
"67"	"A_HP_037"	1	1	0	388	360.11	17.2591038778572
"68"	"A_HP_038"	2	1.1	0.301511344577764	110	73.72	6.78542704640026
"69"	"A_HP_039"	1	1	0	36	40.8	3.57883791307748
"70"	"A_HP_040"	3	1.59	0.587667878442863	10	9.16	1.75072856406997
"71"	"A_HP_041"	1	1	0	194	189.54	3.68293909860595
"72"	"A_HP_042"	4	1.82	0.78341392235355	104	90	12.482715322324
"73"	"A_HP_043"	2	1.08	0.272659924344291	262	234.87	14.7255395538335
"74"	"A_HP_044"	1	1	0	3016	2801.63	51.6635688220853
"75"	"A_HP_045"	1	1	0	278	251.07	6.91690215006222
"76"	"A_HP_046"	1	1.01	0.1	3384	2492.82	69.6747682689604
"77"	"A_HP_047"	2	1	0	703	631.5	17.899551374097
"78"	"A_HP_048"	1	1	0	432	417.5	5.86807834255333
"79"	"A_HP_049"	1	1	0	56	49.76	4.91980126066536
"80"	"A_HP_050"	2	1.02	0.14070529413629	4302	2947.68	84.9631982125499
"81"	"A_HP_051"	1	1.03	0.171446607997765	898	793	24.345161093878
"82"	"A_PH_004"	1	1.01	0.1	789	758.07	35.1166181271328
"83"	"A_PH_005"	1	1.02	0.14070529413629	550	531.8	44.508312695382
"84"	"A_PH_006"	1	1.23	0.468287229478799	212	168.9	20.8207840991892
"85"	"A_PH_007"	1	1	0	139	141.53	3.7455832575707
"86"	"abe"	1	1	0	33	28.06	1.31671461362642
"87"	"bac15"	1	1	0	2221	2004.23	22.1554904611872
"88"	"barrangou"	1	1	0	40	38.07	2.49547064446243
"89"	"basker"	1	1	0	477	478.25	2.64527404014683
"90"	"braunbreton"	1	1	0	66	66	0
"91"	"campbell"	1	1	0	10	10	0
"92"	"capparelli"	1	1	0	224	223.96	3.81628620572939
"93"	"caso"	2	1.05	0.21904291355759	21	16.15	0.857233039988826
"94"	"ceyssens"	1	1	0	75	75	0
"95"	"comeau2005"	1	1	0	2206	2200	29.0426367169847
"96"	"comeau2006"	1	1	0	1104	1094.07	19.1048436399006
"97"	"depaola"	1	1	0	88	85.21	0.956582722533971
"98"	"doi"	3	1	0	176	176	0
"99"	"DON"	1	1.17	0.427702341505507	1901	1358.1	71.2044289849354
"100"	"duplessis"	3	1.19	0.394277244403663	70	60.36	1.66678787438049
"101"	"ESKI"	1	1	0	89	94.59	7.31967736773123
"102"	"FARIA"	1	1.05	0.21904291355759	40	35.49	4.81054187501919
"103"	"gamage"	2	1.1	0.301511344577764	2	2	0
"104"	"goodridge"	1	1	0	55	55	0
"105"	"GOR"	1	1.02	0.14070529413629	1260	890.26	64.3233027193666
"106"	"hansen"	1	1	0	1517	1400.73	16.7252636584433
"107"	"Herb_Basset&Sam"	1	1	0	297	289.07	13.4045484516234
"108"	"Herb_Bluthgen2006"	4	3.05	0.967919772950572	13	17.16	4.99235779603549
"109"	"Herb_Bodner2009"	28	28.23	0.509604719068583	0	1.2	1.0150384378451
"110"	"Herb_Coley2006"	9	8.84	1.50903005840564	11	10.19	3.68643431784672
"111"	"Herb_CuevasReyes"	29	29	0	NA	NA	NA
"112"	"Herb_Dawah1995"	8	8	0	0	0.3	0.460566186471838
"113"	"Herb_Futuyma1979"	1	1	0	18202	17334.34	150.858500830173
"114"	"Herb_Hen&Mem_P100"	3	3.4	1.12815214963553	69	64.06	11.0305544426892
"115"	"Herb_Hen&Mem_P199"	5	3.91	1.02587730378649	21	18.36	4.1182520563948
"116"	"Herb_Hen&Mem_P200"	5	3.39	1.41346340167646	33	29.53	5.80917943057069
"117"	"Herb_Hen&Mem_P299"	5	4.34	1.17395988780785	9	12.05	3.61639085668057
"118"	"Herb_Janzen1980"	55	45.85	0.925235432774062	5	4.42	1.24867606655686
"119"	"Herb_Jermy2003"	17	13.33	1.17253933189829	2	3.48	1.16757540366022
"120"	"Herb_Loye1992"	10	8	1.60806050441474	13	10.65	4.01858058261744
"121"	"Herb_Memmott1994"	45	43.13	0.337997668989631	2	2.14	0.348735088019777
"122"	"Herb_Muller1999"	13	6.69	1.04151210974596	28	28	0
"123"	"Herb_Nakagawa2003_96"	1	1.13	0.366666666666667	473	445.17	27.6606619989873
"124"	"Herb_Nakagawa2003_98"	1	1.11	0.31446603773522	189	185.76	18.8546379900908
"125"	"Herb_Novotny2005"	14	11.79	0.832363071518843	3	3.84	1.35378257956264
"1100"	"Herb_Novotny2012"	1	1	0	73287	64062.25	612.56903
"910"	"Herb_Pearse&Alterm"	12	13.26	3.3533339	113222	47019.02	1704.52799
"126"	"Herb_Prado&Lewin"	2	3.62	1.47559267325835	108	72.85	16.8165232597423
"127"	"Herb_Rathcke1976_70"	2	1.09	0.287623491264661	10	9.04	1.97928667897699
"128"	"Herb_Rathcke1976_71"	2	1.32	0.489897948556636	5	6.04	1.75763845238232
"129"	"Herb_Stary&Hav"	52	48.47	1.32157695824559	1	6.43	3.96004030180492
"368"	"Herb_Tavakilian1997"	37	20.77	3.7439648	1356	298.47	35.73569
"130"	"Herb_Tscharnatke2001"	8	7.02	0.14070529413629	1	1	0
"131"	"Herb_Ueckert&Hans"	1	1	0	1521	1494.31	24.4927096966185
"132"	"holmfeldt"	2	1	0	16933	16717	150.71171222576
"133"	"IZ_PA_COLpen"	4	4	0	0	0	0
"134"	"IZ_PA_DIM10"	8	8	0	NA	NA	NA
"135"	"IZ_PA_DIM100"	5	5	0	NA	NA	NA
"136"	"IZ_PA_FLO"	5	4.17	0.403394686042433	1	1	0
"137"	"IZ_PA_PA10"	6	6	0	NA	NA	NA
"138"	"IZ_PA_PAcamp"	6	5.06	0.238683256575942	NA	NA	NA
"139"	"IZ_PA_POW"	6	6.03	0.171446607997765	0	0	0
"140"	"KAIS09_CONT"	1	1.34	0.57243057891483	9801	9469.63	320.084195205265
"141"	"KAIS09_REST"	1	1.13	0.393251147037697	13908	12555.33	372.585019922577
"142"	"kankila"	1	1	0	24173	24175.45	5.30556216616014
"143"	"krylov"	1	1	0	738	712.12	4.31881016162105
"144"	"kudva"	1	1	0	165	165	0
"145"	"langley"	1	1	0	357	350.45	19.4522855762868
"146"	"M_AF_001"	1	1	0	292	290.87	11.5955886770649
"147"	"M_AF_002_01"	1	1.51	0.502418393795691	0	0.4	0.492365963917331
"148"	"M_AF_002_02"	2	2	0	NA	NA	NA
"149"	"M_AF_002_03"	1	1	0	0	0	0
"150"	"M_AF_002_04"	1	1.36	0.482418151324422	0	0.32	0.468826172262151
"151"	"M_AF_002_05"	1	1.12	0.32659863237109	0	0.12	0.32659863237109
"152"	"M_AF_002_06"	1	1.27	0.446196043338474	0	0.24	0.429234695990928
"153"	"M_AF_002_07"	2	2	0	NA	NA	NA
"154"	"M_AF_002_08"	1	1.13	0.337997668989631	0	0.17	0.377525168068637
"155"	"M_AF_002_09"	1	1	0	0	0	0
"156"	"M_AF_002_10"	3	3	0	0	0	0
"157"	"M_AF_002_11"	4	4	0	NA	NA	NA
"158"	"M_AF_002_12"	1	1.32	0.468826172262151	0	0.36	0.482418151324422
"159"	"M_AF_002_13"	2	2.08	0.272659924344291	0	0.14	0.348735088019777
"160"	"M_AF_002_14"	2	2.12	0.32659863237109	0	0.26	0.440844002276808
"161"	"M_AF_002_15"	2	2.07	0.256432399976243	0	0.11	0.31446603773522
"162"	"M_AF_002_16"	3	3	0	NA	NA	NA
"163"	"M_PA_001"	6	5.06	0.238683256575942	0	0	0
"164"	"M_PA_002"	1	1.03	0.171446607997765	7	6.34	1.14785702836885
"165"	"M_PA_003"	4	2.34	0.912538915733062	13	7.06	2.23299409454271
"166"	"M_PA_004"	1	1.05	0.21904291355759	2982	2909.06	117.982520533828
"167"	"M_PL_001"	4	3.73	1.42740139676082	842	806.72	80.3562874285076
"168"	"M_PL_002"	2	2.04	0.98391097568876	220	212.98	24.8246293471267
"169"	"M_PL_003"	1	3.16	1.14344862039129	18	38.39	8.04770498686151
"170"	"M_PL_004"	2	1.19	0.394277244403663	282	325.21	27.8963793313394
"171"	"M_PL_005"	6	2.76	1.23189924814319	10584	8352.71	438.842745701174
"172"	"M_PL_006"	1	1.15	0.358870281282637	537	529.88	28.7174602855567
"173"	"M_PL_007"	2	1.45	0.657128740672771	129	134.5	14.584134177145
"174"	"M_PL_008"	1	1	0	238	243.18	19.1101961256183
"175"	"M_PL_009"	1	1.3	0.481999203654147	436	401.4	42.2228335947231
"176"	"M_PL_010"	1	1	0	7363	6758.68	206.375889281591
"177"	"M_PL_011"	1	1.03	0.171446607997765	89	97.29	8.1156974718471
"178"	"M_PL_012"	1	1.75	0.808727645156516	371	352.57	35.0616354842195
"179"	"M_PL_013"	1	1.14	0.348735088019777	203	175.31	17.0327640300995
"180"	"M_PL_014"	2	2.46	1.15836875899611	291	299.49	40.0483281281327
"610"	"M_PL_015"	2	1.1	0.3015113	46862	39049.66	1033.33578
"181"	"M_PL_016"	1	1.29	0.477683805651624	1661	1688.49	92.2116028326679
"182"	"M_PL_017"	1	1.06	0.238683256575942	2800	2767.39	106.790259363621
"183"	"M_PL_018"	1	1.17	0.427702341505507	1767	1695.31	88.4668168115462
"184"	"M_PL_019"	2	1.48	0.627323962188082	835	786.64	62.7112220717901
"185"	"M_PL_020"	2	1.8	0.864566219253764	537	531.75	44.8637387040475
"510"	"M_PL_021"	2	11.42	2.499212	2799	3486.85	238.60281
"186"	"M_PL_022"	1	2.99	1.33707807467544	28	30.45	8.06711118234296
"187"	"M_PL_023"	3	3.01	1.21850214392404	98	99.47	18.0103533636303
"188"	"M_PL_024"	3	1.43	0.590411600991934	29	29.9	3.37698688242054
"189"	"M_PL_025"	1	1	0	888	792.93	39.11915364394
"190"	"M_PL_026"	4	5.44	1.62878153628082	143	196.47	19.0185741215308
"191"	"M_PL_027"	2	1.3	0.481999203654147	86	67.08	9.06283341427776
"192"	"M_PL_028"	1	2	0.932033727226042	1055	905.83	73.7959314254485
"193"	"M_PL_029"	1	1.53	0.673525325163326	921	959.53	74.2299804661162
"194"	"M_PL_030"	5	1.76	0.792897766857032	23	31.68	7.0580278814806
"195"	"M_PL_031"	3	2.45	1.0480862791225	259	116.06	19.3410747301481
"196"	"M_PL_032"	1	1.03	0.171446607997765	159	163.43	10.5296646852518
"197"	"M_PL_033"	1	1	0	897	776.13	26.4489808094487
"198"	"M_PL_034"	2	1.05	0.21904291355759	1498	1590.72	87.4507746094795
"199"	"M_PL_035"	1	1.62	0.735533888417183	303	299.67	37.1736452206385
"200"	"M_PL_036"	1	1.09	0.287623491264661	12	11.78	2.70271094729837
"201"	"M_PL_037"	1	1.25	0.435194139889245	53	45.77	7.49660529233672
"202"	"M_PL_038"	1	1.08	0.272659924344291	95	77.5	8.44171939018505
"203"	"M_PL_039"	1	1	0	319	293.39	21.0602286863945
"204"	"M_PL_040"	2	1.96	0.963159783045766	99	98.19	15.3199513410098
"205"	"M_PL_041"	3	1.63	0.747453589654146	411	342.24	30.034364156796
"206"	"M_PL_042"	2	1.11	0.31446603773522	35	35	0
"207"	"M_PL_043"	1	1.26	0.463190516467527	751	715.41	39.9507512476615
"410"	"M_PL_044"	4	12.29	2.4424487	1651	1410.59	120.44372
"208"	"M_PL_045"	2	1.85	0.808727645156516	56	64.02	9.56633406664996
"209"	"M_PL_046"	1	1	0	6329	6123.73	77.5934568469181
"210"	"M_PL_047"	1	1.16	0.368452949177471	3245	3542.87	159.092226286033
"211"	"M_PL_048"	1	1.37	0.562372319964831	8621	7970.84	311.52874018234
"212"	"M_PL_049"	1	1.27	0.529054808029367	3887	3838.02	181.548222717043
"213"	"M_PL_050"	1	1.34	0.535978289926679	138	137.24	15.270040648739
"214"	"M_PL_051"	1	1.17	0.377525168068637	325	313.73	41.0653224396291
"215"	"M_PL_052"	2	1.18	0.386122919665369	135	143.51	13.9033423784689
"216"	"M_PL_053"	8	11.72	2.65177661048573	412	425.38	58.5351107619964
"217"	"M_PL_054"	8	7.69	2.25045449955014	1640	1770.17	153.156489258602
"218"	"M_PL_055"	3	5.1	1.91485421551268	564	498.25	52.3338882425705
"219"	"M_PL_056"	1	3.95	1.53987406017899	2173	2053.94	170.141404054796
"710"	"M_PL_057"	1	6.84	2.111632	14421	14722.66	694.3385
"220"	"M_PL_058"	2	1.41	0.587667878442863	2692	2437.45	91.0488130819747
"221"	"M_PL_059"	1	1	0	461	462.81	2.89790938227523
"222"	"M_PL_060_01"	1	1.06	0.238683256575942	272	239.91	15.6786511221502
"223"	"M_PL_060_02"	1	1.15	0.358870281282637	402	375.61	28.586178407748
"224"	"M_PL_060_03"	1	1.11	0.31446603773522	622	559.82	36.6888032351599
"225"	"M_PL_060_04"	1	1.05	0.21904291355759	291	270.22	21.9579855932445
"226"	"M_PL_060_05"	2	1.89	0.839612705328769	170	162.16	20.3820677770605
"227"	"M_PL_060_06"	2	3.1	1.12366643743874	43	54.55	9.9182262588233
"228"	"M_PL_060_07"	1	1.41	0.604611904907235	123	136.39	17.8381585089352
"229"	"M_PL_060_08"	1	1.5	0.674199862463242	70	63.83	11.2070098914506
"230"	"M_PL_060_09"	2	2.13	0.906263279247886	45	48.69	9.26456810770055
"231"	"M_PL_060_10"	3	1.92	0.895330196975485	23	25.35	5.18618015946849
"232"	"M_PL_060_11"	1	1.82	0.78341392235355	10	13.83	4.15131718174296
"233"	"M_PL_060_12"	2	1.25	0.457816513022367	81	72.17	9.18722762944032
"234"	"M_PL_060_13"	2	1.45	0.592461054424762	22	26.49	6.05779404460639
"235"	"M_PL_060_14"	1	1.14	0.348735088019777	346	304.94	22.0182752377302
"236"	"M_PL_060_15"	1	1	0	507	519.12	22.7122002545777
"237"	"M_PL_060_16"	1	1	0	296	300.11	23.8322822400138
"238"	"M_PL_060_17"	1	1.4	0.603022689155527	173	180.88	17.9033770303513
"239"	"M_PL_060_18"	1	1.45	0.625630994607957	89	79.48	10.7171909481068
"240"	"M_PL_060_19"	1	1.56	0.608359277155375	12	25.34	5.19560809091135
"241"	"M_PL_060_20"	1	1.92	0.787272493993014	10	13.7	3.91706961176775
"242"	"M_PL_060_21"	1	1.53	0.55876848714134	6	9.78	2.69147550686244
"243"	"M_PL_060_22"	1	1.56	0.656282767339712	47	62.11	9.42797792088885
"244"	"M_PL_060_23"	1	1.31	0.563090318750649	34	43.53	6.52648837469665
"245"	"M_PL_060_24"	2	1.96	0.751026233922893	8	9.65	2.83333333333333
"246"	"M_PL_061_01"	1	1.43	0.555141259664437	1	1.67	1.06415423808029
"247"	"M_PL_061_02"	1	1	0	12	11.73	1.56253484809624
"248"	"M_PL_061_03"	1	1.14	0.348735088019777	5	6.53	1.5983261446421
"249"	"M_PL_061_04"	2	1.04	0.196946385566932	23	22.11	0.815196574174263
"250"	"M_PL_061_05"	1	1.15	0.358870281282637	48	46.41	7.37603956035755
"251"	"M_PL_061_06"	1	1	0	91	88.12	4.56220751103426
"252"	"M_PL_061_07"	2	1.07	0.256432399976243	170	170.81	7.40146723101016
"253"	"M_PL_061_08"	1	1	0	29	25.97	3.15733873361537
"254"	"M_PL_061_09"	1	2.07	0.742028342185163	0	0.87	0.949800617035603
"255"	"M_PL_061_10"	1	1.28	0.473115613606636	2	2.39	1.34009648378711
"256"	"M_PL_061_11"	2	2.05	0.641573192719398	1	1.27	0.885973755226133
"257"	"M_PL_061_12"	1	1	0	13	13.24	0.683425714376264
"258"	"M_PL_061_13"	1	1	0	45	42.14	2.97810189702953
"259"	"M_PL_061_14"	2	1.33	0.472581562625261	4	4.24	0.429234695990928
"260"	"M_PL_061_15"	1	1	0	17	19.4	3.4436297505083
"261"	"M_PL_061_16"	1	1.01	0.1	39	36.67	4.9381119362515
"262"	"M_PL_061_17"	4	3.74	0.645418977537581	1	1.5	0.870388279778489
"263"	"M_PL_061_18"	1	1.45	0.575159178669767	13	11.98	3.44063653965074
"264"	"M_PL_061_19"	1	1.36	0.577700072474787	29	32.54	6.07099412756838
"265"	"M_PL_061_20"	3	2.72	0.805034662657955	4	5.15	2.27580599553058
"266"	"M_PL_061_21"	1	1.1	0.301511344577764	39	28.92	4.62902568451276
"267"	"M_PL_061_22"	3	2.81	0.774531464757236	6	5.34	1.45101845110755
"268"	"M_PL_061_23"	2	1.58	0.684311937849128	16	20.17	4.1269133915572
"269"	"M_PL_061_24"	1	1.05	0.21904291355759	46	50.38	5.84095605845205
"270"	"M_PL_061_25"	1	1	0	12	12.41	1.03567671723674
"271"	"M_PL_061_26"	1	1.12	0.32659863237109	15	14.54	3.03986974734249
"272"	"M_PL_061_27"	1	1.52	0.577000253838153	2	3.42	1.64027590682332
"273"	"M_PL_061_28"	1	1.11	0.31446603773522	20	22.76	3.665619685233
"274"	"M_PL_061_29"	1	1.11	0.31446603773522	44	35.62	3.96392826281295
"275"	"M_PL_061_30"	1	1	0	22	23.87	1.76758123839993
"276"	"M_PL_061_31"	1	1	0	37	36.48	1.47353762466831
"277"	"M_PL_061_32"	2	1.25	0.435194139889245	11	11.23	1.05270215074437
"278"	"M_PL_061_33"	2	2	0	NA	NA	NA
"279"	"M_PL_061_34"	1	1	0	0	0	0
"280"	"M_PL_061_35"	4	3.58	0.638495706858525	1	1.52	0.74508490465954
"281"	"M_PL_061_36"	1	1.05	0.21904291355759	10	12.35	2.11476292340825
"282"	"M_PL_061_37"	1	1.17	0.377525168068637	28	31.13	5.40978350544248
"283"	"M_PL_061_38"	1	1.06	0.238683256575942	35	35.5	5.83008567603419
"284"	"M_PL_061_39"	1	1	0	60	47.31	4.89422459062049
"285"	"M_PL_061_40"	2	1.04	0.196946385566932	95	98.15	5.32646337837895
"286"	"M_PL_061_41"	2	2.1	0.301511344577764	0	0.31	0.464823198711732
"287"	"M_PL_061_42"	3	2.08	0.676891289781319	2	2.2	0.402015126103685
"288"	"M_PL_061_43"	2	2.08	0.787272493993014	4	3.95	1.71372946723475
"289"	"M_PL_061_44"	2	1.33	0.472581562625261	6	6.53	0.702880077993682
"290"	"M_PL_061_45"	1	1.15	0.358870281282637	34	31.72	4.74198952407791
"291"	"M_PL_061_46"	1	1.39	0.529817959970281	20	19.99	4.64387290475908
"292"	"M_PL_061_47"	2	1.04	0.196946385566932	103	83.95	6.44224535798857
"293"	"M_PL_061_48"	1	1.01	0.1	14	15.52	2.03742757199148
"810"	"M_PL_062"	1	1	0	565969	469406.66	2708.63896
"294"	"M_PL_063"	1	1	0	605	606.41	17.3246452585135
"295"	"M_PL_064"	1	1.13	0.366666666666667	28	25.95	4.27200187265877
"296"	"M_PL_065"	1	1	0	72	68.02	5.43460665503489
"297"	"M_PL_066"	1	1	0	348	339.53	11.4895253130489
"298"	"M_PL_067"	1	1	0	149	150.21	2.58705011216023
"299"	"M_PL_068"	1	1.02	0.14070529413629	258	249.77	14.6058345889718
"300"	"M_PL_069_01"	1	1.18	0.411452219939241	9	8.94	3.15210367465247
"301"	"M_PL_069_02"	1	1.13	0.337997668989631	6	2.92	1.21172720869131
"302"	"M_PL_069_03"	1	1	0	12	12	0
"303"	"M_PL_070"	1	1	0	159	155.76	0.817979773032872
"304"	"M_PL_071"	1	1.12	0.32659863237109	235	228.52	13.599227547879
"305"	"M_PL_072_01"	4	2.37	1.134001585519	299	331.61	29.9972709196397
"306"	"M_PL_072_02"	2	2.51	1.09632075229797	331	308.1	34.7043792538339
"307"	"M_PL_072_03"	2	2.1	1	683	702.17	61.293639164437
"308"	"M_PL_072_04"	2	1.77	0.77661529287757	668	608.3	45.7360675920862
"309"	"M_PL_072_05"	2	1.51	0.65897073094518	344	350.87	34.1853696038158
"310"	"M_SD_001"	1	1	0	93	100.44	6.03243756953216
"311"	"M_SD_002"	1	1	0	1107	1103.1	27.3246475482551
"312"	"M_SD_003"	1	1.32	0.51010001000002	90	104.98	12.1671689394041
"313"	"M_SD_004"	2	1.24	0.452155332208351	239	257.55	19.3397977698263
"314"	"M_SD_005"	2	1.64	0.659353831222262	23	32.18	6.53874234965345
"315"	"M_SD_006"	2	1.67	0.682464340282755	43	44.06	7.95926497799257
"316"	"M_SD_007"	1	1.1	0.301511344577764	917	755.18	41.9536492675987
"317"	"M_SD_008"	1	1	0	1432	1437.41	11.4786538822936
"318"	"M_SD_009"	1	1	0	42	45.64	4.20562394030573
"319"	"M_SD_010"	1	1	0	2801	2740.74	54.3785125418361
"320"	"M_SD_011"	1	1.02	0.14070529413629	62	56.59	5.33540679391606
"321"	"M_SD_012"	1	1.2	0.426401432711221	512	448.51	35.9375145147094
"322"	"M_SD_013"	1	1	0	1956	1500.81	42.9690268999342
"323"	"M_SD_014"	1	1	0	1219	1214.33	16.0183323007412
"324"	"M_SD_015"	1	1	0	659	644.08	10.4694649801075
"325"	"M_SD_016"	1	1	0	21303	20389.07	214.771019949389
"326"	"M_SD_017"	1	1	0	367	344.97	9.11924926025751
"327"	"M_SD_018"	5	5.73	1.56898603298983	12	15.1	5.70751763692041
"328"	"M_SD_019"	1	1	0	9004	8760.05	307.686918634819
"329"	"M_SD_020"	1	1.05	0.21904291355759	854	910.46	41.1355040928113
"330"	"M_SD_021"	1	1	0	783	783.72	29.1835293245759
"331"	"M_SD_022"	1	1.84	0.939804406901949	14651	12234.22	487.154852281089
"332"	"M_SD_023"	1	1.06	0.238683256575942	57	58.58	5.01750471204099
"333"	"M_SD_024"	1	1	0	80	75.94	4.83008250133442
"334"	"M_SD_025"	1	1	0	22	22.66	1.57133411758636
"335"	"M_SD_026"	1	1	0	1	1	0
"336"	"M_SD_027"	1	1	0	79	77.71	1.18317327129165
"337"	"M_SD_028"	1	1	0	62	62	0
"338"	"M_SD_029"	1	1	0	3	3	0
"339"	"M_SD_030"	1	1	0	6	6	0
"340"	"M_SD_031"	1	1.1	0.333333333333333	159	122.36	13.9418127018742
"341"	"M_SD_032"	1	1	0	34	36.37	1.81828535058764
"342"	"M_SD_033"	1	1.01	0.1	181	181.03	6.35078138833516
"343"	"M_SD_034"	1	1.03	0.171446607997765	7437	6084.2	216.205149491557
"344"	"mclaughlin"	1	1	0	30	30	0
"345"	"meyer"	1	1	0	12051	12085.2	21.609481645095
"346"	"middelboe"	1	1	0	7726	7726	0
"347"	"miklic"	3	1.05	0.21904291355759	331	153.8	10.6751859918034
"348"	"mizoguchi"	1	1	0	41	41.53	0.822106188918795
"349"	"owensmith"	1	1	0	1094	1094.69	1.33858813001542
"350"	"pantucek"	1	1	0	16952	16944.84	2.81668908006144
"351"	"PAS"	1	1.08	0.272659924344291	45	49.16	5.58627466622119
"352"	"paterson"	1	1	0	6443	6204.35	55.4919914141772
"353"	"Pol_Junker2013"	3	2.93	1.17426099692057	1723	1433.58	105.561718267734
"2100"	"Pol_Weiner2011"	1	1.82	0.7962031	59545	57966.95	1338.16372
