"ID" "NRow" "NCol" "NLinks" "Connectance" "NComp" "LargeCompSize" "nLargeComp" "SA_NMod" "SA_Modularity" "FG_NMod" "FG_Modularity" "FG_PNull" "MS_congr" "MS_mean" "MS_sd" "MS_pval" "n_m6" "n_m6_mod" "mean_m6_mod" "sd_m6_mod" "p_m6_mod" "n_m6_sect" "mean_m6_sect" "sd_m6_sect" "p_m6_sect" "n_m6_ms" "mean_m6_ms" "sd_m6_ms" "p_m6_ms"
"354" "middelboe" 11 24 202 0.7652 1 35 1 3 0.08406 3 0.063756 0.67 0.898550724637681 0.635995445134576 0.0385412795565491 0 7726 2524 1302.9 345.667 0.002 459 272.019 62.304 0 4 6.57 3.85404156226115 0.69
"355" "miklic" 18 14 70 0.2778 3 28 1 3 0.378028 4 0.357807 0 1 0.786337301587302 0.028764201114599 0 331 321 19.125 15.327 0 327 119.562 50.989 0 321 19.16 15.1475703955746 0
"356" "mizoguchi" 7 4 21 0.75 1 11 1 2 0.14966 4 0.078231 1 0.8 0.818083333333333 0.0119290412123719 1 41 7 2.903 1.476 0.021 22 14.687 4.997 0.19 6 1.72 1.46390925368696 0.05
"357" "owensmith" 22 5 88 0.8 1 27 1 3 0.100981 4 0.054558 0.98 0.888888888888889 0.887933333333333 0.0392693652006592 0.657 1094 88 47.232 11.036 0 577 543.306 66.023 0.362 78 35.36 12.2487022606767 0.01
"358" "pantucek" 88 4 322 0.9148 1 92 1 3 0.05347 3 0.026383 0.4 0.904761904761905 0.934595618612742 0.0279181789134251 0.877 16952 45 33.363 9.189 0.262 7912 7703.043 618.07 0.267 45 34.35 9.09253773290177 0.29
"359" "PAS" 24 6 45 0.3125 1 30 1 4 0.389136 4 0.368642 0.17 0.9375 0.692897023809524 0.0421740045858987 0 45 6 0.611 1.215 0.016 20 8.371 6.807 0.077 6 0.74 1.53491354673792 0.03
"360" "paterson" 93 5 267 0.5742 1 98 1 4 0.183254 3 0.165257 0.04 1 0.805969671052632 0.0157373789220825 0 6443 190 38.064 41.906 0.003 4618 2534.68 963.979 0.003 190 37.94 39.0482271096146 0
"361" "Pol_Junker2013" 53 248 530 0.0403 3 296 1 9 0.539285 12 0.538048 0 0.911292236768025 0.898753382393526 0.00434938207979426 0.001 1723 186 2.774 3.707 0 1403 1247.757 245.593 0.302 159 2.38 3.91263170624158 0
"362" "Pol_Weiner2011" 82 517 1813 0.0428 1 599 1 5 0.373489 7 0.350523 0 0.968229166666667 0.969106090646806 0.001908427116686 0.695 59545 7578 527.126 249.736 0 54278 45980.408 8603.196 0.148 6767 397.16 232.34295097697 0
"363" "poullain" 24 23 107 0.1938 1 47 1 5 0.375491 5 0.337104 0.51 0.909090909090909 0.872900454545455 0.00645078706589142 0 157 33 0.809 1.184 0 107 89.262 20.867 0.219 31 0.51 0.958692291139816 0
"364" "quiberoni" 20 11 89 0.4045 1 31 1 3 0.376215 3 0.371481 0 0.928571428571429 0.816563492063492 0.0422417304553138 0.002 582 480 38.595 20.09 0 516 266.629 80.495 0.002 446 30.95 18.2376982199958 0
"365" "radloffanddutoit" 18 4 48 0.6667 1 22 1 3 0.182726 4 0.123915 0.99 1 0.820287037037037 0.0336825227909025 0.001 222 21 4.982 4.286 0.012 87 75.983 26.477 0.3 21 5.6 4.3391569259803 0.01
"366" "rybniker" 15 14 70 0.3333 1 29 1 3 0.333469 3 0.324898 0 1 0.746732142857143 0.0259257246031955 0 346 190 11.307 16.216 0 256 91.664 69.798 0.034 190 9.94 13.9659181111329 0
"367" "SANT10" 49 25 187 0.1527 1 74 1 6 0.322657 7 0.296834 0.98 0.916666666666667 0.918910353535354 0.00297414812229137 0.814 1160 45 3.127 3.53 0 859 829.035 172.339 0.442 31 2.39 3.58418242230549 0
"368" "seed" 10 6 31 0.5167 1 16 1 4 0.228928 5 0.182622 0.82 1 0.734708333333333 0.0536609337904187 0.001 72 2 0.193 0.4 0.002 26 15.729 9.531 0.15 2 0.27 0.446196043338474 0
"369" "stenholm" 24 22 348 0.6591 1 46 1 2 0.183413 3 0.143179 0 0.820075757575758 0.65219696969697 0.00386408316014451 0 18036 4213 2070.44 181.613 0 6094 2787.644 631.046 0 2268 1113.19 356.032988342202 0
"370" "STI" 31 31 182 0.1894 1 62 1 5 0.30736 5 0.281442 0.42 0.865789473684211 0.822697723475355 0.0160907406846984 0.004 1335 114 11.731 12.016 0 675 595.499 212.742 0.364 57 3.17 3.09465162609116 0
"371" "sullivan" 20 44 148 0.1682 3 60 1 6 0.380841 6 0.36414 0 1 0.866438888888889 0.0186851809688772 0 924 313 12.951 13.913 0 917 526.058 154.204 0 313 14.02 14.3737836551708 0
"372" "suttle" 6 7 11 0.2619 3 9 1 3 0.333333 3 0.308642 0.86 1 0.707166666666667 0.120027346764722 0.014 1 0 0.017 0.129 1 0 0.073 0.26 1 0 0.02 0.14070529413629 1
"373" "synott" 16 16 207 0.8086 1 32 1 4 0.084203 2 0.060445 0.45 1 0.90947380952381 0.029291512096331 0 7725 568 304.136 84.652 0 5509 5149.931 490.352 0.227 568 306.66 85.5452175309891 0
"374" "wang" 8 7 11 0.1964 4 9 1 2 0.375 2 0.367188 0.75 1 0.652375 0.133932528899059 0.053 0 0 0 0 1 0 0 0 1 0 0 0 1
"375" "wichels" 59 22 318 0.245 1 81 1 4 0.217278 5 0.202479 0.15 0.982142857142857 0.738211562560247 0.0125805259996228 0 9682 745 110.788 71.36 0 6251 2355.85 1335.456 0.003 628 122.58 74.3274464308393 0
"376" "zinno" 17 27 49 0.1068 3 40 1 6 0.661838 6 0.657764 0 1 0.655531746031746 0.0452342025212354 0 12 9 0.053 0.261 0 12 1.233 1.389 0 9 0.04 0.196946385566932 0
