"Diplopterys_pubipetala"	"Byrsonima_gardnerana"	"Banisteriopsis_muricata"	"Heteropterys_sp1_M_PL_059"	"Heteropterys_sp2_M_PL_059"	"Dicella_bracteosa"	"Carolus_chasei"	"Stigmaphyllon_paralias"	"Banisteriopsis_stellaris"	"Banisteriopsis_schizoptera"	"Stigmaphyllon_auriculatum"	"Stigmaphyllon_ciliatum"	"Janusia_anisandra"	"Centris_aenea"	"Centris_fuscata"	"Centris_caxiensis"	"Centris_tarsata"	"Centris_flavifrons"	"Centris_trigonoides"	"Centris_obsoleta"	"Epicharis_sp1_M_PL_059"	"Apis_mellifera"	"Centris_sp1_M_PL_059"	"Centris_sp2_M_PL_059"	"Xylocopa_sp1_M_PL_059"	"Xylocopa_grisescens"
"Stigmaphyllon_auriculatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323353293413174	0.220958083832335	0.0916167664670659	0	0.264071856287425	0	0	0	0	0	0	0	0
"Stigmaphyllon_ciliatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.384076433121019	0.280891719745223	0	0	0.235031847133758	0	0	0	0	0	0	0	0
"Janusia_anisandra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320454545454545	0.415909090909091	0	0.163636363636364	0	0	0	0	0	0	0	0	0
"Centris_aenea"	0.174095022624434	0.117590497737557	0.05039592760181	0.0972285067873303	0.0941742081447964	0.0707579185520362	0.0768665158371041	0.0641402714932127	0.0371606334841629	0.0290158371040724	0.0305429864253394	0.034106334841629	0.0239253393665158	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_fuscata"	0.191932457786116	0.0450281425891182	0.0658536585365854	0.0956848030018762	0.0923076923076923	0.0720450281425891	0.0636022514071295	0.114821763602251	0.0422138836772983	0.0315196998123827	0.0230769230769231	0.0275797373358349	0.0343339587242026	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_caxiensis"	0.127196333078686	0.362337662337662	0.0185637891520244	0.0907563025210084	0.0907563025210084	0.0611917494270435	0.0742551566080978	0	0.0419404125286478	0.0213139801375095	0.0116883116883117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_tarsata"	0.174831081081081	0.176351351351351	0.0532094594594595	0.117060810810811	0.126182432432432	0.0501689189189189	0.0760135135135135	0	0.0440878378378378	0.0456081081081081	0	0	0.0364864864864865	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_flavifrons"	0.165663716814159	0.113097345132743	0.108318584070796	0.160884955752212	0	0.208672566371681	0	0	0	0	0.0780530973451327	0.0653097345132743	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_trigonoides"	0.150391644908616	0	0.383028720626632	0.176240208877285	0.190339425587467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_obsoleta"	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Epicharis_sp1_M_PL_059"	0.35311004784689	0	0.391866028708134	0.0301435406698565	0.12488038277512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0.593478260869565	0.0456521739130435	0.0717391304347826	0	0.189130434782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_sp1_M_PL_059"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_sp2_M_PL_059"	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xylocopa_sp1_M_PL_059"	0	0	0.615	0.285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xylocopa_grisescens"	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
