"Abutilon_bedfordianum"	"Aechmea_nudicaulis"	"Aechmea_vanhoutteana"	"Billbergia_distachya"	"Billbergia_vitata"	"Bomarea_edulis"	"Fuchsia_regia"	"Hippeastrum_aulicum"	"Justicia_sebastianopolitanae"	"Manettia_mirtis"	"Mendoncia_sp1_M_PL_066"	"Nematanthus_crassifolius"	"Nematanthus_fornix"	"Nematanthus_lanceolatus"	"Nidularium_itatiaiae"	"Odontonema_barlerioides"	"Pitcaimia_flammea"	"Psittacanthus_flavo_viridis"	"Pyrostegia_venusta"	"Quesnelia_augusto-coburgii"	"Salvia_sellowiana"	"Sinningia_cooperi"	"Sinningia_gigantifolia"	"Siphocampylus_longepedunculatus"	"Staurogyne_itatiaiae"	"Tillandsia_gardneri"	"Velloziela_dracocephaloides"	"Vriesea_carinata"	"Vriesea_longicaulis"	"Vriesea_sp1_M_PL_066"	"Stromanthe_thalia"	"Phaethornis_eurynome"	"Thalurania_glaucopis"	"Phaethornis_squalidus"	"Clytolaema_rubricauda"	"Leucochloris_albicollis"
"Nidularium_itatiaiae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"Odontonema_barlerioides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.35	0	0
"Pitcaimia_flammea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325	0.15	0.025	0	0
"Psittacanthus_flavo_viridis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3335	0	0.1665	0
"Pyrostegia_venusta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3075	0.0385	0.1155	0	0.0385
"Quesnelia_augusto-coburgii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"Salvia_sellowiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.441	0	0.059	0	0
"Sinningia_cooperi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318	0.1135	0.0685	0	0
"Sinningia_gigantifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357	0	0.143	0	0
"Siphocampylus_longepedunculatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"Staurogyne_itatiaiae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143	0	0.357	0	0
"Tillandsia_gardneri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0
"Velloziela_dracocephaloides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"Vriesea_carinata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.05	0	0	0
"Vriesea_longicaulis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0
"Vriesea_sp1_M_PL_066"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
"Stromanthe_thalia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167	0	0.1665	0.1665	0
"Phaethornis_eurynome"	0.00268677974880228	0.00595623462385084	0.00731580991842548	0.0197785834520264	0.0211705295869481	0.0116535025249255	0.00647416806940308	0.0161854201735077	0.0323708403470154	0.00479088437135828	0.00313997151366049	0.0323708403470154	0.00809271008675385	0.0102291855496569	0.0323708403470154	0.00971125210410462	0.02104104622556	0	0.0199080668134145	0.0323708403470154	0.0285510811860676	0.0205878544607018	0.023112780007769	0.0323708403470154	0.00925806033924641	0	0.0323708403470154	0.0291337563123139	0.0161854201735077	0	0.0108118606759031	0	0	0	0	0
"Thalurania_glaucopis"	0.060671058679332	0.048337674276084	0.052780756856136	0.00850314079975486	0	0.00919258464838364	0.0153209744139727	0.0222154129002605	0	0.0113375210663398	0.0373831775700935	0	0.0526275471119963	0	0	0	0.0229814616209591	0.051095449670599	0.0058985751493795	0	0	0.017389305959859	0	0	0	0.0383024360349318	0	0.00766048720698636	0.0383024360349318	0	0	0	0	0	0	0
"Phaethornis_squalidus"	0	0.00421571746738785	0.0053293032134903	0.0221126312440344	0.00302258988227808	0.0413617562838053	0.0477251034043907	0.0167037861915367	0	0.0559974546611518	0	0	0.00501113585746102	0.0544066178810054	0	0.0556792873051225	0.00397709195036589	0	0.0183741648106904	0	0.00938593700286351	0.0108972319440025	0.0227489659560929	0	0.0567928730512249	0.0397709195036589	0	0	0	0	0.0264874323894368	0	0	0	0	0
"Clytolaema_rubricauda"	0.0277901289461983	0.0293463761671854	0.00400177856825256	0	0.0684748777234326	0	0	0	0	0	0	0	0	0	0	0	0	0.0740329035126723	0	0	0	0	0	0	0	0	0	0	0	0.222321031569586	0.0740329035126723	0	0	0	0	0
"Leucochloris_albicollis"	0	0	0	0	0	0	0	0	0	0	0.421747967479675	0	0	0	0	0	0	0	0.0782520325203252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
