"Microtus_arvalis"	"Apodemus_sylvaticus"	"Prometheomys_schaposchnikowi"	"Apodemus_mystacinus"	"Microtus_majori"	"Dryomys_nitedula"	"Cricetulus_migratorius"	"Sorex_araneus"	"Chionomys_nivalis"	"Myoxus_glis"	"Ctenophthalmus_proximus"	"Ctenophthalmus_hypanis"	"Ctenophthalmus_inornatus"	"Megabothris_turbidus"	"Ctenophthalmus_shovi"	"Amphipsylla_rossica"	"Myoxopsylla_jordani"	"Nosopsyllus_fasciatus"	"Leptopsylla_segnis"	"Leptopsylla_taschenbergi"	"Hystrichopsylla_talpae"	"Amphipsylla_georgica"	"Hystrichopsylla_satunini"	"Rhadinopsylla_integella"	"Ceratophyllus_sciurorum"	"Amalaraeus_penicilliger"	"Ctenophthalmus_euxinicus"	"Palaeopsylla_caucasica"
"Nosopsyllus_fasciatus"	0	0.333333333333333	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_segnis"	0	0.263888888888889	0	0.152777777777778	0.0555555555555556	0	0	0.0277777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_taschenbergi"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_talpae"	0.361111111111111	0.0833333333333333	0	0	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_georgica"	0	0.0666666666666667	0	0	0	0	0.433333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_satunini"	0	0.208333333333333	0	0.166666666666667	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_integella"	0	0.3	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_sciurorum"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_euxinicus"	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Palaeopsylla_caucasica"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
