"Sideroxylon_puberulum"	"Psiadia_terebinthina"	"Psidium_cattleianum"	"Helichrysum_proteoides"	"Stillingia_lineata"	"Grangeria_borbonica"	"Antidesma_madagascariense"	"Labourdonnaisia_callophylloides"	"Olea_lancea"	"Euodia_obtusifolia"	"Warneckea_trinervis"	"Homalanthus_populifolius"	"Phyllanthus_phillyreifolius"	"Wikstroemia_indica"	"Badula_platiphylla"	"Eugenia_orbiculata"	"Euodia_chapelieri"	"Gaertnera_sp1_M_PL_078"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_078"	"Villa_unifasciata"	"Pachycerina_crinicornis"	"Musca_domestica"	"Chrysomya_megacephala"	"Technomyrmex_albipes"	"Cerambycidae_sp1_M_PL_078"	"Stomorhina_lunata"	"Dysauxes_florida"	"Lygaeidae_sp1_M_PL_078"	"Pelecophora_intemipta"	"Scolia_carniflex"
"Chaetocnema_sp1_M_PL_078"	0	0	0	0.04	0.06	0.04	0.04	0.04	0.06	0.06	0	0.04	0.04	0.04	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Villa_unifasciata"	0	0.115384615384615	0.230769230769231	0	0	0	0.0384615384615385	0	0.0384615384615385	0	0	0	0	0	0	0.0384615384615385	0	0.0384615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pachycerina_crinicornis"	0	0	0	0.0555555555555556	0.333333333333333	0	0.0555555555555556	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Musca_domestica"	0	0	0	0.375	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomya_megacephala"	0.166666666666667	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Technomyrmex_albipes"	0	0.166666666666667	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cerambycidae_sp1_M_PL_078"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stomorhina_lunata"	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dysauxes_florida"	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lygaeidae_sp1_M_PL_078"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pelecophora_intemipta"	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Scolia_carniflex"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
