"Diplopterys_pubipetala"	"Byrsonima_gardnerana"	"Banisteriopsis_muricata"	"Heteropterys_sp1_M_PL_059"	"Heteropterys_sp2_M_PL_059"	"Dicella_bracteosa"	"Carolus_chasei"	"Stigmaphyllon_paralias"	"Banisteriopsis_stellaris"	"Banisteriopsis_schizoptera"	"Stigmaphyllon_auriculatum"	"Stigmaphyllon_ciliatum"	"Janusia_anisandra"	"Centris_aenea"	"Centris_fuscata"	"Centris_caxiensis"	"Centris_tarsata"	"Centris_flavifrons"	"Centris_trigonoides"	"Centris_obsoleta"	"Epicharis_sp1_M_PL_059"	"Apis_mellifera"	"Centris_sp1_M_PL_059"	"Centris_sp2_M_PL_059"	"Xylocopa_sp1_M_PL_059"	"Xylocopa_grisescens"
"Stigmaphyllon_auriculatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179640718562874	0.122754491017964	0.0508982035928144	0	0.146706586826347	0	0	0	0	0	0	0	0
"Stigmaphyllon_ciliatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213375796178344	0.156050955414013	0	0	0.130573248407643	0	0	0	0	0	0	0	0
"Janusia_anisandra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178030303030303	0.231060606060606	0	0.0909090909090909	0	0	0	0	0	0	0	0	0
"Centris_aenea"	0.0967194570135747	0.0653280542986425	0.0279977375565611	0.0540158371040724	0.0523190045248869	0.0393099547511312	0.0427036199095023	0.0356334841628959	0.0206447963800905	0.0161199095022624	0.0169683257918552	0.018947963800905	0.0132918552036199	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_fuscata"	0.106629143214509	0.0250156347717323	0.0365853658536585	0.0531582238899312	0.0512820512820513	0.0400250156347717	0.0353345841150719	0.0637898686679174	0.0234521575984991	0.0175109443402126	0.0128205128205128	0.0153220762976861	0.0190744215134459	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_caxiensis"	0.0706646294881589	0.201298701298701	0.0103132161955691	0.0504201680672269	0.0504201680672269	0.0339954163483575	0.0412528647822765	0	0.0233002291825821	0.0118411000763942	0.00649350649350649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_tarsata"	0.0971283783783784	0.097972972972973	0.0295608108108108	0.0650337837837838	0.0701013513513514	0.0278716216216216	0.0422297297297297	0	0.0244932432432432	0.0253378378378378	0	0	0.0202702702702703	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_flavifrons"	0.0920353982300885	0.0628318584070797	0.0601769911504425	0.0893805309734513	0	0.115929203539823	0	0	0	0	0.0433628318584071	0.036283185840708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_trigonoides"	0.0835509138381201	0	0.212793733681462	0.097911227154047	0.105744125326371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_obsoleta"	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Epicharis_sp1_M_PL_059"	0.196172248803828	0	0.217703349282297	0.0167464114832536	0.069377990430622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0.329710144927536	0.0253623188405797	0.0398550724637681	0	0.105072463768116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_sp1_M_PL_059"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_sp2_M_PL_059"	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xylocopa_sp1_M_PL_059"	0	0	0.341666666666667	0.158333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xylocopa_grisescens"	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
